                   Degree          h_min[micron-m]               p_max[MPa]           Q_martin[cc/s]                    Eccen        Att.Angle[degree]
                   0.0000             2.374997E+01             3.541789E-02             4.583649E-01             5.000007E-01             4.999680E-01
                   0.1800             2.374956E+01             3.226402E-02             4.546376E-01             5.000092E-01            -5.491299E-02
                   0.3600             2.374956E+01             3.230312E-02             4.546846E-01             5.000092E-01            -8.573087E-02
                   0.5400             2.374960E+01             3.233484E-02             4.546660E-01             5.000085E-01            -6.806668E-02
                   0.7200             2.374960E+01             3.241267E-02             4.547227E-01             5.000085E-01            -9.555431E-02
                   0.9000             2.374963E+01             3.246688E-02             4.546966E-01             5.000078E-01            -7.159220E-02
                   1.0800             2.374963E+01             3.256819E-02             4.547582E-01             5.000079E-01            -9.785003E-02
                   1.2600             2.374966E+01             3.263984E-02             4.547265E-01             5.000072E-01            -6.795826E-02
                   1.4400             2.374966E+01             3.275965E-02             4.547884E-01             5.000072E-01            -9.299156E-02
                   1.6200             2.374966E+01             3.289488E-02             4.548676E-01             5.000072E-01            -1.185498E-01
                   1.8000             2.374969E+01             3.298370E-02             4.548131E-01             5.000065E-01            -8.013137E-02
                   1.9800             2.374969E+01             3.313283E-02             4.548861E-01             5.000065E-01            -1.039871E-01
                   2.1600             2.374969E+01             3.329603E-02             4.549753E-01             5.000066E-01            -1.282160E-01
                   2.3400             2.374972E+01             3.340018E-02             4.548992E-01             5.000059E-01            -8.026380E-02
                   2.5200             2.374972E+01             3.357294E-02             4.549752E-01             5.000059E-01            -1.023897E-01
                   2.7000             2.374972E+01             3.375817E-02             4.550657E-01             5.000059E-01            -1.247659E-01
                   2.8800             2.374972E+01             3.395537E-02             4.551715E-01             5.000060E-01            -1.473713E-01
                   3.0600             2.374975E+01             3.407060E-02             4.550505E-01             5.000052E-01            -8.640465E-02
                   3.2400             2.374975E+01             3.427214E-02             4.551336E-01             5.000053E-01            -1.065092E-01
                   3.4200             2.374975E+01             3.448377E-02             4.552293E-01             5.000053E-01            -1.267215E-01
                   3.6000             2.374975E+01             3.470547E-02             4.553380E-01             5.000053E-01            -1.470162E-01
                   3.7800             2.374974E+01             3.493727E-02             4.554606E-01             5.000054E-01            -1.673669E-01
                   3.9600             2.374974E+01             3.517879E-02             4.555976E-01             5.000054E-01            -1.877540E-01
                   4.1400             2.374978E+01             3.528841E-02             4.553585E-01             5.000047E-01            -1.069887E-01
                   4.3200             2.374978E+01             3.552816E-02             4.554574E-01             5.000047E-01            -1.244643E-01
                   4.5000             2.374978E+01             3.577688E-02             4.555670E-01             5.000047E-01            -1.419113E-01
                   4.6800             2.374977E+01             3.603402E-02             4.556877E-01             5.000048E-01            -1.593118E-01
                   4.8600             2.374977E+01             3.629953E-02             4.558197E-01             5.000048E-01            -1.766484E-01
                   5.0400             2.374977E+01             3.657330E-02             4.559635E-01             5.000048E-01            -1.939025E-01
                   5.2200             2.374977E+01             3.685520E-02             4.561193E-01             5.000049E-01            -2.110567E-01
                   5.4000             2.374977E+01             3.714499E-02             4.562875E-01             5.000049E-01            -2.280939E-01
                   5.5800             2.374977E+01             3.744233E-02             4.564684E-01             5.000049E-01            -2.449967E-01
                   5.7600             2.374980E+01             3.751594E-02             4.559552E-01             5.000041E-01            -1.347927E-01
                   5.9400             2.374980E+01             3.780586E-02             4.560750E-01             5.000042E-01            -1.486142E-01
                   6.1200             2.374980E+01             3.810255E-02             4.562029E-01             5.000042E-01            -1.622838E-01
                   6.3000             2.374980E+01             3.840573E-02             4.563390E-01             5.000042E-01            -1.757882E-01
                   6.4800             2.374980E+01             3.871562E-02             4.564833E-01             5.000043E-01            -1.891139E-01
                   6.6600             2.374980E+01             3.903162E-02             4.566358E-01             5.000043E-01            -2.022490E-01
                   6.8400             2.374979E+01             3.935378E-02             4.567966E-01             5.000043E-01            -2.151801E-01
                   7.0200             2.374979E+01             3.968196E-02             4.569655E-01             5.000044E-01            -2.278956E-01
                   7.2000             2.374979E+01             4.001582E-02             4.571426E-01             5.000044E-01            -2.403832E-01
                   7.3800             2.374979E+01             4.035544E-02             4.573276E-01             5.000044E-01            -2.526307E-01
                   7.5600             2.374979E+01             4.070033E-02             4.575205E-01             5.000045E-01            -2.646264E-01
                   7.7400             2.374979E+01             4.105039E-02             4.577209E-01             5.000045E-01            -2.763585E-01
                   7.9200             2.374978E+01             4.140537E-02             4.579289E-01             5.000046E-01            -2.878160E-01
                   8.1000             2.374978E+01             4.176532E-02             4.581439E-01             5.000046E-01            -2.989869E-01
                   8.2800             2.374978E+01             4.212981E-02             4.583658E-01             5.000046E-01            -3.098612E-01
