                   Degree                T_ecc[Nm]         T_inertia_ro[Nm]         T_inertia_vh[Nm]              T_com_C[Nm]      T_total_no_loss[Nm]               T_loss[Nm]             T_bear_s[Nm]         T_inst_total[Nm]
                   0.0000             7.357662E-02             4.409474E-04             1.326657E-06             3.884947E-05             4.811235E-04             5.154378E-01             5.830646E-02             5.159189E-01
                   0.1800             7.136310E-02            -1.351496E-03            -4.066177E-06             5.205999E-04            -8.349625E-04             5.130438E-01             5.818036E-02             5.122089E-01
                   0.3600             7.138337E-02            -2.669738E-03            -8.032279E-06             8.270843E-04            -1.850686E-03             5.128412E-01             5.817351E-02             5.109905E-01
                   0.5400             7.142577E-02            -3.988044E-03            -1.199853E-05             1.133064E-03            -2.866979E-03             5.126717E-01             5.817739E-02             5.098047E-01
                   0.7200             7.148344E-02            -5.306277E-03            -1.596449E-05             1.439124E-03            -3.883117E-03             5.125085E-01             5.817125E-02             5.086254E-01
                   0.9000             7.155330E-02            -6.624080E-03            -1.992906E-05             1.745499E-03            -4.898510E-03             5.123705E-01             5.817653E-02             5.074720E-01
                   1.0800             7.163403E-02            -7.941372E-03            -2.389198E-05             2.052285E-03            -5.912979E-03             5.122339E-01             5.817062E-02             5.063209E-01
                   1.2600             7.172492E-02            -9.258339E-03            -2.785378E-05             2.359540E-03            -6.926652E-03             5.121217E-01             5.817724E-02             5.051951E-01
                   1.4400             7.182548E-02            -1.057473E-02            -3.181368E-05             2.667311E-03            -7.939232E-03             5.120088E-01             5.817157E-02             5.040696E-01
                   1.6200             7.193539E-02            -1.189051E-02            -3.577156E-05             2.975642E-03            -8.950635E-03             5.119071E-01             5.816574E-02             5.029564E-01
                   1.8000             7.205431E-02            -1.320553E-02            -3.972695E-05             3.284583E-03            -9.960671E-03             5.118307E-01             5.817431E-02             5.018700E-01
                   1.9800             7.218194E-02            -1.451986E-02            -4.368003E-05             3.594188E-03            -1.096935E-02             5.117510E-01             5.816882E-02             5.007816E-01
                   2.1600             7.231799E-02            -1.583331E-02            -4.763021E-05             3.904513E-03            -1.197643E-02             5.116817E-01             5.816321E-02             4.997053E-01
                   2.3400             7.246215E-02            -1.714587E-02            -5.157743E-05             4.215622E-03            -1.298183E-02             5.116391E-01             5.817404E-02             4.986573E-01
                   2.5200             7.261414E-02            -1.845743E-02            -5.552134E-05             4.527585E-03            -1.398537E-02             5.115905E-01             5.816886E-02             4.976051E-01
                   2.7000             7.277367E-02            -1.976791E-02            -5.946167E-05             4.840473E-03            -1.498690E-02             5.115516E-01             5.816358E-02             4.965647E-01
                   2.8800             7.294045E-02            -2.107726E-02            -6.339826E-05             5.154365E-03            -1.598629E-02             5.115221E-01             5.815820E-02             4.955359E-01
                   3.0600             7.311419E-02            -2.238536E-02            -6.733074E-05             5.469348E-03            -1.698334E-02             5.115214E-01             5.817222E-02             4.945381E-01
                   3.2400             7.329447E-02            -2.369217E-02            -7.125893E-05             5.785140E-03            -1.797829E-02             5.115097E-01             5.816739E-02             4.935314E-01
                   3.4200             7.348101E-02            -2.499761E-02            -7.518260E-05             6.101447E-03            -1.897135E-02             5.115043E-01             5.816248E-02             4.925330E-01
                   3.6000             7.367371E-02            -2.630161E-02            -7.910147E-05             6.418263E-03            -1.996245E-02             5.115053E-01             5.815751E-02             4.915429E-01
                   3.7800             7.387247E-02            -2.760407E-02            -8.301527E-05             6.735584E-03            -2.095150E-02             5.115126E-01             5.815248E-02             4.905611E-01
                   3.9600             7.407721E-02            -2.890495E-02            -8.692382E-05             7.053406E-03            -2.193846E-02             5.117274E-01             5.814739E-02             4.897889E-01
