                   Degree                 Q1[m3/s]                 Q2[m3/s]                Q3c[m3/s]                Q3s[m3/s]                 Q4[m3/s]                Q5a[m3/s]                Q5b[m3/s]                Q6c[m3/s]                Q6s[m3/s]                 Q7[m3/s]                 Q8[m3/s]                Q9a[m3/s]                Q9b[m3/s]
                   0.0000             1.147430E-06             1.972443E-07             1.147377E-06             1.860924E-15             4.086552E-09             1.912905E-08             9.733484E-07             5.265876E-11             8.586810E-20             9.501855E-07            -1.865989E-07            -1.857786E-07             5.778081E-07
                   0.1800             1.147679E-06             1.973813E-07             1.146910E-06             7.162722E-10             4.066762E-09             1.903624E-08             9.733484E-07             5.271446E-11             3.398230E-14             9.502982E-07            -1.866562E-07            -1.858339E-07             5.778081E-07
                   0.3600             1.147910E-06             1.975073E-07             1.146426E-06             1.430917E-09             4.048405E-09             1.895031E-08             9.733484E-07             5.276348E-11             6.794527E-14             9.504026E-07            -1.867085E-07            -1.858860E-07             5.778081E-07
                   0.5400             1.148125E-06             1.976250E-07             1.145929E-06             2.143191E-09             4.031255E-09             1.887005E-08             9.733484E-07             5.280710E-11             1.018373E-13             9.505000E-07            -1.867573E-07            -1.859347E-07             5.778081E-07
                   0.7200             1.148326E-06             1.977347E-07             1.145419E-06             2.853170E-09             4.015289E-09             1.879531E-08             9.733484E-07             5.284546E-11             1.356555E-13             9.505908E-07            -1.868028E-07            -1.859800E-07             5.778081E-07
                   0.9000             1.148511E-06             1.978361E-07             1.144897E-06             3.561148E-09             4.000514E-09             1.872616E-08             9.733484E-07             5.287848E-11             1.694097E-13             9.506748E-07            -1.868448E-07            -1.860219E-07             5.778081E-07
                   1.0800             1.148682E-06             1.979296E-07             1.144361E-06             4.267425E-09             3.986906E-09             1.866247E-08             9.733484E-07             5.290630E-11             2.031107E-13             9.507522E-07            -1.868836E-07            -1.860605E-07             5.778081E-07
                   1.2600             1.148838E-06             1.980149E-07             1.143812E-06             4.972296E-09             3.974473E-09             1.860428E-08             9.733484E-07             5.292883E-11             2.367683E-13             9.508228E-07            -1.869189E-07            -1.860959E-07             5.778081E-07
                   1.4400             1.148979E-06             1.980923E-07             1.143250E-06             5.676045E-09             3.963193E-09             1.855148E-08             9.733484E-07             5.294620E-11             2.703923E-13             9.508870E-07            -1.869510E-07            -1.861279E-07             5.778081E-07
                   1.6200             1.149106E-06             1.981619E-07             1.142674E-06             6.378931E-09             3.953067E-09             1.850408E-08             9.733484E-07             5.295838E-11             3.039909E-13             9.509446E-07            -1.869799E-07            -1.861566E-07             5.778081E-07
