                   Degree                 Q1[m3/s]                 Q2[m3/s]                Q3c[m3/s]                Q3s[m3/s]                 Q4[m3/s]                Q5a[m3/s]                Q5b[m3/s]                Q6c[m3/s]                Q6s[m3/s]                 Q7[m3/s]                 Q8[m3/s]                Q9a[m3/s]                Q9b[m3/s]
                   0.0000             1.521173E-06             1.892936E-07             1.521165E-06             2.460802E-15             2.182992E-08             1.021853E-07             1.455887E-06             7.886429E-12             1.490501E-20             1.331879E-06            -2.343263E-07            -2.332961E-07             8.642568E-07
                   0.1800             1.521400E-06             1.894188E-07             1.520488E-06             9.047584E-10             2.181243E-08             1.021008E-07             1.455887E-06             7.960058E-12             8.073193E-15             1.331981E-06            -2.343805E-07            -2.333440E-07             8.642568E-07
                   0.3600             1.521608E-06             1.895323E-07             1.519792E-06             1.807350E-09             2.179584E-08             1.020234E-07             1.455887E-06             8.026789E-12             1.608764E-14             1.332075E-06            -2.344274E-07            -2.333912E-07             8.642568E-07
                   0.5400             1.521805E-06             1.896401E-07             1.519089E-06             2.707848E-09             2.178009E-08             1.019498E-07             1.455887E-06             8.089851E-12             2.404244E-14             1.332165E-06            -2.344720E-07            -2.334360E-07             8.642568E-07
                   0.7200             1.521992E-06             1.897422E-07             1.518377E-06             3.606376E-09             2.176519E-08             1.018802E-07             1.455887E-06             8.149182E-12             3.193967E-14             1.332249E-06            -2.345141E-07            -2.334784E-07             8.642568E-07
                   0.9000             1.522168E-06             1.898387E-07             1.517657E-06             4.503088E-09             2.175111E-08             1.018144E-07             1.455887E-06             8.204884E-12             3.978349E-14             1.332329E-06            -2.345541E-07            -2.335184E-07             8.642568E-07
                   1.0800             1.522334E-06             1.899294E-07             1.516927E-06             5.398155E-09             2.173787E-08             1.017526E-07             1.455887E-06             8.256806E-12             4.757850E-14             1.332404E-06            -2.345916E-07            -2.335560E-07             8.642568E-07
                   1.2600             1.522490E-06             1.900145E-07             1.516189E-06             6.291753E-09             2.172545E-08             1.016945E-07             1.455887E-06             8.305134E-12             5.533055E-14             1.332475E-06            -2.346269E-07            -2.335913E-07             8.642568E-07
                   1.4400             1.522635E-06             1.900941E-07             1.515443E-06             7.184064E-09             2.171384E-08             1.016403E-07             1.455887E-06             8.349798E-12             6.304505E-14             1.332541E-06            -2.346598E-07            -2.336243E-07             8.642568E-07
                   1.6200             1.522770E-06             1.901680E-07             1.514686E-06             8.075267E-09             2.170306E-08             1.015899E-07             1.455887E-06             8.390811E-12             7.072771E-14             1.332602E-06            -2.346904E-07            -2.336549E-07             8.642568E-07
