                   Degree                T_ocsc[K]                T_ocdc[K]                T_rosc[K]                T_rodc[K]              T_roller[K]               T_uocsc[K]               T_locsc[K]               T_uocdc[K]               T_locdc[K]
                   0.0000             3.401906E+02             3.401906E+02             3.429657E+02             3.429657E+02             3.437760E+02             3.407909E+02             3.397575E+02             3.407909E+02             3.397575E+02
                   0.1800             3.398148E+02             3.398992E+02             3.425985E+02             3.426858E+02             3.434927E+02             3.404671E+02             3.394004E+02             3.405020E+02             3.394443E+02
                   0.3600             3.397658E+02             3.399037E+02             3.425383E+02             3.426825E+02             3.434915E+02             3.404742E+02             3.394243E+02             3.405047E+02             3.394625E+02
                   0.5400             3.397081E+02             3.398894E+02             3.424710E+02             3.426623E+02             3.434728E+02             3.404592E+02             3.394208E+02             3.404888E+02             3.394582E+02
                   0.7200             3.396430E+02             3.398617E+02             3.423976E+02             3.426303E+02             3.434418E+02             3.404294E+02             3.393989E+02             3.404600E+02             3.394381E+02
                   0.9000             3.395734E+02             3.398256E+02             3.423206E+02             3.425907E+02             3.434030E+02             3.403901E+02             3.393650E+02             3.404229E+02             3.394075E+02
                   1.0800             3.395018E+02             3.397844E+02             3.422424E+02             3.425469E+02             3.433596E+02             3.403451E+02             3.393237E+02             3.403810E+02             3.393706E+02
                   1.2600             3.394302E+02             3.397408E+02             3.421648E+02             3.425011E+02             3.433142E+02             3.402971E+02             3.392781E+02             3.403368E+02             3.393304E+02
                   1.4400             3.393599E+02             3.396966E+02             3.420888E+02             3.424551E+02             3.432684E+02             3.402480E+02             3.392305E+02             3.402920E+02             3.392890E+02
                   1.6200             3.392918E+02             3.396530E+02             3.420155E+02             3.424099E+02             3.432233E+02             3.401991E+02             3.391825E+02             3.402479E+02             3.392477E+02
                   1.8000             3.392265E+02             3.396109E+02             3.419453E+02             3.423663E+02             3.431797E+02             3.401512E+02             3.391352E+02             3.402052E+02             3.392074E+02
                   1.9800             3.391644E+02             3.395707E+02             3.418785E+02             3.423249E+02             3.431382E+02             3.401050E+02             3.390892E+02             3.401646E+02             3.391689E+02
                   2.1600             3.391058E+02             3.395328E+02             3.418154E+02             3.422858E+02             3.430991E+02             3.400608E+02             3.390450E+02             3.401262E+02             3.391325E+02
                   2.3400             3.390506E+02             3.394974E+02             3.417561E+02             3.422494E+02             3.430626E+02             3.400190E+02             3.390030E+02             3.400905E+02             3.390985E+02
                   2.5200             3.389990E+02             3.394648E+02             3.417005E+02             3.422157E+02             3.430287E+02             3.399796E+02             3.389633E+02             3.400574E+02             3.390671E+02
                   2.7000             3.389509E+02             3.394349E+02             3.416487E+02             3.421849E+02             3.429977E+02             3.399428E+02             3.389261E+02             3.400271E+02             3.390384E+02
                   2.8800             3.389063E+02             3.394079E+02             3.416006E+02             3.421569E+02             3.429695E+02             3.399087E+02             3.388915E+02             3.399996E+02             3.390123E+02
                   3.0600             3.388651E+02             3.393836E+02             3.415561E+02             3.421317E+02             3.429442E+02             3.398773E+02             3.388595E+02             3.399749E+02             3.389890E+02
                   3.2400             3.388273E+02             3.393622E+02             3.415151E+02             3.421095E+02             3.429216E+02             3.398486E+02             3.388301E+02             3.399531E+02             3.389684E+02
                   3.4200             3.387928E+02             3.393435E+02             3.414776E+02             3.420900E+02             3.429018E+02             3.398225E+02             3.388034E+02             3.399340E+02             3.389505E+02
                   3.6000             3.387614E+02             3.393275E+02             3.414434E+02             3.420732E+02             3.428847E+02             3.397990E+02             3.387792E+02             3.399176E+02             3.389352E+02
                   3.7800             3.387329E+02             3.393140E+02             3.414124E+02             3.420590E+02             3.428702E+02             3.397780E+02             3.387574E+02             3.399038E+02             3.389224E+02
                   3.9600             3.387072E+02             3.393029E+02             3.413842E+02             3.420472E+02             3.428580E+02             3.397592E+02             3.387379E+02             3.398922E+02             3.389119E+02
                   4.1400             3.386834E+02             3.392934E+02             3.413582E+02             3.420369E+02             3.428474E+02             3.397420E+02             3.387199E+02             3.398823E+02             3.389029E+02
                   4.3200             3.386606E+02             3.392844E+02             3.413333E+02             3.420273E+02             3.428374E+02             3.397253E+02             3.387025E+02             3.398730E+02             3.388945E+02
                   4.5000             3.386383E+02             3.392757E+02             3.413090E+02             3.420179E+02             3.428276E+02             3.397088E+02             3.386852E+02             3.398639E+02             3.388863E+02
                   4.6800             3.386164E+02             3.392670E+02             3.412853E+02             3.420085E+02             3.428178E+02             3.396923E+02             3.386681E+02             3.398548E+02             3.388781E+02
                   4.8600             3.385949E+02             3.392584E+02             3.412620E+02             3.419993E+02             3.428082E+02             3.396759E+02             3.386510E+02             3.398458E+02             3.388701E+02
                   5.0400             3.385738E+02             3.392499E+02             3.412393E+02             3.419901E+02             3.427985E+02             3.396595E+02             3.386341E+02             3.398369E+02             3.388620E+02
                   5.2200             3.385529E+02             3.392414E+02             3.412170E+02             3.419810E+02             3.427890E+02             3.396432E+02             3.386172E+02             3.398280E+02             3.388541E+02
                   5.4000             3.385324E+02             3.392330E+02             3.411951E+02             3.419719E+02             3.427795E+02             3.396269E+02             3.386004E+02             3.398192E+02             3.388462E+02
                   5.5800             3.385122E+02             3.392247E+02             3.411736E+02             3.419629E+02             3.427700E+02             3.396107E+02             3.385837E+02             3.398105E+02             3.388384E+02
                   5.7600             3.384923E+02             3.392164E+02             3.411526E+02             3.419540E+02             3.427606E+02             3.395946E+02             3.385671E+02             3.398018E+02             3.388306E+02
