                   Degree                T_ecc[Nm]         T_inertia_ro[Nm]         T_inertia_vh[Nm]              T_com_C[Nm]      T_total_no_loss[Nm]               T_loss[Nm]             T_bear_s[Nm]         T_inst_total[Nm]
                   0.0000             6.897483E-02             9.865185E-04             2.968090E-06             2.894261E-05             1.018429E-03             4.426585E-01             5.179429E-02             4.436769E-01
                   0.1800             6.833061E-02            -3.023662E-03            -9.097137E-06             4.181400E-04            -2.614619E-03             4.414198E-01             5.167453E-02             4.388052E-01
                   0.3600             6.859477E-02            -5.972925E-03            -1.797038E-05             7.334350E-04            -5.257460E-03             4.413589E-01             5.167516E-02             4.361015E-01
                   0.5400             6.889688E-02            -8.922332E-03            -2.684395E-05             1.048744E-03            -7.900432E-03             4.413384E-01             5.167354E-02             4.334380E-01
                   0.7200             6.923566E-02            -1.187157E-02            -3.571687E-05             1.364098E-03            -1.054319E-02             4.413608E-01             5.167368E-02             4.308176E-01
                   0.9000             6.960974E-02            -1.481986E-02            -4.458669E-05             1.679521E-03            -1.318492E-02             4.414190E-01             5.166973E-02             4.282341E-01
                   1.0800             7.001779E-02            -1.776700E-02            -5.345282E-05             1.995029E-03            -1.582542E-02             4.415230E-01             5.167321E-02             4.256976E-01
                   1.2600             7.045859E-02            -2.071340E-02            -6.231643E-05             2.310636E-03            -1.846509E-02             4.416590E-01             5.167167E-02             4.231939E-01
                   1.4400             7.093077E-02            -2.365853E-02            -7.117581E-05             2.626356E-03            -2.110335E-02             4.423467E-01             5.167115E-02             4.212433E-01
                   1.6200             7.143300E-02            -2.660227E-02            -8.003063E-05             2.942204E-03            -2.374010E-02             4.432720E-01             5.167166E-02             4.195319E-01
                   1.8000             7.196393E-02            -2.954433E-02            -8.887991E-05             3.258194E-03            -2.637502E-02             4.442211E-01             5.166474E-02             4.178460E-01
                   1.9800             7.252232E-02            -3.248485E-02            -9.772403E-05             3.574342E-03            -2.900823E-02             4.452089E-01             5.166688E-02             4.162006E-01
                   2.1600             7.310681E-02            -3.542339E-02            -1.065616E-04             3.890667E-03            -3.163928E-02             4.462259E-01             5.167013E-02             4.145866E-01
