                   Degree          P_inst_total[W]  P_inst_total_no_loss[W]              P_f_loss[W]            P_thr_loss[W]          P_inertia_ro[W]          P_inertia_vh[W]                 P_com[W]              P_bear_s[W]
                   0.0000             9.812719E+01             2.252441E-01             9.790194E+01             3.339384E+05             2.181864E-01             6.564469E-04             6.401183E-03             1.145525E+01
                   0.1800             9.704972E+01            -5.782705E-01             9.762799E+01             3.339384E+05            -6.687377E-01            -2.011997E-03             9.247923E-02             1.142876E+01
                   0.3600             9.645175E+01            -1.162783E+00             9.761453E+01             3.339384E+05            -1.321021E+00            -3.974475E-03             1.622125E-01             1.142890E+01
                   0.5400             9.586266E+01            -1.747324E+00             9.760999E+01             3.339384E+05            -1.973335E+00            -5.937026E-03             2.319487E-01             1.142854E+01
                   0.7200             9.528313E+01            -2.331818E+00             9.761495E+01             3.339384E+05            -2.625614E+00            -7.899433E-03             3.016950E-01             1.142857E+01
                   0.9000             9.471173E+01            -2.916085E+00             9.762782E+01             3.339384E+05            -3.277680E+00            -9.861155E-03             3.714565E-01             1.142770E+01
                   1.0800             9.415074E+01            -3.500078E+00             9.765082E+01             3.339384E+05            -3.929493E+00            -1.182206E-02             4.412367E-01             1.142847E+01
                   1.2600             9.359701E+01            -4.083888E+00             9.768090E+01             3.339384E+05            -4.581145E+00            -1.378241E-02             5.110390E-01             1.142813E+01
                   1.4400             9.316559E+01            -4.667387E+00             9.783298E+01             3.339384E+05            -5.232512E+00            -1.574182E-02             5.808663E-01             1.142801E+01
                   1.6200             9.278709E+01            -5.250553E+00             9.803764E+01             3.339384E+05            -5.883575E+00            -1.770023E-02             6.507217E-01             1.142812E+01
                   1.8000             9.241422E+01            -5.833313E+00             9.824754E+01             3.339384E+05            -6.534265E+00            -1.965740E-02             7.206086E-01             1.142659E+01
                   1.9800             9.205031E+01            -6.415696E+00             9.846601E+01             3.339384E+05            -7.184613E+00            -2.161344E-02             7.905306E-01             1.142707E+01
                   2.1600             9.169335E+01            -6.997601E+00             9.869095E+01             3.339384E+05            -7.834525E+00            -2.356804E-02             8.604915E-01             1.142778E+01
                   2.3400             9.134078E+01            -7.579022E+00             9.891981E+01             3.339384E+05            -8.483997E+00            -2.552118E-02             9.304957E-01             1.142652E+01
                   2.5200             9.099671E+01            -8.159898E+00             9.915661E+01             3.339384E+05            -9.132973E+00            -2.747267E-02             1.000548E+00             1.142761E+01
                   2.7000             9.065628E+01            -8.740184E+00             9.939647E+01             3.339384E+05            -9.781414E+00            -2.942240E-02             1.070653E+00             1.142648E+01
                   2.8800             9.032147E+01            -9.319852E+00             9.964132E+01             3.339384E+05            -1.042930E+01            -3.137028E-02             1.140816E+00             1.142537E+01
                   3.0600             8.999473E+01            -9.898837E+00             9.989357E+01             3.339384E+05            -1.107656E+01            -3.331611E-02             1.211042E+00             1.142697E+01
                   3.2400             8.967055E+01            -1.047711E+01             1.001477E+02             3.339384E+05            -1.172319E+01            -3.525983E-02             1.281338E+00             1.142601E+01
                   3.4200             8.935128E+01            -1.105463E+01             1.004059E+02             3.339384E+05            -1.236914E+01            -3.720132E-02             1.351709E+00             1.142506E+01
                   3.6000             8.903672E+01            -1.163136E+01             1.006681E+02             3.339384E+05            -1.301437E+01            -3.914042E-02             1.422159E+00             1.142413E+01
                   3.7800             8.872983E+01            -1.220723E+01             1.009371E+02             3.339384E+05            -1.365885E+01            -4.107702E-02             1.492693E+00             1.142637E+01
                   3.9600             8.842420E+01            -1.278224E+01             1.012064E+02             3.339384E+05            -1.430254E+01            -4.301102E-02             1.563311E+00             1.142558E+01
                   4.1400             8.812273E+01            -1.335634E+01             1.014791E+02             3.339384E+05            -1.494539E+01            -4.494226E-02             1.634000E+00             1.142481E+01
                   4.3200             8.782526E+01            -1.392952E+01             1.017548E+02             3.339384E+05            -1.558739E+01            -4.687065E-02             1.704736E+00             1.142405E+01
                   4.5000             8.753164E+01            -1.450176E+01             1.020334E+02             3.339384E+05            -1.622847E+01            -4.879604E-02             1.775506E+00             1.142330E+01
                   4.6800             8.724548E+01            -1.507303E+01             1.023185E+02             0.000000E+00            -1.686862E+01            -5.071832E-02             1.846307E+00             1.142630E+01
                   4.8600             8.695928E+01            -1.564329E+01             1.026026E+02             0.000000E+00            -1.750779E+01            -5.263738E-02             1.917138E+00             1.142569E+01
                   5.0400             8.667656E+01            -1.621250E+01             1.028891E+02             0.000000E+00            -1.814595E+01            -5.455308E-02             1.987999E+00             1.142510E+01
                   5.2200             8.639719E+01            -1.678063E+01             1.031778E+02             0.000000E+00            -1.878306E+01            -5.646531E-02             2.058889E+00             1.142452E+01
                   5.4000             8.612109E+01            -1.734764E+01             1.034687E+02             0.000000E+00            -1.941908E+01            -5.837395E-02             2.129807E+00             1.142395E+01
                   5.5800             8.584814E+01            -1.791350E+01             1.037616E+02             0.000000E+00            -2.005397E+01            -6.027886E-02             2.200753E+00             1.142340E+01
                   5.7600             8.557827E+01            -1.847817E+01             1.040564E+02             0.000000E+00            -2.068771E+01            -6.217996E-02             2.271724E+00             1.142285E+01
                   5.9400             8.531140E+01            -1.904161E+01             1.043530E+02             0.000000E+00            -2.132025E+01            -6.407709E-02             2.342722E+00             1.142232E+01
                   6.1200             8.504744E+01            -1.960378E+01             1.046512E+02             0.000000E+00            -2.195156E+01            -6.597015E-02             2.413744E+00             1.142180E+01
                   6.3000             8.478633E+01            -2.016467E+01             1.049510E+02             0.000000E+00            -2.258160E+01            -6.785903E-02             2.484791E+00             1.142130E+01
                   6.4800             8.452800E+01            -2.072421E+01             1.052522E+02             0.000000E+00            -2.321033E+01            -6.974358E-02             2.555860E+00             1.142080E+01
                   6.6600             8.427240E+01            -2.128240E+01             1.055548E+02             0.000000E+00            -2.383772E+01            -7.162371E-02             2.626952E+00             1.142032E+01
                   6.8400             8.402454E+01            -2.183917E+01             1.058637E+02             0.000000E+00            -2.446374E+01            -7.349930E-02             2.698065E+00             1.142492E+01
                   7.0200             8.377435E+01            -2.239451E+01             1.061689E+02             0.000000E+00            -2.508834E+01            -7.537022E-02             2.769199E+00             1.142457E+01
                   7.2000             8.352673E+01            -2.294838E+01             1.064751E+02             0.000000E+00            -2.571150E+01            -7.723635E-02             2.840352E+00             1.142424E+01
                   7.3800             8.328165E+01            -2.350074E+01             1.067824E+02             0.000000E+00            -2.633317E+01            -7.909760E-02             2.911523E+00             1.142391E+01
                   7.5600             8.303908E+01            -2.405156E+01             1.070906E+02             0.000000E+00            -2.695332E+01            -8.095383E-02             2.982712E+00             1.142360E+01
                   7.7400             8.279897E+01            -2.460081E+01             1.073998E+02             0.000000E+00            -2.757192E+01            -8.280494E-02             3.053916E+00             1.142331E+01
                   7.9200             8.256131E+01            -2.514844E+01             1.077098E+02             0.000000E+00            -2.818893E+01            -8.465080E-02             3.125136E+00             1.142302E+01
                   8.1000             8.232606E+01            -2.569443E+01             1.080205E+02             0.000000E+00            -2.880431E+01            -8.649130E-02             3.196370E+00             1.142276E+01
                   8.2800             8.209321E+01            -2.623875E+01             1.083320E+02             0.000000E+00            -2.941804E+01            -8.832634E-02             3.267615E+00             1.142250E+01
                   8.4600             8.186273E+01            -2.678135E+01             1.086441E+02             0.000000E+00            -3.003006E+01            -9.015578E-02             3.338872E+00             1.142226E+01
                   8.6400             8.163460E+01            -2.732221E+01             1.089568E+02             0.000000E+00            -3.064037E+01            -9.197953E-02             3.410138E+00             1.142204E+01
                   8.8200             8.140882E+01            -2.786129E+01             1.092701E+02             0.000000E+00            -3.124890E+01            -9.379747E-02             3.481413E+00             1.142184E+01
                   9.0000             8.118536E+01            -2.839856E+01             1.095839E+02             0.000000E+00            -3.185565E+01            -9.560949E-02             3.552693E+00             1.142165E+01
                   9.1800             8.096421E+01            -2.893399E+01             1.098982E+02             0.000000E+00            -3.246055E+01            -9.741548E-02             3.623978E+00             1.142148E+01
                   9.3600             8.074537E+01            -2.946755E+01             1.102129E+02             0.000000E+00            -3.306360E+01            -9.921532E-02             3.695266E+00             1.142132E+01
                   9.5400             8.052884E+01            -2.999919E+01             1.105280E+02             0.000000E+00            -3.366474E+01            -1.010089E-01             3.766555E+00             1.142119E+01
                   9.7200             8.031459E+01            -3.052890E+01             1.108435E+02             0.000000E+00            -3.426395E+01            -1.027961E-01             3.837843E+00             1.142108E+01
                   9.9000             8.010264E+01            -3.105664E+01             1.111593E+02             0.000000E+00            -3.486119E+01            -1.045769E-01             3.909129E+00             1.142099E+01
                  10.0800             7.989298E+01            -3.158238E+01             1.114754E+02             0.000000E+00            -3.545643E+01            -1.063511E-01             3.980408E+00             1.142092E+01
                  10.2600             7.968560E+01            -3.210608E+01             1.117917E+02             0.000000E+00            -3.604964E+01            -1.081185E-01             4.051681E+00             1.142087E+01
                  10.4400             7.948051E+01            -3.262772E+01             1.121082E+02             0.000000E+00            -3.664078E+01            -1.098792E-01             4.122944E+00             1.142084E+01
                  10.6200             7.927771E+01            -3.314727E+01             1.124250E+02             0.000000E+00            -3.722983E+01            -1.116330E-01             4.194194E+00             1.142084E+01
                  10.8000             7.907720E+01            -3.366469E+01             1.127419E+02             0.000000E+00            -3.781674E+01            -1.133798E-01             4.265430E+00             1.142086E+01
                  10.9800             7.887898E+01            -3.417995E+01             1.130589E+02             0.000000E+00            -3.840148E+01            -1.151195E-01             4.336649E+00             1.142091E+01
                  11.1600             7.868306E+01            -3.469303E+01             1.133761E+02             0.000000E+00            -3.898403E+01            -1.168519E-01             4.407848E+00             1.142098E+01
                  11.3400             7.848944E+01            -3.520390E+01             1.136933E+02             0.000000E+00            -3.956434E+01            -1.185770E-01             4.479024E+00             1.142108E+01
                  11.5200             7.829813E+01            -3.571252E+01             1.140106E+02             0.000000E+00            -4.014240E+01            -1.202947E-01             4.550175E+00             1.142121E+01
                  11.7000             7.810913E+01            -3.621887E+01             1.143280E+02             0.000000E+00            -4.071816E+01            -1.220049E-01             4.621297E+00             1.142136E+01
                  11.8800             7.792245E+01            -3.672291E+01             1.146454E+02             0.000000E+00            -4.129159E+01            -1.237074E-01             4.692387E+00             1.142155E+01
                  12.0600             7.773810E+01            -3.722463E+01             1.149627E+02             0.000000E+00            -4.186267E+01            -1.254022E-01             4.763442E+00             1.142176E+01
                  12.2400             7.755609E+01            -3.772399E+01             1.152801E+02             0.000000E+00            -4.243136E+01            -1.270892E-01             4.834460E+00             1.142201E+01
                  12.4200             7.737641E+01            -3.822096E+01             1.155974E+02             0.000000E+00            -4.299763E+01            -1.287683E-01             4.905437E+00             1.142228E+01
                  12.6000             7.719133E+01            -3.871552E+01             1.159069E+02             0.000000E+00            -4.356145E+01            -1.304393E-01             4.976369E+00             1.141483E+01
                  12.7800             7.701632E+01            -3.920764E+01             1.162240E+02             0.000000E+00            -4.412279E+01            -1.321022E-01             5.047253E+00             1.141512E+01
                  12.9600             7.684369E+01            -3.969729E+01             1.165410E+02             0.000000E+00            -4.468162E+01            -1.337569E-01             5.118085E+00             1.141545E+01
                  13.1400             7.667344E+01            -4.018444E+01             1.168579E+02             0.000000E+00            -4.523790E+01            -1.354032E-01             5.188863E+00             1.141581E+01
                  13.3200             7.650557E+01            -4.066907E+01             1.171746E+02             0.000000E+00            -4.579161E+01            -1.370411E-01             5.259583E+00             1.141621E+01
                  13.5000             7.634011E+01            -4.115115E+01             1.174913E+02             0.000000E+00            -4.634272E+01            -1.386706E-01             5.330241E+00             1.141665E+01
                  13.6800             7.617706E+01            -4.163066E+01             1.178077E+02             0.000000E+00            -4.689120E+01            -1.402914E-01             5.400833E+00             1.141713E+01
                  13.8600             7.601643E+01            -4.210756E+01             1.181240E+02             0.000000E+00            -4.743701E+01            -1.419035E-01             5.471355E+00             1.141764E+01
                  14.0400             7.585823E+01            -4.258184E+01             1.184401E+02             0.000000E+00            -4.798014E+01            -1.435068E-01             5.541806E+00             1.141819E+01
                  14.2200             7.570247E+01            -4.305346E+01             1.187559E+02             0.000000E+00            -4.852054E+01            -1.451012E-01             5.612179E+00             1.141879E+01
                  14.4000             7.554916E+01            -4.352241E+01             1.190716E+02             0.000000E+00            -4.905819E+01            -1.466866E-01             5.682473E+00             1.141942E+01
                  14.5800             7.539831E+01            -4.398865E+01             1.193870E+02             0.000000E+00            -4.959307E+01            -1.482630E-01             5.752682E+00             1.142009E+01
                  14.7600             7.524993E+01            -4.445217E+01             1.197021E+02             0.000000E+00            -5.012514E+01            -1.498302E-01             5.822805E+00             1.142080E+01
                  14.9400             7.510403E+01            -4.491293E+01             1.200170E+02             0.000000E+00            -5.065438E+01            -1.513882E-01             5.892836E+00             1.142155E+01
                  15.1200             7.495254E+01            -4.537091E+01             1.203234E+02             0.000000E+00            -5.118075E+01            -1.529369E-01             5.962774E+00             1.141424E+01
                  15.3000             7.481163E+01            -4.582609E+01             1.206377E+02             0.000000E+00            -5.170423E+01            -1.544761E-01             6.032613E+00             1.141507E+01
                  15.4800             7.467324E+01            -4.627845E+01             1.209517E+02             0.000000E+00            -5.222480E+01            -1.560058E-01             6.102350E+00             1.141594E+01
                  15.6600             7.453738E+01            -4.672796E+01             1.212653E+02             0.000000E+00            -5.274241E+01            -1.575259E-01             6.171983E+00             1.141685E+01
                  15.8400             7.440405E+01            -4.717459E+01             1.215786E+02             0.000000E+00            -5.325706E+01            -1.590364E-01             6.241508E+00             1.141780E+01
                  16.0200             7.427326E+01            -4.761832E+01             1.218916E+02             0.000000E+00            -5.376871E+01            -1.605370E-01             6.310921E+00             1.141880E+01
                  16.2000             7.414504E+01            -4.805913E+01             1.222042E+02             0.000000E+00            -5.427733E+01            -1.620279E-01             6.380219E+00             1.141983E+01
                  16.3800             7.401937E+01            -4.849700E+01             1.225164E+02             0.000000E+00            -5.478289E+01            -1.635088E-01             6.449400E+00             1.142091E+01
