                   Degree               T_ocsc2[K]               T_ocsc3[K]               T_ocdc2[K]               T_ocdc3[K]               T_rosc2[K]               T_rosc3[K]               T_rodc2[K]               T_rodc3[K]             T_roller2[K]             T_roller3[K]
                   0.0000             3.399639E+02             3.398285E+02             3.399639E+02             3.398285E+02             3.431839E+02             3.424205E+02             3.431839E+02             3.424205E+02             3.440748E+02             3.431990E+02
                   0.1800             3.395834E+02             3.394439E+02             3.396689E+02             3.395277E+02             3.428143E+02             3.420444E+02             3.429022E+02             3.421307E+02             3.437893E+02             3.429058E+02
                   0.3600             3.395331E+02             3.394019E+02             3.396757E+02             3.395382E+02             3.427538E+02             3.419912E+02             3.429000E+02             3.421338E+02             3.437894E+02             3.429109E+02
                   0.5400             3.394727E+02             3.393497E+02             3.396631E+02             3.395283E+02             3.426855E+02             3.419292E+02             3.428806E+02             3.421183E+02             3.437717E+02             3.428970E+02
                   0.7200             3.394045E+02             3.392891E+02             3.396368E+02             3.395039E+02             3.426108E+02             3.418600E+02             3.428492E+02             3.420898E+02             3.437414E+02             3.428695E+02
                   0.9000             3.393316E+02             3.392230E+02             3.396016E+02             3.394702E+02             3.425322E+02             3.417863E+02             3.428101E+02             3.420528E+02             3.437031E+02             3.428333E+02
                   1.0800             3.392566E+02             3.391544E+02             3.395612E+02             3.394310E+02             3.424521E+02             3.417107E+02             3.427666E+02             3.420111E+02             3.436602E+02             3.427920E+02
                   1.2600             3.391817E+02             3.390852E+02             3.395182E+02             3.393890E+02             3.423725E+02             3.416352E+02             3.427211E+02             3.419670E+02             3.436151E+02             3.427483E+02
                   1.4400             3.391083E+02             3.390170E+02             3.394745E+02             3.393460E+02             3.422945E+02             3.415611E+02             3.426752E+02             3.419223E+02             3.435695E+02             3.427038E+02
                   1.6200             3.390372E+02             3.389506E+02             3.394314E+02             3.393035E+02             3.422192E+02             3.414894E+02             3.426302E+02             3.418782E+02             3.435246E+02             3.426599E+02
                   1.8000             3.389691E+02             3.388869E+02             3.393896E+02             3.392622E+02             3.421469E+02             3.414207E+02             3.425868E+02             3.418356E+02             3.434812E+02             3.426173E+02
                   1.9800             3.389044E+02             3.388262E+02             3.393497E+02             3.392228E+02             3.420782E+02             3.413552E+02             3.425454E+02             3.417950E+02             3.434398E+02             3.425767E+02
                   2.1600             3.388432E+02             3.387687E+02             3.393121E+02             3.391857E+02             3.420131E+02             3.412933E+02             3.425065E+02             3.417568E+02             3.434008E+02             3.425383E+02
                   2.3400             3.387856E+02             3.387146E+02             3.392771E+02             3.391510E+02             3.419518E+02             3.412351E+02             3.424701E+02             3.417211E+02             3.433644E+02             3.425025E+02
                   2.5200             3.387318E+02             3.386639E+02             3.392447E+02             3.391190E+02             3.418944E+02             3.411805E+02             3.424366E+02             3.416881E+02             3.433307E+02             3.424694E+02
                   2.7000             3.386816E+02             3.386167E+02             3.392151E+02             3.390897E+02             3.418407E+02             3.411296E+02             3.424058E+02             3.416578E+02             3.432997E+02             3.424390E+02
                   2.8800             3.386350E+02             3.385728E+02             3.391883E+02             3.390631E+02             3.417908E+02             3.410824E+02             3.423779E+02             3.416304E+02             3.432716E+02             3.424114E+02
