                   Degree             gamma_1[rad]        dgammadt_1[rad/s]      dgammadtt_1[rad/s2]
                   0.0000             0.000000E+00            -2.389857E+01            -7.482956E+00
                   0.1800            -3.394677E-04            -2.389842E+01             2.293525E+01
                   0.3600            -6.789309E-04            -2.389794E+01             4.530693E+01
                   0.5400            -1.018385E-03            -2.389715E+01             6.768123E+01
                   0.7200            -1.357826E-03            -2.389604E+01             9.005658E+01
                   0.9000            -1.697248E-03            -2.389461E+01             1.124277E+02
                   1.0800            -2.036648E-03            -2.389286E+01             1.347940E+02
                   1.2600            -2.376021E-03            -2.389079E+01             1.571593E+02
                   1.4400            -2.715363E-03            -2.388841E+01             1.795201E+02
                   1.6200            -3.054668E-03            -2.388571E+01             2.018766E+02
                   1.8000            -3.393932E-03            -2.388269E+01             2.242272E+02
                   1.9800            -3.733152E-03            -2.387936E+01             2.465737E+02
                   2.1600            -4.072322E-03            -2.387570E+01             2.689136E+02
                   2.3400            -4.411437E-03            -2.387173E+01             2.912475E+02
                   2.5200            -4.750494E-03            -2.386744E+01             3.135743E+02
                   2.7000            -5.089488E-03            -2.386284E+01             3.358933E+02
                   2.8800            -5.428414E-03            -2.385792E+01             3.582047E+02
                   3.0600            -5.767269E-03            -2.385268E+01             3.805070E+02
                   3.2400            -6.106046E-03            -2.384712E+01             4.028002E+02
                   3.4200            -6.444742E-03            -2.384125E+01             4.250839E+02
                   3.6000            -6.783353E-03            -2.383506E+01             4.473574E+02
                   3.7800            -7.121873E-03            -2.382856E+01             4.696200E+02
                   3.9600            -7.460299E-03            -2.382174E+01             4.918716E+02
                   4.1400            -7.798626E-03            -2.381460E+01             5.141112E+02
                   4.3200            -8.136849E-03            -2.380715E+01             5.363386E+02
                   4.5000            -8.474964E-03            -2.379938E+01             5.585530E+02
                   4.6800            -8.812966E-03            -2.379130E+01             5.807540E+02
                   4.8600            -9.150851E-03            -2.378290E+01             6.029411E+02
                   5.0400            -9.488615E-03            -2.377418E+01             6.251139E+02
                   5.2200            -9.826253E-03            -2.376515E+01             6.472715E+02
                   5.4000            -1.016376E-02            -2.375581E+01             6.694138E+02
                   5.5800            -1.050113E-02            -2.374615E+01             6.915399E+02
                   5.7600            -1.083836E-02            -2.373618E+01             7.136496E+02
                   5.9400            -1.117545E-02            -2.372589E+01             7.357421E+02
                   6.1200            -1.151239E-02            -2.371529E+01             7.578171E+02
                   6.3000            -1.184918E-02            -2.370438E+01             7.798740E+02
                   6.4800            -1.218581E-02            -2.369315E+01             8.019121E+02
                   6.6600            -1.252228E-02            -2.368162E+01             8.239312E+02
                   6.8400            -1.285858E-02            -2.366976E+01             8.459306E+02
                   7.0200            -1.319472E-02            -2.365760E+01             8.679097E+02
                   7.2000            -1.353067E-02            -2.364512E+01             8.898681E+02
                   7.3800            -1.386645E-02            -2.363233E+01             9.118053E+02
                   7.5600            -1.420205E-02            -2.361923E+01             9.337208E+02
                   7.7400            -1.453745E-02            -2.360582E+01             9.556140E+02
                   7.9200            -1.487266E-02            -2.359210E+01             9.774845E+02
                   8.1000            -1.520768E-02            -2.357807E+01             9.993317E+02
