                   Degree           I_press_scv[W]           I_press_dcv[W]          I_tempmx_scv[W]          I_tempmx_dcv[W]             I_thr_scv[W]             I_thr_dcv[W]            I_thr_leak[W]              I_ht_scv[W]              I_ht_dcv[W]               I_ef_vh[W]                I_s_vh[W]                I_f_vs[W]               I_ef_ro[W]                 I_lub[W]              I_bear_s[W]            I_lip_seal[W]
                   0.0000             1.494476E-15             1.438324E+02             1.494476E-15             1.444607E+01             0.000000E+00             1.582785E+02             2.002439E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   0.1800             1.644542E+01             1.357878E+02             1.553052E-02             1.364877E+01             1.646095E+01             1.494366E+02             5.238965E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   0.3600             1.645762E+01             1.278056E+02             4.698038E-03             1.285596E+01             1.646232E+01             1.406616E+02             4.935589E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   0.5400             1.645331E+01             1.198209E+02             9.596721E-04             1.206117E+01             1.645427E+01             1.318821E+02             4.659325E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   0.7200             1.643952E+01             1.118342E+02             3.421913E-05             1.126455E+01             1.643955E+01             1.230988E+02             4.473300E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   0.9000             1.642079E+01             1.038459E+02             1.198117E-04             1.046625E+01             1.642091E+01             1.143121E+02             4.364612E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   1.0800             1.640028E+01             9.585625E+01             4.914913E-04             9.666415E+00             1.640077E+01             1.055227E+02             4.288385E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   1.2600             1.637973E+01             8.786622E+01             8.795945E-04             8.865237E+00             1.638061E+01             9.673146E+01             4.219439E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   1.4400             1.636042E+01             7.987685E+01             1.200162E-03             8.062933E+00             1.636162E+01             8.793978E+01             4.157273E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   1.6200             1.634313E+01             7.188939E+01             1.440424E-03             7.259741E+00             1.634457E+01             7.914913E+01             4.102709E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   1.8000             1.632830E+01             6.390544E+01             1.611314E-03             6.455929E+00             1.632991E+01             7.036137E+01             4.054297E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   1.9800             1.631617E+01             5.592710E+01             1.728900E-03             5.651821E+00             1.631790E+01             6.157893E+01             4.011661E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   2.1600             1.630683E+01             4.795732E+01             1.807879E-03             4.847821E+00             1.630863E+01             5.280514E+01             3.976198E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   2.3400             1.630028E+01             4.000048E+01             1.859840E-03             4.044484E+00             1.630214E+01             4.404497E+01             3.946445E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   2.5200             1.629646E+01             3.206371E+01             1.893338E-03             3.242637E+00             1.629835E+01             3.530634E+01             3.922318E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   2.7000             1.629527E+01             2.416002E+01             1.914460E-03             2.443708E+00             1.629719E+01             2.660373E+01             3.904863E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
