                   Degree          h_min[micron-m]               p_max[MPa]           Q_martin[cc/s]                    Eccen        Att.Angle[degree]
                   0.0000             2.374996E+01             3.515775E-02             3.291019E-01             5.000008E-01             5.000263E-01
                   0.1800             2.374883E+01             3.360136E-02             3.199068E-01             5.000247E-01            -2.776050E-02
                   0.3600             2.374894E+01             3.387358E-02             3.200720E-01             5.000224E-01            -2.488778E-02
                   0.5400             2.374901E+01             3.418671E-02             3.202795E-01             5.000209E-01            -3.152547E-02
                   0.7200             2.374908E+01             3.453525E-02             3.204970E-01             5.000195E-01            -3.063267E-02
                   0.9000             2.374910E+01             3.492542E-02             3.207825E-01             5.000189E-01            -4.665747E-02
                   1.0800             2.374918E+01             3.533886E-02             3.210085E-01             5.000173E-01            -3.179884E-02
                   1.2600             2.374921E+01             3.579295E-02             3.213111E-01             5.000167E-01            -3.757487E-02
                   1.4400             2.374924E+01             3.627737E-02             3.216258E-01             5.000160E-01            -3.911585E-02
                   1.6200             2.374927E+01             3.679064E-02             3.219502E-01             5.000153E-01            -3.647473E-02
                   1.8000             2.374926E+01             3.734700E-02             3.224006E-01             5.000156E-01            -6.280617E-02
                   1.9800             2.374929E+01             3.791302E-02             3.227337E-01             5.000149E-01            -5.359004E-02
                   2.1600             2.374933E+01             3.850443E-02             3.230782E-01             5.000142E-01            -4.047993E-02
                   2.3400             2.374931E+01             3.913793E-02             3.235723E-01             5.000144E-01            -6.107444E-02
                   2.5200             2.374935E+01             3.977447E-02             3.239225E-01             5.000137E-01            -4.203120E-02
                   2.7000             2.374934E+01             4.045310E-02             3.244429E-01             5.000139E-01            -5.953248E-02
                   2.8800             2.374933E+01             4.115635E-02             3.250044E-01             5.000142E-01            -7.619837E-02
                   3.0600             2.374936E+01             4.184947E-02             3.253420E-01             5.000134E-01            -4.973700E-02
                   3.2400             2.374935E+01             4.258863E-02             3.259085E-01             5.000136E-01            -6.368644E-02
                   3.4200             2.374934E+01             4.334785E-02             3.265061E-01             5.000139E-01            -7.691551E-02
                   3.6000             2.374933E+01             4.412555E-02             3.271327E-01             5.000141E-01            -8.943936E-02
                   3.7800             2.374937E+01             4.487849E-02             3.274398E-01             5.000133E-01            -5.502660E-02
                   3.9600             2.374936E+01             4.568297E-02             3.280540E-01             5.000135E-01            -6.535552E-02
                   4.1400             2.374935E+01             4.650274E-02             3.286905E-01             5.000137E-01            -7.510500E-02
                   4.3200             2.374933E+01             4.733706E-02             3.293476E-01             5.000140E-01            -8.430201E-02
                   4.5000             2.374932E+01             4.818508E-02             3.300240E-01             5.000143E-01            -9.297092E-02
                   4.6800             2.374937E+01             4.899690E-02             3.303092E-01             5.000133E-01            -5.104411E-02
                   4.8600             2.374936E+01             4.986358E-02             3.309646E-01             5.000135E-01            -5.809170E-02
                   5.0400             2.374935E+01             5.074152E-02             3.316352E-01             5.000138E-01            -6.472156E-02
                   5.2200             2.374934E+01             5.163029E-02             3.323200E-01             5.000140E-01            -7.095248E-02
                   5.4000             2.374932E+01             5.252913E-02             3.330182E-01             5.000142E-01            -7.680559E-02
                   5.5800             2.374931E+01             5.343732E-02             3.337288E-01             5.000145E-01            -8.229556E-02
                   5.7600             2.374930E+01             5.435434E-02             3.344509E-01             5.000147E-01            -8.744228E-02
                   5.9400             2.374929E+01             5.527996E-02             3.351839E-01             5.000150E-01            -9.225894E-02
                   6.1200             2.374928E+01             5.621335E-02             3.359269E-01             5.000153E-01            -9.676232E-02
                   6.3000             2.374926E+01             5.715422E-02             3.366793E-01             5.000155E-01            -1.009642E-01
                   6.4800             2.374925E+01             5.810216E-02             3.374403E-01             5.000158E-01            -1.048764E-01
                   6.6600             2.374924E+01             5.905641E-02             3.382092E-01             5.000160E-01            -1.085123E-01
                   6.8400             2.374930E+01             5.994383E-02             3.383382E-01             5.000148E-01            -5.625631E-02
                   7.0200             2.374929E+01             6.090605E-02             3.390815E-01             5.000150E-01            -5.908411E-02
                   7.2000             2.374928E+01             6.187374E-02             3.398317E-01             5.000152E-01            -6.168494E-02
                   7.3800             2.374926E+01             6.284664E-02             3.405884E-01             5.000155E-01            -6.406687E-02
                   7.5600             2.374925E+01             6.382446E-02             3.413512E-01             5.000157E-01            -6.623521E-02
                   7.7400             2.374924E+01             6.480689E-02             3.421194E-01             5.000160E-01            -6.819538E-02
                   7.9200             2.374923E+01             6.579356E-02             3.428929E-01             5.000162E-01            -6.995331E-02
                   8.1000             2.374922E+01             6.678419E-02             3.436710E-01             5.000165E-01            -7.151220E-02
                   8.2800             2.374921E+01             6.777898E-02             3.444534E-01             5.000167E-01            -7.287724E-02
                   8.4600             2.374919E+01             6.877689E-02             3.452398E-01             5.000170E-01            -7.405099E-02
                   8.6400             2.374918E+01             6.977857E-02             3.460297E-01             5.000172E-01            -7.503680E-02
                   8.8200             2.374917E+01             7.078302E-02             3.468229E-01             5.000175E-01            -7.583713E-02
                   9.0000             2.374916E+01             7.179043E-02             3.476189E-01             5.000177E-01            -7.645399E-02
                   9.1800             2.374915E+01             7.280074E-02             3.484174E-01             5.000180E-01            -7.688983E-02
                   9.3600             2.374914E+01             7.381347E-02             3.492182E-01             5.000182E-01            -7.714607E-02
                   9.5400             2.374912E+01             7.482851E-02             3.500210E-01             5.000185E-01            -7.722355E-02
                   9.7200             2.374911E+01             7.584571E-02             3.508254E-01             5.000187E-01            -7.712436E-02
                   9.9000             2.374910E+01             7.686487E-02             3.516313E-01             5.000190E-01            -7.684871E-02
                  10.0800             2.374909E+01             7.788577E-02             3.524384E-01             5.000192E-01            -7.639817E-02
                  10.2600             2.374908E+01             7.890865E-02             3.532464E-01             5.000195E-01            -7.577294E-02
                  10.4400             2.374906E+01             7.993312E-02             3.540554E-01             5.000197E-01            -7.497375E-02
                  10.6200             2.374905E+01             8.095863E-02             3.548649E-01             5.000200E-01            -7.400140E-02
                  10.8000             2.374904E+01             8.198602E-02             3.556750E-01             5.000202E-01            -7.285641E-02
