                   Degree              dlvdt[mm/s]            dlvdtt[mm/s2]
                   0.0000             0.000000E+00             2.379505E+05
                   0.1800             3.378372E+00             2.379489E+05
                   0.3600             6.756698E+00             2.379441E+05
                   0.5400             1.013493E+01             2.379361E+05
                   0.7200             1.351303E+01             2.379250E+05
                   0.9000             1.689095E+01             2.379106E+05
                   1.0800             2.026864E+01             2.378931E+05
                   1.2600             2.364606E+01             2.378723E+05
                   1.4400             2.702317E+01             2.378484E+05
                   1.6200             3.039991E+01             2.378213E+05
                   1.8000             3.377624E+01             2.377909E+05
                   1.9800             3.715212E+01             2.377574E+05
                   2.1600             4.052750E+01             2.377207E+05
                   2.3400             4.390234E+01             2.376809E+05
                   2.5200             4.727659E+01             2.376378E+05
                   2.7000             5.065020E+01             2.375916E+05
                   2.8800             5.402314E+01             2.375421E+05
                   3.0600             5.739535E+01             2.374895E+05
                   3.2400             6.076679E+01             2.374337E+05
                   3.4200             6.413742E+01             2.373748E+05
                   3.6000             6.750719E+01             2.373126E+05
                   3.7800             7.087605E+01             2.372473E+05
                   3.9600             7.424396E+01             2.371788E+05
                   4.1400             7.761088E+01             2.371071E+05
                   4.3200             8.097676E+01             2.370323E+05
                   4.5000             8.434155E+01             2.369543E+05
                   4.6800             8.770521E+01             2.368731E+05
                   4.8600             9.106770E+01             2.367888E+05
                   5.0400             9.442897E+01             2.367013E+05
                   5.2200             9.778897E+01             2.366106E+05
                   5.4000             1.011477E+02             2.365168E+05
                   5.5800             1.045050E+02             2.364198E+05
                   5.7600             1.078609E+02             2.363197E+05
                   5.9400             1.112154E+02             2.362164E+05
                   6.1200             1.145684E+02             2.361099E+05
                   6.3000             1.179199E+02             2.360004E+05
                   6.4800             1.212698E+02             2.358876E+05
                   6.6600             1.246181E+02             2.357718E+05
                   6.8400             1.279647E+02             2.356528E+05
                   7.0200             1.313096E+02             2.355306E+05
                   7.2000             1.346527E+02             2.354054E+05
                   7.3800             1.379941E+02             2.352770E+05
                   7.5600             1.413335E+02             2.351454E+05
                   7.7400             1.446711E+02             2.350108E+05
                   7.9200             1.480068E+02             2.348730E+05
                   8.1000             1.513405E+02             2.347321E+05
                   8.2800             1.546722E+02             2.345881E+05
                   8.4600             1.580018E+02             2.344410E+05
                   8.6400             1.613293E+02             2.342908E+05
                   8.8200             1.646546E+02             2.341375E+05
                   9.0000             1.679777E+02             2.339811E+05
                   9.1800             1.712986E+02             2.338216E+05
                   9.3600             1.746172E+02             2.336590E+05
                   9.5400             1.779335E+02             2.334934E+05
                   9.7200             1.812474E+02             2.333246E+05
                   9.9000             1.845589E+02             2.331528E+05
                  10.0800             1.878679E+02             2.329779E+05
                  10.2600             1.911744E+02             2.327999E+05
                  10.4400             1.944784E+02             2.326189E+05
                  10.6200             1.977798E+02             2.324348E+05
                  10.8000             2.010785E+02             2.322476E+05
                  10.9800             2.043746E+02             2.320574E+05
                  11.1600             2.076679E+02             2.318641E+05
                  11.3400             2.109585E+02             2.316678E+05
                  11.5200             2.142463E+02             2.314685E+05
                  11.7000             2.175312E+02             2.312662E+05
                  11.8800             2.208132E+02             2.310608E+05
                  12.0600             2.240923E+02             2.308524E+05
                  12.2400             2.273684E+02             2.306409E+05
                  12.4200             2.306415E+02             2.304265E+05
                  12.6000             2.339115E+02             2.302090E+05
                  12.7800             2.371784E+02             2.299886E+05
                  12.9600             2.404422E+02             2.297652E+05
                  13.1400             2.437027E+02             2.295387E+05
                  13.3200             2.469600E+02             2.293093E+05
                  13.5000             2.502141E+02             2.290769E+05
                  13.6800             2.534648E+02             2.288415E+05
                  13.8600             2.567122E+02             2.286032E+05
                  14.0400             2.599561E+02             2.283619E+05
                  14.2200             2.631967E+02             2.281176E+05
                  14.4000             2.664337E+02             2.278704E+05
                  14.5800             2.696672E+02             2.276203E+05
                  14.7600             2.728971E+02             2.273672E+05
                  14.9400             2.761234E+02             2.271112E+05
                  15.1200             2.793460E+02             2.268522E+05
                  15.3000             2.825650E+02             2.265903E+05
                  15.4800             2.857802E+02             2.263256E+05
                  15.6600             2.889916E+02             2.260579E+05
                  15.8400             2.921992E+02             2.257873E+05
                  16.0200             2.954030E+02             2.255138E+05
                  16.2000             2.986028E+02             2.252374E+05
                  16.3800             3.017987E+02             2.249581E+05
                  16.5600             3.049907E+02             2.246760E+05
                  16.7400             3.081786E+02             2.243910E+05
                  16.9200             3.113624E+02             2.241032E+05
                  17.1000             3.145421E+02             2.238124E+05
                  17.2800             3.177177E+02             2.235189E+05
                  17.4600             3.208890E+02             2.232225E+05
                  17.6400             3.240562E+02             2.229232E+05
                  17.8200             3.272191E+02             2.226212E+05
                  18.0000             3.303777E+02             2.223163E+05
                  18.1800             3.335319E+02             2.220086E+05
                  18.3600             3.366817E+02             2.216981E+05
                  18.5400             3.398271E+02             2.213848E+05
                  18.7200             3.429681E+02             2.210687E+05
                  18.9000             3.461045E+02             2.207499E+05
                  19.0800             3.492364E+02             2.204282E+05
                  19.2600             3.523637E+02             2.201038E+05
                  19.4400             3.554864E+02             2.197767E+05
                  19.6200             3.586044E+02             2.194467E+05
                  19.8000             3.617177E+02             2.191141E+05
                  19.9800             3.648263E+02             2.187787E+05
                  20.1600             3.679300E+02             2.184405E+05
                  20.3400             3.710290E+02             2.180997E+05
                  20.5200             3.741231E+02             2.177561E+05
                  20.7000             3.772123E+02             2.174098E+05
                  20.8800             3.802966E+02             2.170609E+05
                  21.0600             3.833759E+02             2.167092E+05
                  21.2400             3.864502E+02             2.163549E+05
                  21.4200             3.895194E+02             2.159979E+05
                  21.6000             3.925836E+02             2.156382E+05
                  21.7800             3.956426E+02             2.152759E+05
                  21.9600             3.986964E+02             2.149109E+05
                  22.1400             4.017451E+02             2.145433E+05
                  22.3200             4.047885E+02             2.141731E+05
                  22.5000             4.078267E+02             2.138002E+05
                  22.6800             4.108595E+02             2.134247E+05
                  22.8600             4.138870E+02             2.130466E+05
                  23.0400             4.169091E+02             2.126659E+05
                  23.2200             4.199258E+02             2.122827E+05
                  23.4000             4.229370E+02             2.118968E+05
                  23.5800             4.259427E+02             2.115084E+05
                  23.7600             4.289429E+02             2.111174E+05
                  23.9400             4.319375E+02             2.107239E+05
                  24.1200             4.349265E+02             2.103278E+05
                  24.3000             4.379099E+02             2.099292E+05
                  24.4800             4.408876E+02             2.095281E+05
                  24.6600             4.438596E+02             2.091244E+05
                  24.8400             4.468258E+02             2.087183E+05
                  25.0200             4.497862E+02             2.083096E+05
                  25.2000             4.527409E+02             2.078985E+05
                  25.3800             4.556896E+02             2.074848E+05
                  25.5600             4.586325E+02             2.070688E+05
                  25.7400             4.615695E+02             2.066502E+05
                  25.9200             4.645005E+02             2.062292E+05
                  26.1000             4.674255E+02             2.058057E+05
                  26.2800             4.703445E+02             2.053799E+05
                  26.4600             4.732574E+02             2.049516E+05
                  26.6400             4.761642E+02             2.045208E+05
                  26.8200             4.790649E+02             2.040877E+05
                  27.0000             4.819594E+02             2.036522E+05
                  27.1800             4.848477E+02             2.032143E+05
                  27.3600             4.877298E+02             2.027740E+05
                  27.5400             4.906056E+02             2.023314E+05
                  27.7200             4.934751E+02             2.018864E+05
                  27.9000             4.963382E+02             2.014390E+05
                  28.0800             4.991951E+02             2.009893E+05
                  28.2600             5.020455E+02             2.005373E+05
                  28.4400             5.048894E+02             2.000830E+05
                  28.6200             5.077269E+02             1.996264E+05
                  28.8000             5.105579E+02             1.991674E+05
                  28.9800             5.133824E+02             1.987062E+05
                  29.1600             5.162003E+02             1.982427E+05
                  29.3400             5.190116E+02             1.977770E+05
                  29.5200             5.218163E+02             1.973090E+05
                  29.7000             5.246143E+02             1.968387E+05
                  29.8800             5.274057E+02             1.963662E+05
                  30.0600             5.301903E+02             1.958915E+05
                  30.2400             5.329681E+02             1.954145E+05
                  30.4200             5.357392E+02             1.949354E+05
                  30.6000             5.385034E+02             1.944541E+05
                  30.7800             5.412608E+02             1.939705E+05
                  30.9600             5.440113E+02             1.934848E+05
                  31.1400             5.467549E+02             1.929970E+05
                  31.3200             5.494916E+02             1.925069E+05
                  31.5000             5.522213E+02             1.920148E+05
                  31.6800             5.549440E+02             1.915205E+05
                  31.8600             5.576596E+02             1.910241E+05
                  32.0400             5.603682E+02             1.905255E+05
                  32.2200             5.630697E+02             1.900249E+05
                  32.4000             5.657641E+02             1.895222E+05
                  32.5800             5.684513E+02             1.890174E+05
                  32.7600             5.711313E+02             1.885105E+05
                  32.9400             5.738042E+02             1.880016E+05
                  33.1200             5.764698E+02             1.874906E+05
                  33.3000             5.791281E+02             1.869775E+05
                  33.4800             5.817791E+02             1.864625E+05
                  33.6600             5.844228E+02             1.859454E+05
                  33.8400             5.870591E+02             1.854264E+05
                  34.0200             5.896881E+02             1.849053E+05
                  34.2000             5.923096E+02             1.843822E+05
                  34.3800             5.949237E+02             1.838572E+05
                  34.5600             5.975304E+02             1.833302E+05
                  34.7400             6.001295E+02             1.828013E+05
                  34.9200             6.027211E+02             1.822704E+05
                  35.1000             6.053052E+02             1.817376E+05
                  35.2800             6.078817E+02             1.812028E+05
                  35.4600             6.104505E+02             1.806662E+05
                  35.6400             6.130118E+02             1.801276E+05
                  35.8200             6.155654E+02             1.795872E+05
                  36.0000             6.181113E+02             1.790449E+05
                  36.1800             6.206495E+02             1.785007E+05
                  36.3600             6.231799E+02             1.779547E+05
                  36.5400             6.257026E+02             1.774068E+05
                  36.7200             6.282175E+02             1.768571E+05
                  36.9000             6.307245E+02             1.763056E+05
                  37.0800             6.332238E+02             1.757522E+05
                  37.2600             6.357151E+02             1.751971E+05
                  37.4400             6.381986E+02             1.746402E+05
                  37.6200             6.406741E+02             1.740815E+05
                  37.8000             6.431417E+02             1.735210E+05
                  37.9800             6.456014E+02             1.729588E+05
                  38.1600             6.480530E+02             1.723948E+05
                  38.3400             6.504966E+02             1.718291E+05
                  38.5200             6.529322E+02             1.712617E+05
                  38.7000             6.553597E+02             1.706925E+05
                  38.8800             6.577791E+02             1.701217E+05
                  39.0600             6.601904E+02             1.695492E+05
                  39.2400             6.625936E+02             1.689750E+05
                  39.4200             6.649886E+02             1.683991E+05
                  39.6000             6.673754E+02             1.678216E+05
                  39.7800             6.697540E+02             1.672424E+05
                  39.9600             6.721243E+02             1.666616E+05
                  40.1400             6.744864E+02             1.660792E+05
                  40.3200             6.768402E+02             1.654951E+05
                  40.5000             6.791857E+02             1.649095E+05
                  40.6800             6.815229E+02             1.643222E+05
                  40.8600             6.838518E+02             1.637334E+05
                  41.0400             6.861722E+02             1.631431E+05
                  41.2200             6.884843E+02             1.625511E+05
                  41.4000             6.907880E+02             1.619577E+05
                  41.5800             6.930832E+02             1.613627E+05
                  41.7600             6.953700E+02             1.607661E+05
                  41.9400             6.976483E+02             1.601681E+05
                  42.1200             6.999180E+02             1.595686E+05
                  42.3000             7.021793E+02             1.589676E+05
                  42.4800             7.044320E+02             1.583651E+05
                  42.6600             7.066762E+02             1.577611E+05
                  42.8400             7.089117E+02             1.571557E+05
                  43.0200             7.111387E+02             1.565488E+05
                  43.2000             7.133570E+02             1.559405E+05
                  43.3800             7.155667E+02             1.553308E+05
                  43.5600             7.177677E+02             1.547197E+05
                  43.7400             7.199601E+02             1.541071E+05
                  43.9200             7.221437E+02             1.534932E+05
                  44.1000             7.243186E+02             1.528779E+05
                  44.2800             7.264848E+02             1.522613E+05
                  44.4600             7.286422E+02             1.516433E+05
                  44.6400             7.307908E+02             1.510239E+05
                  44.8200             7.329306E+02             1.504032E+05
                  45.0000             7.350616E+02             1.497812E+05
                  45.1800             7.371837E+02             1.491579E+05
                  45.3600             7.392970E+02             1.485333E+05
                  45.5400             7.414014E+02             1.479074E+05
                  45.7200             7.434969E+02             1.472802E+05
                  45.9000             7.455835E+02             1.466518E+05
                  46.0800             7.476612E+02             1.460221E+05
                  46.2600             7.497299E+02             1.453912E+05
                  46.4400             7.517897E+02             1.447590E+05
                  46.6200             7.538404E+02             1.441256E+05
                  46.8000             7.558822E+02             1.434910E+05
                  46.9800             7.579149E+02             1.428552E+05
                  47.1600             7.599387E+02             1.422182E+05
                  47.3400             7.619533E+02             1.415801E+05
                  47.5200             7.639589E+02             1.409408E+05
                  47.7000             7.659554E+02             1.403003E+05
                  47.8800             7.679428E+02             1.396587E+05
                  48.0600             7.699211E+02             1.390159E+05
                  48.2400             7.718903E+02             1.383720E+05
                  48.4200             7.738503E+02             1.377271E+05
                  48.6000             7.758011E+02             1.370810E+05
                  48.7800             7.777428E+02             1.364338E+05
                  48.9600             7.796752E+02             1.357856E+05
                  49.1400             7.815985E+02             1.351363E+05
                  49.3200             7.835125E+02             1.344859E+05
                  49.5000             7.854173E+02             1.338345E+05
                  49.6800             7.873128E+02             1.331820E+05
                  49.8600             7.891991E+02             1.325286E+05
                  50.0400             7.910760E+02             1.318741E+05
                  50.2200             7.929437E+02             1.312186E+05
                  50.4000             7.948021E+02             1.305621E+05
                  50.5800             7.966511E+02             1.299047E+05
                  50.7600             7.984908E+02             1.292463E+05
                  50.9400             8.003211E+02             1.285869E+05
                  51.1200             8.021421E+02             1.279266E+05
                  51.3000             8.039537E+02             1.272653E+05
                  51.4800             8.057559E+02             1.266032E+05
                  51.6600             8.075487E+02             1.259401E+05
                  51.8400             8.093320E+02             1.252761E+05
                  52.0200             8.111060E+02             1.246112E+05
                  52.2000             8.128704E+02             1.239454E+05
                  52.3800             8.146255E+02             1.232788E+05
                  52.5600             8.163710E+02             1.226113E+05
                  52.7400             8.181071E+02             1.219429E+05
                  52.9200             8.198337E+02             1.212737E+05
                  53.1000             8.215507E+02             1.206037E+05
                  53.2800             8.232583E+02             1.199329E+05
                  53.4600             8.249563E+02             1.192612E+05
                  53.6400             8.266448E+02             1.185888E+05
                  53.8200             8.283237E+02             1.179156E+05
                  54.0000             8.299931E+02             1.172416E+05
                  54.1800             8.316528E+02             1.165668E+05
                  54.3600             8.333030E+02             1.158913E+05
                  54.5400             8.349436E+02             1.152150E+05
                  54.7200             8.365746E+02             1.145380E+05
                  54.9000             8.381960E+02             1.138603E+05
                  55.0800             8.398078E+02             1.131819E+05
                  55.2600             8.414099E+02             1.125027E+05
                  55.4400             8.430024E+02             1.118229E+05
                  55.6200             8.445852E+02             1.111424E+05
                  55.8000             8.461583E+02             1.104612E+05
                  55.9800             8.477218E+02             1.097793E+05
                  56.1600             8.492756E+02             1.090968E+05
                  56.3400             8.508197E+02             1.084137E+05
                  56.5200             8.523540E+02             1.077299E+05
                  56.7000             8.538787E+02             1.070456E+05
                  56.8800             8.553937E+02             1.063606E+05
                  57.0600             8.568989E+02             1.056750E+05
                  57.2400             8.583944E+02             1.049888E+05
                  57.4200             8.598801E+02             1.043020E+05
                  57.6000             8.613561E+02             1.036147E+05
                  57.7800             8.628223E+02             1.029268E+05
                  57.9600             8.642788E+02             1.022383E+05
                  58.1400             8.657254E+02             1.015493E+05
                  58.3200             8.671623E+02             1.008598E+05
                  58.5000             8.685894E+02             1.001698E+05
                  58.6800             8.700067E+02             9.947925E+04
                  58.8600             8.714142E+02             9.878821E+04
