                   Degree                T_ecc[Nm]         T_inertia_ro[Nm]         T_inertia_vh[Nm]              T_com_C[Nm]      T_total_no_loss[Nm]               T_loss[Nm]             T_bear_s[Nm]         T_inst_total[Nm]
                   0.0000             6.891134E-02             9.874529E-04             2.970901E-06             2.195428E-05             1.012378E-03             4.181027E-01             5.181849E-02             4.191150E-01
                   0.1800             6.827302E-02            -3.026526E-03            -9.105754E-06             4.104541E-04            -2.625178E-03             4.168716E-01             5.169930E-02             4.142465E-01
                   0.3600             6.854171E-02            -5.978582E-03            -1.798740E-05             7.252350E-04            -5.271335E-03             4.168167E-01             5.169987E-02             4.115454E-01
                   0.5400             6.884827E-02            -8.930783E-03            -2.686938E-05             1.040078E-03            -7.917574E-03             4.168022E-01             5.169822E-02             4.088846E-01
                   0.7200             6.919139E-02            -1.188282E-02            -3.575070E-05             1.355019E-03            -1.056355E-02             4.168306E-01             5.169833E-02             4.062670E-01
                   0.9000             6.956969E-02            -1.483389E-02            -4.462893E-05             1.670082E-03            -1.320844E-02             4.168946E-01             5.169437E-02             4.036862E-01
                   1.0800             6.998183E-02            -1.778382E-02            -5.350345E-05             1.985288E-03            -1.585204E-02             4.170045E-01             5.169783E-02             4.011524E-01
                   1.2600             7.042660E-02            -2.073302E-02            -6.237546E-05             2.300652E-03            -1.849475E-02             4.171462E-01             5.169629E-02             3.986515E-01
                   1.4400             7.090259E-02            -2.368094E-02            -7.124322E-05             2.616192E-03            -2.113599E-02             4.178967E-01             5.169577E-02             3.967607E-01
                   1.6200             7.140850E-02            -2.662747E-02            -8.010644E-05             2.931924E-03            -2.377565E-02             4.188255E-01             5.169628E-02             3.950499E-01
                   1.8000             7.194296E-02            -2.957232E-02            -8.896410E-05             3.247866E-03            -2.641341E-02             4.197778E-01             5.168938E-02             3.933643E-01
                   1.9800             7.250472E-02            -3.251562E-02            -9.781659E-05             3.564037E-03            -2.904940E-02             4.207685E-01             5.169152E-02             3.917191E-01
                   2.1600             7.309244E-02            -3.545694E-02            -1.066626E-04             3.880459E-03            -3.168315E-02             4.217882E-01             5.169477E-02             3.901051E-01
                   2.3400             7.370486E-02            -3.839628E-02            -1.155019E-04             4.197152E-03            -3.431463E-02             4.228254E-01             5.168905E-02             3.885108E-01
                   2.5200             7.434074E-02            -4.133337E-02            -1.243339E-04             4.514142E-03            -3.694356E-02             4.238983E-01             5.169398E-02             3.869547E-01
                   2.7000             7.499887E-02            -4.426804E-02            -1.331578E-04             4.831453E-03            -3.956974E-02             4.249847E-01             5.168891E-02             3.854150E-01
                   2.8800             7.567809E-02            -4.720018E-02            -1.419734E-04             5.149113E-03            -4.219304E-02             4.260935E-01             5.168392E-02             3.839004E-01
                   3.0600             7.637725E-02            -5.012954E-02            -1.507797E-04             5.467148E-03            -4.481317E-02             4.272354E-01             5.169115E-02             3.824222E-01
                   3.2400             7.709528E-02            -5.305599E-02            -1.595765E-04             5.785579E-03            -4.742999E-02             4.283855E-01             5.168681E-02             3.809555E-01
                   3.4200             7.783107E-02            -5.597939E-02            -1.683631E-04             6.104321E-03            -5.004343E-02             4.295542E-01             5.168255E-02             3.795108E-01
                   3.6000             7.858358E-02            -5.889954E-02            -1.771390E-04             6.423233E-03            -5.265345E-02             4.307408E-01             5.167835E-02             3.780873E-01
                   3.7800             7.935191E-02            -6.181626E-02            -1.859035E-04             6.742305E-03            -5.525986E-02             4.319583E-01             5.168847E-02             3.766984E-01
                   3.9600             8.013520E-02            -6.472943E-02            -1.946563E-04             7.061533E-03            -5.786255E-02             4.331779E-01             5.168493E-02             3.753154E-01
                   4.1400             8.093264E-02            -6.763882E-02            -2.033965E-04             7.380913E-03            -6.046130E-02             4.344125E-01             5.168145E-02             3.739512E-01
                   4.3200             8.174348E-02            -7.054430E-02            -2.121239E-04             7.700441E-03            -6.305598E-02             4.356610E-01             5.167804E-02             3.726050E-01
                   4.5000             8.256696E-02            -7.344568E-02            -2.208377E-04             8.020114E-03            -6.564641E-02             4.369227E-01             5.167469E-02             3.712763E-01
                   4.6800             8.340241E-02            -7.634282E-02            -2.295374E-04             8.339928E-03            -6.823243E-02             4.382137E-01             5.168825E-02             3.699813E-01
                   4.8600             8.424917E-02            -7.923554E-02            -2.382225E-04             8.659878E-03            -7.081388E-02             4.395001E-01             5.168554E-02             3.686862E-01
                   5.0400             8.510662E-02            -8.212367E-02            -2.468925E-04             8.979963E-03            -7.339060E-02             4.407973E-01             5.168288E-02             3.674067E-01
                   5.2200             8.597417E-02            -8.500704E-02            -2.555467E-04             9.300176E-03            -7.596241E-02             4.421049E-01             5.168028E-02             3.661425E-01
                   5.4000             8.685128E-02            -8.788550E-02            -2.641847E-04             9.620517E-03            -7.852917E-02             4.434222E-01             5.167773E-02             3.648930E-01
                   5.5800             8.773740E-02            -9.075886E-02            -2.728059E-04             9.940980E-03            -8.109069E-02             4.447485E-01             5.167524E-02             3.636578E-01
                   5.7600             8.863205E-02            -9.362700E-02            -2.814097E-04             1.026156E-02            -8.364684E-02             4.460834E-01             5.167281E-02             3.624365E-01
                   5.9400             8.953476E-02            -9.648969E-02            -2.899956E-04             1.058226E-02            -8.619743E-02             4.474262E-01             5.167044E-02             3.612288E-01
                   6.1200             9.044509E-02            -9.934682E-02            -2.985631E-04             1.090307E-02            -8.874232E-02             4.487765E-01             5.166812E-02             3.600342E-01
                   6.3000             9.136262E-02            -1.021982E-01            -3.071116E-04             1.122399E-02            -9.128134E-02             4.501338E-01             5.166585E-02             3.588525E-01
                   6.4800             9.228695E-02            -1.050437E-01            -3.156406E-04             1.154501E-02            -9.381432E-02             4.514977E-01             5.166365E-02             3.576834E-01
                   6.6600             9.321771E-02            -1.078831E-01            -3.241496E-04             1.186613E-02            -9.634112E-02             4.528677E-01             5.166150E-02             3.565266E-01
                   6.8400             9.415455E-02            -1.107163E-01            -3.326380E-04             1.218735E-02            -9.886156E-02             4.542664E-01             5.168228E-02             3.554048E-01
                   7.0200             9.509712E-02            -1.135431E-01            -3.411052E-04             1.250866E-02            -1.013755E-01             4.556480E-01             5.168073E-02             3.542724E-01
                   7.2000             9.604512E-02            -1.163633E-01            -3.495509E-04             1.283005E-02            -1.038828E-01             4.570345E-01             5.167924E-02             3.531518E-01
                   7.3800             9.699824E-02            -1.191768E-01            -3.579744E-04             1.315153E-02            -1.063832E-01             4.584258E-01             5.167780E-02             3.520425E-01
                   7.5600             9.795621E-02            -1.219834E-01            -3.663752E-04             1.347309E-02            -1.088767E-01             4.598214E-01             5.167642E-02             3.509446E-01
                   7.7400             9.891874E-02            -1.247831E-01            -3.747528E-04             1.379472E-02            -1.113631E-01             4.612210E-01             5.167510E-02             3.498579E-01
                   7.9200             9.988559E-02            -1.275755E-01            -3.831067E-04             1.411641E-02            -1.138422E-01             4.626244E-01             5.167385E-02             3.487822E-01
                   8.1000             1.008565E-01            -1.303605E-01            -3.914363E-04             1.443817E-02            -1.163138E-01             4.640313E-01             5.167266E-02             3.477175E-01
                   8.2800             1.018313E-01            -1.331381E-01            -3.997412E-04             1.475998E-02            -1.187778E-01             4.654414E-01             5.167154E-02             3.466635E-01
                   8.4600             1.028096E-01            -1.359080E-01            -4.080207E-04             1.508184E-02            -1.212341E-01             4.668544E-01             5.167049E-02             3.456203E-01
                   8.6400             1.037914E-01            -1.386700E-01            -4.162745E-04             1.540374E-02            -1.236826E-01             4.682703E-01             5.166952E-02             3.445877E-01
                   8.8200             1.047764E-01            -1.414241E-01            -4.245020E-04             1.572568E-02            -1.261229E-01             4.696886E-01             5.166861E-02             3.435657E-01
                   9.0000             1.057645E-01            -1.441700E-01            -4.327028E-04             1.604765E-02            -1.285551E-01             4.711093E-01             5.166779E-02             3.425542E-01
                   9.1800             1.067554E-01            -1.469077E-01            -4.408762E-04             1.636963E-02            -1.309789E-01             4.725321E-01             5.166704E-02             3.415532E-01
                   9.3600             1.077489E-01            -1.496369E-01            -4.490218E-04             1.669163E-02            -1.333943E-01             4.739569E-01             5.166638E-02             3.405626E-01
                   9.5400             1.087450E-01            -1.523575E-01            -4.571390E-04             1.701363E-02            -1.358010E-01             4.753835E-01             5.166581E-02             3.395824E-01
                   9.7200             1.097434E-01            -1.550694E-01            -4.652275E-04             1.733563E-02            -1.381990E-01             4.768116E-01             5.166533E-02             3.386126E-01
                   9.9000             1.107440E-01            -1.577723E-01            -4.732867E-04             1.765761E-02            -1.405880E-01             4.782412E-01             5.166494E-02             3.376532E-01
                  10.0800             1.117467E-01            -1.604662E-01            -4.813162E-04             1.797957E-02            -1.429680E-01             4.796720E-01             5.166464E-02             3.367040E-01
                  10.2600             1.127513E-01            -1.631510E-01            -4.893153E-04             1.830150E-02            -1.453388E-01             4.811040E-01             5.166445E-02             3.357653E-01
                  10.4400             1.137577E-01            -1.658263E-01            -4.972837E-04             1.862338E-02            -1.477002E-01             4.825370E-01             5.166436E-02             3.348368E-01
                  10.6200             1.147658E-01            -1.684921E-01            -5.052209E-04             1.894520E-02            -1.500522E-01             4.839709E-01             5.166437E-02             3.339187E-01
                  10.8000             1.157754E-01            -1.711483E-01            -5.131263E-04             1.926696E-02            -1.523945E-01             4.854055E-01             5.166450E-02             3.330110E-01
                  10.9800             1.167864E-01            -1.737947E-01            -5.209996E-04             1.958864E-02            -1.547271E-01             4.868407E-01             5.166474E-02             3.321136E-01
                  11.1600             1.177987E-01            -1.764312E-01            -5.288401E-04             1.991023E-02            -1.570498E-01             4.882764E-01             5.166509E-02             3.312267E-01
                  11.3400             1.188122E-01            -1.790575E-01            -5.366476E-04             2.023171E-02            -1.593625E-01             4.897126E-01             5.166557E-02             3.303501E-01
                  11.5200             1.198268E-01            -1.816736E-01            -5.444214E-04             2.055308E-02            -1.616650E-01             4.911489E-01             5.166617E-02             3.294840E-01
                  11.7000             1.208424E-01            -1.842794E-01            -5.521612E-04             2.087432E-02            -1.639572E-01             4.925855E-01             5.166690E-02             3.286283E-01
                  11.8800             1.218589E-01            -1.868746E-01            -5.598665E-04             2.119542E-02            -1.662391E-01             4.940221E-01             5.166776E-02             3.277831E-01
                  12.0600             1.228762E-01            -1.894591E-01            -5.675367E-04             2.151635E-02            -1.685103E-01             4.954588E-01             5.166875E-02             3.269484E-01
                  12.2400             1.238942E-01            -1.920329E-01            -5.751715E-04             2.183712E-02            -1.707709E-01             4.968953E-01             5.166988E-02             3.261243E-01
                  12.4200             1.249128E-01            -1.945957E-01            -5.827705E-04             2.215770E-02            -1.730207E-01             4.982968E-01             5.163640E-02             3.252761E-01
                  12.6000             1.259320E-01            -1.971474E-01            -5.903331E-04             2.247808E-02            -1.752596E-01             4.997326E-01             5.163759E-02             3.244730E-01
