                   Degree                   P1[Pa]                   P2[Pa]                   P3[Pa]                   P4[Pa]                   P5[Pa]                   P6[Pa]                   P7[Pa]                   P8[Pa]                   P9[Pa]                  P3a[Pa]
                   0.0000             2.547230E+05             2.552286E+05             2.552278E+05             2.544154E+05             2.575904E+05             2.578011E+05             2.575702E+05             1.511345E+05             1.479794E+05             3.437961E+05
                   0.1800             2.547230E+05             2.552286E+05             2.552278E+05             2.544154E+05             2.575904E+05             2.578011E+05             2.575702E+05             1.511805E+05             1.480254E+05             3.438798E+05
                   0.3600             2.547230E+05             2.552286E+05             2.552278E+05             2.544154E+05             2.575904E+05             2.578011E+05             2.575702E+05             1.512220E+05             1.480669E+05             3.439583E+05
                   0.5400             2.547230E+05             2.552286E+05             2.552278E+05             2.544154E+05             2.575904E+05             2.578011E+05             2.575702E+05             1.512610E+05             1.481059E+05             3.440320E+05
                   0.7200             2.547230E+05             2.552286E+05             2.552278E+05             2.544154E+05             2.575904E+05             2.578011E+05             2.575702E+05             1.512975E+05             1.481424E+05             3.441009E+05
                   0.9000             2.547230E+05             2.552286E+05             2.552278E+05             2.544154E+05             2.575904E+05             2.578011E+05             2.575702E+05             1.513315E+05             1.481764E+05             3.441651E+05
                   1.0800             2.547230E+05             2.552286E+05             2.552278E+05             2.544154E+05             2.575904E+05             2.578011E+05             2.575702E+05             1.513630E+05             1.482079E+05             3.442246E+05
                   1.2600             2.547230E+05             2.552286E+05             2.552278E+05             2.544154E+05             2.575904E+05             2.578011E+05             2.575702E+05             1.513920E+05             1.482369E+05             3.442794E+05
                   1.4400             2.547230E+05             2.552286E+05             2.552278E+05             2.544154E+05             2.575904E+05             2.578011E+05             2.575702E+05             1.514185E+05             1.482635E+05             3.443295E+05
                   1.6200             2.547230E+05             2.552286E+05             2.552278E+05             2.544154E+05             2.575904E+05             2.578011E+05             2.575702E+05             1.514426E+05             1.482876E+05             3.443750E+05
                   1.8000             2.547230E+05             2.552286E+05             2.552278E+05             2.544154E+05             2.575903E+05             2.578011E+05             2.575702E+05             1.514643E+05             1.483092E+05             3.444158E+05
                   1.9800             2.547230E+05             2.552286E+05             2.552278E+05             2.544154E+05             2.575903E+05             2.578011E+05             2.575702E+05             1.514834E+05             1.483284E+05             3.444520E+05
                   2.1600             2.547230E+05             2.552286E+05             2.552278E+05             2.544154E+05             2.575903E+05             2.578011E+05             2.575702E+05             1.515002E+05             1.483451E+05             3.444836E+05
                   2.3400             2.547230E+05             2.552286E+05             2.552278E+05             2.544154E+05             2.575903E+05             2.578011E+05             2.575702E+05             1.515145E+05             1.483594E+05             3.445106E+05
                   2.5200             2.547230E+05             2.552286E+05             2.552278E+05             2.544154E+05             2.575903E+05             2.578011E+05             2.575702E+05             1.515264E+05             1.483713E+05             3.445331E+05
                   2.7000             2.547230E+05             2.552286E+05             2.552278E+05             2.544154E+05             2.575903E+05             2.578011E+05             2.575702E+05             1.515359E+05             1.483808E+05             3.445510E+05
