                   Degree           dqdtheta_sc[W]           dqdtheta_dc[W]           dqdtheta_hc[W]       dqdtheta_resoil[W]          dqdtheta_oil[W]
                   0.0000             6.297527E-04             1.007789E+01             0.000000E+00             1.287564E+00             2.804165E+03
                   0.1800             1.651290E-02             1.011974E+01             0.000000E+00             1.068093E+00             2.804749E+03
                   0.3600             2.685130E-02             1.016329E+01             0.000000E+00             9.912182E-01             2.804973E+03
                   0.5400             3.625252E-02             1.020573E+01             0.000000E+00             9.584455E-01             2.805066E+03
                   0.7200             4.538093E-02             1.024643E+01             0.000000E+00             9.478769E-01             2.805091E+03
                   0.9000             5.432675E-02             1.028494E+01             0.000000E+00             9.466435E-01             2.805088E+03
                   1.0800             6.308879E-02             1.032106E+01             0.000000E+00             9.488662E-01             2.805074E+03
                   1.2600             7.166575E-02             1.035471E+01             0.000000E+00             9.521554E-01             2.805058E+03
                   1.4400             8.006569E-02             1.038587E+01             0.000000E+00             9.555944E-01             2.805041E+03
                   1.6200             8.830180E-02             1.041455E+01             0.000000E+00             9.588488E-01             2.805025E+03
                   1.8000             9.638853E-02             1.044077E+01             0.000000E+00             9.618075E-01             2.805011E+03
                   1.9800             1.043395E-01             1.046454E+01             0.000000E+00             9.644441E-01             2.804998E+03
                   2.1600             1.121668E-01             1.048590E+01             0.000000E+00             9.667622E-01             2.804986E+03
                   2.3400             1.198808E-01             1.050485E+01             0.000000E+00             9.687758E-01             2.804976E+03
                   2.5200             1.274906E-01             1.052143E+01             0.000000E+00             9.705013E-01             2.804967E+03
                   2.7000             1.350038E-01             1.053566E+01             0.000000E+00             9.719547E-01             2.804959E+03
                   2.8800             1.424271E-01             1.054754E+01             0.000000E+00             9.731507E-01             2.804952E+03
                   3.0600             1.497664E-01             1.055712E+01             0.000000E+00             9.741024E-01             2.804947E+03
                   3.2400             1.570269E-01             1.056440E+01             0.000000E+00             9.748216E-01             2.804942E+03
                   3.4200             1.642131E-01             1.056941E+01             0.000000E+00             9.753187E-01             2.804939E+03
                   3.6000             1.713293E-01             1.057219E+01             0.000000E+00             9.756031E-01             2.804937E+03
                   3.7800             1.783794E-01             1.057276E+01             0.000000E+00             9.756837E-01             2.804936E+03
                   3.9600             1.853670E-01             1.057119E+01             0.000000E+00             9.755696E-01             2.804935E+03
                   4.1400             1.922953E-01             1.056758E+01             0.000000E+00             9.752726E-01             2.804936E+03
