                   Degree                L_f_vs[W]               L_ef_vh[W]                L_s_vh[W]               L_ef_ro[W]                 L_lub[W]              L_ef_vro[W]             L_ef_rohc[W]            L_lip_seal[W]         L_reexpansion[W]
                   0.0000             5.814271E-01             4.989196E-02             7.076160E-01             1.460092E+01             1.277094E+01             2.113754E-03             1.459881E+01             2.999075E+01             0.000000E+00
                   0.1800             4.176152E-01             4.989135E-02             7.472996E-01             1.460088E+01             1.315263E+01             2.117580E-03             1.459876E+01             2.999075E+01             0.000000E+00
                   0.3600             3.788764E-01             4.988936E-02             7.475926E-01             1.460069E+01             1.317576E+01             2.129051E-03             1.459856E+01             2.999075E+01             0.000000E+00
                   0.5400             3.404765E-01             4.988605E-02             7.478474E-01             1.460037E+01             1.319971E+01             2.148168E-03             1.459822E+01             2.999075E+01             0.000000E+00
                   0.7200             3.022533E-01             4.988140E-02             7.481273E-01             1.459993E+01             1.322499E+01             2.174931E-03             1.459776E+01             2.999075E+01             0.000000E+00
                   0.9000             2.641550E-01             4.987543E-02             7.484569E-01             1.459936E+01             1.325179E+01             2.209337E-03             1.459715E+01             2.999075E+01             0.000000E+00
                   1.0800             2.261634E-01             4.986813E-02             7.488456E-01             1.459867E+01             1.328015E+01             2.251386E-03             1.459642E+01             2.999075E+01             0.000000E+00
                   1.2600             1.882687E-01             4.985951E-02             7.492964E-01             1.459785E+01             1.331006E+01             2.301075E-03             1.459555E+01             2.999075E+01             0.000000E+00
                   1.4400             1.504828E-01             4.984956E-02             7.498098E-01             1.459690E+01             1.334149E+01             2.358401E-03             1.459455E+01             2.999075E+01             0.000000E+00
                   1.6200             1.128133E-01             4.983829E-02             7.503853E-01             1.459583E+01             1.337439E+01             2.423361E-03             1.459341E+01             2.999075E+01             0.000000E+00
                   1.8000             7.527229E-02             4.982570E-02             7.510221E-01             1.459463E+01             1.340871E+01             2.495952E-03             1.459214E+01             2.999075E+01             0.000000E+00
                   1.9800             3.786565E-02             4.981178E-02             7.517192E-01             1.459331E+01             1.344440E+01             2.576169E-03             1.459074E+01             2.999075E+01             0.000000E+00
                   2.1600             6.078547E-04             4.979654E-02             7.524755E-01             1.459186E+01             1.348141E+01             2.664009E-03             1.458920E+01             2.999075E+01             0.000000E+00
                   2.3400             3.649266E-02             4.977998E-02             7.532900E-01             1.459029E+01             1.351969E+01             2.759467E-03             1.458753E+01             2.999075E+01             0.000000E+00
                   2.5200             7.342387E-02             4.976210E-02             7.541614E-01             1.458859E+01             1.355917E+01             2.862538E-03             1.458573E+01             2.999075E+01             0.000000E+00
                   2.7000             1.101749E-01             4.974290E-02             7.550887E-01             1.458676E+01             1.359982E+01             2.973216E-03             1.458379E+01             2.999075E+01             0.000000E+00
                   2.8800             1.467360E-01             4.972238E-02             7.560707E-01             1.458482E+01             1.364157E+01             3.091495E-03             1.458172E+01             2.999075E+01             0.000000E+00
                   3.0600             1.830951E-01             4.970055E-02             7.571063E-01             1.458274E+01             1.368437E+01             3.217369E-03             1.457952E+01             2.999075E+01             0.000000E+00
                   3.2400             2.192428E-01             4.967740E-02             7.581941E-01             1.458054E+01             1.372818E+01             3.350831E-03             1.457719E+01             2.999075E+01             0.000000E+00
                   3.4200             2.551692E-01             4.965294E-02             7.593330E-01             1.457822E+01             1.377294E+01             3.491874E-03             1.457473E+01             2.999075E+01             0.000000E+00
                   3.6000             2.908644E-01             4.962717E-02             7.605217E-01             1.457577E+01             1.381860E+01             3.640491E-03             1.457213E+01             2.999075E+01             0.000000E+00
