                   Degree                 Q1[m3/s]                 Q2[m3/s]                Q3c[m3/s]                Q3s[m3/s]                 Q4[m3/s]                Q5a[m3/s]                Q5b[m3/s]                Q6c[m3/s]                Q6s[m3/s]                 Q7[m3/s]                 Q8[m3/s]                Q9a[m3/s]                Q9b[m3/s]
                   0.0000             8.736544E-07             6.412369E-08             8.737207E-07             1.448686E-15             2.460394E-08             1.464982E-07             9.806992E-07            -6.634617E-11            -1.021561E-19             8.095307E-07            -7.106552E-08            -1.556876E-07             5.827775E-07
                   0.1800             8.738991E-07             6.426552E-08             8.735282E-07             4.372276E-10             2.458310E-08             1.464162E-07             9.806992E-07            -6.622601E-11            -3.949122E-14             8.096336E-07            -7.108374E-08            -1.557724E-07             5.827775E-07
                   0.3600             8.741540E-07             6.441633E-08             8.733489E-07             8.711982E-10             2.456837E-08             1.463270E-07             9.806992E-07            -6.609935E-11            -7.909501E-14             8.097376E-07            -7.111683E-08            -1.558433E-07             5.827775E-07
                   0.5400             8.743962E-07             6.455971E-08             8.731596E-07             1.302625E-09             2.455441E-08             1.462422E-07             9.806992E-07            -6.597690E-11            -1.187752E-13             8.098365E-07            -7.114834E-08            -1.559106E-07             5.827775E-07
                   0.7200             8.746258E-07             6.469567E-08             8.729601E-07             1.731793E-09             2.454119E-08             1.461618E-07             9.806992E-07            -6.585865E-11            -1.585207E-13             8.099302E-07            -7.117827E-08            -1.559744E-07             5.827775E-07
                   0.9000             8.748431E-07             6.482427E-08             8.727501E-07             2.158876E-09             2.452870E-08             1.460857E-07             9.806992E-07            -6.574460E-11            -1.983270E-13             8.100188E-07            -7.120661E-08            -1.560347E-07             5.827775E-07
                   1.0800             8.750479E-07             6.494554E-08             8.725297E-07             2.584036E-09             2.451694E-08             1.460140E-07             9.806992E-07            -6.563473E-11            -2.381902E-13             8.101024E-07            -7.123335E-08            -1.560915E-07             5.827775E-07
                   1.2600             8.752404E-07             6.505953E-08             8.722988E-07             3.007434E-09             2.450588E-08             1.459466E-07             9.806992E-07            -6.552901E-11            -2.781064E-13             8.101809E-07            -7.125849E-08            -1.561449E-07             5.827775E-07
                   1.4400             8.754207E-07             6.516627E-08             8.720572E-07             3.429242E-09             2.449553E-08             1.458835E-07             9.806992E-07            -6.542742E-11            -3.180711E-13             8.102544E-07            -7.128204E-08            -1.561949E-07             5.827775E-07
                   1.6200             8.755889E-07             6.526582E-08             8.718049E-07             3.849631E-09             2.448588E-08             1.458246E-07             9.806992E-07            -6.532994E-11            -3.580796E-13             8.103230E-07            -7.130400E-08            -1.562415E-07             5.827775E-07
                   1.8000             8.757449E-07             6.535822E-08             8.715418E-07             4.268779E-09             2.447692E-08             1.457699E-07             9.806992E-07            -6.523655E-11            -3.981272E-13             8.103867E-07            -7.132437E-08            -1.562848E-07             5.827775E-07
                   1.9800             8.758889E-07             6.544349E-08             8.712677E-07             4.686862E-09             2.446863E-08             1.457195E-07             9.806992E-07            -6.514724E-11            -4.382087E-13             8.104455E-07            -7.134315E-08            -1.563248E-07             5.827775E-07
                   2.1600             8.760210E-07             6.552166E-08             8.709825E-07             5.104058E-09             2.446101E-08             1.456733E-07             9.806992E-07            -6.506201E-11            -4.783192E-13             8.104993E-07            -7.136031E-08            -1.563615E-07             5.827775E-07
                   2.3400             8.761411E-07             6.559273E-08             8.706861E-07             5.520544E-09             2.445403E-08             1.456313E-07             9.806992E-07            -6.498086E-11            -5.184538E-13             8.105484E-07            -7.137584E-08            -1.563950E-07             5.827775E-07
