                   Degree             gamma_1[rad]        dgammadt_1[rad/s]      dgammadtt_1[rad/s2]
                   0.0000             0.000000E+00            -1.610211E+01            -3.396997E+00
                   0.1800            -3.394677E-04            -1.610201E+01             1.041179E+01
                   0.3600            -6.789309E-04            -1.610169E+01             2.056774E+01
                   0.5400            -1.018385E-03            -1.610116E+01             3.072488E+01
                   0.7200            -1.357826E-03            -1.610041E+01             4.088250E+01
                   0.9000            -1.697248E-03            -1.609944E+01             5.103819E+01
                   1.0800            -2.036648E-03            -1.609827E+01             6.119168E+01
                   1.2600            -2.376021E-03            -1.609688E+01             7.134473E+01
                   1.4400            -2.715363E-03            -1.609527E+01             8.149577E+01
                   1.6200            -3.054668E-03            -1.609345E+01             9.164485E+01
                   1.8000            -3.393932E-03            -1.609142E+01             1.017912E+02
                   1.9800            -3.733152E-03            -1.608917E+01             1.119357E+02
                   2.1600            -4.072322E-03            -1.608671E+01             1.220772E+02
                   2.3400            -4.411437E-03            -1.608403E+01             1.322160E+02
                   2.5200            -4.750494E-03            -1.608114E+01             1.423516E+02
                   2.7000            -5.089488E-03            -1.607804E+01             1.524837E+02
                   2.8800            -5.428414E-03            -1.607472E+01             1.626122E+02
                   3.0600            -5.767269E-03            -1.607119E+01             1.727367E+02
                   3.2400            -6.106046E-03            -1.606745E+01             1.828570E+02
                   3.4200            -6.444742E-03            -1.606350E+01             1.929731E+02
                   3.6000            -6.783353E-03            -1.605933E+01             2.030844E+02
                   3.7800            -7.121873E-03            -1.605494E+01             2.131909E+02
                   3.9600            -7.460299E-03            -1.605035E+01             2.232923E+02
                   4.1400            -7.798626E-03            -1.604554E+01             2.333883E+02
                   4.3200            -8.136849E-03            -1.604052E+01             2.434787E+02
                   4.5000            -8.474964E-03            -1.603528E+01             2.535633E+02
                   4.6800            -8.812966E-03            -1.602984E+01             2.636417E+02
                   4.8600            -9.150851E-03            -1.602418E+01             2.737139E+02
                   5.0400            -9.488615E-03            -1.601831E+01             2.837796E+02
                   5.2200            -9.826253E-03            -1.601222E+01             2.938384E+02
                   5.4000            -1.016376E-02            -1.600593E+01             3.038902E+02
                   5.5800            -1.050113E-02            -1.599942E+01             3.139346E+02
                   5.7600            -1.083836E-02            -1.599270E+01             3.239717E+02
                   5.9400            -1.117545E-02            -1.598577E+01             3.340009E+02
                   6.1200            -1.151239E-02            -1.597863E+01             3.440221E+02
                   6.3000            -1.184918E-02            -1.597128E+01             3.540352E+02
                   6.4800            -1.218581E-02            -1.596371E+01             3.640397E+02
                   6.6600            -1.252228E-02            -1.595594E+01             3.740356E+02
                   6.8400            -1.285858E-02            -1.594795E+01             3.840225E+02
                   7.0200            -1.319472E-02            -1.593976E+01             3.940003E+02
                   7.2000            -1.353067E-02            -1.593135E+01             4.039686E+02
                   7.3800            -1.386645E-02            -1.592273E+01             4.139273E+02
                   7.5600            -1.420205E-02            -1.591391E+01             4.238762E+02
                   7.7400            -1.453745E-02            -1.590487E+01             4.338149E+02
                   7.9200            -1.487266E-02            -1.589563E+01             4.437433E+02
                   8.1000            -1.520768E-02            -1.588617E+01             4.536612E+02
                   8.2800            -1.554249E-02            -1.587651E+01             4.635682E+02
                   8.4600            -1.587710E-02            -1.586664E+01             4.734642E+02
                   8.6400            -1.621150E-02            -1.585655E+01             4.833489E+02
                   8.8200            -1.654568E-02            -1.584627E+01             4.932222E+02
                   9.0000            -1.687965E-02            -1.583577E+01             5.030837E+02
                   9.1800            -1.721339E-02            -1.582506E+01             5.129333E+02
                   9.3600            -1.754690E-02            -1.581415E+01             5.227707E+02
                   9.5400            -1.788018E-02            -1.580303E+01             5.325957E+02
                   9.7200            -1.821323E-02            -1.579171E+01             5.424081E+02
                   9.9000            -1.854603E-02            -1.578017E+01             5.522076E+02
                  10.0800            -1.887859E-02            -1.576843E+01             5.619940E+02
                  10.2600            -1.921089E-02            -1.575649E+01             5.717672E+02
                  10.4400            -1.954295E-02            -1.574433E+01             5.815267E+02
                  10.6200            -1.987474E-02            -1.573198E+01             5.912726E+02
                  10.8000            -2.020628E-02            -1.571941E+01             6.010045E+02
                  10.9800            -2.053754E-02            -1.570665E+01             6.107221E+02
                  11.1600            -2.086854E-02            -1.569367E+01             6.204254E+02
                  11.3400            -2.119926E-02            -1.568050E+01             6.301140E+02
                  11.5200            -2.152970E-02            -1.566712E+01             6.397878E+02
                  11.7000            -2.185985E-02            -1.565353E+01             6.494464E+02
                  11.8800            -2.218972E-02            -1.563974E+01             6.590898E+02
                  12.0600            -2.251929E-02            -1.562575E+01             6.687177E+02
                  12.2400            -2.284857E-02            -1.561156E+01             6.783299E+02
                  12.4200            -2.317754E-02            -1.559716E+01             6.879261E+02
                  12.6000            -2.350621E-02            -1.558256E+01             6.975061E+02
                  12.7800            -2.383457E-02            -1.556776E+01             7.070698E+02
                  12.9600            -2.416262E-02            -1.555276E+01             7.166169E+02
                  13.1400            -2.449034E-02            -1.553755E+01             7.261472E+02
                  13.3200            -2.481775E-02            -1.552215E+01             7.356605E+02
                  13.5000            -2.514482E-02            -1.550655E+01             7.451566E+02
                  13.6800            -2.547157E-02            -1.549074E+01             7.546353E+02
                  13.8600            -2.579798E-02            -1.547474E+01             7.640963E+02
                  14.0400            -2.612405E-02            -1.545853E+01             7.735395E+02
                  14.2200            -2.644978E-02            -1.544213E+01             7.829647E+02
                  14.4000            -2.677516E-02            -1.542553E+01             7.923716E+02
                  14.5800            -2.710019E-02            -1.540873E+01             8.017600E+02
                  14.7600            -2.742486E-02            -1.539173E+01             8.111297E+02
                  14.9400            -2.774917E-02            -1.537454E+01             8.204807E+02
                  15.1200            -2.807312E-02            -1.535715E+01             8.298125E+02
                  15.3000            -2.839669E-02            -1.533956E+01             8.391251E+02
                  15.4800            -2.871990E-02            -1.532178E+01             8.484182E+02
                  15.6600            -2.904273E-02            -1.530380E+01             8.576916E+02
                  15.8400            -2.936517E-02            -1.528562E+01             8.669452E+02
                  16.0200            -2.968723E-02            -1.526725E+01             8.761787E+02
                  16.2000            -3.000891E-02            -1.524869E+01             8.853919E+02
                  16.3800            -3.033019E-02            -1.522993E+01             8.945847E+02
                  16.5600            -3.065107E-02            -1.521098E+01             9.037569E+02
                  16.7400            -3.097155E-02            -1.519184E+01             9.129082E+02
                  16.9200            -3.129162E-02            -1.517250E+01             9.220385E+02
                  17.1000            -3.161129E-02            -1.515297E+01             9.311476E+02
                  17.2800            -3.193054E-02            -1.513325E+01             9.402352E+02
                  17.4600            -3.224937E-02            -1.511333E+01             9.493013E+02
                  17.6400            -3.256778E-02            -1.509323E+01             9.583456E+02
                  17.8200            -3.288577E-02            -1.507294E+01             9.673679E+02
                  18.0000            -3.320332E-02            -1.505245E+01             9.763680E+02
                  18.1800            -3.352044E-02            -1.503178E+01             9.853458E+02
                  18.3600            -3.383713E-02            -1.501091E+01             9.943011E+02
                  18.5400            -3.415337E-02            -1.498986E+01             1.003234E+03
                  18.7200            -3.446916E-02            -1.496862E+01             1.012143E+03
                  18.9000            -3.478451E-02            -1.494720E+01             1.021030E+03
                  19.0800            -3.509940E-02            -1.492558E+01             1.029893E+03
                  19.2600            -3.541384E-02            -1.490378E+01             1.038733E+03
                  19.4400            -3.572781E-02            -1.488179E+01             1.047550E+03
                  19.6200            -3.604132E-02            -1.485962E+01             1.056342E+03
                  19.8000            -3.635436E-02            -1.483726E+01             1.065111E+03
                  19.9800            -3.666692E-02            -1.481472E+01             1.073855E+03
                  20.1600            -3.697901E-02            -1.479199E+01             1.082576E+03
                  20.3400            -3.729062E-02            -1.476908E+01             1.091271E+03
                  20.5200            -3.760174E-02            -1.474599E+01             1.099942E+03
                  20.7000            -3.791237E-02            -1.472271E+01             1.108589E+03
                  20.8800            -3.822251E-02            -1.469926E+01             1.117210E+03
                  21.0600            -3.853216E-02            -1.467562E+01             1.125806E+03
                  21.2400            -3.884130E-02            -1.465180E+01             1.134377E+03
                  21.4200            -3.914994E-02            -1.462780E+01             1.142923E+03
                  21.6000            -3.945807E-02            -1.460361E+01             1.151443E+03
                  21.7800            -3.976569E-02            -1.457925E+01             1.159937E+03
                  21.9600            -4.007280E-02            -1.455472E+01             1.168405E+03
                  22.1400            -4.037938E-02            -1.453000E+01             1.176847E+03
                  22.3200            -4.068545E-02            -1.450510E+01             1.185263E+03
                  22.5000            -4.099098E-02            -1.448003E+01             1.193652E+03
                  22.6800            -4.129599E-02            -1.445478E+01             1.202015E+03
                  22.8600            -4.160046E-02            -1.442936E+01             1.210351E+03
                  23.0400            -4.190439E-02            -1.440376E+01             1.218660E+03
                  23.2200            -4.220778E-02            -1.437798E+01             1.226942E+03
                  23.4000            -4.251063E-02            -1.435203E+01             1.235197E+03
                  23.5800            -4.281293E-02            -1.432591E+01             1.243425E+03
                  23.7600            -4.311467E-02            -1.429961E+01             1.251625E+03
                  23.9400            -4.341586E-02            -1.427315E+01             1.259798E+03
                  24.1200            -4.371649E-02            -1.424650E+01             1.267943E+03
                  24.3000            -4.401656E-02            -1.421969E+01             1.276060E+03
                  24.4800            -4.431605E-02            -1.419271E+01             1.284149E+03
                  24.6600            -4.461498E-02            -1.416556E+01             1.292209E+03
                  24.8400            -4.491334E-02            -1.413823E+01             1.300242E+03
                  25.0200            -4.521111E-02            -1.411074E+01             1.308246E+03
                  25.2000            -4.550831E-02            -1.408308E+01             1.316221E+03
                  25.3800            -4.580492E-02            -1.405525E+01             1.324168E+03
                  25.5600            -4.610094E-02            -1.402725E+01             1.332086E+03
                  25.7400            -4.639637E-02            -1.399909E+01             1.339974E+03
                  25.9200            -4.669120E-02            -1.397076E+01             1.347834E+03
                  26.1000            -4.698543E-02            -1.394227E+01             1.355665E+03
                  26.2800            -4.727907E-02            -1.391361E+01             1.363466E+03
                  26.4600            -4.757209E-02            -1.388479E+01             1.371237E+03
                  26.6400            -4.786451E-02            -1.385580E+01             1.378979E+03
                  26.8200            -4.815631E-02            -1.382665E+01             1.386691E+03
                  27.0000            -4.844750E-02            -1.379734E+01             1.394373E+03
                  27.1800            -4.873807E-02            -1.376787E+01             1.402026E+03
                  27.3600            -4.902802E-02            -1.373823E+01             1.409648E+03
                  27.5400            -4.931733E-02            -1.370844E+01             1.417240E+03
                  27.7200            -4.960602E-02            -1.367849E+01             1.424801E+03
                  27.9000            -4.989408E-02            -1.364837E+01             1.432332E+03
                  28.0800            -5.018150E-02            -1.361810E+01             1.439833E+03
                  28.2600            -5.046828E-02            -1.358767E+01             1.447303E+03
                  28.4400            -5.075441E-02            -1.355708E+01             1.454742E+03
                  28.6200            -5.103990E-02            -1.352634E+01             1.462150E+03
                  28.8000            -5.132474E-02            -1.349544E+01             1.469527E+03
                  28.9800            -5.160893E-02            -1.346439E+01             1.476872E+03
                  29.1600            -5.189246E-02            -1.343318E+01             1.484187E+03
                  29.3400            -5.217533E-02            -1.340181E+01             1.491470E+03
                  29.5200            -5.245754E-02            -1.337030E+01             1.498722E+03
                  29.7000            -5.273908E-02            -1.333863E+01             1.505942E+03
                  29.8800            -5.301995E-02            -1.330681E+01             1.513131E+03
                  30.0600            -5.330015E-02            -1.327484E+01             1.520287E+03
                  30.2400            -5.357968E-02            -1.324271E+01             1.527412E+03
                  30.4200            -5.385852E-02            -1.321044E+01             1.534505E+03
                  30.6000            -5.413669E-02            -1.317802E+01             1.541566E+03
                  30.7800            -5.441417E-02            -1.314545E+01             1.548595E+03
                  30.9600            -5.469096E-02            -1.311273E+01             1.555591E+03
                  31.1400            -5.496706E-02            -1.307987E+01             1.562555E+03
                  31.3200            -5.524246E-02            -1.304686E+01             1.569487E+03
                  31.5000            -5.551717E-02            -1.301370E+01             1.576386E+03
                  31.6800            -5.579118E-02            -1.298040E+01             1.583253E+03
                  31.8600            -5.606448E-02            -1.294695E+01             1.590087E+03
                  32.0400            -5.633708E-02            -1.291336E+01             1.596888E+03
                  32.2200            -5.660896E-02            -1.287962E+01             1.603656E+03
                  32.4000            -5.688014E-02            -1.284575E+01             1.610392E+03
                  32.5800            -5.715060E-02            -1.281173E+01             1.617094E+03
                  32.7600            -5.742034E-02            -1.277757E+01             1.623763E+03
                  32.9400            -5.768935E-02            -1.274327E+01             1.630399E+03
                  33.1200            -5.795765E-02            -1.270883E+01             1.637002E+03
                  33.3000            -5.822521E-02            -1.267426E+01             1.643571E+03
                  33.4800            -5.849205E-02            -1.263954E+01             1.650108E+03
                  33.6600            -5.875815E-02            -1.260469E+01             1.656610E+03
                  33.8400            -5.902352E-02            -1.256970E+01             1.663079E+03
                  34.0200            -5.928815E-02            -1.253457E+01             1.669515E+03
                  34.2000            -5.955203E-02            -1.249931E+01             1.675916E+03
                  34.3800            -5.981517E-02            -1.246392E+01             1.682284E+03
                  34.5600            -6.007756E-02            -1.242839E+01             1.688618E+03
                  34.7400            -6.033921E-02            -1.239272E+01             1.694919E+03
                  34.9200            -6.060010E-02            -1.235693E+01             1.701185E+03
                  35.1000            -6.086023E-02            -1.232100E+01             1.707417E+03
                  35.2800            -6.111960E-02            -1.228494E+01             1.713615E+03
                  35.4600            -6.137821E-02            -1.224875E+01             1.719779E+03
                  35.6400            -6.163606E-02            -1.221243E+01             1.725909E+03
                  35.8200            -6.189314E-02            -1.217599E+01             1.732005E+03
                  36.0000            -6.214946E-02            -1.213941E+01             1.738066E+03
                  36.1800            -6.240500E-02            -1.210271E+01             1.744093E+03
                  36.3600            -6.265976E-02            -1.206588E+01             1.750086E+03
                  36.5400            -6.291375E-02            -1.202892E+01             1.756044E+03
                  36.7200            -6.316695E-02            -1.199184E+01             1.761968E+03
                  36.9000            -6.341937E-02            -1.195464E+01             1.767857E+03
                  37.0800            -6.367101E-02            -1.191731E+01             1.773711E+03
                  37.2600            -6.392186E-02            -1.187986E+01             1.779531E+03
                  37.4400            -6.417192E-02            -1.184228E+01             1.785316E+03
                  37.6200            -6.442118E-02            -1.180459E+01             1.791066E+03
                  37.8000            -6.466965E-02            -1.176677E+01             1.796782E+03
                  37.9800            -6.491732E-02            -1.172883E+01             1.802463E+03
                  38.1600            -6.516419E-02            -1.169078E+01             1.808109E+03
                  38.3400            -6.541025E-02            -1.165260E+01             1.813720E+03
                  38.5200            -6.565551E-02            -1.161431E+01             1.819296E+03
                  38.7000            -6.589996E-02            -1.157590E+01             1.824837E+03
                  38.8800            -6.614360E-02            -1.153737E+01             1.830343E+03
                  39.0600            -6.638643E-02            -1.149873E+01             1.835814E+03
                  39.2400            -6.662844E-02            -1.145997E+01             1.841250E+03
                  39.4200            -6.686963E-02            -1.142110E+01             1.846651E+03
                  39.6000            -6.711000E-02            -1.138211E+01             1.852016E+03
                  39.7800            -6.734955E-02            -1.134302E+01             1.857347E+03
                  39.9600            -6.758828E-02            -1.130381E+01             1.862642E+03
                  40.1400            -6.782617E-02            -1.126448E+01             1.867903E+03
                  40.3200            -6.806324E-02            -1.122505E+01             1.873127E+03
                  40.5000            -6.829947E-02            -1.118551E+01             1.878317E+03
                  40.6800            -6.853487E-02            -1.114586E+01             1.883471E+03
                  40.8600            -6.876943E-02            -1.110610E+01             1.888590E+03
                  41.0400            -6.900315E-02            -1.106623E+01             1.893674E+03
                  41.2200            -6.923603E-02            -1.102626E+01             1.898723E+03
                  41.4000            -6.946806E-02            -1.098618E+01             1.903736E+03
                  41.5800            -6.969925E-02            -1.094600E+01             1.908713E+03
                  41.7600            -6.992959E-02            -1.090571E+01             1.913656E+03
                  41.9400            -7.015908E-02            -1.086531E+01             1.918562E+03
                  42.1200            -7.038772E-02            -1.082482E+01             1.923434E+03
                  42.3000            -7.061551E-02            -1.078422E+01             1.928270E+03
                  42.4800            -7.084243E-02            -1.074352E+01             1.933070E+03
                  42.6600            -7.106850E-02            -1.070272E+01             1.937836E+03
                  42.8400            -7.129371E-02            -1.066182E+01             1.942565E+03
                  43.0200            -7.151805E-02            -1.062081E+01             1.947259E+03
                  43.2000            -7.174153E-02            -1.057972E+01             1.951918E+03
                  43.3800            -7.196414E-02            -1.053852E+01             1.956541E+03
                  43.5600            -7.218588E-02            -1.049722E+01             1.961129E+03
                  43.7400            -7.240675E-02            -1.045583E+01             1.965682E+03
                  43.9200            -7.262674E-02            -1.041435E+01             1.970198E+03
                  44.1000            -7.284586E-02            -1.037277E+01             1.974680E+03
                  44.2800            -7.306410E-02            -1.033109E+01             1.979126E+03
                  44.4600            -7.328146E-02            -1.028932E+01             1.983536E+03
                  44.6400            -7.349794E-02            -1.024746E+01             1.987911E+03
                  44.8200            -7.371354E-02            -1.020551E+01             1.992251E+03
                  45.0000            -7.392825E-02            -1.016346E+01             1.996555E+03
                  45.1800            -7.414208E-02            -1.012133E+01             2.000823E+03
                  45.3600            -7.435501E-02            -1.007910E+01             2.005056E+03
                  45.5400            -7.456706E-02            -1.003679E+01             2.009254E+03
                  45.7200            -7.477821E-02            -9.994391E+00             2.013416E+03
                  45.9000            -7.498846E-02            -9.951902E+00             2.017543E+03
                  46.0800            -7.519782E-02            -9.909327E+00             2.021635E+03
                  46.2600            -7.540628E-02            -9.866665E+00             2.025691E+03
                  46.4400            -7.561385E-02            -9.823919E+00             2.029711E+03
                  46.6200            -7.582050E-02            -9.781088E+00             2.033697E+03
                  46.8000            -7.602626E-02            -9.738174E+00             2.037647E+03
                  46.9800            -7.623111E-02            -9.695176E+00             2.041561E+03
                  47.1600            -7.643505E-02            -9.652097E+00             2.045441E+03
                  47.3400            -7.663808E-02            -9.608936E+00             2.049285E+03
                  47.5200            -7.684020E-02            -9.565694E+00             2.053094E+03
                  47.7000            -7.704141E-02            -9.522372E+00             2.056867E+03
                  47.8800            -7.724171E-02            -9.478972E+00             2.060606E+03
                  48.0600            -7.744109E-02            -9.435492E+00             2.064309E+03
                  48.2400            -7.763955E-02            -9.391935E+00             2.067977E+03
                  48.4200            -7.783709E-02            -9.348301E+00             2.071610E+03
                  48.6000            -7.803372E-02            -9.304591E+00             2.075208E+03
                  48.7800            -7.822942E-02            -9.260805E+00             2.078770E+03
                  48.9600            -7.842419E-02            -9.216945E+00             2.082298E+03
                  49.1400            -7.861804E-02            -9.173010E+00             2.085791E+03
                  49.3200            -7.881097E-02            -9.129003E+00             2.089248E+03
                  49.5000            -7.900296E-02            -9.084922E+00             2.092671E+03
                  49.6800            -7.919403E-02            -9.040770E+00             2.096059E+03
                  49.8600            -7.938416E-02            -8.996547E+00             2.099411E+03
                  50.0400            -7.957336E-02            -8.952253E+00             2.102729E+03
                  50.2200            -7.976163E-02            -8.907890E+00             2.106013E+03
