                   Degree           I_press_scv[W]           I_press_dcv[W]          I_tempmx_scv[W]          I_tempmx_dcv[W]             I_thr_scv[W]             I_thr_dcv[W]            I_thr_leak[W]              I_ht_scv[W]              I_ht_dcv[W]               I_ef_vh[W]                I_s_vh[W]                I_f_vs[W]               I_ef_ro[W]                 I_lub[W]              I_bear_s[W]            I_lip_seal[W]
                   0.0000             8.685617E-16             2.902689E+02             8.685617E-16             3.595944E+01             0.000000E+00             3.262284E+02             0.000000E+00             2.401158E-05             6.674398E-01             4.448724E-02             6.309611E-01             5.184421E-01             1.292738E+01             1.130714E+01             1.036992E+01             2.724894E+01
                   0.1800             5.371330E+01             2.780037E+02             7.207709E-01             3.449662E+01             5.299253E+01             3.125003E+02             0.000000E+00             1.144723E-03             6.753242E-01             4.448671E-02             6.663459E-01             3.723756E-01             1.292734E+01             1.164509E+01             1.033049E+01             2.724894E+01
                   0.3600             5.375379E+01             2.658037E+02             1.095891E+00             3.303493E+01             5.265790E+01             2.988386E+02             0.000000E+00             1.710485E-03             6.829225E-01             4.448493E-02             6.666071E-01             3.378334E-01             1.292717E+01             1.166557E+01             1.033176E+01             2.724894E+01
                   0.5400             5.369314E+01             2.535894E+02             1.262936E+00             3.156425E+01             5.243021E+01             2.851537E+02             0.000000E+00             2.227738E-03             6.901892E-01             4.448197E-02             6.668344E-01             3.035932E-01             1.292689E+01             1.168677E+01             1.033428E+01             2.724894E+01
                   0.7200             5.360133E+01             2.413628E+02             1.329280E+00             3.008514E+01             5.227205E+01             2.714480E+02             0.000000E+00             2.749397E-03             6.971125E-01             4.447783E-02             6.670839E-01             2.695107E-01             1.292650E+01             1.170915E+01             1.033796E+01             2.724894E+01
                   0.9000             5.350606E+01             2.291258E+02             1.353450E+00             2.859821E+01             5.215261E+01             2.577241E+02             0.000000E+00             3.274186E-03             7.036826E-01             4.447251E-02             6.673778E-01             2.355395E-01             1.292600E+01             1.173288E+01             1.034273E+01             2.724894E+01
                   1.0800             5.341786E+01             2.168805E+02             1.360954E+00             2.710404E+01             5.205691E+01             2.439845E+02             0.000000E+00             3.795776E-03             7.098927E-01             4.446600E-02             6.677244E-01             2.016635E-01             1.292538E+01             1.175799E+01             1.034842E+01             2.724894E+01
                   1.2600             5.334044E+01             2.046288E+02             1.362181E+00             2.560326E+01             5.197826E+01             2.302321E+02             0.000000E+00             4.310234E-03             7.157381E-01             4.445831E-02             6.681264E-01             1.678738E-01             1.292466E+01             1.178448E+01             1.035478E+01             2.724894E+01
                   1.4400             5.327484E+01             1.923732E+02             1.361262E+00             2.409649E+01             5.191358E+01             2.164697E+02             0.000000E+00             4.815938E-03             7.212153E-01             4.444944E-02             6.685841E-01             1.341812E-01             1.292382E+01             1.181230E+01             1.036148E+01             2.724894E+01
                   1.6200             5.322107E+01             1.801160E+02             1.359814E+00             2.258439E+01             5.186125E+01             2.027003E+02             0.000000E+00             5.312582E-03             7.263214E-01             4.443939E-02             6.690973E-01             1.005924E-01             1.292287E+01             1.184143E+01             1.036812E+01             2.724894E+01
                   1.8000             5.317872E+01             1.678598E+02             1.358458E+00             2.106766E+01             5.182027E+01             1.889275E+02             0.000000E+00             5.800456E-03             7.310541E-01             4.442816E-02             6.696651E-01             6.711817E-02             1.292181E+01             1.187182E+01             1.037426E+01             2.724894E+01
                   1.9800             5.314726E+01             1.556079E+02             1.357423E+00             1.954703E+01             5.178984E+01             1.751549E+02             0.000000E+00             6.280064E-03             7.354113E-01             4.441575E-02             6.702867E-01             3.376373E-02             1.292064E+01             1.190342E+01             1.037944E+01             2.724894E+01
                   2.1600             5.312607E+01             1.433636E+02             1.356784E+00             1.802329E+01             5.176929E+01             1.613868E+02             0.000000E+00             6.751947E-03             7.393914E-01             4.440216E-02             6.709611E-01             5.420068E-04             1.291936E+01             1.193619E+01             1.038323E+01             2.724894E+01
                   2.3400             5.311455E+01             1.311310E+02             1.356554E+00             1.649732E+01             5.175800E+01             1.476283E+02             0.000000E+00             7.216610E-03             7.429930E-01             4.438740E-02             6.716873E-01             3.253947E-02             1.291796E+01             1.197007E+01             1.038530E+01             2.724894E+01
                   2.5200             5.311207E+01             1.189153E+02             1.356722E+00             1.497012E+01             5.175535E+01             1.338854E+02             0.000000E+00             7.674504E-03             7.462153E-01             4.437145E-02             6.724644E-01             6.546998E-02             1.291646E+01             1.200503E+01             1.038540E+01             2.724894E+01
                   2.7000             5.311801E+01             1.067227E+02             1.357267E+00             1.344283E+01             5.176075E+01             1.201655E+02             0.000000E+00             8.126026E-03             7.490577E-01             4.435433E-02             6.732912E-01             9.823981E-02             1.291484E+01             1.204102E+01             1.038343E+01             2.724894E+01
                   2.8800             5.313177E+01             9.456158E+01             1.358167E+00             1.191687E+01             5.177361E+01             1.064784E+02             0.000000E+00             8.571526E-03             7.515200E-01             4.433604E-02             6.741669E-01             1.308403E-01             1.291312E+01             1.207798E+01             1.037946E+01             2.724894E+01
                   3.0600             5.315274E+01             8.244314E+01             1.359396E+00             1.039399E+01             5.179334E+01             9.283714E+01             0.000000E+00             9.011315E-03             7.536027E-01             4.431657E-02             6.750902E-01             1.632607E-01             1.291128E+01             1.211588E+01             1.037372E+01             2.724894E+01
                   3.2400             5.318030E+01             7.038353E+01             1.360929E+00             8.876605E+00             5.181937E+01             7.926013E+01             0.000000E+00             9.445675E-03             7.553066E-01             4.429593E-02             6.760602E-01             1.954926E-01             1.290933E+01             1.215467E+01             1.036659E+01             2.724894E+01
                   3.4200             5.321386E+01             5.840724E+01             1.362741E+00             7.368144E+00             5.185112E+01             6.577538E+01             0.000000E+00             9.874864E-03             7.566337E-01             4.427412E-02             6.770757E-01             2.275272E-01             1.290728E+01             1.219430E+01             1.035860E+01             2.724894E+01
                   3.6000             5.325282E+01             4.655460E+01             1.364805E+00             5.874048E+00             5.188801E+01             5.242865E+01             0.000000E+00             1.029912E-02             7.575869E-01             4.425114E-02             6.781356E-01             2.593555E-01             1.290511E+01             1.223472E+01             1.035036E+01             2.724894E+01
                   3.7800             5.329656E+01             3.489942E+01             1.367097E+00             4.403976E+00             5.192946E+01             3.930340E+01             0.000000E+00             1.071868E-02             7.581711E-01             4.422699E-02             6.792387E-01             2.909700E-01             1.290283E+01             1.227590E+01             1.034252E+01             2.724894E+01
                   3.9600             5.334449E+01             2.359948E+01             1.369590E+00             2.978174E+00             5.197490E+01             2.657765E+01             0.000000E+00             1.113375E-02             7.583946E-01             4.420167E-02             6.803833E-01             3.223657E-01             1.290045E+01             1.231778E+01             1.033570E+01             2.724894E+01
                   4.1400             5.339600E+01             1.308744E+01             1.372259E+00             1.651557E+00             5.202374E+01             1.473900E+01             0.000000E+00             1.154456E-02             7.582742E-01             4.417519E-02             6.815675E-01             3.535416E-01             1.289795E+01             1.236033E+01             1.033049E+01             2.724894E+01
                   4.3200             5.345048E+01             5.089163E+00             1.375078E+00             6.421711E-01             5.207541E+01             5.731334E+00             0.000000E+00             1.195131E-02             7.578542E-01             4.414755E-02             6.827877E-01             3.845155E-01             1.289534E+01             1.240351E+01             1.032732E+01             2.724894E+01
                   4.5000             5.350733E+01             3.147813E+00             1.378021E+00             3.971593E-01             5.212931E+01             3.544973E+00             0.000000E+00             1.235421E-02             7.572737E-01             4.411874E-02             6.840341E-01             4.153649E-01             1.289263E+01             1.244728E+01             1.032646E+01             2.724894E+01
                   4.6800             5.356593E+01             3.139176E+00             1.381060E+00             3.960236E-01             5.218487E+01             3.535199E+00             0.000000E+00             1.275348E-02             7.566767E-01             4.408877E-02             6.852971E-01             4.461751E-01             1.288981E+01             1.249164E+01             1.032800E+01             2.724894E+01
                   4.8600             5.362566E+01             3.180303E+00             1.384170E+00             4.011655E-01             5.224149E+01             3.581469E+00             0.000000E+00             1.314933E-02             7.560834E-01             4.405765E-02             6.865749E-01             4.769573E-01             1.288687E+01             1.253657E+01             1.033182E+01             2.724894E+01
                   5.0400             5.368591E+01             3.222873E+00             1.387324E+00             4.064881E-01             5.229858E+01             3.629361E+00             0.000000E+00             1.354197E-02             7.554940E-01             4.402537E-02             6.878670E-01             5.077105E-01             1.288383E+01             1.258204E+01             1.033763E+01             2.724894E+01
                   5.2200             5.374605E+01             3.266238E+00             1.390494E+00             4.119099E-01             5.235555E+01             3.678148E+00             0.000000E+00             1.393162E-02             7.549087E-01             4.399194E-02             6.891727E-01             5.384334E-01             1.288069E+01             1.262803E+01             1.034497E+01             2.724894E+01
                   5.4000             5.380545E+01             3.310389E+00             1.393653E+00             4.174295E-01             5.241180E+01             3.727819E+00             0.000000E+00             1.431852E-02             7.543273E-01             4.395735E-02             6.904914E-01             5.691251E-01             1.287743E+01             1.267453E+01             1.035327E+01             2.724894E+01
                   5.5800             5.386349E+01             3.355324E+00             1.396774E+00             4.230467E-01             5.246671E+01             3.778371E+00             0.000000E+00             1.470290E-02             7.537500E-01             4.392162E-02             6.918226E-01             5.997840E-01             1.287407E+01             1.272151E+01             1.036191E+01             2.724894E+01
                   5.7600             5.391952E+01             3.401043E+00             1.399827E+00             4.287614E-01             5.251969E+01             3.829805E+00             0.000000E+00             1.508500E-02             7.531765E-01             4.388473E-02             6.931656E-01             6.304092E-01             1.287060E+01             1.276896E+01             1.037024E+01             2.724894E+01
                   5.9400             5.397292E+01             3.447545E+00             1.402786E+00             4.345735E-01             5.257013E+01             3.882119E+00             0.000000E+00             1.546507E-02             7.526071E-01             4.384671E-02             6.945199E-01             6.609988E-01             1.286702E+01             1.281686E+01             1.037768E+01             2.724894E+01
