                   Degree                T_ocsc[K]                T_ocdc[K]                T_rosc[K]                T_rodc[K]              T_roller[K]               T_uocsc[K]               T_locsc[K]               T_uocdc[K]               T_locdc[K]
                   0.0000             3.385284E+02             3.385284E+02             3.407721E+02             3.407721E+02             3.413624E+02             3.390182E+02             3.380583E+02             3.390182E+02             3.380583E+02
                   0.1800             3.467467E+02             3.468160E+02             3.485419E+02             3.486117E+02             3.493286E+02             3.471467E+02             3.471509E+02             3.471763E+02             3.471894E+02
                   0.3600             3.383564E+02             3.384499E+02             3.405894E+02             3.406862E+02             3.412784E+02             3.389169E+02             3.379676E+02             3.389373E+02             3.379930E+02
                   0.5400             3.379789E+02             3.380998E+02             3.402239E+02             3.403504E+02             3.409385E+02             3.385721E+02             3.375910E+02             3.385915E+02             3.376152E+02
                   0.7200             3.378119E+02             3.379576E+02             3.400583E+02             3.402120E+02             3.407988E+02             3.384305E+02             3.374402E+02             3.384504E+02             3.374652E+02
                   0.9000             3.377186E+02             3.378871E+02             3.399630E+02             3.401419E+02             3.407285E+02             3.383588E+02             3.373662E+02             3.383801E+02             3.373933E+02
                   1.0800             3.376556E+02             3.378452E+02             3.398968E+02             3.400994E+02             3.406859E+02             3.383146E+02             3.373219E+02             3.383381E+02             3.373521E+02
                   1.2600             3.376069E+02             3.378161E+02             3.398447E+02             3.400694E+02             3.406560E+02             3.382826E+02             3.372903E+02             3.383087E+02             3.373241E+02
                   1.4400             3.375661E+02             3.377938E+02             3.398006E+02             3.400462E+02             3.406328E+02             3.382570E+02             3.372648E+02             3.382861E+02             3.373027E+02
                   1.6200             3.375307E+02             3.377757E+02             3.397621E+02             3.400274E+02             3.406140E+02             3.382354E+02             3.372428E+02             3.382678E+02             3.372852E+02
                   1.8000             3.374992E+02             3.377606E+02             3.397279E+02             3.400119E+02             3.405983E+02             3.382165E+02             3.372230E+02             3.382525E+02             3.372704E+02
                   1.9800             3.374695E+02             3.377464E+02             3.396954E+02             3.399972E+02             3.405835E+02             3.381982E+02             3.372038E+02             3.382381E+02             3.372563E+02
                   2.1600             3.374408E+02             3.377325E+02             3.396642E+02             3.399828E+02             3.405690E+02             3.381800E+02             3.371847E+02             3.382240E+02             3.372426E+02
                   2.3400             3.374129E+02             3.377187E+02             3.396339E+02             3.399687E+02             3.405547E+02             3.381619E+02             3.371656E+02             3.382101E+02             3.372290E+02
                   2.5200             3.373859E+02             3.377052E+02             3.396045E+02             3.399548E+02             3.405406E+02             3.381438E+02             3.371465E+02             3.381963E+02             3.372156E+02
                   2.7000             3.373596E+02             3.376918E+02             3.395760E+02             3.399411E+02             3.405266E+02             3.381257E+02             3.371274E+02             3.381827E+02             3.372024E+02
                   2.8800             3.373339E+02             3.376786E+02             3.395481E+02             3.399274E+02             3.405128E+02             3.381076E+02             3.371083E+02             3.381693E+02             3.371892E+02
                   3.0600             3.373087E+02             3.376655E+02             3.395210E+02             3.399140E+02             3.404990E+02             3.380896E+02             3.370893E+02             3.381559E+02             3.371762E+02
                   3.2400             3.372841E+02             3.376524E+02             3.394945E+02             3.399006E+02             3.404854E+02             3.380715E+02             3.370703E+02             3.381427E+02             3.371633E+02
                   3.4200             3.372599E+02             3.376395E+02             3.394685E+02             3.398873E+02             3.404719E+02             3.380535E+02             3.370513E+02             3.381296E+02             3.371505E+02
                   3.6000             3.372362E+02             3.376267E+02             3.394431E+02             3.398742E+02             3.404585E+02             3.380356E+02             3.370324E+02             3.381165E+02             3.371377E+02
