                   Degree          P_inst_total[W]  P_inst_total_no_loss[W]              P_f_loss[W]            P_thr_loss[W]          P_inertia_ro[W]          P_inertia_vh[W]                 P_com[W]              P_bear_s[W]
                   0.0000             6.683748E+01             6.944404E-02             6.676804E+01             2.666798E+05             6.673608E-02             2.007856E-04             2.507168E-03             8.756103E+00
                   0.1800             6.628885E+01            -1.312253E-01             6.642007E+01             2.666798E+05            -2.045450E-01            -6.154039E-04             7.393503E-02             8.737750E+00
                   0.3600             6.610913E+01            -2.855739E-01             6.639471E+01             2.666797E+05            -4.040569E-01            -1.215662E-03             1.196986E-01             8.736733E+00
                   0.5400             6.593409E+01            -4.399647E-01             6.637406E+01             2.666797E+05            -6.035786E-01            -1.815942E-03             1.654298E-01             8.737282E+00
                   0.7200             6.575995E+01            -5.942914E-01             6.635424E+01             2.666797E+05            -8.030892E-01            -2.416178E-03             2.112140E-01             8.736366E+00
                   0.9000             6.558954E+01            -7.484646E-01             6.633801E+01             2.666797E+05            -1.002535E+00            -3.016204E-03             2.570865E-01             8.737125E+00
                   1.0800             6.541943E+01            -9.024562E-01             6.632189E+01             2.666797E+05            -1.201903E+00            -3.615980E-03             3.030629E-01             8.736244E+00
                   1.2600             6.525298E+01            -1.056284E+00             6.630927E+01             2.666797E+05            -1.401222E+00            -4.215587E-03             3.491538E-01             8.737205E+00
                   1.4400             6.508653E+01            -1.209902E+00             6.629643E+01             2.666797E+05            -1.600454E+00            -4.814907E-03             3.953668E-01             8.736359E+00
                   1.6200             6.492183E+01            -1.363297E+00             6.628513E+01             2.666797E+05            -1.799593E+00            -5.413919E-03             4.417093E-01             8.735490E+00
                   1.8000             6.476096E+01            -1.516450E+00             6.627741E+01             2.666797E+05            -1.998617E+00            -6.012556E-03             4.881804E-01             8.736743E+00
                   1.9800             6.459939E+01            -1.669404E+00             6.626879E+01             2.666797E+05            -2.197538E+00            -6.610843E-03             5.347445E-01             8.735925E+00
                   2.1600             6.443912E+01            -1.822142E+00             6.626126E+01             2.666797E+05            -2.396324E+00            -7.208691E-03             5.813910E-01             8.735089E+00
                   2.3400             6.428259E+01            -1.974664E+00             6.625725E+01             2.666797E+05            -2.594977E+00            -7.806091E-03             6.281186E-01             8.736682E+00
                   2.5200             6.412499E+01            -2.126954E+00             6.625195E+01             2.666797E+05            -2.793477E+00            -8.402990E-03             6.749262E-01             8.735912E+00
                   2.7000             6.396869E+01            -2.279001E+00             6.624769E+01             2.666797E+05            -2.991814E+00            -8.999348E-03             7.218124E-01             8.735128E+00
                   2.8800             6.381366E+01            -2.430799E+00             6.624446E+01             2.666797E+05            -3.189980E+00            -9.595139E-03             7.687764E-01             8.734331E+00
                   3.0600             6.365991E+01            -2.582331E+00             6.624224E+01             2.666797E+05            -3.387958E+00            -1.019031E-02             8.158172E-01             8.733521E+00
                   3.2400             6.351042E+01            -2.733590E+00             6.624402E+01             2.666797E+05            -3.585740E+00            -1.078483E-02             8.629340E-01             8.735689E+00
                   3.4200             6.335932E+01            -2.884568E+00             6.624389E+01             2.666797E+05            -3.783315E+00            -1.137866E-02             9.101260E-01             8.734965E+00
                   3.6000             6.320947E+01            -3.035250E+00             6.624472E+01             2.666797E+05            -3.980671E+00            -1.197177E-02             9.573924E-01             8.734230E+00
                   3.7800             6.306089E+01            -3.185626E+00             6.624651E+01             2.666797E+05            -4.177794E+00            -1.256412E-02             1.004733E+00             8.733487E+00
                   3.9600             6.297235E+01            -3.335687E+00             6.630804E+01             0.000000E+00            -4.374678E+00            -1.315566E-02             1.052146E+00             8.732735E+00
                   4.1400             6.288507E+01            -3.485420E+00             6.637049E+01             0.000000E+00            -4.571306E+00            -1.374637E-02             1.099633E+00             8.731977E+00
                   4.3200             6.280261E+01            -3.634816E+00             6.643743E+01             0.000000E+00            -4.767671E+00            -1.433620E-02             1.147191E+00             8.734918E+00
