                   Degree              dlvdt[mm/s]            dlvdtt[mm/s2]
                   0.0000             0.000000E+00             1.079189E+05
                   0.1800             2.275165E+00             1.079182E+05
                   0.3600             4.550299E+00             1.079160E+05
                   0.5400             6.825372E+00             1.079124E+05
                   0.7200             9.100353E+00             1.079073E+05
                   0.9000             1.137521E+01             1.079008E+05
                   1.0800             1.364992E+01             1.078928E+05
                   1.2600             1.592444E+01             1.078834E+05
                   1.4400             1.819875E+01             1.078726E+05
                   1.6200             2.047282E+01             1.078603E+05
                   1.8000             2.274661E+01             1.078465E+05
                   1.9800             2.502010E+01             1.078313E+05
                   2.1600             2.729325E+01             1.078147E+05
                   2.3400             2.956603E+01             1.077966E+05
                   2.5200             3.183842E+01             1.077771E+05
                   2.7000             3.411038E+01             1.077561E+05
                   2.8800             3.638189E+01             1.077337E+05
                   3.0600             3.865290E+01             1.077098E+05
                   3.2400             4.092340E+01             1.076845E+05
                   3.4200             4.319335E+01             1.076578E+05
                   3.6000             4.546272E+01             1.076296E+05
                   3.7800             4.773148E+01             1.076000E+05
                   3.9600             4.999960E+01             1.075689E+05
                   4.1400             5.226705E+01             1.075364E+05
                   4.3200             5.453380E+01             1.075024E+05
                   4.5000             5.679982E+01             1.074671E+05
                   4.6800             5.906508E+01             1.074302E+05
                   4.8600             6.132955E+01             1.073920E+05
                   5.0400             6.359320E+01             1.073523E+05
                   5.2200             6.585599E+01             1.073112E+05
                   5.4000             6.811790E+01             1.072686E+05
                   5.5800             7.037890E+01             1.072247E+05
                   5.7600             7.263896E+01             1.071792E+05
                   5.9400             7.489804E+01             1.071324E+05
                   6.1200             7.715613E+01             1.070841E+05
                   6.3000             7.941318E+01             1.070344E+05
                   6.4800             8.166916E+01             1.069833E+05
                   6.6600             8.392406E+01             1.069307E+05
                   6.8400             8.617783E+01             1.068768E+05
                   7.0200             8.843045E+01             1.068214E+05
                   7.2000             9.068188E+01             1.067646E+05
                   7.3800             9.293210E+01             1.067063E+05
                   7.5600             9.518109E+01             1.066467E+05
                   7.7400             9.742879E+01             1.065856E+05
                   7.9200             9.967520E+01             1.065231E+05
                   8.1000             1.019203E+02             1.064592E+05
                   8.2800             1.041640E+02             1.063939E+05
                   8.4600             1.064063E+02             1.063272E+05
                   8.6400             1.086472E+02             1.062591E+05
                   8.8200             1.108866E+02             1.061896E+05
                   9.0000             1.131246E+02             1.061186E+05
                   9.1800             1.153611E+02             1.060463E+05
                   9.3600             1.175960E+02             1.059726E+05
                   9.5400             1.198293E+02             1.058974E+05
                   9.7200             1.220611E+02             1.058209E+05
                   9.9000             1.242912E+02             1.057429E+05
                  10.0800             1.265197E+02             1.056636E+05
                  10.2600             1.287464E+02             1.055829E+05
                  10.4400             1.309715E+02             1.055008E+05
                  10.6200             1.331948E+02             1.054173E+05
                  10.8000             1.354164E+02             1.053324E+05
                  10.9800             1.376361E+02             1.052462E+05
                  11.1600             1.398540E+02             1.051585E+05
                  11.3400             1.420700E+02             1.050695E+05
                  11.5200             1.442842E+02             1.049791E+05
                  11.7000             1.464964E+02             1.048873E+05
                  11.8800             1.487067E+02             1.047941E+05
                  12.0600             1.509150E+02             1.046996E+05
                  12.2400             1.531213E+02             1.046037E+05
                  12.4200             1.553255E+02             1.045065E+05
                  12.6000             1.575277E+02             1.044079E+05
                  12.7800             1.597278E+02             1.043079E+05
                  12.9600             1.619258E+02             1.042065E+05
                  13.1400             1.641216E+02             1.041038E+05
                  13.3200             1.663153E+02             1.039998E+05
                  13.5000             1.685067E+02             1.038944E+05
                  13.6800             1.706959E+02             1.037876E+05
                  13.8600             1.728828E+02             1.036795E+05
                  14.0400             1.750675E+02             1.035701E+05
                  14.2200             1.772498E+02             1.034593E+05
                  14.4000             1.794298E+02             1.033472E+05
                  14.5800             1.816074E+02             1.032338E+05
                  14.7600             1.837826E+02             1.031190E+05
                  14.9400             1.859553E+02             1.030029E+05
                  15.1200             1.881256E+02             1.028854E+05
                  15.3000             1.902934E+02             1.027666E+05
                  15.4800             1.924587E+02             1.026466E+05
                  15.6600             1.946214E+02             1.025252E+05
                  15.8400             1.967816E+02             1.024024E+05
                  16.0200             1.989392E+02             1.022784E+05
                  16.2000             2.010941E+02             1.021530E+05
                  16.3800             2.032464E+02             1.020264E+05
                  16.5600             2.053960E+02             1.018984E+05
                  16.7400             2.075429E+02             1.017692E+05
                  16.9200             2.096870E+02             1.016386E+05
                  17.1000             2.118284E+02             1.015068E+05
                  17.2800             2.139670E+02             1.013736E+05
                  17.4600             2.161027E+02             1.012392E+05
                  17.6400             2.182357E+02             1.011035E+05
                  17.8200             2.203657E+02             1.009665E+05
                  18.0000             2.224929E+02             1.008282E+05
                  18.1800             2.246171E+02             1.006887E+05
                  18.3600             2.267383E+02             1.005479E+05
                  18.5400             2.288566E+02             1.004058E+05
                  18.7200             2.309719E+02             1.002624E+05
                  18.9000             2.330841E+02             1.001178E+05
                  19.0800             2.351933E+02             9.997192E+04
                  19.2600             2.372994E+02             9.982479E+04
                  19.4400             2.394023E+02             9.967640E+04
                  19.6200             2.415021E+02             9.952677E+04
                  19.8000             2.435988E+02             9.937590E+04
                  19.9800             2.456923E+02             9.922378E+04
                  20.1600             2.477825E+02             9.907043E+04
                  20.3400             2.498695E+02             9.891584E+04
                  20.5200             2.519532E+02             9.876002E+04
                  20.7000             2.540337E+02             9.860298E+04
                  20.8800             2.561108E+02             9.844471E+04
                  21.0600             2.581845E+02             9.828522E+04
                  21.2400             2.602549E+02             9.812452E+04
                  21.4200             2.623219E+02             9.796260E+04
                  21.6000             2.643854E+02             9.779948E+04
                  21.7800             2.664455E+02             9.763515E+04
                  21.9600             2.685021E+02             9.746962E+04
                  22.1400             2.705553E+02             9.730289E+04
                  22.3200             2.726049E+02             9.713498E+04
                  22.5000             2.746509E+02             9.696587E+04
                  22.6800             2.766934E+02             9.679557E+04
                  22.8600             2.787322E+02             9.662410E+04
                  23.0400             2.807675E+02             9.645145E+04
                  23.2200             2.827990E+02             9.627762E+04
                  23.4000             2.848269E+02             9.610263E+04
                  23.5800             2.868511E+02             9.592646E+04
                  23.7600             2.888716E+02             9.574914E+04
                  23.9400             2.908883E+02             9.557066E+04
                  24.1200             2.929013E+02             9.539103E+04
                  24.3000             2.949104E+02             9.521024E+04
                  24.4800             2.969158E+02             9.502832E+04
                  24.6600             2.989173E+02             9.484525E+04
                  24.8400             3.009149E+02             9.466104E+04
                  25.0200             3.029086E+02             9.447570E+04
                  25.2000             3.048984E+02             9.428923E+04
                  25.3800             3.068842E+02             9.410164E+04
                  25.5600             3.088661E+02             9.391293E+04
                  25.7400             3.108440E+02             9.372310E+04
                  25.9200             3.128179E+02             9.353215E+04
                  26.1000             3.147877E+02             9.334011E+04
                  26.2800             3.167535E+02             9.314695E+04
                  26.4600             3.187152E+02             9.295270E+04
                  26.6400             3.206728E+02             9.275736E+04
                  26.8200             3.226263E+02             9.256092E+04
                  27.0000             3.245756E+02             9.236340E+04
                  27.1800             3.265207E+02             9.216479E+04
                  27.3600             3.284616E+02             9.196511E+04
                  27.5400             3.303984E+02             9.176436E+04
                  27.7200             3.323308E+02             9.156253E+04
                  27.9000             3.342590E+02             9.135965E+04
                  28.0800             3.361829E+02             9.115570E+04
                  28.2600             3.381025E+02             9.095070E+04
                  28.4400             3.400178E+02             9.074465E+04
                  28.6200             3.419287E+02             9.053755E+04
                  28.8000             3.438353E+02             9.032941E+04
                  28.9800             3.457374E+02             9.012023E+04
                  29.1600             3.476351E+02             8.991002E+04
                  29.3400             3.495284E+02             8.969878E+04
                  29.5200             3.514172E+02             8.948652E+04
                  29.7000             3.533016E+02             8.927324E+04
                  29.8800             3.551814E+02             8.905895E+04
                  30.0600             3.570567E+02             8.884364E+04
                  30.2400             3.589274E+02             8.862733E+04
                  30.4200             3.607936E+02             8.841002E+04
                  30.6000             3.626552E+02             8.819172E+04
                  30.7800             3.645121E+02             8.797242E+04
                  30.9600             3.663645E+02             8.775214E+04
                  31.1400             3.682122E+02             8.753088E+04
                  31.3200             3.700552E+02             8.730864E+04
                  31.5000             3.718935E+02             8.708542E+04
                  31.6800             3.737271E+02             8.686124E+04
                  31.8600             3.755559E+02             8.663610E+04
                  32.0400             3.773800E+02             8.641000E+04
                  32.2200             3.791993E+02             8.618294E+04
                  32.4000             3.810139E+02             8.595494E+04
                  32.5800             3.828236E+02             8.572599E+04
                  32.7600             3.846284E+02             8.549610E+04
                  32.9400             3.864285E+02             8.526528E+04
                  33.1200             3.882236E+02             8.503353E+04
                  33.3000             3.900138E+02             8.480086E+04
                  33.4800             3.917992E+02             8.456727E+04
                  33.6600             3.935796E+02             8.433276E+04
