                             Degree                     Suc.Volume[m3]                    Comp.Volume[m3]               I.Suct.Press._1[kPa]                    I.Suct.Temp.[K]                 I.Disc.Press.[kPa]                    I.Disc.Temp.[K]
                             0.0000                       5.000000E-08                       3.284577E-05                       1.010200E+02                       3.038646E+02                       1.002957E+02                       3.032402E+02
                             0.1800                       5.005066E-08                       3.284572E-05                       1.010200E+02                       3.038646E+02                       1.002959E+02                       3.032404E+02
                             0.3600                       5.009648E-08                       3.284566E-05                       1.010200E+02                       3.038646E+02                       1.002962E+02                       3.032407E+02
                             0.5400                       5.013763E-08                       3.284559E-05                       1.010200E+02                       3.038646E+02                       1.002965E+02                       3.032409E+02
                             0.7200                       5.017429E-08                       3.284552E-05                       1.010200E+02                       3.038646E+02                       1.002968E+02                       3.032412E+02
                             0.9000                       5.020665E-08                       3.284544E-05                       1.010200E+02                       3.038646E+02                       1.002971E+02                       3.032415E+02
                             1.0800                       5.023489E-08                       3.284536E-05                       1.010200E+02                       3.038646E+02                       1.002975E+02                       3.032418E+02
                             1.2600                       5.025918E-08                       3.284527E-05                       1.010200E+02                       3.038646E+02                       1.002978E+02                       3.032421E+02
                             1.4400                       5.027970E-08                       3.284517E-05                       1.010200E+02                       3.038646E+02                       1.002983E+02                       3.032425E+02
                             1.6200                       5.029663E-08                       3.284507E-05                       1.010200E+02                       3.038646E+02                       1.002987E+02                       3.032428E+02
                             1.8000                       5.031015E-08                       3.284496E-05                       1.010200E+02                       3.038646E+02                       1.002992E+02                       3.032432E+02
                             1.9800                       5.032045E-08                       3.284485E-05                       1.010200E+02                       3.038646E+02                       1.002996E+02                       3.032437E+02
                             2.1600                       5.032769E-08                       3.284472E-05                       1.010200E+02                       3.038646E+02                       1.003002E+02                       3.032441E+02
                             2.3400                       5.033207E-08                       3.284459E-05                       1.010200E+02                       3.038646E+02                       1.003007E+02                       3.032446E+02
                             2.5200                       5.033375E-08                       3.284446E-05                       1.010200E+02                       3.038646E+02                       1.003013E+02                       3.032451E+02
                             2.7000                       5.033292E-08                       3.284431E-05                       1.010200E+02                       3.038646E+02                       1.003019E+02                       3.032456E+02
                             2.8800                       5.032977E-08                       3.284416E-05                       1.010200E+02                       3.038646E+02                       1.003026E+02                       3.032462E+02
                             3.0600                       5.032446E-08                       3.284400E-05                       1.010200E+02                       3.038646E+02                       1.003033E+02                       3.032468E+02
                             3.2400                       5.031718E-08                       3.284383E-05                       1.010200E+02                       3.038646E+02                       1.003040E+02                       3.032474E+02
