                   Degree             Length_v[mm]
                 334.9800             4.535216E-01
                 335.1600             4.471566E-01
                 335.3400             4.408337E-01
                 335.5200             4.345529E-01
                 335.7000             4.283144E-01
                 335.8800             4.221182E-01
                 336.0600             4.159644E-01
                 336.2400             4.098531E-01
                 336.4200             4.037844E-01
                 336.6000             3.977582E-01
                 336.7800             3.917748E-01
                 336.9600             3.858342E-01
                 337.1400             3.799364E-01
                 337.3200             3.740816E-01
                 337.5000             3.682698E-01
                 337.6800             3.625011E-01
                 337.8600             3.567756E-01
                 338.0400             3.510934E-01
                 338.2200             3.454544E-01
                 338.4000             3.398589E-01
                 338.5800             3.343068E-01
                 338.7600             3.287982E-01
                 338.9400             3.233333E-01
                 339.1200             3.179120E-01
                 339.3000             3.125345E-01
                 339.4800             3.072009E-01
                 339.6600             3.019111E-01
                 339.8400             2.966653E-01
                 340.0200             2.914635E-01
                 340.2000             2.863058E-01
                 340.3800             2.811923E-01
                 340.5600             2.761231E-01
                 340.7400             2.710981E-01
                 340.9200             2.661175E-01
                 341.1000             2.611813E-01
                 341.2800             2.562896E-01
                 341.4600             2.514425E-01
                 341.6400             2.466401E-01
                 341.8200             2.418823E-01
                 342.0000             2.371692E-01
                 342.1800             2.325010E-01
                 342.3600             2.278776E-01
                 342.5400             2.232992E-01
                 342.7200             2.187658E-01
                 342.9000             2.142775E-01
                 343.0800             2.098342E-01
                 343.2600             2.054361E-01
                 343.4400             2.010833E-01
                 343.6200             1.967757E-01
                 343.8000             1.925135E-01
                 343.9800             1.882967E-01
                 344.1600             1.841254E-01
                 344.3400             1.799996E-01
                 344.5200             1.759193E-01
                 344.7000             1.718847E-01
                 344.8800             1.678957E-01
                 345.0600             1.639525E-01
                 345.2400             1.600550E-01
                 345.4200             1.562034E-01
                 345.6000             1.523977E-01
                 345.7800             1.486379E-01
                 345.9600             1.449241E-01
                 346.1400             1.412563E-01
                 346.3200             1.376346E-01
                 346.5000             1.340590E-01
                 346.6800             1.305296E-01
                 346.8600             1.270464E-01
                 347.0400             1.236095E-01
                 347.2200             1.202189E-01
                 347.4000             1.168747E-01
                 347.5800             1.135769E-01
                 347.7600             1.103255E-01
                 347.9400             1.071206E-01
                 348.1200             1.039623E-01
                 348.3000             1.008505E-01
                 348.4800             9.778534E-02
                 348.6600             9.476684E-02
                 348.8400             9.179505E-02
                 349.0200             8.886999E-02
                 349.2000             8.599171E-02
                 349.3800             8.316025E-02
                 349.5600             8.037564E-02
                 349.7400             7.763792E-02
                 349.9200             7.494713E-02
                 350.1000             7.230330E-02
                 350.2800             6.970647E-02
                 350.4600             6.715667E-02
                 350.6400             6.465395E-02
                 350.8200             6.219832E-02
                 351.0000             5.978982E-02
                 351.1800             5.742849E-02
                 351.3600             5.511436E-02
                 351.5400             5.284745E-02
                 351.7200             5.062781E-02
                 351.9000             4.845545E-02
                 352.0800             4.633040E-02
                 352.2600             4.425271E-02
                 352.4400             4.222238E-02
                 352.6200             4.023946E-02
                 352.8000             3.830396E-02
                 352.9800             3.641592E-02
                 353.1600             3.457535E-02
                 353.3400             3.278228E-02
                 353.5200             3.103675E-02
                 353.7000             2.933876E-02
                 353.8800             2.768834E-02
                 354.0600             2.608552E-02
                 354.2400             2.453031E-02
                 354.4200             2.302274E-02
                 354.6000             2.156283E-02
                 354.7800             2.015060E-02
                 354.9600             1.878606E-02
                 355.1400             1.746923E-02
                 355.3200             1.620014E-02
                 355.5000             1.497879E-02
                 355.6800             1.380521E-02
                 355.8600             1.267941E-02
                 356.0400             1.160140E-02
                 356.2200             1.057121E-02
                 356.4000             9.588838E-03
                 356.5800             8.654303E-03
                 356.7600             7.767618E-03
                 356.9400             6.928795E-03
                 357.1200             6.137844E-03
                 357.3000             5.394776E-03
                 357.4800             4.699602E-03
                 357.6600             4.052330E-03
                 357.8400             3.452969E-03
                 358.0200             2.901528E-03
                 358.2000             2.398013E-03
                 358.3800             1.942432E-03
                 358.5600             1.534790E-03
                 358.7400             1.175094E-03
                 358.9200             8.633466E-04
                 359.1000             5.995536E-04
                 359.2800             3.837182E-04
                 359.4600             2.158432E-04
                 359.6400             9.593083E-05
                 359.8200             2.398279E-05
                 360.0000             0.000000E+00
