                   Degree             Length_v[mm]
                 167.2200             8.672899E+00
                 167.4000             8.675662E+00
                 167.5800             8.678387E+00
                 167.7600             8.681073E+00
                 167.9400             8.683720E+00
                 168.1200             8.686329E+00
                 168.3000             8.688898E+00
                 168.4800             8.691429E+00
                 168.6600             8.693921E+00
                 168.8400             8.696374E+00
                 169.0200             8.698789E+00
                 169.2000             8.701164E+00
                 169.3800             8.703500E+00
                 169.5600             8.705798E+00
                 169.7400             8.708056E+00
                 169.9200             8.710276E+00
                 170.1000             8.712457E+00
                 170.2800             8.714598E+00
                 170.4600             8.716701E+00
                 170.6400             8.718765E+00
                 170.8200             8.720789E+00
                 171.0000             8.722775E+00
                 171.1800             8.724721E+00
                 171.3600             8.726628E+00
                 171.5400             8.728496E+00
                 171.7200             8.730326E+00
                 171.9000             8.732116E+00
                 172.0800             8.733866E+00
                 172.2600             8.735578E+00
                 172.4400             8.737251E+00
                 172.6200             8.738884E+00
                 172.8000             8.740478E+00
                 172.9800             8.742033E+00
                 173.1600             8.743549E+00
                 173.3400             8.745025E+00
                 173.5200             8.746462E+00
                 173.7000             8.747860E+00
                 173.8800             8.749219E+00
                 174.0600             8.750539E+00
                 174.2400             8.751819E+00
                 174.4200             8.753060E+00
                 174.6000             8.754261E+00
                 174.7800             8.755423E+00
                 174.9600             8.756546E+00
                 175.1400             8.757630E+00
                 175.3200             8.758674E+00
                 175.5000             8.759679E+00
                 175.6800             8.760645E+00
                 175.8600             8.761571E+00
                 176.0400             8.762458E+00
                 176.2200             8.763305E+00
                 176.4000             8.764114E+00
                 176.5800             8.764882E+00
                 176.7600             8.765612E+00
                 176.9400             8.766302E+00
                 177.1200             8.766952E+00
                 177.3000             8.767563E+00
                 177.4800             8.768135E+00
                 177.6600             8.768668E+00
                 177.8400             8.769160E+00
                 178.0200             8.769614E+00
                 178.2000             8.770028E+00
                 178.3800             8.770403E+00
                 178.5600             8.770738E+00
                 178.7400             8.771034E+00
                 178.9200             8.771290E+00
                 179.1000             8.771507E+00
                 179.2800             8.771684E+00
                 179.4600             8.771823E+00
                 179.6400             8.771921E+00
                 179.8200             8.771980E+00
                 180.0000             8.772000E+00
                 180.1800             8.771980E+00
                 180.3600             8.771921E+00
                 180.5400             8.771823E+00
                 180.7200             8.771684E+00
                 180.9000             8.771507E+00
                 181.0800             8.771290E+00
                 181.2600             8.771034E+00
                 181.4400             8.770738E+00
                 181.6200             8.770403E+00
                 181.8000             8.770028E+00
                 181.9800             8.769614E+00
                 182.1600             8.769160E+00
                 182.3400             8.768668E+00
                 182.5200             8.768135E+00
                 182.7000             8.767563E+00
                 182.8800             8.766952E+00
                 183.0600             8.766302E+00
                 183.2400             8.765612E+00
                 183.4200             8.764882E+00
                 183.6000             8.764114E+00
                 183.7800             8.763305E+00
                 183.9600             8.762458E+00
                 184.1400             8.761571E+00
                 184.3200             8.760645E+00
                 184.5000             8.759679E+00
                 184.6800             8.758674E+00
                 184.8600             8.757630E+00
                 185.0400             8.756546E+00
                 185.2200             8.755423E+00
                 185.4000             8.754261E+00
                 185.5800             8.753060E+00
                 185.7600             8.751819E+00
                 185.9400             8.750539E+00
                 186.1200             8.749219E+00
                 186.3000             8.747860E+00
                 186.4800             8.746462E+00
                 186.6600             8.745025E+00
                 186.8400             8.743549E+00
                 187.0200             8.742033E+00
                 187.2000             8.740478E+00
                 187.3800             8.738884E+00
                 187.5600             8.737251E+00
                 187.7400             8.735578E+00
                 187.9200             8.733866E+00
                 188.1000             8.732116E+00
                 188.2800             8.730326E+00
                 188.4600             8.728496E+00
                 188.6400             8.726628E+00
                 188.8200             8.724721E+00
                 189.0000             8.722775E+00
                 189.1800             8.720789E+00
                 189.3600             8.718765E+00
                 189.5400             8.716701E+00
                 189.7200             8.714598E+00
                 189.9000             8.712457E+00
                 190.0800             8.710276E+00
                 190.2600             8.708056E+00
                 190.4400             8.705798E+00
                 190.6200             8.703500E+00
                 190.8000             8.701164E+00
                 190.9800             8.698789E+00
                 191.1600             8.696374E+00
                 191.3400             8.693921E+00
                 191.5200             8.691429E+00
                 191.7000             8.688898E+00
                 191.8800             8.686329E+00
                 192.0600             8.683720E+00
                 192.2400             8.681073E+00
                 192.4200             8.678387E+00
                 192.6000             8.675662E+00
                 192.7800             8.672899E+00
                 192.9600             8.670097E+00
                 193.1400             8.667256E+00
                 193.3200             8.664377E+00
                 193.5000             8.661458E+00
                 193.6800             8.658502E+00
                 193.8600             8.655506E+00
                 194.0400             8.652473E+00
                 194.2200             8.649400E+00
                 194.4000             8.646289E+00
                 194.5800             8.643140E+00
                 194.7600             8.639952E+00
                 194.9400             8.636725E+00
                 195.1200             8.633461E+00
                 195.3000             8.630157E+00
                 195.4800             8.626816E+00
                 195.6600             8.623436E+00
                 195.8400             8.620018E+00
                 196.0200             8.616561E+00
                 196.2000             8.613066E+00
                 196.3800             8.609533E+00
                 196.5600             8.605962E+00
                 196.7400             8.602352E+00
                 196.9200             8.598705E+00
                 197.1000             8.595019E+00
                 197.2800             8.591295E+00
                 197.4600             8.587533E+00
                 197.6400             8.583733E+00
                 197.8200             8.579895E+00
                 198.0000             8.576019E+00
                 198.1800             8.572105E+00
                 198.3600             8.568153E+00
                 198.5400             8.564163E+00
                 198.7200             8.560135E+00
                 198.9000             8.556069E+00
                 199.0800             8.551966E+00
                 199.2600             8.547825E+00
                 199.4400             8.543646E+00
                 199.6200             8.539429E+00
                 199.8000             8.535174E+00
                 199.9800             8.530882E+00
                 200.1600             8.526553E+00
                 200.3400             8.522185E+00
                 200.5200             8.517780E+00
                 200.7000             8.513338E+00
                 200.8800             8.508858E+00
                 201.0600             8.504341E+00
                 201.2400             8.499786E+00
                 201.4200             8.495194E+00
                 201.6000             8.490564E+00
                 201.7800             8.485898E+00
                 201.9600             8.481193E+00
                 202.1400             8.476452E+00
                 202.3200             8.471673E+00
                 202.5000             8.466858E+00
                 202.6800             8.462005E+00
                 202.8600             8.457115E+00
                 203.0400             8.452188E+00
                 203.2200             8.447223E+00
                 203.4000             8.442222E+00
                 203.5800             8.437184E+00
                 203.7600             8.432109E+00
                 203.9400             8.426997E+00
                 204.1200             8.421849E+00
                 204.3000             8.416663E+00
                 204.4800             8.411441E+00
                 204.6600             8.406182E+00
                 204.8400             8.400886E+00
                 205.0200             8.395554E+00
                 205.2000             8.390185E+00
                 205.3800             8.384779E+00
                 205.5600             8.379337E+00
                 205.7400             8.373859E+00
                 205.9200             8.368344E+00
                 206.1000             8.362793E+00
                 206.2800             8.357205E+00
                 206.4600             8.351581E+00
                 206.6400             8.345921E+00
                 206.8200             8.340224E+00
                 207.0000             8.334492E+00
                 207.1800             8.328723E+00
                 207.3600             8.322918E+00
                 207.5400             8.317077E+00
                 207.7200             8.311201E+00
                 207.9000             8.305288E+00
                 208.0800             8.299339E+00
                 208.2600             8.293354E+00
                 208.4400             8.287334E+00
                 208.6200             8.281278E+00
                 208.8000             8.275186E+00
                 208.9800             8.269058E+00
                 209.1600             8.262895E+00
                 209.3400             8.256696E+00
                 209.5200             8.250462E+00
                 209.7000             8.244192E+00
                 209.8800             8.237887E+00
                 210.0600             8.231546E+00
                 210.2400             8.225170E+00
                 210.4200             8.218759E+00
                 210.6000             8.212312E+00
                 210.7800             8.205830E+00
                 210.9600             8.199313E+00
                 211.1400             8.192762E+00
                 211.3200             8.186174E+00
                 211.5000             8.179552E+00
                 211.6800             8.172895E+00
                 211.8600             8.166204E+00
                 212.0400             8.159477E+00
                 212.2200             8.152715E+00
                 212.4000             8.145919E+00
                 212.5800             8.139088E+00
                 212.7600             8.132223E+00
                 212.9400             8.125323E+00
                 213.1200             8.118388E+00
                 213.3000             8.111419E+00
                 213.4800             8.104415E+00
                 213.6600             8.097378E+00
                 213.8400             8.090305E+00
                 214.0200             8.083199E+00
                 214.2000             8.076058E+00
                 214.3800             8.068884E+00
                 214.5600             8.061675E+00
                 214.7400             8.054432E+00
                 214.9200             8.047155E+00
                 215.1000             8.039844E+00
                 215.2800             8.032500E+00
                 215.4600             8.025121E+00
                 215.6400             8.017709E+00
                 215.8200             8.010263E+00
                 216.0000             8.002784E+00
                 216.1800             7.995271E+00
                 216.3600             7.987724E+00
                 216.5400             7.980144E+00
                 216.7200             7.972531E+00
                 216.9000             7.964884E+00
                 217.0800             7.957204E+00
                 217.2600             7.949490E+00
                 217.4400             7.941744E+00
                 217.6200             7.933965E+00
                 217.8000             7.926152E+00
                 217.9800             7.918307E+00
                 218.1600             7.910428E+00
                 218.3400             7.902517E+00
                 218.5200             7.894573E+00
                 218.7000             7.886596E+00
                 218.8800             7.878587E+00
                 219.0600             7.870545E+00
                 219.2400             7.862470E+00
                 219.4200             7.854363E+00
                 219.6000             7.846224E+00
                 219.7800             7.838052E+00
                 219.9600             7.829848E+00
                 220.1400             7.821611E+00
                 220.3200             7.813343E+00
                 220.5000             7.805042E+00
                 220.6800             7.796710E+00
                 220.8600             7.788345E+00
                 221.0400             7.779949E+00
                 221.2200             7.771521E+00
                 221.4000             7.763061E+00
                 221.5800             7.754569E+00
                 221.7600             7.746046E+00
                 221.9400             7.737491E+00
                 222.1200             7.728905E+00
                 222.3000             7.720287E+00
                 222.4800             7.711638E+00
                 222.6600             7.702958E+00
                 222.8400             7.694246E+00
                 223.0200             7.685503E+00
                 223.2000             7.676730E+00
                 223.3800             7.667925E+00
                 223.5600             7.659089E+00
                 223.7400             7.650222E+00
                 223.9200             7.641325E+00
                 224.1000             7.632397E+00
                 224.2800             7.623438E+00
                 224.4600             7.614449E+00
                 224.6400             7.605429E+00
                 224.8200             7.596379E+00
                 225.0000             7.587298E+00
                 225.1800             7.578187E+00
                 225.3600             7.569046E+00
                 225.5400             7.559874E+00
                 225.7200             7.550673E+00
                 225.9000             7.541442E+00
                 226.0800             7.532180E+00
                 226.2600             7.522889E+00
                 226.4400             7.513568E+00
                 226.6200             7.504218E+00
                 226.8000             7.494837E+00
                 226.9800             7.485427E+00
                 227.1600             7.475988E+00
                 227.3400             7.466519E+00
                 227.5200             7.457021E+00
                 227.7000             7.447494E+00
                 227.8800             7.437938E+00
                 228.0600             7.428352E+00
                 228.2400             7.418738E+00
                 228.4200             7.409094E+00
                 228.6000             7.399422E+00
                 228.7800             7.389721E+00
                 228.9600             7.379991E+00
                 229.1400             7.370232E+00
                 229.3200             7.360445E+00
                 229.5000             7.350630E+00
                 229.6800             7.340786E+00
                 229.8600             7.330913E+00
                 230.0400             7.321013E+00
                 230.2200             7.311084E+00
                 230.4000             7.301128E+00
                 230.5800             7.291143E+00
                 230.7600             7.281131E+00
                 230.9400             7.271090E+00
                 231.1200             7.261022E+00
                 231.3000             7.250926E+00
                 231.4800             7.240803E+00
                 231.6600             7.230652E+00
                 231.8400             7.220474E+00
                 232.0200             7.210268E+00
                 232.2000             7.200035E+00
                 232.3800             7.189775E+00
                 232.5600             7.179488E+00
                 232.7400             7.169174E+00
                 232.9200             7.158833E+00
                 233.1000             7.148465E+00
                 233.2800             7.138070E+00
                 233.4600             7.127649E+00
                 233.6400             7.117201E+00
                 233.8200             7.106727E+00
                 234.0000             7.096226E+00
                 234.1800             7.085699E+00
                 234.3600             7.075146E+00
                 234.5400             7.064567E+00
                 234.7200             7.053961E+00
                 234.9000             7.043330E+00
                 235.0800             7.032672E+00
                 235.2600             7.021989E+00
                 235.4400             7.011280E+00
                 235.6200             7.000546E+00
                 235.8000             6.989786E+00
                 235.9800             6.979001E+00
                 236.1600             6.968190E+00
                 236.3400             6.957354E+00
                 236.5200             6.946493E+00
                 236.7000             6.935606E+00
                 236.8800             6.924695E+00
                 237.0600             6.913759E+00
                 237.2400             6.902798E+00
                 237.4200             6.891812E+00
                 237.6000             6.880802E+00
                 237.7800             6.869767E+00
                 237.9600             6.858708E+00
                 238.1400             6.847624E+00
                 238.3200             6.836516E+00
                 238.5000             6.825384E+00
                 238.6800             6.814228E+00
                 238.8600             6.803048E+00
                 239.0400             6.791844E+00
                 239.2200             6.780616E+00
                 239.4000             6.769365E+00
                 239.5800             6.758089E+00
                 239.7600             6.746791E+00
                 239.9400             6.735469E+00
                 240.1200             6.724123E+00
                 240.3000             6.712755E+00
                 240.4800             6.701363E+00
                 240.6600             6.689948E+00
                 240.8400             6.678511E+00
                 241.0200             6.667050E+00
                 241.2000             6.655567E+00
                 241.3800             6.644061E+00
                 241.5600             6.632533E+00
                 241.7400             6.620982E+00
                 241.9200             6.609408E+00
                 242.1000             6.597813E+00
                 242.2800             6.586195E+00
                 242.4600             6.574555E+00
                 242.6400             6.562894E+00
                 242.8200             6.551210E+00
                 243.0000             6.539505E+00
                 243.1800             6.527778E+00
                 243.3600             6.516029E+00
                 243.5400             6.504259E+00
                 243.7200             6.492467E+00
                 243.9000             6.480655E+00
                 244.0800             6.468821E+00
                 244.2600             6.456966E+00
                 244.4400             6.445090E+00
                 244.6200             6.433193E+00
                 244.8000             6.421276E+00
                 244.9800             6.409338E+00
                 245.1600             6.397379E+00
                 245.3400             6.385400E+00
                 245.5200             6.373400E+00
                 245.7000             6.361380E+00
                 245.8800             6.349340E+00
                 246.0600             6.337280E+00
                 246.2400             6.325200E+00
                 246.4200             6.313101E+00
                 246.6000             6.300981E+00
                 246.7800             6.288842E+00
                 246.9600             6.276683E+00
                 247.1400             6.264505E+00
                 247.3200             6.252308E+00
                 247.5000             6.240091E+00
                 247.6800             6.227856E+00
                 247.8600             6.215601E+00
                 248.0400             6.203328E+00
                 248.2200             6.191035E+00
                 248.4000             6.178724E+00
                 248.5800             6.166395E+00
                 248.7600             6.154046E+00
                 248.9400             6.141680E+00
                 249.1200             6.129295E+00
                 249.3000             6.116893E+00
                 249.4800             6.104472E+00
                 249.6600             6.092033E+00
                 249.8400             6.079576E+00
                 250.0200             6.067102E+00
                 250.2000             6.054610E+00
                 250.3800             6.042101E+00
                 250.5600             6.029574E+00
                 250.7400             6.017030E+00
                 250.9200             6.004469E+00
                 251.1000             5.991891E+00
                 251.2800             5.979296E+00
                 251.4600             5.966684E+00
                 251.6400             5.954055E+00
                 251.8200             5.941409E+00
                 252.0000             5.928748E+00
                 252.1800             5.916069E+00
                 252.3600             5.903375E+00
                 252.5400             5.890664E+00
                 252.7200             5.877938E+00
                 252.9000             5.865195E+00
                 253.0800             5.852437E+00
                 253.2600             5.839662E+00
                 253.4400             5.826873E+00
                 253.6200             5.814067E+00
                 253.8000             5.801247E+00
                 253.9800             5.788411E+00
                 254.1600             5.775560E+00
                 254.3400             5.762694E+00
                 254.5200             5.749813E+00
                 254.7000             5.736917E+00
                 254.8800             5.724007E+00
                 255.0600             5.711082E+00
                 255.2400             5.698142E+00
                 255.4200             5.685189E+00
                 255.6000             5.672221E+00
                 255.7800             5.659239E+00
                 255.9600             5.646242E+00
                 256.1400             5.633233E+00
                 256.3200             5.620209E+00
                 256.5000             5.607171E+00
                 256.6800             5.594121E+00
                 256.8600             5.581056E+00
                 257.0400             5.567979E+00
                 257.2200             5.554888E+00
                 257.4000             5.541784E+00
                 257.5800             5.528667E+00
                 257.7600             5.515538E+00
                 257.9400             5.502396E+00
                 258.1200             5.489241E+00
                 258.3000             5.476074E+00
                 258.4800             5.462894E+00
                 258.6600             5.449702E+00
                 258.8400             5.436498E+00
                 259.0200             5.423282E+00
                 259.2000             5.410055E+00
                 259.3800             5.396815E+00
                 259.5600             5.383564E+00
                 259.7400             5.370301E+00
                 259.9200             5.357027E+00
                 260.1000             5.343742E+00
                 260.2800             5.330446E+00
                 260.4600             5.317138E+00
                 260.6400             5.303820E+00
                 260.8200             5.290491E+00
                 261.0000             5.277151E+00
                 261.1800             5.263801E+00
                 261.3600             5.250441E+00
                 261.5400             5.237070E+00
                 261.7200             5.223689E+00
                 261.9000             5.210298E+00
                 262.0800             5.196897E+00
                 262.2600             5.183486E+00
                 262.4400             5.170065E+00
                 262.6200             5.156635E+00
                 262.8000             5.143196E+00
                 262.9800             5.129747E+00
                 263.1600             5.116290E+00
                 263.3400             5.102823E+00
                 263.5200             5.089347E+00
                 263.7000             5.075862E+00
                 263.8800             5.062369E+00
                 264.0600             5.048867E+00
                 264.2400             5.035357E+00
                 264.4200             5.021839E+00
                 264.6000             5.008312E+00
                 264.7800             4.994778E+00
                 264.9600             4.981235E+00
                 265.1400             4.967685E+00
                 265.3200             4.954127E+00
                 265.5000             4.940561E+00
                 265.6800             4.926988E+00
                 265.8600             4.913408E+00
                 266.0400             4.899821E+00
                 266.2200             4.886226E+00
                 266.4000             4.872625E+00
                 266.5800             4.859017E+00
                 266.7600             4.845402E+00
                 266.9400             4.831781E+00
                 267.1200             4.818154E+00
                 267.3000             4.804520E+00
                 267.4800             4.790880E+00
                 267.6600             4.777234E+00
                 267.8400             4.763583E+00
                 268.0200             4.749925E+00
                 268.2000             4.736262E+00
                 268.3800             4.722594E+00
                 268.5600             4.708920E+00
                 268.7400             4.695241E+00
                 268.9200             4.681557E+00
                 269.1000             4.667868E+00
                 269.2800             4.654174E+00
                 269.4600             4.640475E+00
                 269.6400             4.626772E+00
                 269.8200             4.613064E+00
                 270.0000             4.599352E+00
                 270.1800             4.585636E+00
                 270.3600             4.571916E+00
                 270.5400             4.558192E+00
                 270.7200             4.544465E+00
                 270.9000             4.530733E+00
                 271.0800             4.516998E+00
                 271.2600             4.503260E+00
                 271.4400             4.489519E+00
                 271.6200             4.475774E+00
                 271.8000             4.462027E+00
                 271.9800             4.448276E+00
                 272.1600             4.434523E+00
                 272.3400             4.420767E+00
                 272.5200             4.407009E+00
                 272.7000             4.393249E+00
                 272.8800             4.379486E+00
                 273.0600             4.365722E+00
                 273.2400             4.351955E+00
                 273.4200             4.338187E+00
                 273.6000             4.324417E+00
                 273.7800             4.310646E+00
                 273.9600             4.296873E+00
                 274.1400             4.283099E+00
                 274.3200             4.269324E+00
                 274.5000             4.255548E+00
                 274.6800             4.241771E+00
                 274.8600             4.227993E+00
                 275.0400             4.214215E+00
                 275.2200             4.200436E+00
                 275.4000             4.186658E+00
                 275.5800             4.172879E+00
                 275.7600             4.159100E+00
                 275.9400             4.145321E+00
                 276.1200             4.131542E+00
                 276.3000             4.117764E+00
                 276.4800             4.103986E+00
                 276.6600             4.090209E+00
                 276.8400             4.076433E+00
                 277.0200             4.062658E+00
                 277.2000             4.048883E+00
                 277.3800             4.035110E+00
                 277.5600             4.021339E+00
                 277.7400             4.007569E+00
                 277.9200             3.993800E+00
                 278.1000             3.980033E+00
                 278.2800             3.966269E+00
                 278.4600             3.952506E+00
                 278.6400             3.938745E+00
                 278.8200             3.924987E+00
                 279.0000             3.911231E+00
                 279.1800             3.897478E+00
                 279.3600             3.883727E+00
                 279.5400             3.869980E+00
                 279.7200             3.856235E+00
                 279.9000             3.842493E+00
                 280.0800             3.828755E+00
                 280.2600             3.815020E+00
                 280.4400             3.801289E+00
                 280.6200             3.787562E+00
                 280.8000             3.773838E+00
                 280.9800             3.760118E+00
                 281.1600             3.746403E+00
                 281.3400             3.732691E+00
                 281.5200             3.718984E+00
                 281.7000             3.705282E+00
                 281.8800             3.691584E+00
                 282.0600             3.677891E+00
                 282.2400             3.664203E+00
                 282.4200             3.650521E+00
                 282.6000             3.636843E+00
                 282.7800             3.623171E+00
                 282.9600             3.609504E+00
                 283.1400             3.595843E+00
                 283.3200             3.582188E+00
                 283.5000             3.568538E+00
                 283.6800             3.554895E+00
                 283.8600             3.541258E+00
                 284.0400             3.527627E+00
                 284.2200             3.514003E+00
                 284.4000             3.500385E+00
                 284.5800             3.486775E+00
                 284.7600             3.473171E+00
                 284.9400             3.459574E+00
                 285.1200             3.445984E+00
                 285.3000             3.432402E+00
                 285.4800             3.418827E+00
                 285.6600             3.405260E+00
                 285.8400             3.391701E+00
                 286.0200             3.378149E+00
                 286.2000             3.364606E+00
                 286.3800             3.351070E+00
                 286.5600             3.337543E+00
                 286.7400             3.324025E+00
                 286.9200             3.310515E+00
                 287.1000             3.297014E+00
                 287.2800             3.283522E+00
                 287.4600             3.270039E+00
                 287.6400             3.256565E+00
                 287.8200             3.243100E+00
                 288.0000             3.229645E+00
                 288.1800             3.216199E+00
                 288.3600             3.202763E+00
                 288.5400             3.189337E+00
                 288.7200             3.175921E+00
                 288.9000             3.162515E+00
                 289.0800             3.149120E+00
                 289.2600             3.135735E+00
                 289.4400             3.122360E+00
                 289.6200             3.108997E+00
                 289.8000             3.095644E+00
                 289.9800             3.082302E+00
                 290.1600             3.068971E+00
                 290.3400             3.055652E+00
                 290.5200             3.042344E+00
                 290.7000             3.029048E+00
                 290.8800             3.015763E+00
                 291.0600             3.002490E+00
                 291.2400             2.989230E+00
                 291.4200             2.975981E+00
                 291.6000             2.962745E+00
                 291.7800             2.949521E+00
                 291.9600             2.936310E+00
                 292.1400             2.923111E+00
                 292.3200             2.909926E+00
                 292.5000             2.896753E+00
                 292.6800             2.883593E+00
                 292.8600             2.870447E+00
                 293.0400             2.857314E+00
                 293.2200             2.844195E+00
                 293.4000             2.831090E+00
                 293.5800             2.817998E+00
                 293.7600             2.804920E+00
                 293.9400             2.791857E+00
                 294.1200             2.778808E+00
                 294.3000             2.765773E+00
                 294.4800             2.752752E+00
                 294.6600             2.739747E+00
                 294.8400             2.726756E+00
                 295.0200             2.713781E+00
                 295.2000             2.700820E+00
                 295.3800             2.687875E+00
                 295.5600             2.674945E+00
                 295.7400             2.662030E+00
                 295.9200             2.649132E+00
                 296.1000             2.636249E+00
                 296.2800             2.623382E+00
                 296.4600             2.610532E+00
                 296.6400             2.597697E+00
                 296.8200             2.584879E+00
                 297.0000             2.572078E+00
                 297.1800             2.559293E+00
                 297.3600             2.546525E+00
                 297.5400             2.533774E+00
                 297.7200             2.521040E+00
                 297.9000             2.508323E+00
                 298.0800             2.495624E+00
                 298.2600             2.482942E+00
                 298.4400             2.470278E+00
                 298.6200             2.457632E+00
                 298.8000             2.445004E+00
                 298.9800             2.432394E+00
                 299.1600             2.419802E+00
                 299.3400             2.407228E+00
                 299.5200             2.394673E+00
                 299.7000             2.382137E+00
                 299.8800             2.369619E+00
                 300.0600             2.357120E+00
                 300.2400             2.344641E+00
                 300.4200             2.332180E+00
                 300.6000             2.319739E+00
                 300.7800             2.307318E+00
                 300.9600             2.294916E+00
                 301.1400             2.282534E+00
                 301.3200             2.270172E+00
                 301.5000             2.257829E+00
                 301.6800             2.245507E+00
                 301.8600             2.233206E+00
                 302.0400             2.220925E+00
                 302.2200             2.208664E+00
                 302.4000             2.196424E+00
                 302.5800             2.184205E+00
                 302.7600             2.172008E+00
                 302.9400             2.159831E+00
                 303.1200             2.147675E+00
                 303.3000             2.135541E+00
                 303.4800             2.123429E+00
                 303.6600             2.111338E+00
                 303.8400             2.099269E+00
                 304.0200             2.087223E+00
                 304.2000             2.075198E+00
                 304.3800             2.063195E+00
                 304.5600             2.051215E+00
                 304.7400             2.039258E+00
                 304.9200             2.027323E+00
                 305.1000             2.015411E+00
                 305.2800             2.003522E+00
                 305.4600             1.991656E+00
                 305.6400             1.979813E+00
                 305.8200             1.967994E+00
                 306.0000             1.956198E+00
                 306.1800             1.944426E+00
                 306.3600             1.932677E+00
                 306.5400             1.920953E+00
                 306.7200             1.909252E+00
                 306.9000             1.897576E+00
                 307.0800             1.885924E+00
                 307.2600             1.874296E+00
                 307.4400             1.862693E+00
                 307.6200             1.851115E+00
                 307.8000             1.839561E+00
                 307.9800             1.828033E+00
                 308.1600             1.816530E+00
                 308.3400             1.805051E+00
                 308.5200             1.793599E+00
                 308.7000             1.782171E+00
                 308.8800             1.770770E+00
                 309.0600             1.759394E+00
                 309.2400             1.748044E+00
                 309.4200             1.736721E+00
                 309.6000             1.725423E+00
                 309.7800             1.714152E+00
                 309.9600             1.702907E+00
                 310.1400             1.691689E+00
                 310.3200             1.680497E+00
                 310.5000             1.669332E+00
                 310.6800             1.658195E+00
                 310.8600             1.647084E+00
                 311.0400             1.636001E+00
                 311.2200             1.624945E+00
                 311.4000             1.613916E+00
                 311.5800             1.602915E+00
                 311.7600             1.591942E+00
                 311.9400             1.580997E+00
                 312.1200             1.570080E+00
                 312.3000             1.559191E+00
                 312.4800             1.548330E+00
                 312.6600             1.537498E+00
                 312.8400             1.526694E+00
                 313.0200             1.515919E+00
                 313.2000             1.505173E+00
                 313.3800             1.494455E+00
                 313.5600             1.483767E+00
                 313.7400             1.473108E+00
                 313.9200             1.462478E+00
                 314.1000             1.451878E+00
                 314.2800             1.441307E+00
                 314.4600             1.430765E+00
                 314.6400             1.420254E+00
                 314.8200             1.409773E+00
                 315.0000             1.399321E+00
                 315.1800             1.388900E+00
                 315.3600             1.378509E+00
                 315.5400             1.368149E+00
                 315.7200             1.357819E+00
                 315.9000             1.347520E+00
                 316.0800             1.337252E+00
                 316.2600             1.327014E+00
                 316.4400             1.316808E+00
                 316.6200             1.306633E+00
                 316.8000             1.296489E+00
                 316.9800             1.286377E+00
                 317.1600             1.276296E+00
                 317.3400             1.266247E+00
                 317.5200             1.256229E+00
                 317.7000             1.246244E+00
                 317.8800             1.236291E+00
                 318.0600             1.226369E+00
                 318.2400             1.216480E+00
                 318.4200             1.206624E+00
                 318.6000             1.196800E+00
                 318.7800             1.187009E+00
                 318.9600             1.177250E+00
                 319.1400             1.167524E+00
                 319.3200             1.157832E+00
                 319.5000             1.148172E+00
                 319.6800             1.138546E+00
                 319.8600             1.128953E+00
                 320.0400             1.119393E+00
                 320.2200             1.109867E+00
                 320.4000             1.100375E+00
                 320.5800             1.090917E+00
                 320.7600             1.081493E+00
                 320.9400             1.072102E+00
                 321.1200             1.062746E+00
                 321.3000             1.053424E+00
                 321.4800             1.044137E+00
                 321.6600             1.034884E+00
                 321.8400             1.025665E+00
                 322.0200             1.016482E+00
                 322.2000             1.007333E+00
                 322.3800             9.982195E-01
                 322.5600             9.891409E-01
                 322.7400             9.800975E-01
                 322.9200             9.710894E-01
                 323.1000             9.621167E-01
                 323.2800             9.531796E-01
                 323.4600             9.442781E-01
                 323.6400             9.354124E-01
                 323.8200             9.265826E-01
                 324.0000             9.177887E-01
                 324.1800             9.090309E-01
                 324.3600             9.003094E-01
                 324.5400             8.916241E-01
                 324.7200             8.829753E-01
                 324.9000             8.743630E-01
                 325.0800             8.657873E-01
                 325.2600             8.572483E-01
                 325.4400             8.487463E-01
                 325.6200             8.402811E-01
                 325.8000             8.318530E-01
                 325.9800             8.234621E-01
                 326.1600             8.151085E-01
                 326.3400             8.067923E-01
                 326.5200             7.985135E-01
                 326.7000             7.902723E-01
                 326.8800             7.820688E-01
                 327.0600             7.739031E-01
                 327.2400             7.657753E-01
                 327.4200             7.576855E-01
                 327.6000             7.496338E-01
                 327.7800             7.416203E-01
                 327.9600             7.336451E-01
                 328.1400             7.257083E-01
                 328.3200             7.178100E-01
                 328.5000             7.099503E-01
                 328.6800             7.021294E-01
                 328.8600             6.943472E-01
                 329.0400             6.866039E-01
                 329.2200             6.788997E-01
                 329.4000             6.712345E-01
                 329.5800             6.636086E-01
                 329.7600             6.560219E-01
                 329.9400             6.484746E-01
                 330.1200             6.409668E-01
                 330.3000             6.334986E-01
                 330.4800             6.260701E-01
                 330.6600             6.186813E-01
                 330.8400             6.113325E-01
                 331.0200             6.040235E-01
                 331.2000             5.967547E-01
                 331.3800             5.895259E-01
                 331.5600             5.823375E-01
                 331.7400             5.751893E-01
                 331.9200             5.680816E-01
                 332.1000             5.610144E-01
                 332.2800             5.539878E-01
                 332.4600             5.470019E-01
                 332.6400             5.400567E-01
                 332.8200             5.331525E-01
                 333.0000             5.262892E-01
                 333.1800             5.194670E-01
                 333.3600             5.126859E-01
                 333.5400             5.059460E-01
                 333.7200             4.992475E-01
                 333.9000             4.925903E-01
                 334.0800             4.859746E-01
                 334.2600             4.794005E-01
                 334.4400             4.728681E-01
                 334.6200             4.663774E-01
                 334.8000             4.599285E-01
