                   Degree           dqdtheta_sc[W]           dqdtheta_dc[W]           dqdtheta_hc[W]       dqdtheta_resoil[W]          dqdtheta_oil[W]
                   0.0000             4.394643E-04             5.500386E+00             0.000000E+00             1.205821E+00             5.854494E+03
                   0.1800             2.618321E-02             5.783776E+00             0.000000E+00             0.000000E+00             5.855149E+03
                   0.3600             4.476652E-02             5.544063E+00             0.000000E+00             1.189336E+00             5.854484E+03
                   0.5400             6.127723E-02             5.551249E+00             0.000000E+00             1.243853E+00             5.854523E+03
                   0.7200             7.705396E-02             5.561639E+00             0.000000E+00             1.261133E+00             5.854537E+03
                   0.9000             9.232617E-02             5.571095E+00             0.000000E+00             1.266103E+00             5.854541E+03
                   1.0800             1.071746E-01             5.578327E+00             0.000000E+00             1.266869E+00             5.854542E+03
                   1.2600             1.216494E-01             5.582879E+00             0.000000E+00             1.266430E+00             5.854542E+03
                   1.4400             1.357945E-01             5.584604E+00             0.000000E+00             1.265924E+00             5.854542E+03
                   1.6200             1.496481E-01             5.583494E+00             0.000000E+00             1.265793E+00             5.854542E+03
                   1.8000             1.632439E-01             5.579969E+00             0.000000E+00             1.266109E+00             5.854542E+03
                   1.9800             1.766099E-01             5.576000E+00             0.000000E+00             1.266497E+00             5.854542E+03
                   2.1600             1.897700E-01             5.572063E+00             0.000000E+00             1.266877E+00             5.854543E+03
                   2.3400             2.027442E-01             5.568155E+00             0.000000E+00             1.267259E+00             5.854543E+03
                   2.5200             2.155493E-01             5.564276E+00             0.000000E+00             1.267648E+00             5.854543E+03
                   2.7000             2.281997E-01             5.560426E+00             0.000000E+00             1.268045E+00             5.854543E+03
                   2.8800             2.407079E-01             5.556604E+00             0.000000E+00             1.268449E+00             5.854544E+03
                   3.0600             2.530846E-01             5.552810E+00             0.000000E+00             1.268862E+00             5.854544E+03
                   3.2400             2.653393E-01             5.549045E+00             0.000000E+00             1.269282E+00             5.854544E+03
                   3.4200             2.774802E-01             5.545308E+00             0.000000E+00             1.269709E+00             5.854545E+03
                   3.6000             2.895148E-01             5.541599E+00             0.000000E+00             1.270143E+00             5.854545E+03
                   3.7800             3.014499E-01             5.537919E+00             0.000000E+00             1.270582E+00             5.854545E+03
                   3.9600             3.132913E-01             5.534267E+00             0.000000E+00             1.271028E+00             5.854546E+03
                   4.1400             3.250446E-01             5.530642E+00             0.000000E+00             1.271479E+00             5.854546E+03
                   4.3200             3.367148E-01             5.527047E+00             0.000000E+00             1.271934E+00             5.854546E+03
                   4.5000             3.483066E-01             5.523479E+00             0.000000E+00             1.272394E+00             5.854547E+03
                   4.6800             3.598241E-01             5.519939E+00             0.000000E+00             1.272857E+00             5.854547E+03
                   4.8600             3.712714E-01             5.516428E+00             0.000000E+00             1.273324E+00             5.854547E+03
                   5.0400             3.826523E-01             5.512944E+00             0.000000E+00             1.273793E+00             5.854548E+03
                   5.2200             3.939701E-01             5.509489E+00             0.000000E+00             1.274265E+00             5.854548E+03
                   5.4000             4.052284E-01             5.506061E+00             0.000000E+00             1.274739E+00             5.854548E+03
                   5.5800             4.164301E-01             5.502662E+00             0.000000E+00             1.275213E+00             5.854549E+03
                   5.7600             4.275783E-01             5.499290E+00             0.000000E+00             1.275689E+00             5.854549E+03
                   5.9400             4.386758E-01             5.495947E+00             0.000000E+00             1.276164E+00             5.854549E+03
                   6.1200             4.497254E-01             5.492631E+00             0.000000E+00             1.276639E+00             5.854550E+03
                   6.3000             4.607298E-01             5.489343E+00             0.000000E+00             1.277114E+00             5.854550E+03
                   6.4800             4.716915E-01             5.486083E+00             0.000000E+00             1.277587E+00             5.854550E+03
                   6.6600             4.826130E-01             5.482851E+00             0.000000E+00             1.278059E+00             5.854551E+03
                   6.8400             4.934967E-01             5.479646E+00             0.000000E+00             1.278528E+00             5.854551E+03
                   7.0200             5.043449E-01             5.476469E+00             0.000000E+00             1.278994E+00             5.854551E+03
                   7.2000             5.151601E-01             5.473320E+00             0.000000E+00             1.279458E+00             5.854552E+03
                   7.3800             5.259444E-01             5.470198E+00             0.000000E+00             1.279917E+00             5.854552E+03
                   7.5600             5.367000E-01             5.467104E+00             0.000000E+00             1.280372E+00             5.854552E+03
                   7.7400             5.474292E-01             5.464037E+00             0.000000E+00             1.280822E+00             5.854552E+03
                   7.9200             5.581341E-01             5.460997E+00             0.000000E+00             1.281267E+00             5.854553E+03
                   8.1000             5.688167E-01             5.457985E+00             0.000000E+00             1.281707E+00             5.854553E+03
                   8.2800             5.794793E-01             5.455000E+00             0.000000E+00             1.282141E+00             5.854553E+03
                   8.4600             5.901238E-01             5.452043E+00             0.000000E+00             1.282567E+00             5.854554E+03
                   8.6400             6.007524E-01             5.449112E+00             0.000000E+00             1.282987E+00             5.854554E+03
                   8.8200             6.113670E-01             5.446209E+00             0.000000E+00             1.283400E+00             5.854554E+03
                   9.0000             6.219696E-01             5.443332E+00             0.000000E+00             1.283804E+00             5.854555E+03
                   9.1800             6.325623E-01             5.440483E+00             0.000000E+00             1.284201E+00             5.854555E+03
                   9.3600             6.431469E-01             5.437660E+00             0.000000E+00             1.284589E+00             5.854555E+03
                   9.5400             6.537254E-01             5.434865E+00             0.000000E+00             1.284968E+00             5.854555E+03
                   9.7200             6.642998E-01             5.432095E+00             0.000000E+00             1.285337E+00             5.854556E+03
                   9.9000             6.748718E-01             5.429353E+00             0.000000E+00             1.285697E+00             5.854556E+03
                  10.0800             6.854435E-01             5.426637E+00             0.000000E+00             1.286047E+00             5.854556E+03
                  10.2600             6.960166E-01             5.423947E+00             0.000000E+00             1.286386E+00             5.854556E+03
                  10.4400             7.065930E-01             5.421284E+00             0.000000E+00             1.286715E+00             5.854556E+03
                  10.6200             7.171744E-01             5.418647E+00             0.000000E+00             1.287033E+00             5.854557E+03
                  10.8000             7.277625E-01             5.416036E+00             0.000000E+00             1.287340E+00             5.854557E+03
                  10.9800             7.383591E-01             5.413451E+00             0.000000E+00             1.287636E+00             5.854557E+03
                  11.1600             7.489659E-01             5.410891E+00             0.000000E+00             1.287920E+00             5.854557E+03
                  11.3400             7.595845E-01             5.408358E+00             0.000000E+00             1.288193E+00             5.854557E+03
                  11.5200             7.702165E-01             5.405850E+00             0.000000E+00             1.288454E+00             5.854558E+03
                  11.7000             7.808634E-01             5.403368E+00             0.000000E+00             1.288704E+00             5.854558E+03
                  11.8800             7.915268E-01             5.400910E+00             0.000000E+00             1.288941E+00             5.854558E+03
                  12.0600             8.022080E-01             5.398478E+00             0.000000E+00             1.289167E+00             5.854558E+03
                  12.2400             8.129085E-01             5.396071E+00             0.000000E+00             1.289380E+00             5.854558E+03
                  12.4200             8.236296E-01             5.393689E+00             0.000000E+00             1.289582E+00             5.854558E+03
                  12.6000             8.343725E-01             5.391332E+00             0.000000E+00             1.289772E+00             5.854558E+03
                  12.7800             8.451385E-01             5.388998E+00             0.000000E+00             1.289950E+00             5.854558E+03
                  12.9600             8.559288E-01             5.386690E+00             0.000000E+00             1.290117E+00             5.854559E+03
                  13.1400             8.667443E-01             5.384405E+00             0.000000E+00             1.290272E+00             5.854559E+03
                  13.3200             8.775860E-01             5.382144E+00             0.000000E+00             1.290416E+00             5.854559E+03
                  13.5000             8.884549E-01             5.379907E+00             0.000000E+00             1.290550E+00             5.854559E+03
                  13.6800             8.993518E-01             5.377694E+00             0.000000E+00             1.290672E+00             5.854559E+03
                  13.8600             9.102774E-01             5.375504E+00             0.000000E+00             1.290784E+00             5.854559E+03
                  14.0400             9.212325E-01             5.373337E+00             0.000000E+00             1.290887E+00             5.854559E+03
                  14.2200             9.322177E-01             5.371193E+00             0.000000E+00             1.290979E+00             5.854559E+03
                  14.4000             9.432334E-01             5.369071E+00             0.000000E+00             1.291062E+00             5.854559E+03
                  14.5800             9.542800E-01             5.366972E+00             0.000000E+00             1.291137E+00             5.854559E+03
                  14.7600             9.653580E-01             5.364895E+00             0.000000E+00             1.291203E+00             5.854559E+03
                  14.9400             9.764676E-01             5.362840E+00             0.000000E+00             1.291262E+00             5.854559E+03
                  15.1200             9.876089E-01             5.360806E+00             0.000000E+00             1.291313E+00             5.854559E+03
                  15.3000             9.987820E-01             5.358794E+00             0.000000E+00             1.291358E+00             5.854559E+03
                  15.4800             1.009987E+00             5.356803E+00             0.000000E+00             1.291397E+00             5.854559E+03
                  15.6600             1.021224E+00             5.354833E+00             0.000000E+00             1.291430E+00             5.854559E+03
                  15.8400             1.032492E+00             5.352883E+00             0.000000E+00             1.291458E+00             5.854559E+03
                  16.0200             1.043791E+00             5.350954E+00             0.000000E+00             1.291483E+00             5.854559E+03
                  16.2000             1.055122E+00             5.349044E+00             0.000000E+00             1.291504E+00             5.854559E+03
                  16.3800             1.066483E+00             5.347155E+00             0.000000E+00             1.291522E+00             5.854559E+03
                  16.5600             1.077874E+00             5.345285E+00             0.000000E+00             1.291538E+00             5.854559E+03
                  16.7400             1.089294E+00             5.343433E+00             0.000000E+00             1.291553E+00             5.854559E+03
                  16.9200             1.100744E+00             5.341601E+00             0.000000E+00             1.291568E+00             5.854559E+03
                  17.1000             1.112221E+00             5.339788E+00             0.000000E+00             1.291583E+00             5.854558E+03
                  17.2800             1.123726E+00             5.337992E+00             0.000000E+00             1.291599E+00             5.854558E+03
                  17.4600             1.135258E+00             5.336215E+00             0.000000E+00             1.291617E+00             5.854558E+03
                  17.6400             1.146815E+00             5.334455E+00             0.000000E+00             1.291638E+00             5.854558E+03
                  17.8200             1.158396E+00             5.332712E+00             0.000000E+00             1.291662E+00             5.854558E+03
                  18.0000             1.170002E+00             5.330986E+00             0.000000E+00             1.291691E+00             5.854558E+03
                  18.1800             1.181630E+00             5.329277E+00             0.000000E+00             1.291724E+00             5.854558E+03
                  18.3600             1.193280E+00             5.327585E+00             0.000000E+00             1.291764E+00             5.854558E+03
                  18.5400             1.204950E+00             5.325908E+00             0.000000E+00             1.291810E+00             5.854558E+03
                  18.7200             1.216640E+00             5.324248E+00             0.000000E+00             1.291864E+00             5.854558E+03
                  18.9000             1.228348E+00             5.322602E+00             0.000000E+00             1.291926E+00             5.854558E+03
                  19.0800             1.240072E+00             5.320972E+00             0.000000E+00             1.291998E+00             5.854558E+03
                  19.2600             1.251812E+00             5.319357E+00             0.000000E+00             1.292079E+00             5.854558E+03
                  19.4400             1.263567E+00             5.317756E+00             0.000000E+00             1.292171E+00             5.854558E+03
                  19.6200             1.275335E+00             5.316170E+00             0.000000E+00             1.292274E+00             5.854558E+03
                  19.8000             1.287114E+00             5.314598E+00             0.000000E+00             1.292389E+00             5.854558E+03
                  19.9800             1.298904E+00             5.313039E+00             0.000000E+00             1.292517E+00             5.854558E+03
                  20.1600             1.310704E+00             5.311493E+00             0.000000E+00             1.292658E+00             5.854558E+03
                  20.3400             1.322511E+00             5.309961E+00             0.000000E+00             1.292814E+00             5.854559E+03
                  20.5200             1.334324E+00             5.308441E+00             0.000000E+00             1.292984E+00             5.854559E+03
                  20.7000             1.346144E+00             5.306934E+00             0.000000E+00             1.293170E+00             5.854559E+03
                  20.8800             1.357967E+00             5.305439E+00             0.000000E+00             1.293371E+00             5.854559E+03
                  21.0600             1.369793E+00             5.303956E+00             0.000000E+00             1.293589E+00             5.854559E+03
                  21.2400             1.381620E+00             5.302485E+00             0.000000E+00             1.293824E+00             5.854559E+03
                  21.4200             1.393447E+00             5.301025E+00             0.000000E+00             1.294077E+00             5.854559E+03
                  21.6000             1.405274E+00             5.299576E+00             0.000000E+00             1.294347E+00             5.854559E+03
                  21.7800             1.417098E+00             5.298138E+00             0.000000E+00             1.294637E+00             5.854560E+03
                  21.9600             1.428919E+00             5.296711E+00             0.000000E+00             1.294945E+00             5.854560E+03
                  22.1400             1.440735E+00             5.295294E+00             0.000000E+00             1.295272E+00             5.854560E+03
                  22.3200             1.452546E+00             5.293887E+00             0.000000E+00             1.295620E+00             5.854560E+03
                  22.5000             1.464350E+00             5.292491E+00             0.000000E+00             1.295987E+00             5.854560E+03
                  22.6800             1.476145E+00             5.291103E+00             0.000000E+00             1.296375E+00             5.854561E+03
                  22.8600             1.487932E+00             5.289725E+00             0.000000E+00             1.296784E+00             5.854561E+03
                  23.0400             1.499709E+00             5.288357E+00             0.000000E+00             1.297213E+00             5.854561E+03
                  23.2200             1.511475E+00             5.286997E+00             0.000000E+00             1.297664E+00             5.854562E+03
                  23.4000             1.523229E+00             5.285646E+00             0.000000E+00             1.298136E+00             5.854562E+03
                  23.5800             1.534969E+00             5.284303E+00             0.000000E+00             1.298630E+00             5.854562E+03
                  23.7600             1.546697E+00             5.282969E+00             0.000000E+00             1.299146E+00             5.854563E+03
                  23.9400             1.558409E+00             5.281643E+00             0.000000E+00             1.299684E+00             5.854563E+03
                  24.1200             1.570106E+00             5.280325E+00             0.000000E+00             1.300243E+00             5.854563E+03
                  24.3000             1.581786E+00             5.279014E+00             0.000000E+00             1.300825E+00             5.854564E+03
                  24.4800             1.593450E+00             5.277711E+00             0.000000E+00             1.301429E+00             5.854564E+03
                  24.6600             1.605095E+00             5.276416E+00             0.000000E+00             1.302056E+00             5.854565E+03
