                   Degree               T_ocsc2[K]               T_ocsc3[K]               T_ocdc2[K]               T_ocdc3[K]               T_rosc2[K]               T_rosc3[K]               T_rodc2[K]               T_rodc3[K]             T_roller2[K]             T_roller3[K]
                   0.0000             3.383278E+02             3.381867E+02             3.383278E+02             3.381867E+02             3.409307E+02             3.402811E+02             3.409307E+02             3.402811E+02             3.415793E+02             3.408488E+02
                   0.1800             3.466913E+02             3.467758E+02             3.467617E+02             3.468453E+02             3.487762E+02             3.484446E+02             3.488466E+02             3.485143E+02             3.496357E+02             3.492092E+02
                   0.3600             3.381549E+02             3.380217E+02             3.382517E+02             3.381142E+02             3.407480E+02             3.401057E+02             3.408461E+02             3.402016E+02             3.414968E+02             3.407712E+02
                   0.5400             3.377698E+02             3.376328E+02             3.378968E+02             3.377519E+02             3.403789E+02             3.397278E+02             3.405077E+02             3.398529E+02             3.411538E+02             3.404183E+02
                   0.7200             3.375985E+02             3.374633E+02             3.377532E+02             3.376063E+02             3.402112E+02             3.395591E+02             3.403685E+02             3.397108E+02             3.410133E+02             3.402751E+02
                   0.9000             3.375021E+02             3.373702E+02             3.376825E+02             3.375352E+02             3.401143E+02             3.394635E+02             3.402983E+02             3.396402E+02             3.409428E+02             3.402041E+02
                   1.0800             3.374364E+02             3.373082E+02             3.376408E+02             3.374936E+02             3.400467E+02             3.393981E+02             3.402557E+02             3.395980E+02             3.409003E+02             3.401619E+02
                   1.2600             3.373852E+02             3.372606E+02             3.376119E+02             3.374651E+02             3.399931E+02             3.393469E+02             3.402258E+02             3.395685E+02             3.408704E+02             3.401325E+02
                   1.4400             3.373421E+02             3.372209E+02             3.375898E+02             3.374432E+02             3.399476E+02             3.393037E+02             3.402027E+02             3.395459E+02             3.408473E+02             3.401099E+02
                   1.6200             3.373044E+02             3.371864E+02             3.375718E+02             3.374254E+02             3.399077E+02             3.392659E+02             3.401839E+02             3.395275E+02             3.408285E+02             3.400915E+02
                   1.8000             3.372708E+02             3.371555E+02             3.375568E+02             3.374105E+02             3.398719E+02             3.392322E+02             3.401684E+02             3.395121E+02             3.408128E+02             3.400760E+02
                   1.9800             3.372390E+02             3.371263E+02             3.375427E+02             3.373964E+02             3.398379E+02             3.392002E+02             3.401537E+02             3.394976E+02             3.407980E+02             3.400613E+02
                   2.1600             3.372083E+02             3.370980E+02             3.375288E+02             3.373826E+02             3.398052E+02             3.391694E+02             3.401393E+02             3.394834E+02             3.407834E+02             3.400470E+02
                   2.3400             3.371787E+02             3.370707E+02             3.375152E+02             3.373690E+02             3.397735E+02             3.391395E+02             3.401252E+02             3.394695E+02             3.407691E+02             3.400328E+02
                   2.5200             3.371500E+02             3.370440E+02             3.375017E+02             3.373556E+02             3.397428E+02             3.391105E+02             3.401113E+02             3.394557E+02             3.407550E+02             3.400188E+02
                   2.7000             3.371221E+02             3.370180E+02             3.374884E+02             3.373423E+02             3.397129E+02             3.390823E+02             3.400975E+02             3.394421E+02             3.407410E+02             3.400050E+02
                   2.8800             3.370948E+02             3.369926E+02             3.374752E+02             3.373292E+02             3.396838E+02             3.390548E+02             3.400839E+02             3.394286E+02             3.407272E+02             3.399913E+02
                   3.0600             3.370683E+02             3.369677E+02             3.374622E+02             3.373162E+02             3.396553E+02             3.390280E+02             3.400704E+02             3.394153E+02             3.407134E+02             3.399777E+02
                   3.2400             3.370423E+02             3.369433E+02             3.374492E+02             3.373033E+02             3.396276E+02             3.390018E+02             3.400571E+02             3.394020E+02             3.406998E+02             3.399642E+02
                   3.4200             3.370169E+02             3.369193E+02             3.374363E+02             3.372904E+02             3.396005E+02             3.389761E+02             3.400438E+02             3.393889E+02             3.406862E+02             3.399509E+02
                   3.6000             3.369920E+02             3.368957E+02             3.374236E+02             3.372777E+02             3.395740E+02             3.389510E+02             3.400306E+02             3.393759E+02             3.406728E+02             3.399375E+02
                   3.7800             3.369676E+02             3.368725E+02             3.374109E+02             3.372651E+02             3.395480E+02             3.389263E+02             3.400176E+02             3.393629E+02             3.406594E+02             3.399243E+02
                   3.9600             3.369436E+02             3.368497E+02             3.373983E+02             3.372525E+02             3.395225E+02             3.389022E+02             3.400046E+02             3.393500E+02             3.406461E+02             3.399112E+02
