                   Degree          P_inst_total[W]  P_inst_total_no_loss[W]              P_f_loss[W]            P_thr_loss[W]          P_inertia_ro[W]          P_inertia_vh[W]                 P_com[W]              P_bear_s[W]
                   0.0000             7.889129E+01             1.063986E-01             7.878489E+01             3.065155E+05             1.019725E-01             3.067996E-04             4.119309E-03             1.016390E+01
                   0.1800             7.822986E+01            -2.343862E-01             7.846425E+01             3.065155E+05            -3.125438E-01            -9.403345E-04             7.909793E-02             1.014242E+01
                   0.3600             7.795303E+01            -4.868318E-01             7.843986E+01             3.065155E+05            -6.173973E-01            -1.857526E-03             1.324230E-01             1.014222E+01
                   0.5400             7.768004E+01            -7.393011E-01             7.841934E+01             3.065155E+05            -9.222656E-01            -2.774751E-03             1.857393E-01             1.014219E+01
                   0.7200             7.741056E+01            -9.917246E-01             7.840229E+01             3.065155E+05            -1.227117E+00            -3.691909E-03             2.390843E-01             1.014231E+01
                   0.9000             7.714448E+01            -1.244000E+00             7.838848E+01             3.065155E+05            -1.531869E+00            -4.608747E-03             2.924774E-01             1.014259E+01
                   1.0800             7.688003E+01            -1.496099E+00             7.837613E+01             3.065155E+05            -1.836503E+00            -5.525203E-03             3.459296E-01             1.014139E+01
                   1.2600             7.662025E+01            -1.748054E+00             7.836831E+01             3.065155E+05            -2.141061E+00            -6.441399E-03             3.994487E-01             1.014189E+01
                   1.4400             7.636360E+01            -1.999803E+00             7.836341E+01             3.065155E+05            -2.445487E+00            -7.357157E-03             4.530409E-01             1.014256E+01
                   1.6200             7.610810E+01            -2.251330E+00             7.835943E+01             3.065155E+05            -2.749770E+00            -8.272445E-03             5.067125E-01             1.014147E+01
                   1.8000             7.585544E+01            -2.502596E+00             7.835803E+01             3.065155E+05            -3.053879E+00            -9.187160E-03             5.604697E-01             1.014037E+01
                   1.9800             7.560768E+01            -2.753610E+00             7.836129E+01             3.065155E+05            -3.357828E+00            -1.010134E-02             6.143195E-01             1.014138E+01
                   2.1600             7.536065E+01            -3.004319E+00             7.836497E+01             3.065155E+05            -3.661574E+00            -1.101485E-02             6.682690E-01             1.014035E+01
                   2.3400             7.511867E+01            -3.254715E+00             7.837339E+01             3.065155E+05            -3.965113E+00            -1.192767E-02             7.223262E-01             1.014165E+01
                   2.5200             7.488927E+01            -3.504762E+00             7.839403E+01             3.065155E+05            -4.268422E+00            -1.283973E-02             7.764995E-01             1.014069E+01
                   2.7000             7.473597E+01            -3.754436E+00             7.849041E+01             3.065155E+05            -4.571479E+00            -1.375097E-02             8.307942E-01             1.013973E+01
                   2.8800             7.458744E+01            -4.003770E+00             7.859121E+01             3.065155E+05            -4.874276E+00            -1.466133E-02             8.851676E-01             1.014144E+01
                   3.0600             7.443840E+01            -4.252754E+00             7.869115E+01             3.065155E+05            -5.176785E+00            -1.557075E-02             9.396024E-01             1.014056E+01
                   3.2400             7.429138E+01            -4.501377E+00             7.879276E+01             3.065155E+05            -5.478995E+00            -1.647917E-02             9.940975E-01             1.013968E+01
