                             Degree                     Suc.Volume[m3]                    Comp.Volume[m3]               I.Suct.Press._1[kPa]                    I.Suct.Temp.[K]                 I.Disc.Press.[kPa]                    I.Disc.Temp.[K]
                             0.0000                       5.000000E-08                       3.284577E-05                       1.009108E+02                       3.037669E+02                       1.001873E+02                       3.031428E+02
                             0.1800                       5.005066E-08                       3.284572E-05                       1.009108E+02                       3.037669E+02                       1.001876E+02                       3.031430E+02
                             0.3600                       5.009648E-08                       3.284566E-05                       1.009108E+02                       3.037669E+02                       1.001878E+02                       3.031432E+02
                             0.5400                       5.013763E-08                       3.284559E-05                       1.009108E+02                       3.037669E+02                       1.001881E+02                       3.031435E+02
                             0.7200                       5.017429E-08                       3.284552E-05                       1.009108E+02                       3.037669E+02                       1.001884E+02                       3.031437E+02
                             0.9000                       5.020665E-08                       3.284544E-05                       1.009108E+02                       3.037669E+02                       1.001887E+02                       3.031440E+02
                             1.0800                       5.023489E-08                       3.284536E-05                       1.009108E+02                       3.037669E+02                       1.001891E+02                       3.031443E+02
                             1.2600                       5.025918E-08                       3.284527E-05                       1.009108E+02                       3.037669E+02                       1.001895E+02                       3.031446E+02
                             1.4400                       5.027970E-08                       3.284517E-05                       1.009108E+02                       3.037669E+02                       1.001899E+02                       3.031450E+02
                             1.6200                       5.029663E-08                       3.284507E-05                       1.009108E+02                       3.037669E+02                       1.001903E+02                       3.031454E+02
                             1.8000                       5.031015E-08                       3.284496E-05                       1.009108E+02                       3.037669E+02                       1.001908E+02                       3.031458E+02
                             1.9800                       5.032045E-08                       3.284485E-05                       1.009108E+02                       3.037669E+02                       1.001913E+02                       3.031462E+02
                             2.1600                       5.032769E-08                       3.284472E-05                       1.009108E+02                       3.037669E+02                       1.001918E+02                       3.031467E+02
                             2.3400                       5.033207E-08                       3.284459E-05                       1.009108E+02                       3.037669E+02                       1.001924E+02                       3.031471E+02
                             2.5200                       5.033375E-08                       3.284446E-05                       1.009108E+02                       3.037669E+02                       1.001930E+02                       3.031476E+02
                             2.7000                       5.033292E-08                       3.284431E-05                       1.009108E+02                       3.037669E+02                       1.001936E+02                       3.031482E+02
                             2.8800                       5.032977E-08                       3.284416E-05                       1.009108E+02                       3.037669E+02                       1.001942E+02                       3.031487E+02
                             3.0600                       5.032446E-08                       3.284400E-05                       1.009108E+02                       3.037669E+02                       1.001949E+02                       3.031493E+02
                             3.2400                       5.031718E-08                       3.284383E-05                       1.009108E+02                       3.037669E+02                       1.001956E+02                       3.031500E+02
                             3.4200                       5.030811E-08                       3.284365E-05                       1.009108E+02                       3.037669E+02                       1.001964E+02                       3.031506E+02
                             3.6000                       5.029743E-08                       3.284347E-05                       1.009108E+02                       3.037669E+02                       1.001972E+02                       3.031513E+02
                             3.7800                       5.028532E-08                       3.284328E-05                       1.009108E+02                       3.037669E+02                       1.001980E+02                       3.031520E+02
                             3.9600                       5.027195E-08                       3.284307E-05                       1.009108E+02                       3.037669E+02                       1.001989E+02                       3.031528E+02
                             4.1400                       5.025752E-08                       3.284286E-05                       1.009108E+02                       3.037669E+02                       1.001998E+02                       3.031535E+02
                             4.3200                       5.024219E-08                       3.284264E-05                       1.009108E+02                       3.037669E+02                       1.002007E+02                       3.031544E+02
                             4.5000                       5.022615E-08                       3.284241E-05                       1.009108E+02                       3.037669E+02                       1.002017E+02                       3.031552E+02
                             4.6800                       5.020957E-08                       3.284217E-05                       1.009108E+02                       3.037669E+02                       1.002027E+02                       3.031561E+02
                             4.8600                       5.019265E-08                       3.284192E-05                       1.009108E+02                       3.037669E+02                       1.002038E+02                       3.031570E+02
                             5.0400                       5.017555E-08                       3.284166E-05                       1.009108E+02                       3.037669E+02                       1.002049E+02                       3.031580E+02
                             5.2200                       5.015845E-08                       3.284140E-05                       1.009108E+02                       3.037669E+02                       1.002060E+02                       3.031590E+02
                             5.4000                       5.014155E-08                       3.284112E-05                       1.009108E+02                       3.037669E+02                       1.002072E+02                       3.031600E+02
                             5.5800                       5.012501E-08                       3.284083E-05                       1.009108E+02                       3.037669E+02                       1.002085E+02                       3.031611E+02
                             5.7600                       5.010902E-08                       3.284053E-05                       1.009108E+02                       3.037669E+02                       1.002097E+02                       3.031622E+02
                             5.9400                       5.009376E-08                       3.284022E-05                       1.009108E+02                       3.037669E+02                       1.002111E+02                       3.031633E+02
                             6.1200                       5.007940E-08                       3.283990E-05                       1.009108E+02                       3.037669E+02                       1.002124E+02                       3.031645E+02
                             6.3000                       5.006612E-08                       3.283956E-05                       1.009108E+02                       3.037669E+02                       1.002139E+02                       3.031657E+02
                             6.4800                       5.005412E-08                       3.283922E-05                       1.009108E+02                       3.037669E+02                       1.002153E+02                       3.031670E+02
                             6.6600                       5.004355E-08                       3.283887E-05                       1.009108E+02                       3.037669E+02                       1.002169E+02                       3.031683E+02
                             6.8400                       5.003462E-08                       3.283850E-05                       1.009108E+02                       3.037669E+02                       1.002184E+02                       3.031697E+02
                             7.0200                       5.002748E-08                       3.283812E-05                       1.009108E+02                       3.037669E+02                       1.002200E+02                       3.031711E+02
                             7.2000                       5.002233E-08                       3.283773E-05                       1.009108E+02                       3.037669E+02                       1.002217E+02                       3.031725E+02
                             7.3800                       5.001935E-08                       3.283733E-05                       1.009108E+02                       3.037669E+02                       1.002234E+02                       3.031740E+02
                             7.5600                       5.001871E-08                       3.283691E-05                       1.009108E+02                       3.037669E+02                       1.002252E+02                       3.031755E+02
