                   Degree              F_vhoc_n[N]              F_vhoc_t[N]                 F_1_n[N]                 F_2_n[N]                  F_cx[N]                  F_cy[N]           F_resultant[N]
                   0.0000            -1.211508E+00            -4.846692E+01             3.677854E+00             5.048978E+00             1.371124E+00             1.992209E+01             1.996921E+01
                   0.1800            -7.633973E-01            -4.647149E+01             3.692116E+00             5.838308E+00             2.152688E+00             1.896901E+01             1.909077E+01
                   0.3600            -1.205646E+00            -4.649783E+01             3.291260E+00             5.832973E+00             2.554823E+00             1.898277E+01             1.915392E+01
                   0.5400            -1.649519E+00            -4.653122E+01             2.889918E+00             5.827010E+00             2.956934E+00             1.900016E+01             1.922887E+01
                   0.7200            -2.093610E+00            -4.656891E+01             2.488857E+00             5.821473E+00             3.359308E+00             1.901980E+01             1.931419E+01
                   0.9000            -2.537123E+00            -4.660946E+01             2.088545E+00             5.816900E+00             3.762010E+00             1.904092E+01             1.940900E+01
                   1.0800            -2.979699E+00            -4.665218E+01             1.689176E+00             5.813554E+00             4.165109E+00             1.906305E+01             1.951277E+01
                   1.2600            -3.421233E+00            -4.669672E+01             1.290774E+00             5.811571E+00             4.568716E+00             1.908592E+01             1.962512E+01
                   1.4400            -3.861591E+00            -4.674290E+01             8.934352E-01             5.811005E+00             4.972786E+00             1.910931E+01             1.974574E+01
                   1.6200            -4.300742E+00            -4.679065E+01             4.971732E-01             5.811879E+00             5.377332E+00             1.913307E+01             1.987436E+01
                   1.8000            -4.738647E+00            -4.683994E+01             1.020193E-01             5.814201E+00             5.782330E+00             1.915707E+01             2.001072E+01
                   1.9800            -5.175343E+00            -4.689075E+01            -2.920621E-01             5.817970E+00             6.187816E+00             1.918120E+01             2.015459E+01
                   2.1600            -5.610793E+00            -4.694310E+01            -6.850337E-01             5.823179E+00             6.593749E+00             1.920535E+01             2.030574E+01
                   2.3400            -6.045018E+00            -4.699697E+01            -1.076914E+00             5.829822E+00             7.000143E+00             1.922941E+01             2.046392E+01
                   2.5200            -6.478012E+00            -4.705240E+01            -1.467691E+00             5.837889E+00             7.406980E+00             1.925328E+01             2.062891E+01
                   2.7000            -6.909829E+00            -4.710928E+01            -1.857411E+00             5.847302E+00             7.814232E+00             1.927685E+01             2.080046E+01
                   2.8800            -7.341221E+00            -4.716640E+01            -2.246741E+00             5.857113E+00             8.221611E+00             1.930001E+01             2.097821E+01
                   3.0600            -7.772432E+00            -4.722332E+01            -2.635898E+00             5.866987E+00             8.628995E+00             1.932273E+01             2.116194E+01
                   3.2400            -8.203470E+00            -4.728007E+01            -3.024888E+00             5.876915E+00             9.036383E+00             1.934503E+01             2.135150E+01
                   3.4200            -8.634337E+00            -4.733665E+01            -3.413711E+00             5.886889E+00             9.443767E+00             1.936691E+01             2.154674E+01
                   3.6000            -9.065027E+00            -4.739309E+01            -3.802363E+00             5.896901E+00             9.851133E+00             1.938837E+01             2.174750E+01
                   3.7800            -9.495539E+00            -4.744939E+01            -4.190840E+00             5.906942E+00             1.025847E+01             1.940941E+01             2.195362E+01
                   3.9600            -9.925878E+00            -4.750558E+01            -4.579148E+00             5.917004E+00             1.066578E+01             1.943005E+01             2.216496E+01
                   4.1400            -1.035604E+01            -4.756167E+01            -4.967278E+00             5.927078E+00             1.107303E+01             1.945029E+01             2.238137E+01
                   4.3200            -1.078602E+01            -4.761768E+01            -5.355234E+00             5.937156E+00             1.148023E+01             1.947013E+01             2.260270E+01
                   4.5000            -1.121583E+01            -4.767361E+01            -5.743013E+00             5.947226E+00             1.188737E+01             1.948960E+01             2.282880E+01
