                   Degree                dmdtheta1                dedtheta1                dvdtheta1
                   0.0000             1.125968E-07             5.115435E-02             1.687538E-08
                   0.1800             3.338163E-05             1.435870E+01             1.530650E-08
                   0.3600             3.343853E-05             1.438312E+01             1.379477E-08
                   0.5400             3.345257E-05             1.438912E+01             1.234003E-08
                   0.7200             3.344655E-05             1.438650E+01             1.094235E-08
                   0.9000             3.343209E-05             1.438026E+01             9.601763E-09
                   1.0800             3.341481E-05             1.437282E+01             8.318251E-09
                   1.2600             3.339804E-05             1.436560E+01             7.091855E-09
                   1.4400             3.338262E-05             1.435896E+01             5.922565E-09
                   1.6200             3.336921E-05             1.435319E+01             4.810430E-09
                   1.8000             3.335807E-05             1.434839E+01             3.755436E-09
                   1.9800             3.334923E-05             1.434459E+01             2.757605E-09
                   2.1600             3.334266E-05             1.434176E+01             1.816955E-09
                   2.3400             3.333829E-05             1.433989E+01             9.334895E-10
                   2.5200             3.333602E-05             1.433891E+01             1.072292E-10
                   2.7000             3.333569E-05             1.433877E+01            -6.618297E-10
                   2.8800             3.333718E-05             1.433941E+01            -1.373678E-09
                   3.0600             3.334038E-05             1.434079E+01            -2.028297E-09
                   3.2400             3.334510E-05             1.434282E+01            -2.625690E-09
                   3.4200             3.335124E-05             1.434546E+01            -3.165846E-09
                   3.6000             3.335866E-05             1.434866E+01            -3.648757E-09
                   3.7800             3.336723E-05             1.435234E+01            -4.074428E-09
                   3.9600             3.337682E-05             1.435647E+01            -4.442850E-09
                   4.1400             3.338731E-05             1.436099E+01            -4.754022E-09
                   4.3200             3.339854E-05             1.436582E+01            -5.007941E-09
                   4.5000             3.341039E-05             1.437091E+01            -5.204611E-09
                   4.6800             3.342274E-05             1.437623E+01            -5.344028E-09
                   4.8600             3.343542E-05             1.438169E+01            -5.426196E-09
                   5.0400             3.344832E-05             1.438724E+01            -5.451112E-09
                   5.2200             3.346130E-05             1.439282E+01            -5.418788E-09
                   5.4000             3.347425E-05             1.439839E+01            -5.329219E-09
                   5.5800             3.348699E-05             1.440388E+01            -5.182413E-09
                   5.7600             3.349941E-05             1.440922E+01            -4.978380E-09
                   5.9400             3.351138E-05             1.441437E+01            -4.717123E-09
                   6.1200             3.352274E-05             1.441926E+01            -4.398649E-09
                   6.3000             3.353336E-05             1.442383E+01            -4.022966E-09
                   6.4800             3.354311E-05             1.442803E+01            -3.590085E-09
                   6.6600             3.355187E-05             1.443180E+01            -3.100015E-09
                   6.8400             3.355946E-05             1.443506E+01            -2.552768E-09
                   7.0200             3.356577E-05             1.443778E+01            -1.948358E-09
                   7.2000             3.357065E-05             1.443988E+01            -1.286794E-09
                   7.3800             3.357398E-05             1.444131E+01            -5.680897E-10
                   7.5600             3.357560E-05             1.444201E+01             2.077388E-10
                   7.7400             3.357540E-05             1.444193E+01             1.040674E-09
                   7.9200             3.357323E-05             1.444100E+01             1.930704E-09
                   8.1000             3.356895E-05             1.443916E+01             2.877808E-09
                   8.2800             3.356244E-05             1.443636E+01             3.881968E-09
