                   Degree           I_press_scv[W]           I_press_dcv[W]          I_tempmx_scv[W]          I_tempmx_dcv[W]             I_thr_scv[W]             I_thr_dcv[W]            I_thr_leak[W]              I_ht_scv[W]              I_ht_dcv[W]               I_ef_vh[W]                I_s_vh[W]                I_f_vs[W]               I_ef_ro[W]                 I_lub[W]              I_bear_s[W]            I_lip_seal[W]
                   0.0000             1.072652E-15             1.825786E+02             1.072652E-15             1.880785E+01             0.000000E+00             2.013864E+02             3.261624E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   0.1800             3.784630E+01             1.700705E+02             3.354515E-02             1.753839E+01             3.787984E+01             1.876089E+02             9.789610E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   0.3600             3.804897E+01             1.576563E+02             2.395801E-03             1.627468E+01             3.805136E+01             1.739310E+02             9.286655E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   0.5400             3.810240E+01             1.452400E+02             3.601587E-04             1.500700E+01             3.810276E+01             1.602470E+02             8.925721E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   0.7200             3.808521E+01             1.328220E+02             2.826266E-03             1.373569E+01             3.808804E+01             1.465576E+02             8.657684E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   0.9000             3.803775E+01             1.204025E+02             4.938768E-03             1.246107E+01             3.804269E+01             1.328636E+02             8.458082E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   1.0800             3.798022E+01             1.079817E+02             6.207977E-03             1.118346E+01             3.798643E+01             1.191652E+02             8.291313E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   1.2600             3.792289E+01             9.555974E+01             6.886640E-03             9.903146E+00             3.792977E+01             1.054629E+02             8.198596E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   1.4400             3.787025E+01             8.313690E+01             7.227293E-03             8.620474E+00             3.787748E+01             9.175737E+01             8.116355E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   1.6200             3.782447E+01             7.071403E+01             7.387735E-03             7.335821E+00             3.783186E+01             7.804985E+01             8.048506E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   1.8000             3.778639E+01             5.829212E+01             7.456274E-03             6.049584E+00             3.779384E+01             6.434170E+01             7.994669E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   1.9800             3.775618E+01             4.587271E+01             7.479508E-03             4.762219E+00             3.776366E+01             5.063493E+01             7.952429E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   2.1600             3.773370E+01             3.345871E+01             7.481437E-03             3.474324E+00             3.774118E+01             3.693303E+01             7.921684E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   2.3400             3.771867E+01             2.105726E+01             7.474219E-03             2.186935E+00             3.772614E+01             2.324419E+01             7.904174E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   2.5200             3.771069E+01             8.699539E+00             7.464045E-03             9.035875E-01             3.771815E+01             9.603127E+00             7.900577E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
                   2.7000             3.770934E+01             6.362244E-01             7.453851E-03             6.608345E-02             3.771679E+01             7.023079E-01             7.905655E-02                      NaN                      NaN                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity                 Infinity
