                   Degree                dmdtheta1                dedtheta1                dvdtheta1
                   0.0000            -4.161841E-09            -1.795872E-03             1.687538E-08
                   0.1800            -1.960682E-05            -8.517598E+00             1.530650E-08
                   0.3600            -1.958323E-05            -8.520398E+00             1.379477E-08
                   0.5400            -1.956354E-05            -8.520560E+00             1.234003E-08
                   0.7200            -1.954702E-05            -8.519187E+00             1.094235E-08
                   0.9000            -1.953315E-05            -8.517013E+00             9.601763E-09
                   1.0800            -1.952155E-05            -8.514523E+00             8.318251E-09
                   1.2600            -1.951195E-05            -8.512031E+00             7.091855E-09
                   1.4400            -1.950413E-05            -8.509737E+00             5.922565E-09
                   1.6200            -1.949793E-05            -8.507764E+00             4.810430E-09
                   1.8000            -1.949322E-05            -8.506182E+00             3.755436E-09
                   1.9800            -1.948987E-05            -8.505029E+00             2.757605E-09
                   2.1600            -1.948778E-05            -8.504318E+00             1.816955E-09
                   2.3400            -1.948686E-05            -8.504048E+00             9.334895E-10
                   2.5200            -1.948702E-05            -8.504206E+00             1.072292E-10
                   2.7000            -1.948818E-05            -8.504773E+00            -6.618297E-10
                   2.8800            -1.949025E-05            -8.505726E+00            -1.373678E-09
                   3.0600            -1.949317E-05            -8.507038E+00            -2.028297E-09
                   3.2400            -1.949685E-05            -8.508681E+00            -2.625690E-09
                   3.4200            -1.950121E-05            -8.510624E+00            -3.165846E-09
                   3.6000            -1.950619E-05            -8.512837E+00            -3.648757E-09
                   3.7800            -1.951170E-05            -8.515288E+00            -4.074428E-09
                   3.9600            -1.951768E-05            -8.517944E+00            -4.442850E-09
                   4.1400            -1.952405E-05            -8.520774E+00            -4.754022E-09
                   4.3200            -1.953073E-05            -8.523745E+00            -5.007941E-09
                   4.5000            -1.953764E-05            -8.526824E+00            -5.204611E-09
                   4.6800            -1.954473E-05            -8.529977E+00            -5.344028E-09
                   4.8600            -1.955190E-05            -8.533172E+00            -5.426196E-09
                   5.0400            -1.955909E-05            -8.536375E+00            -5.451112E-09
                   5.2200            -1.956622E-05            -8.539553E+00            -5.418788E-09
                   5.4000            -1.957321E-05            -8.542673E+00            -5.329219E-09
