                   Degree          h_min[micron-m]               p_max[MPa]           Q_martin[cc/s]                    Eccen        Att.Angle[degree]
                   0.0000             2.374996E+01             3.527577E-02             6.964692E-01             5.000008E-01             5.000142E-01
                   0.1800             2.374882E+01             3.370668E-02             6.902520E-01             5.000248E-01            -3.014642E-02
                   0.3600             2.374893E+01             3.396780E-02             6.903485E-01             5.000225E-01            -2.680456E-02
                   0.5400             2.374900E+01             3.427062E-02             6.904735E-01             5.000210E-01            -3.313062E-02
                   0.7200             2.374907E+01             3.460890E-02             6.906049E-01             5.000195E-01            -3.198994E-02
                   0.9000             2.374910E+01             3.498962E-02             6.907818E-01             5.000189E-01            -4.787765E-02
                   1.0800             2.374918E+01             3.539380E-02             6.909197E-01             5.000174E-01            -3.286050E-02
                   1.2600             2.374921E+01             3.583898E-02             6.911093E-01             5.000167E-01            -3.856119E-02
                   1.4400             2.374924E+01             3.631533E-02             6.913078E-01             5.000160E-01            -4.004677E-02
                   1.6200             2.374927E+01             3.682091E-02             6.915139E-01             5.000154E-01            -3.736283E-02
                   1.8000             2.374926E+01             3.737000E-02             6.918056E-01             5.000156E-01            -6.371348E-02
                   1.9800             2.374929E+01             3.792913E-02             6.920205E-01             5.000149E-01            -5.446777E-02
                   2.1600             2.374933E+01             3.851410E-02             6.922441E-01             5.000142E-01            -4.132814E-02
                   2.3400             2.374931E+01             3.914200E-02             6.925712E-01             5.000144E-01            -6.194880E-02
                   2.5200             2.374935E+01             3.977297E-02             6.928018E-01             5.000137E-01            -4.287065E-02
                   2.7000             2.374934E+01             4.044693E-02             6.931512E-01             5.000139E-01            -6.039232E-02
                   2.8800             2.374933E+01             4.114564E-02             6.935314E-01             5.000142E-01            -7.707517E-02
                   3.0600             2.374936E+01             4.183426E-02             6.937583E-01             5.000134E-01            -5.056278E-02
                   3.2400             2.374935E+01             4.256994E-02             6.941467E-01             5.000136E-01            -6.451803E-02
                   3.4200             2.374934E+01             4.332589E-02             6.945597E-01             5.000139E-01            -7.774478E-02
                   3.6000             2.374933E+01             4.410119E-02             6.949960E-01             5.000141E-01            -9.026333E-02
                   3.7800             2.374937E+01             4.485138E-02             6.952077E-01             5.000133E-01            -5.578188E-02
                   3.9600             2.374936E+01             4.565385E-02             6.956401E-01             5.000135E-01            -6.610516E-02
                   4.1400             2.374935E+01             4.647198E-02             6.960912E-01             5.000137E-01            -7.584992E-02
                   4.3200             2.374934E+01             4.730497E-02             6.965600E-01             5.000140E-01            -8.504364E-02
                   4.5000             2.374932E+01             4.815184E-02             6.970457E-01             5.000143E-01            -9.371157E-02
                   4.6800             2.374937E+01             4.896239E-02             6.972479E-01             5.000133E-01            -5.172504E-02
                   4.8600             2.374936E+01             4.982808E-02             6.977224E-01             5.000135E-01            -5.877884E-02
                   5.0400             2.374935E+01             5.070516E-02             6.982107E-01             5.000137E-01            -6.542077E-02
                   5.2200             2.374934E+01             5.159285E-02             6.987120E-01             5.000140E-01            -7.166517E-02
                   5.4000             2.374932E+01             5.249080E-02             6.992257E-01             5.000142E-01            -7.753088E-02
                   5.5800             2.374931E+01             5.339801E-02             6.997511E-01             5.000145E-01            -8.303379E-02
                   5.7600             2.374930E+01             5.431437E-02             7.002877E-01             5.000147E-01            -8.819260E-02
                   5.9400             2.374929E+01             5.523900E-02             7.008350E-01             5.000150E-01            -9.302086E-02
                   6.1200             2.374928E+01             5.617149E-02             7.013922E-01             5.000153E-01            -9.753504E-02
                   6.3000             2.374926E+01             5.711134E-02             7.019590E-01             5.000155E-01            -1.017476E-01
                   6.4800             2.374925E+01             5.805810E-02             7.025348E-01             5.000158E-01            -1.056703E-01
                   6.6600             2.374924E+01             5.901168E-02             7.031190E-01             5.000160E-01            -1.093160E-01
                   6.8400             2.374930E+01             5.989740E-02             7.032117E-01             5.000148E-01            -5.699548E-02
                   7.0200             2.374929E+01             6.085849E-02             7.037787E-01             5.000150E-01            -5.983136E-02
                   7.2000             2.374928E+01             6.182510E-02             7.043532E-01             5.000152E-01            -6.243987E-02
                   7.3800             2.374926E+01             6.279700E-02             7.049348E-01             5.000155E-01            -6.482870E-02
                   7.5600             2.374925E+01             6.377385E-02             7.055230E-01             5.000157E-01            -6.700394E-02
                   7.7400             2.374924E+01             6.475538E-02             7.061174E-01             5.000160E-01            -6.897063E-02
                   7.9200             2.374923E+01             6.574122E-02             7.067178E-01             5.000162E-01            -7.073471E-02
                   8.1000             2.374922E+01             6.673097E-02             7.073238E-01             5.000165E-01            -7.229978E-02
                   8.2800             2.374921E+01             6.772444E-02             7.079350E-01             5.000167E-01            -7.367023E-02
                   8.4600             2.374919E+01             6.872172E-02             7.085511E-01             5.000170E-01            -7.484904E-02
                   8.6400             2.374918E+01             6.972207E-02             7.091718E-01             5.000172E-01            -7.583954E-02
                   8.8200             2.374917E+01             7.072565E-02             7.097967E-01             5.000175E-01            -7.664387E-02
                   9.0000             2.374916E+01             7.173222E-02             7.104256E-01             5.000177E-01            -7.726497E-02
                   9.1800             2.374915E+01             7.274136E-02             7.110582E-01             5.000180E-01            -7.770451E-02
                   9.3600             2.374914E+01             7.375299E-02             7.116941E-01             5.000182E-01            -7.796369E-02
                   9.5400             2.374912E+01             7.476698E-02             7.123332E-01             5.000185E-01            -7.804444E-02
                   9.7200             2.374911E+01             7.578319E-02             7.129752E-01             5.000187E-01            -7.794784E-02
                   9.9000             2.374910E+01             7.680144E-02             7.136198E-01             5.000190E-01            -7.767443E-02
                  10.0800             2.374909E+01             7.782150E-02             7.142668E-01             5.000192E-01            -7.722538E-02
                  10.2600             2.374908E+01             7.884311E-02             7.149161E-01             5.000195E-01            -7.660213E-02
                  10.4400             2.374906E+01             7.986644E-02             7.155674E-01             5.000197E-01            -7.580410E-02
                  10.6200             2.374905E+01             8.089132E-02             7.162206E-01             5.000200E-01            -7.483265E-02
                  10.8000             2.374904E+01             8.191720E-02             7.168755E-01             5.000202E-01            -7.368820E-02
                  10.9800             2.374903E+01             8.294464E-02             7.175321E-01             5.000205E-01            -7.237141E-02
                  11.1600             2.374902E+01             8.397302E-02             7.181902E-01             5.000207E-01            -7.088290E-02
                  11.3400             2.374900E+01             8.500215E-02             7.188497E-01             5.000210E-01            -6.922318E-02
                  11.5200             2.374899E+01             8.603249E-02             7.195108E-01             5.000212E-01            -6.739301E-02
                  11.7000             2.374898E+01             8.706365E-02             7.201732E-01             5.000215E-01            -6.539282E-02
                  11.8800             2.374897E+01             8.809546E-02             7.208370E-01             5.000217E-01            -6.322413E-02
                  12.0600             2.374896E+01             8.912787E-02             7.215024E-01             5.000220E-01            -6.088754E-02
