                   Degree              F_vhoc_n[N]              F_vhoc_t[N]                 F_1_n[N]                 F_2_n[N]                  F_cx[N]                  F_cy[N]           F_resultant[N]
                   0.0000            -9.954236E-01            -4.851591E+01             3.861923E+00             5.186190E+00             1.324267E+00             1.991534E+01             1.995932E+01
                   0.1800            -1.342692E+00            -4.742174E+01             3.290790E+00             5.649687E+00             2.365536E+00             1.943331E+01             1.957675E+01
                   0.3600            -2.055747E+00            -4.748784E+01             2.628057E+00             5.644933E+00             3.030275E+00             1.949490E+01             1.972900E+01
                   0.5400            -2.768683E+00            -4.755591E+01             1.965641E+00             5.640743E+00             3.695378E+00             1.955780E+01             1.990385E+01
                   0.7200            -3.481290E+00            -4.762560E+01             1.303671E+00             5.637237E+00             4.360834E+00             1.962180E+01             2.010054E+01
                   0.9000            -4.193309E+00            -4.769668E+01             6.423484E-01             5.634491E+00             5.026512E+00             1.968669E+01             2.031826E+01
                   1.0800            -4.904655E+00            -4.776898E+01            -1.827684E-02             5.632551E+00             5.692406E+00             1.975236E+01             2.055624E+01
                   1.2600            -5.615405E+00            -4.784242E+01            -6.783023E-01             5.631449E+00             6.358642E+00             1.981869E+01             2.081377E+01
                   1.4400            -6.325432E+00            -4.791695E+01            -1.337620E+00             5.631199E+00             7.025124E+00             1.988559E+01             2.109002E+01
                   1.6200            -7.034727E+00            -4.799251E+01            -1.996231E+00             5.631807E+00             7.691858E+00             1.995295E+01             2.138422E+01
                   1.8000            -7.743238E+00            -4.806907E+01            -2.654091E+00             5.633275E+00             8.358799E+00             2.002071E+01             2.169558E+01
                   1.9800            -8.451021E+00            -4.814664E+01            -3.311259E+00             5.635603E+00             9.026003E+00             2.008878E+01             2.202335E+01
                   2.1600            -9.158005E+00            -4.822518E+01            -3.967669E+00             5.638783E+00             9.693398E+00             2.015709E+01             2.236672E+01
                   2.3400            -9.864215E+00            -4.830472E+01            -4.623348E+00             5.642811E+00             1.036101E+01             2.022558E+01             2.272498E+01
                   2.5200            -1.056962E+01            -4.838523E+01            -5.278271E+00             5.647680E+00             1.102879E+01             2.029418E+01             2.309736E+01
                   2.7000            -1.127422E+01            -4.846672E+01            -5.932429E+00             5.653380E+00             1.169674E+01             2.036282E+01             2.348314E+01
                   2.8800            -1.197802E+01            -4.854921E+01            -6.585831E+00             5.659904E+00             1.236485E+01             2.043144E+01             2.388165E+01
                   3.0600            -1.268099E+01            -4.863267E+01            -7.238450E+00             5.667242E+00             1.303309E+01             2.049998E+01             2.429219E+01
                   3.2400            -1.338313E+01            -4.871713E+01            -7.890294E+00             5.675388E+00             1.370146E+01             2.056837E+01             2.471412E+01
                   3.4200            -1.408445E+01            -4.880259E+01            -8.541360E+00             5.684331E+00             1.436994E+01             2.063656E+01             2.514683E+01
                   3.6000            -1.478494E+01            -4.888905E+01            -9.191637E+00             5.694062E+00             1.503853E+01             2.070449E+01             2.558971E+01
                   3.7800            -1.548457E+01            -4.897651E+01            -9.841115E+00             5.704573E+00             1.570720E+01             2.077210E+01             2.604220E+01
                   3.9600            -1.618337E+01            -4.906498E+01            -1.048980E+01             5.715853E+00             1.637595E+01             2.083933E+01             2.650376E+01
                   4.1400            -1.688132E+01            -4.915447E+01            -1.113768E+01             5.727892E+00             1.704476E+01             2.090613E+01             2.697388E+01
                   4.3200            -1.757841E+01            -4.924496E+01            -1.178475E+01             5.740678E+00             1.771363E+01             2.097243E+01             2.745206E+01
                   4.5000            -1.827465E+01            -4.933647E+01            -1.243101E+01             5.754196E+00             1.838252E+01             2.103820E+01             2.793784E+01
                   4.6800            -1.897003E+01            -4.942897E+01            -1.307647E+01             5.768424E+00             1.905145E+01             2.110337E+01             2.843079E+01
                   4.8600            -1.966460E+01            -4.952242E+01            -1.372114E+01             5.783314E+00             1.972037E+01             2.116791E+01             2.893049E+01
                   5.0400            -2.035851E+01            -4.961651E+01            -1.436519E+01             5.798620E+00             2.038920E+01             2.123184E+01             2.943655E+01
                   5.2200            -2.105212E+01            -4.971066E+01            -1.500892E+01             5.813895E+00             2.105778E+01             2.129525E+01             2.994859E+01
                   5.4000            -2.174545E+01            -4.980482E+01            -1.565237E+01             5.829073E+00             2.172609E+01             2.135817E+01             3.046628E+01
                   5.5800            -2.243848E+01            -4.989897E+01            -1.629552E+01             5.844147E+00             2.239410E+01             2.142061E+01             3.098932E+01
                   5.7600            -2.313123E+01            -4.999315E+01            -1.693838E+01             5.859110E+00             2.306180E+01             2.148258E+01             3.151742E+01
                   5.9400            -2.382368E+01            -5.008734E+01            -1.758092E+01             5.873954E+00             2.372918E+01             2.154409E+01             3.205030E+01
                   6.1200            -2.451581E+01            -5.018156E+01            -1.822316E+01             5.888671E+00             2.439622E+01             2.160515E+01             3.258770E+01
                   6.3000            -2.520762E+01            -5.027583E+01            -1.886507E+01             5.903254E+00             2.506291E+01             2.166577E+01             3.312936E+01
                   6.4800            -2.589911E+01            -5.037014E+01            -1.950666E+01             5.917697E+00             2.572922E+01             2.172596E+01             3.367507E+01
                   6.6600            -2.659026E+01            -5.046450E+01            -2.014792E+01             5.931991E+00             2.639516E+01             2.178573E+01             3.422459E+01
                   6.8400            -2.728106E+01            -5.055893E+01            -2.078884E+01             5.946128E+00             2.706070E+01             2.184510E+01             3.477772E+01
                   7.0200            -2.797151E+01            -5.065344E+01            -2.142942E+01             5.960103E+00             2.772583E+01             2.190408E+01             3.533427E+01
                   7.2000            -2.866160E+01            -5.074802E+01            -2.206964E+01             5.973906E+00             2.839054E+01             2.196268E+01             3.589404E+01
                   7.3800            -2.935132E+01            -5.084270E+01            -2.270951E+01             5.987531E+00             2.905480E+01             2.202091E+01             3.645685E+01
                   7.5600            -3.004066E+01            -5.093748E+01            -2.334901E+01             6.000970E+00             2.971861E+01             2.207881E+01             3.702255E+01
                   7.7400            -3.072962E+01            -5.103236E+01            -2.398814E+01             6.014216E+00             3.038194E+01             2.213636E+01             3.759097E+01
