                   Degree               T_ocsc2[K]               T_ocsc3[K]               T_ocdc2[K]               T_ocdc3[K]               T_rosc2[K]               T_rosc3[K]               T_rodc2[K]               T_rodc3[K]             T_roller2[K]             T_roller3[K]
                   0.0000             3.231174E+02             3.230698E+02             3.231174E+02             3.230698E+02             3.257195E+02             3.251591E+02             3.257195E+02             3.251591E+02             3.264910E+02             3.258366E+02
                   0.1800             3.233677E+02             3.233293E+02             3.233731E+02             3.233347E+02             3.259457E+02             3.253989E+02             3.259541E+02             3.254067E+02             3.267313E+02             3.260894E+02
                   0.3600             3.229485E+02             3.229021E+02             3.229468E+02             3.229003E+02             3.255429E+02             3.249852E+02             3.255464E+02             3.249876E+02             3.263186E+02             3.256657E+02
                   0.5400             3.228261E+02             3.227787E+02             3.228188E+02             3.227714E+02             3.254210E+02             3.248622E+02             3.254206E+02             3.248604E+02             3.261922E+02             3.255381E+02
                   0.7200             3.227674E+02             3.227203E+02             3.227556E+02             3.227087E+02             3.253597E+02             3.248019E+02             3.253563E+02             3.247969E+02             3.261282E+02             3.254748E+02
                   0.9000             3.227278E+02             3.226813E+02             3.227118E+02             3.226657E+02             3.253171E+02             3.247605E+02             3.253109E+02             3.247525E+02             3.260833E+02             3.254309E+02
                   1.0800             3.226963E+02             3.226505E+02             3.226763E+02             3.226310E+02             3.252827E+02             3.247274E+02             3.252737E+02             3.247164E+02             3.260466E+02             3.253952E+02
                   1.2600             3.226702E+02             3.226249E+02             3.226462E+02             3.226015E+02             3.252539E+02             3.246997E+02             3.252421E+02             3.246857E+02             3.260154E+02             3.253649E+02
                   1.4400             3.226486E+02             3.226037E+02             3.226205E+02             3.225765E+02             3.252299E+02             3.246766E+02             3.252151E+02             3.246596E+02             3.259888E+02             3.253391E+02
                   1.6200             3.226312E+02             3.225867E+02             3.225992E+02             3.225556E+02             3.252105E+02             3.246580E+02             3.251927E+02             3.246379E+02             3.259667E+02             3.253177E+02
                   1.8000             3.226181E+02             3.225738E+02             3.225820E+02             3.225389E+02             3.251955E+02             3.246436E+02             3.251746E+02             3.246204E+02             3.259489E+02             3.253005E+02
                   1.9800             3.226090E+02             3.225649E+02             3.225690E+02             3.225262E+02             3.251849E+02             3.246335E+02             3.251609E+02             3.246071E+02             3.259354E+02             3.252874E+02
                   2.1600             3.226040E+02             3.225600E+02             3.225601E+02             3.225175E+02             3.251785E+02             3.246275E+02             3.251515E+02             3.245980E+02             3.259262E+02             3.252785E+02
                   2.3400             3.226030E+02             3.225589E+02             3.225551E+02             3.225127E+02             3.251763E+02             3.246255E+02             3.251463E+02             3.245930E+02             3.259211E+02             3.252736E+02
                   2.5200             3.226057E+02             3.225616E+02             3.225541E+02             3.225117E+02             3.251782E+02             3.246275E+02             3.251452E+02             3.245919E+02             3.259200E+02             3.252726E+02
                   2.7000             3.226118E+02             3.225675E+02             3.225564E+02             3.225140E+02             3.251836E+02             3.246329E+02             3.251476E+02             3.245943E+02             3.259225E+02             3.252750E+02
                   2.8800             3.226192E+02             3.225746E+02             3.225601E+02             3.225175E+02             3.251903E+02             3.246395E+02             3.251514E+02             3.245980E+02             3.259263E+02             3.252787E+02
                   3.0600             3.226263E+02             3.225816E+02             3.225635E+02             3.225209E+02             3.251969E+02             3.246460E+02             3.251551E+02             3.246016E+02             3.259299E+02             3.252822E+02
                   3.2400             3.226333E+02             3.225883E+02             3.225668E+02             3.225241E+02             3.252033E+02             3.246524E+02             3.251585E+02             3.246049E+02             3.259334E+02             3.252856E+02
                   3.4200             3.226401E+02             3.225949E+02             3.225698E+02             3.225271E+02             3.252096E+02             3.246585E+02             3.251618E+02             3.246081E+02             3.259367E+02             3.252887E+02
                   3.6000             3.226467E+02             3.226013E+02             3.225727E+02             3.225299E+02             3.252157E+02             3.246645E+02             3.251649E+02             3.246110E+02             3.259398E+02             3.252917E+02
                   3.7800             3.226532E+02             3.226076E+02             3.225755E+02             3.225325E+02             3.252216E+02             3.246703E+02             3.251679E+02             3.246139E+02             3.259428E+02             3.252946E+02
                   3.9600             3.226595E+02             3.226137E+02             3.225781E+02             3.225351E+02             3.252274E+02             3.246760E+02             3.251708E+02             3.246166E+02             3.259456E+02             3.252973E+02
                   4.1400             3.226657E+02             3.226197E+02             3.225806E+02             3.225374E+02             3.252332E+02             3.246816E+02             3.251735E+02             3.246192E+02             3.259484E+02             3.252999E+02
                   4.3200             3.226718E+02             3.226255E+02             3.225829E+02             3.225397E+02             3.252388E+02             3.246871E+02             3.251761E+02             3.246217E+02             3.259510E+02             3.253024E+02
                   4.5000             3.226778E+02             3.226313E+02             3.225852E+02             3.225419E+02             3.252443E+02             3.246925E+02             3.251786E+02             3.246241E+02             3.259535E+02             3.253048E+02
                   4.6800             3.226837E+02             3.226370E+02             3.225874E+02             3.225440E+02             3.252497E+02             3.246978E+02             3.251811E+02             3.246264E+02             3.259560E+02             3.253071E+02
                   4.8600             3.226895E+02             3.226427E+02             3.225896E+02             3.225460E+02             3.252551E+02             3.247031E+02             3.251835E+02             3.246287E+02             3.259584E+02             3.253094E+02
                   5.0400             3.226953E+02             3.226482E+02             3.225917E+02             3.225480E+02             3.252604E+02             3.247082E+02             3.251859E+02             3.246309E+02             3.259608E+02             3.253117E+02
                   5.2200             3.227011E+02             3.226538E+02             3.225937E+02             3.225500E+02             3.252657E+02             3.247134E+02             3.251882E+02             3.246330E+02             3.259631E+02             3.253139E+02
                   5.4000             3.227068E+02             3.226593E+02             3.225957E+02             3.225519E+02             3.252709E+02             3.247185E+02             3.251905E+02             3.246352E+02             3.259655E+02             3.253160E+02
                   5.5800             3.227125E+02             3.226648E+02             3.225978E+02             3.225538E+02             3.252761E+02             3.247235E+02             3.251928E+02             3.246373E+02             3.259678E+02             3.253182E+02
                   5.7600             3.227181E+02             3.226702E+02             3.225998E+02             3.225558E+02             3.252813E+02             3.247286E+02             3.251950E+02             3.246395E+02             3.259701E+02             3.253204E+02
                   5.9400             3.227238E+02             3.226757E+02             3.226018E+02             3.225577E+02             3.252864E+02             3.247336E+02             3.251973E+02             3.246416E+02             3.259724E+02             3.253226E+02
                   6.1200             3.227295E+02             3.226812E+02             3.226039E+02             3.225597E+02             3.252916E+02             3.247387E+02             3.251997E+02             3.246438E+02             3.259748E+02             3.253248E+02
                   6.3000             3.227352E+02             3.226867E+02             3.226060E+02             3.225617E+02             3.252967E+02             3.247437E+02             3.252020E+02             3.246460E+02             3.259772E+02             3.253271E+02
                   6.4800             3.227409E+02             3.226922E+02             3.226082E+02             3.225638E+02             3.253019E+02             3.247488E+02             3.252044E+02             3.246483E+02             3.259796E+02             3.253294E+02
                   6.6600             3.227466E+02             3.226977E+02             3.226104E+02             3.225659E+02             3.253071E+02             3.247538E+02             3.252069E+02             3.246506E+02             3.259821E+02             3.253318E+02
                   6.8400             3.227523E+02             3.227033E+02             3.226127E+02             3.225681E+02             3.253123E+02             3.247589E+02             3.252094E+02             3.246530E+02             3.259847E+02             3.253343E+02
                   7.0200             3.227582E+02             3.227090E+02             3.226151E+02             3.225705E+02             3.253175E+02             3.247641E+02             3.252120E+02             3.246555E+02             3.259874E+02             3.253369E+02
                   7.2000             3.227640E+02             3.227147E+02             3.226176E+02             3.225729E+02             3.253227E+02             3.247693E+02             3.252147E+02             3.246581E+02             3.259901E+02             3.253395E+02
                   7.3800             3.227699E+02             3.227205E+02             3.226202E+02             3.225754E+02             3.253280E+02             3.247745E+02             3.252175E+02             3.246608E+02             3.259930E+02             3.253423E+02
                   7.5600             3.227759E+02             3.227263E+02             3.226229E+02             3.225781E+02             3.253334E+02             3.247798E+02             3.252204E+02             3.246636E+02             3.259960E+02             3.253452E+02
                   7.7400             3.227819E+02             3.227322E+02             3.226257E+02             3.225809E+02             3.253387E+02             3.247852E+02             3.252234E+02             3.246666E+02             3.259991E+02             3.253482E+02
                   7.9200             3.227880E+02             3.227382E+02             3.226287E+02             3.225838E+02             3.253442E+02             3.247906E+02             3.252265E+02             3.246696E+02             3.260023E+02             3.253514E+02
                   8.1000             3.227942E+02             3.227443E+02             3.226319E+02             3.225869E+02             3.253497E+02             3.247961E+02             3.252298E+02             3.246728E+02             3.260057E+02             3.253547E+02
                   8.2800             3.228005E+02             3.227505E+02             3.226352E+02             3.225902E+02             3.253552E+02             3.248016E+02             3.252332E+02             3.246762E+02             3.260092E+02             3.253581E+02
                   8.4600             3.228068E+02             3.227568E+02             3.226386E+02             3.225936E+02             3.253608E+02             3.248073E+02             3.252368E+02             3.246797E+02             3.260128E+02             3.253618E+02
                   8.6400             3.228133E+02             3.227632E+02             3.226423E+02             3.225973E+02             3.253665E+02             3.248130E+02             3.252405E+02             3.246834E+02             3.260167E+02             3.253656E+02
                   8.8200             3.228198E+02             3.227697E+02             3.226461E+02             3.226011E+02             3.253722E+02             3.248188E+02             3.252444E+02             3.246873E+02             3.260207E+02             3.253696E+02
                   9.0000             3.228265E+02             3.227763E+02             3.226502E+02             3.226051E+02             3.253781E+02             3.248247E+02             3.252485E+02             3.246914E+02             3.260249E+02             3.253738E+02
                   9.1800             3.228332E+02             3.227831E+02             3.226544E+02             3.226094E+02             3.253839E+02             3.248307E+02             3.252527E+02             3.246957E+02             3.260293E+02             3.253782E+02
                   9.3600             3.228400E+02             3.227899E+02             3.226589E+02             3.226139E+02             3.253899E+02             3.248368E+02             3.252572E+02             3.247001E+02             3.260338E+02             3.253828E+02
                   9.5400             3.228470E+02             3.227969E+02             3.226636E+02             3.226186E+02             3.253960E+02             3.248430E+02             3.252618E+02             3.247048E+02             3.260386E+02             3.253876E+02
                   9.7200             3.228540E+02             3.228041E+02             3.226685E+02             3.226236E+02             3.254021E+02             3.248493E+02             3.252667E+02             3.247097E+02             3.260436E+02             3.253927E+02
                   9.9000             3.228612E+02             3.228113E+02             3.226737E+02             3.226288E+02             3.254083E+02             3.248558E+02             3.252717E+02             3.247149E+02             3.260488E+02             3.253980E+02
                  10.0800             3.228685E+02             3.228187E+02             3.226791E+02             3.226343E+02             3.254146E+02             3.248623E+02             3.252770E+02             3.247203E+02             3.260543E+02             3.254035E+02
                  10.2600             3.228759E+02             3.228262E+02             3.226848E+02             3.226400E+02             3.254210E+02             3.248690E+02             3.252826E+02             3.247259E+02             3.260600E+02             3.254093E+02
                  10.4400             3.228835E+02             3.228339E+02             3.226907E+02             3.226461E+02             3.254276E+02             3.248757E+02             3.252883E+02             3.247318E+02             3.260659E+02             3.254153E+02
                  10.6200             3.228911E+02             3.228418E+02             3.226969E+02             3.226524E+02             3.254342E+02             3.248826E+02             3.252943E+02             3.247380E+02             3.260720E+02             3.254217E+02
                  10.8000             3.228990E+02             3.228498E+02             3.227035E+02             3.226591E+02             3.254409E+02             3.248897E+02             3.253006E+02             3.247444E+02             3.260785E+02             3.254283E+02
                  10.9800             3.229069E+02             3.228580E+02             3.227103E+02             3.226660E+02             3.254477E+02             3.248969E+02             3.253071E+02             3.247511E+02             3.260852E+02             3.254351E+02
                  11.1600             3.229150E+02             3.228663E+02             3.227174E+02             3.226733E+02             3.254546E+02             3.249042E+02             3.253139E+02             3.247581E+02             3.260922E+02             3.254423E+02
                  11.3400             3.229233E+02             3.228748E+02             3.227248E+02             3.226809E+02             3.254617E+02             3.249117E+02             3.253210E+02             3.247654E+02             3.260994E+02             3.254498E+02
                  11.5200             3.229317E+02             3.228835E+02             3.227326E+02             3.226888E+02             3.254689E+02             3.249193E+02             3.253284E+02             3.247730E+02             3.261070E+02             3.254576E+02
                  11.7000             3.229402E+02             3.228924E+02             3.227407E+02             3.226971E+02             3.254762E+02             3.249271E+02             3.253360E+02             3.247810E+02             3.261148E+02             3.254658E+02
                  11.8800             3.229490E+02             3.229015E+02             3.227492E+02             3.227058E+02             3.254837E+02             3.249351E+02             3.253440E+02             3.247892E+02             3.261230E+02             3.254742E+02
                  12.0600             3.229579E+02             3.229108E+02             3.227580E+02             3.227148E+02             3.254913E+02             3.249432E+02             3.253523E+02             3.247979E+02             3.261315E+02             3.254830E+02
                  12.2400             3.229670E+02             3.229203E+02             3.227672E+02             3.227243E+02             3.254991E+02             3.249516E+02             3.253609E+02             3.248068E+02             3.261403E+02             3.254922E+02
                  12.4200             3.229763E+02             3.229301E+02             3.227768E+02             3.227341E+02             3.255070E+02             3.249601E+02             3.253699E+02             3.248162E+02             3.261495E+02             3.255018E+02
                  12.6000             3.229859E+02             3.229401E+02             3.227867E+02             3.227443E+02             3.255151E+02             3.249689E+02             3.253792E+02             3.248259E+02             3.261590E+02             3.255117E+02
                  12.7800             3.229956E+02             3.229503E+02             3.227971E+02             3.227550E+02             3.255235E+02             3.249779E+02             3.253888E+02             3.248360E+02             3.261689E+02             3.255220E+02
                  12.9600             3.230056E+02             3.229608E+02             3.228079E+02             3.227661E+02             3.255320E+02             3.249871E+02             3.253989E+02             3.248465E+02             3.261792E+02             3.255327E+02
                  13.1400             3.230158E+02             3.229716E+02             3.228192E+02             3.227777E+02             3.255407E+02             3.249965E+02             3.254093E+02             3.248574E+02             3.261899E+02             3.255439E+02
                  13.3200             3.230263E+02             3.229827E+02             3.228309E+02             3.227898E+02             3.255497E+02             3.250063E+02             3.254202E+02             3.248688E+02             3.262010E+02             3.255555E+02
                  13.5000             3.230371E+02             3.229940E+02             3.228431E+02             3.228023E+02             3.255589E+02             3.250163E+02             3.254314E+02             3.248806E+02             3.262125E+02             3.255675E+02
                  13.6800             3.230482E+02             3.230058E+02             3.228557E+02             3.228154E+02             3.255683E+02             3.250266E+02             3.254431E+02             3.248928E+02             3.262244E+02             3.255800E+02
                  13.8600             3.230595E+02             3.230178E+02             3.228689E+02             3.228290E+02             3.255781E+02             3.250373E+02             3.254553E+02             3.249056E+02             3.262368E+02             3.255930E+02
                  14.0400             3.230713E+02             3.230303E+02             3.228826E+02             3.228431E+02             3.255882E+02             3.250482E+02             3.254679E+02             3.249189E+02             3.262497E+02             3.256065E+02
                  14.2200             3.230834E+02             3.230431E+02             3.228969E+02             3.228578E+02             3.255986E+02             3.250596E+02             3.254810E+02             3.249327E+02             3.262631E+02             3.256206E+02
                  14.4000             3.230958E+02             3.230564E+02             3.229117E+02             3.228731E+02             3.256093E+02             3.250713E+02             3.254947E+02             3.249470E+02             3.262770E+02             3.256352E+02
                  14.5800             3.231087E+02             3.230701E+02             3.229271E+02             3.228891E+02             3.256204E+02             3.250835E+02             3.255089E+02             3.249619E+02             3.262915E+02             3.256503E+02
                  14.7600             3.231221E+02             3.230843E+02             3.229432E+02             3.229057E+02             3.256320E+02             3.250961E+02             3.255236E+02             3.249775E+02             3.263065E+02             3.256661E+02
                  14.9400             3.231359E+02             3.230990E+02             3.229599E+02             3.229230E+02             3.256439E+02             3.251092E+02             3.255390E+02             3.249936E+02             3.263221E+02             3.256825E+02
                  15.1200             3.231502E+02             3.231142E+02             3.229773E+02             3.229409E+02             3.256564E+02             3.251228E+02             3.255549E+02             3.250104E+02             3.263384E+02             3.256996E+02
                  15.3000             3.231651E+02             3.231300E+02             3.229955E+02             3.229597E+02             3.256693E+02             3.251369E+02             3.255715E+02             3.250279E+02             3.263553E+02             3.257174E+02
                  15.4800             3.231806E+02             3.231465E+02             3.230144E+02             3.229792E+02             3.256828E+02             3.251517E+02             3.255889E+02             3.250462E+02             3.263729E+02             3.257360E+02
