                   Degree                T_ocsc[K]                T_ocdc[K]                T_rosc[K]                T_rodc[K]              T_roller[K]               T_uocsc[K]               T_locsc[K]               T_uocdc[K]               T_locdc[K]
                   0.0000             3.232675E+02             3.232675E+02             3.255097E+02             3.255097E+02             3.262114E+02             3.237421E+02             3.231541E+02             3.237421E+02             3.231541E+02
                   0.1800             3.235116E+02             3.235172E+02             3.257331E+02             3.257412E+02             3.264480E+02             3.239829E+02             3.234343E+02             3.239865E+02             3.234382E+02
                   0.3600             3.230975E+02             3.230961E+02             3.253332E+02             3.253362E+02             3.260385E+02             3.235706E+02             3.229888E+02             3.235700E+02             3.229870E+02
                   0.5400             3.229754E+02             3.229687E+02             3.252116E+02             3.252107E+02             3.259124E+02             3.234461E+02             3.228613E+02             3.234431E+02             3.228562E+02
                   0.7200             3.229161E+02             3.229051E+02             3.251502E+02             3.251463E+02             3.258483E+02             3.233843E+02             3.228024E+02             3.233793E+02             3.227945E+02
                   0.9000             3.228757E+02             3.228609E+02             3.251073E+02             3.251006E+02             3.258030E+02             3.233416E+02             3.227637E+02             3.233347E+02             3.227531E+02
                   1.0800             3.228435E+02             3.228249E+02             3.250727E+02             3.250631E+02             3.257660E+02             3.233071E+02             3.227332E+02             3.232982E+02             3.227200E+02
                   1.2600             3.228166E+02             3.227943E+02             3.250436E+02             3.250312E+02             3.257345E+02             3.232781E+02             3.227079E+02             3.232673E+02             3.226920E+02
                   1.4400             3.227943E+02             3.227683E+02             3.250194E+02             3.250041E+02             3.257077E+02             3.232537E+02             3.226868E+02             3.232409E+02             3.226683E+02
                   1.6200             3.227764E+02             3.227466E+02             3.249997E+02             3.249814E+02             3.256853E+02             3.232338E+02             3.226698E+02             3.232189E+02             3.226485E+02
                   1.8000             3.227627E+02             3.227292E+02             3.249845E+02             3.249632E+02             3.256674E+02             3.232182E+02             3.226567E+02             3.232013E+02             3.226327E+02
                   1.9800             3.227531E+02             3.227159E+02             3.249737E+02             3.249494E+02             3.256538E+02             3.232068E+02             3.226474E+02             3.231879E+02             3.226207E+02
                   2.1600             3.227477E+02             3.227069E+02             3.249672E+02             3.249399E+02             3.256444E+02             3.231998E+02             3.226419E+02             3.231787E+02             3.226124E+02
                   2.3400             3.227462E+02             3.227018E+02             3.249649E+02             3.249347E+02             3.256393E+02             3.231968E+02             3.226402E+02             3.231736E+02             3.226079E+02
                   2.5200             3.227487E+02             3.227008E+02             3.249667E+02             3.249335E+02             3.256382E+02             3.231978E+02             3.226421E+02             3.231725E+02             3.226070E+02
                   2.7000             3.227545E+02             3.227031E+02             3.249720E+02             3.249360E+02             3.256407E+02             3.232024E+02             3.226471E+02             3.231749E+02             3.226092E+02
                   2.8800             3.227617E+02             3.227068E+02             3.249787E+02             3.249398E+02             3.256445E+02             3.232083E+02             3.226532E+02             3.231786E+02             3.226126E+02
                   3.0600             3.227686E+02             3.227103E+02             3.249852E+02             3.249435E+02             3.256482E+02             3.232140E+02             3.226593E+02             3.231822E+02             3.226158E+02
                   3.2400             3.227754E+02             3.227136E+02             3.249915E+02             3.249470E+02             3.256516E+02             3.232196E+02             3.226651E+02             3.231855E+02             3.226189E+02
                   3.4200             3.227820E+02             3.227167E+02             3.249977E+02             3.249503E+02             3.256550E+02             3.232250E+02             3.226707E+02             3.231887E+02             3.226217E+02
                   3.6000             3.227884E+02             3.227197E+02             3.250038E+02             3.249534E+02             3.256581E+02             3.232303E+02             3.226762E+02             3.231917E+02             3.226243E+02
                   3.7800             3.227947E+02             3.227225E+02             3.250097E+02             3.249564E+02             3.256611E+02             3.232355E+02             3.226815E+02             3.231946E+02             3.226268E+02
                   3.9600             3.228008E+02             3.227252E+02             3.250154E+02             3.249593E+02             3.256640E+02             3.232405E+02             3.226867E+02             3.231974E+02             3.226291E+02
                   4.1400             3.228069E+02             3.227277E+02             3.250211E+02             3.249621E+02             3.256668E+02             3.232455E+02             3.226917E+02             3.232000E+02             3.226313E+02
                   4.3200             3.228128E+02             3.227302E+02             3.250267E+02             3.249647E+02             3.256694E+02             3.232503E+02             3.226967E+02             3.232025E+02             3.226334E+02
                   4.5000             3.228186E+02             3.227325E+02             3.250321E+02             3.249673E+02             3.256720E+02             3.232551E+02             3.227015E+02             3.232049E+02             3.226353E+02
                   4.6800             3.228244E+02             3.227348E+02             3.250375E+02             3.249698E+02             3.256745E+02             3.232598E+02             3.227063E+02             3.232073E+02             3.226372E+02
                   4.8600             3.228300E+02             3.227370E+02             3.250428E+02             3.249722E+02             3.256770E+02             3.232645E+02             3.227111E+02             3.232095E+02             3.226391E+02
                   5.0400             3.228357E+02             3.227391E+02             3.250481E+02             3.249746E+02             3.256794E+02             3.232692E+02             3.227157E+02             3.232118E+02             3.226409E+02
                   5.2200             3.228413E+02             3.227413E+02             3.250533E+02             3.249769E+02             3.256818E+02             3.232738E+02             3.227204E+02             3.232140E+02             3.226426E+02
                   5.4000             3.228468E+02             3.227434E+02             3.250585E+02             3.249793E+02             3.256841E+02             3.232784E+02             3.227250E+02             3.232161E+02             3.226443E+02
                   5.5800             3.228524E+02             3.227455E+02             3.250636E+02             3.249816E+02             3.256865E+02             3.232830E+02             3.227296E+02             3.232183E+02             3.226461E+02
                   5.7600             3.228579E+02             3.227475E+02             3.250687E+02             3.249839E+02             3.256888E+02             3.232876E+02             3.227343E+02             3.232205E+02             3.226478E+02
                   5.9400             3.228634E+02             3.227497E+02             3.250739E+02             3.249862E+02             3.256912E+02             3.232923E+02             3.227389E+02             3.232227E+02             3.226495E+02
                   6.1200             3.228689E+02             3.227518E+02             3.250790E+02             3.249886E+02             3.256936E+02             3.232969E+02             3.227436E+02             3.232249E+02             3.226513E+02
                   6.3000             3.228745E+02             3.227540E+02             3.250841E+02             3.249910E+02             3.256960E+02             3.233016E+02             3.227483E+02             3.232271E+02             3.226532E+02
                   6.4800             3.228801E+02             3.227562E+02             3.250892E+02             3.249934E+02             3.256985E+02             3.233064E+02             3.227531E+02             3.232294E+02             3.226551E+02
                   6.6600             3.228857E+02             3.227585E+02             3.250943E+02             3.249959E+02             3.257010E+02             3.233112E+02             3.227580E+02             3.232318E+02             3.226570E+02
                   6.8400             3.228913E+02             3.227608E+02             3.250995E+02             3.249984E+02             3.257037E+02             3.233161E+02             3.227629E+02             3.232342E+02             3.226591E+02
                   7.0200             3.228970E+02             3.227633E+02             3.251047E+02             3.250011E+02             3.257063E+02             3.233211E+02             3.227679E+02             3.232367E+02             3.226613E+02
                   7.2000             3.229027E+02             3.227658E+02             3.251099E+02             3.250038E+02             3.257091E+02             3.233261E+02             3.227730E+02             3.232393E+02             3.226636E+02
                   7.3800             3.229085E+02             3.227685E+02             3.251152E+02             3.250066E+02             3.257120E+02             3.233313E+02             3.227782E+02             3.232420E+02             3.226660E+02
                   7.5600             3.229144E+02             3.227712E+02             3.251205E+02             3.250095E+02             3.257150E+02             3.233365E+02             3.227835E+02             3.232449E+02             3.226685E+02
                   7.7400             3.229203E+02             3.227741E+02             3.251259E+02             3.250125E+02             3.257181E+02             3.233419E+02             3.227889E+02             3.232478E+02             3.226712E+02
                   7.9200             3.229263E+02             3.227771E+02             3.251313E+02             3.250157E+02             3.257214E+02             3.233473E+02             3.227945E+02             3.232509E+02             3.226741E+02
                   8.1000             3.229324E+02             3.227803E+02             3.251368E+02             3.250190E+02             3.257247E+02             3.233529E+02             3.228002E+02             3.232541E+02             3.226771E+02
                   8.2800             3.229386E+02             3.227836E+02             3.251423E+02             3.250224E+02             3.257283E+02             3.233586E+02             3.228060E+02             3.232575E+02             3.226803E+02
                   8.4600             3.229448E+02             3.227871E+02             3.251479E+02             3.250260E+02             3.257319E+02             3.233645E+02             3.228120E+02             3.232610E+02             3.226837E+02
                   8.6400             3.229512E+02             3.227908E+02             3.251536E+02             3.250297E+02             3.257358E+02             3.233705E+02             3.228182E+02             3.232647E+02             3.226873E+02
                   8.8200             3.229576E+02             3.227947E+02             3.251593E+02             3.250336E+02             3.257398E+02             3.233766E+02             3.228245E+02             3.232686E+02             3.226911E+02
                   9.0000             3.229642E+02             3.227987E+02             3.251652E+02             3.250377E+02             3.257440E+02             3.233829E+02             3.228310E+02             3.232726E+02             3.226952E+02
                   9.1800             3.229708E+02             3.228029E+02             3.251711E+02             3.250419E+02             3.257484E+02             3.233893E+02             3.228376E+02             3.232769E+02             3.226995E+02
                   9.3600             3.229776E+02             3.228074E+02             3.251771E+02             3.250464E+02             3.257529E+02             3.233959E+02             3.228445E+02             3.232813E+02             3.227040E+02
                   9.5400             3.229845E+02             3.228121E+02             3.251831E+02             3.250510E+02             3.257577E+02             3.234026E+02             3.228516E+02             3.232860E+02             3.227088E+02
                   9.7200             3.229915E+02             3.228170E+02             3.251893E+02             3.250558E+02             3.257627E+02             3.234095E+02             3.228588E+02             3.232909E+02             3.227139E+02
                   9.9000             3.229986E+02             3.228221E+02             3.251956E+02             3.250609E+02             3.257679E+02             3.234166E+02             3.228663E+02             3.232960E+02             3.227192E+02
                  10.0800             3.230058E+02             3.228275E+02             3.252019E+02             3.250661E+02             3.257733E+02             3.234239E+02             3.228739E+02             3.233014E+02             3.227248E+02
                  10.2600             3.230132E+02             3.228331E+02             3.252084E+02             3.250716E+02             3.257789E+02             3.234313E+02             3.228818E+02             3.233070E+02             3.227308E+02
                  10.4400             3.230206E+02             3.228390E+02             3.252149E+02             3.250774E+02             3.257848E+02             3.234390E+02             3.228900E+02             3.233128E+02             3.227370E+02
                  10.6200             3.230283E+02             3.228452E+02             3.252216E+02             3.250833E+02             3.257909E+02             3.234468E+02             3.228983E+02             3.233189E+02             3.227436E+02
                  10.8000             3.230360E+02             3.228516E+02             3.252283E+02             3.250896E+02             3.257973E+02             3.234548E+02             3.229069E+02             3.233253E+02             3.227504E+02
                  10.9800             3.230439E+02             3.228583E+02             3.252352E+02             3.250960E+02             3.258040E+02             3.234631E+02             3.229157E+02             3.233320E+02             3.227577E+02
                  11.1600             3.230520E+02             3.228654E+02             3.252422E+02             3.251028E+02             3.258109E+02             3.234715E+02             3.229248E+02             3.233389E+02             3.227652E+02
                  11.3400             3.230602E+02             3.228727E+02             3.252494E+02             3.251098E+02             3.258181E+02             3.234802E+02             3.229342E+02             3.233462E+02             3.227732E+02
                  11.5200             3.230686E+02             3.228804E+02             3.252566E+02             3.251171E+02             3.258256E+02             3.234890E+02             3.229438E+02             3.233537E+02             3.227815E+02
                  11.7000             3.230771E+02             3.228883E+02             3.252640E+02             3.251247E+02             3.258334E+02             3.234981E+02             3.229538E+02             3.233616E+02             3.227902E+02
                  11.8800             3.230858E+02             3.228967E+02             3.252716E+02             3.251326E+02             3.258415E+02             3.235075E+02             3.229640E+02             3.233698E+02             3.227993E+02
                  12.0600             3.230947E+02             3.229053E+02             3.252793E+02             3.251408E+02             3.258499E+02             3.235171E+02             3.229745E+02             3.233783E+02             3.228088E+02
                  12.2400             3.231038E+02             3.229144E+02             3.252871E+02             3.251494E+02             3.258586E+02             3.235269E+02             3.229853E+02             3.233872E+02             3.228187E+02
                  12.4200             3.231131E+02             3.229238E+02             3.252951E+02             3.251582E+02             3.258677E+02             3.235370E+02             3.229964E+02             3.233964E+02             3.228291E+02
                  12.6000             3.231226E+02             3.229336E+02             3.253034E+02             3.251674E+02             3.258771E+02             3.235474E+02             3.230079E+02             3.234060E+02             3.228399E+02
                  12.7800             3.231323E+02             3.229437E+02             3.253118E+02             3.251770E+02             3.258869E+02             3.235580E+02             3.230197E+02             3.234160E+02             3.228512E+02
                  12.9600             3.231422E+02             3.229543E+02             3.253204E+02             3.251870E+02             3.258970E+02             3.235690E+02             3.230319E+02             3.234264E+02             3.228629E+02
                  13.1400             3.231524E+02             3.229654E+02             3.253292E+02             3.251973E+02             3.259076E+02             3.235802E+02             3.230444E+02             3.234371E+02             3.228752E+02
                  13.3200             3.231629E+02             3.229768E+02             3.253382E+02             3.252080E+02             3.259185E+02             3.235918E+02             3.230574E+02             3.234484E+02             3.228880E+02
                  13.5000             3.231736E+02             3.229887E+02             3.253476E+02             3.252191E+02             3.259299E+02             3.236037E+02             3.230707E+02             3.234600E+02             3.229013E+02
                  13.6800             3.231847E+02             3.230011E+02             3.253571E+02             3.252307E+02             3.259417E+02             3.236160E+02             3.230845E+02             3.234722E+02             3.229151E+02
                  13.8600             3.231960E+02             3.230140E+02             3.253670E+02             3.252427E+02             3.259539E+02             3.236286E+02             3.230987E+02             3.234848E+02             3.229296E+02
                  14.0400             3.232077E+02             3.230274E+02             3.253772E+02             3.252552E+02             3.259667E+02             3.236416E+02             3.231134E+02             3.234979E+02             3.229446E+02
                  14.2200             3.232198E+02             3.230414E+02             3.253876E+02             3.252682E+02             3.259799E+02             3.236551E+02             3.231286E+02             3.235115E+02             3.229603E+02
                  14.4000             3.232322E+02             3.230559E+02             3.253985E+02             3.252817E+02             3.259936E+02             3.236689E+02             3.231443E+02             3.235257E+02             3.229766E+02
                  14.5800             3.232451E+02             3.230710E+02             3.254097E+02             3.252957E+02             3.260079E+02             3.236833E+02             3.231606E+02             3.235404E+02             3.229935E+02
                  14.7600             3.232584E+02             3.230867E+02             3.254213E+02             3.253102E+02             3.260227E+02             3.236981E+02             3.231774E+02             3.235557E+02             3.230112E+02
                  14.9400             3.232721E+02             3.231030E+02             3.254334E+02             3.253254E+02             3.260381E+02             3.237134E+02             3.231948E+02             3.235717E+02             3.230296E+02
                  15.1200             3.232864E+02             3.231201E+02             3.254459E+02             3.253412E+02             3.260542E+02             3.237292E+02             3.232129E+02             3.235883E+02             3.230488E+02
                  15.3000             3.233012E+02             3.231378E+02             3.254590E+02             3.253576E+02             3.260708E+02             3.237457E+02             3.232317E+02             3.236056E+02             3.230688E+02
                  15.4800             3.233166E+02             3.231562E+02             3.254725E+02             3.253747E+02             3.260882E+02             3.237627E+02             3.232512E+02             3.236236E+02             3.230896E+02
                  15.6600             3.233326E+02             3.231755E+02             3.254867E+02             3.253925E+02             3.261063E+02             3.237804E+02             3.232715E+02             3.236424E+02             3.231113E+02
                  15.8400             3.233493E+02             3.231956E+02             3.255015E+02             3.254111E+02             3.261252E+02             3.237989E+02             3.232926E+02             3.236620E+02             3.231340E+02
                  16.0200             3.233667E+02             3.232165E+02             3.255170E+02             3.254305E+02             3.261449E+02             3.238180E+02             3.233145E+02             3.236824E+02             3.231576E+02
                  16.2000             3.233849E+02             3.232384E+02             3.255332E+02             3.254507E+02             3.261655E+02             3.238380E+02             3.233374E+02             3.237037E+02             3.231823E+02
                  16.3800             3.234040E+02             3.232613E+02             3.255502E+02             3.254719E+02             3.261870E+02             3.238588E+02             3.233613E+02             3.237260E+02             3.232081E+02
                  16.5600             3.234239E+02             3.232852E+02             3.255681E+02             3.254941E+02             3.262095E+02             3.238806E+02             3.233863E+02             3.237494E+02             3.232351E+02
                  16.7400             3.234449E+02             3.233102E+02             3.255869E+02             3.255173E+02             3.262330E+02             3.239034E+02             3.234124E+02             3.237738E+02             3.232633E+02
                  16.9200             3.234669E+02             3.233365E+02             3.256068E+02             3.255416E+02             3.262577E+02             3.239272E+02             3.234398E+02             3.237994E+02             3.232929E+02
                  17.1000             3.234901E+02             3.233640E+02             3.256277E+02             3.255671E+02             3.262836E+02             3.239523E+02             3.234685E+02             3.238263E+02             3.233239E+02
                  17.2800             3.235146E+02             3.233929E+02             3.256499E+02             3.255939E+02             3.263108E+02             3.239786E+02             3.234986E+02             3.238545E+02             3.233565E+02
                  17.4600             3.235404E+02             3.234234E+02             3.256734E+02             3.256222E+02             3.263394E+02             3.240063E+02             3.235304E+02             3.238843E+02             3.233908E+02
                  17.6400             3.235679E+02             3.234555E+02             3.256983E+02             3.256519E+02             3.263696E+02             3.240355E+02             3.235639E+02             3.239156E+02             3.234269E+02
                  17.8200             3.235969E+02             3.234893E+02             3.257248E+02             3.256834E+02             3.264015E+02             3.240664E+02             3.235993E+02             3.239487E+02             3.234649E+02
                  18.0000             3.236279E+02             3.235251E+02             3.257531E+02             3.257167E+02             3.264352E+02             3.240992E+02             3.236367E+02             3.239836E+02             3.235051E+02
                  18.1800             3.236609E+02             3.235631E+02             3.257834E+02             3.257520E+02             3.264710E+02             3.241340E+02             3.236765E+02             3.240208E+02             3.235477E+02
                  18.3600             3.236962E+02             3.236035E+02             3.258158E+02             3.257895E+02             3.265091E+02             3.241711E+02             3.237188E+02             3.240602E+02             3.235930E+02
                  18.5400             3.237341E+02             3.236465E+02             3.258507E+02             3.258296E+02             3.265498E+02             3.242107E+02             3.237640E+02             3.241023E+02             3.236412E+02
                  18.7200             3.237749E+02             3.236925E+02             3.258884E+02             3.258725E+02             3.265932E+02             3.242532E+02             3.238125E+02             3.241473E+02             3.236926E+02
                  18.9000             3.238190E+02             3.237419E+02             3.259292E+02             3.259186E+02             3.266400E+02             3.242990E+02             3.238646E+02             3.241956E+02             3.237478E+02
                  19.0800             3.238669E+02             3.237952E+02             3.259736E+02             3.259684E+02             3.266904E+02             3.243486E+02             3.239209E+02             3.242478E+02             3.238073E+02
                  19.2600             3.279183E+02             3.278807E+02             3.298129E+02             3.298436E+02             3.306229E+02             3.283622E+02             3.283822E+02             3.282719E+02             3.282857E+02
                  19.4400             3.278983E+02             3.278656E+02             3.297929E+02             3.298282E+02             3.306074E+02             3.283443E+02             3.283639E+02             3.282566E+02             3.282704E+02
                  19.6200             3.278781E+02             3.278502E+02             3.297727E+02             3.298128E+02             3.305916E+02             3.283263E+02             3.283454E+02             3.282412E+02             3.282549E+02
                  19.8000             3.278578E+02             3.278348E+02             3.297524E+02             3.297972E+02             3.305758E+02             3.283082E+02             3.283267E+02             3.282256E+02             3.282393E+02
                  19.9800             3.278373E+02             3.278192E+02             3.297319E+02             3.297815E+02             3.305598E+02             3.282898E+02             3.283078E+02             3.282098E+02             3.282236E+02
                  20.1600             3.278168E+02             3.278035E+02             3.297113E+02             3.297656E+02             3.305437E+02             3.282714E+02             3.282889E+02             3.281940E+02             3.282078E+02
                  20.3400             3.277961E+02             3.277877E+02             3.296907E+02             3.297497E+02             3.305274E+02             3.282528E+02             3.282697E+02             3.281781E+02             3.281919E+02
                  20.5200             3.277753E+02             3.277718E+02             3.296699E+02             3.297337E+02             3.305111E+02             3.282340E+02             3.282505E+02             3.281620E+02             3.281759E+02
                  20.7000             3.277544E+02             3.277558E+02             3.296491E+02             3.297176E+02             3.304947E+02             3.282152E+02             3.282312E+02             3.281459E+02             3.281598E+02
                  20.8800             3.277335E+02             3.277398E+02             3.296283E+02             3.297014E+02             3.304782E+02             3.281963E+02             3.282118E+02             3.281297E+02             3.281436E+02
                  21.0600             3.277125E+02             3.277237E+02             3.296074E+02             3.296851E+02             3.304617E+02             3.281773E+02             3.281923E+02             3.281134E+02             3.281274E+02
                  21.2400             3.276915E+02             3.277075E+02             3.295864E+02             3.296688E+02             3.304450E+02             3.281583E+02             3.281728E+02             3.280971E+02             3.281111E+02
                  21.4200             3.276704E+02             3.276913E+02             3.295655E+02             3.296524E+02             3.304284E+02             3.281392E+02             3.281532E+02             3.280808E+02             3.280947E+02
                  21.6000             3.276493E+02             3.276751E+02             3.295445E+02             3.296360E+02             3.304116E+02             3.281200E+02             3.281336E+02             3.280644E+02             3.280783E+02
                  21.7800             3.276282E+02             3.276588E+02             3.295236E+02             3.296196E+02             3.303949E+02             3.281009E+02             3.281139E+02             3.280479E+02             3.280619E+02
                  21.9600             3.276071E+02             3.276425E+02             3.295026E+02             3.296031E+02             3.303781E+02             3.280817E+02             3.280942E+02             3.280315E+02             3.280455E+02
                  22.1400             3.275861E+02             3.276261E+02             3.294817E+02             3.295866E+02             3.303613E+02             3.280624E+02             3.280746E+02             3.280150E+02             3.280290E+02
                  22.3200             3.275651E+02             3.276098E+02             3.294609E+02             3.295702E+02             3.303445E+02             3.280432E+02             3.280549E+02             3.279985E+02             3.280126E+02
                  22.5000             3.275441E+02             3.275935E+02             3.294400E+02             3.295537E+02             3.303277E+02             3.280240E+02             3.280352E+02             3.279820E+02             3.279961E+02
                  22.6800             3.275231E+02             3.275771E+02             3.294193E+02             3.295372E+02             3.303109E+02             3.280048E+02             3.280156E+02             3.279655E+02             3.279796E+02
                  22.8600             3.275022E+02             3.275608E+02             3.293986E+02             3.295207E+02             3.302941E+02             3.279856E+02             3.279960E+02             3.279490E+02             3.279632E+02
                  23.0400             3.274814E+02             3.275445E+02             3.293779E+02             3.295042E+02             3.302773E+02             3.279665E+02             3.279764E+02             3.279326E+02             3.279468E+02
                  23.2200             3.274606E+02             3.275282E+02             3.293574E+02             3.294878E+02             3.302605E+02             3.279474E+02             3.279569E+02             3.279161E+02             3.279303E+02
                  23.4000             3.274399E+02             3.275120E+02             3.293369E+02             3.294714E+02             3.302438E+02             3.279283E+02             3.279374E+02             3.278997E+02             3.279140E+02
                  23.5800             3.274193E+02             3.274958E+02             3.293166E+02             3.294550E+02             3.302271E+02             3.279093E+02             3.279180E+02             3.278834E+02             3.278976E+02
                  23.7600             3.234796E+02             3.235357E+02             3.255837E+02             3.256997E+02             3.264154E+02             3.240122E+02             3.235845E+02             3.239830E+02             3.235541E+02
                  23.9400             3.234205E+02             3.234807E+02             3.255269E+02             3.256467E+02             3.263615E+02             3.239551E+02             3.235226E+02             3.239285E+02             3.234951E+02
                  24.1200             3.233647E+02             3.234291E+02             3.254734E+02             3.255968E+02             3.263108E+02             3.239013E+02             3.234642E+02             3.238773E+02             3.234396E+02
                  24.3000             3.233119E+02             3.233803E+02             3.254226E+02             3.255497E+02             3.262629E+02             3.238503E+02             3.234090E+02             3.238289E+02             3.233873E+02
                  24.4800             3.232617E+02             3.233341E+02             3.253743E+02             3.255051E+02             3.262175E+02             3.238019E+02             3.233568E+02             3.237831E+02             3.233378E+02
                  24.6600             3.232139E+02             3.232904E+02             3.253284E+02             3.254627E+02             3.261743E+02             3.237559E+02             3.233071E+02             3.237396E+02             3.232910E+02
                  24.8400             3.231684E+02             3.232487E+02             3.252846E+02             3.254223E+02             3.261333E+02             3.237121E+02             3.232598E+02             3.236983E+02             3.232464E+02
                  25.0200             3.231248E+02             3.232091E+02             3.252426E+02             3.253839E+02             3.260941E+02             3.236702E+02             3.232147E+02             3.236589E+02             3.232041E+02
                  25.2000             3.230831E+02             3.231712E+02             3.252025E+02             3.253471E+02             3.260567E+02             3.236301E+02             3.231716E+02             3.236212E+02             3.231637E+02
                  25.3800             3.230432E+02             3.231350E+02             3.251640E+02             3.253120E+02             3.260209E+02             3.235917E+02             3.231304E+02             3.235852E+02             3.231251E+02
                  25.5600             3.230048E+02             3.231004E+02             3.251270E+02             3.252783E+02             3.259866E+02             3.235549E+02             3.230909E+02             3.235508E+02             3.230883E+02
                  25.7400             3.229680E+02             3.230672E+02             3.250915E+02             3.252460E+02             3.259537E+02             3.235195E+02             3.230530E+02             3.235178E+02             3.230530E+02
                  25.9200             3.229325E+02             3.230353E+02             3.250573E+02             3.252149E+02             3.259221E+02             3.234855E+02             3.230166E+02             3.234861E+02             3.230191E+02
                  26.1000             3.228984E+02             3.230047E+02             3.250244E+02             3.251851E+02             3.258917E+02             3.234527E+02             3.229816E+02             3.234556E+02             3.229867E+02
                  26.2800             3.228655E+02             3.229753E+02             3.249926E+02             3.251564E+02             3.258624E+02             3.234211E+02             3.229480E+02             3.234263E+02             3.229555E+02
                  26.4600             3.228338E+02             3.229470E+02             3.249620E+02             3.251287E+02             3.258342E+02             3.233907E+02             3.229156E+02             3.233981E+02             3.229255E+02
                  26.6400             3.228031E+02             3.229197E+02             3.249324E+02             3.251020E+02             3.258070E+02             3.233613E+02             3.228843E+02             3.233709E+02             3.228966E+02
                  26.8200             3.227736E+02             3.228934E+02             3.249038E+02             3.250763E+02             3.257808E+02             3.233330E+02             3.228542E+02             3.233447E+02             3.228689E+02
                  27.0000             3.227450E+02             3.228681E+02             3.248762E+02             3.250515E+02             3.257555E+02             3.233055E+02             3.228251E+02             3.233194E+02             3.228421E+02
                  27.1800             3.227174E+02             3.228436E+02             3.248495E+02             3.250275E+02             3.257310E+02             3.232790E+02             3.227970E+02             3.232949E+02             3.228163E+02
                  27.3600             3.226906E+02             3.228199E+02             3.248236E+02             3.250043E+02             3.257073E+02             3.232534E+02             3.227699E+02             3.232713E+02             3.227914E+02
                  27.5400             3.226648E+02             3.227971E+02             3.247986E+02             3.249818E+02             3.256845E+02             3.232286E+02             3.227437E+02             3.232485E+02             3.227673E+02
                  27.7200             3.226397E+02             3.227750E+02             3.247743E+02             3.249601E+02             3.256623E+02             3.232045E+02             3.227183E+02             3.232265E+02             3.227441E+02
                  27.9000             3.226154E+02             3.227536E+02             3.247508E+02             3.249391E+02             3.256409E+02             3.231812E+02             3.226938E+02             3.232051E+02             3.227217E+02
                  28.0800             3.225919E+02             3.227330E+02             3.247280E+02             3.249187E+02             3.256201E+02             3.231587E+02             3.226700E+02             3.231844E+02             3.227000E+02
