                             Degree                         Volume[m3]                    I.Pressure[kPa]                   I.Temperature[K]                         I.Mass[kg]
                             0.0000                       5.000000E-08                       1.009454E+02                       3.036782E+02                       5.791726E-08
                             0.1800                       5.005066E-08                       1.009454E+02                       3.036782E+02                       5.797594E-08
                             0.3600                       5.009648E-08                       1.009454E+02                       3.036782E+02                       5.802901E-08
                             0.5400                       5.013763E-08                       1.009454E+02                       3.036782E+02                       5.807668E-08
                             0.7200                       5.017429E-08                       1.009454E+02                       3.036782E+02                       5.811915E-08
                             0.9000                       5.020665E-08                       1.009454E+02                       3.036782E+02                       5.815664E-08
                             1.0800                       5.023489E-08                       1.009454E+02                       3.036782E+02                       5.818934E-08
                             1.2600                       5.025918E-08                       1.009454E+02                       3.036782E+02                       5.821748E-08
                             1.4400                       5.027970E-08                       1.009454E+02                       3.036782E+02                       5.824125E-08
                             1.6200                       5.029663E-08                       1.009454E+02                       3.036782E+02                       5.826086E-08
                             1.8000                       5.031015E-08                       1.009454E+02                       3.036782E+02                       5.827652E-08
                             1.9800                       5.032045E-08                       1.009454E+02                       3.036782E+02                       5.828845E-08
                             2.1600                       5.032769E-08                       1.009454E+02                       3.036782E+02                       5.829684E-08
                             2.3400                       5.033207E-08                       1.009454E+02                       3.036782E+02                       5.830191E-08
                             2.5200                       5.033375E-08                       1.009454E+02                       3.036782E+02                       5.830386E-08
                             2.7000                       5.033292E-08                       1.009454E+02                       3.036782E+02                       5.830290E-08
                             2.8800                       5.032977E-08                       1.009454E+02                       3.036782E+02                       5.829925E-08
                             3.0600                       5.032446E-08                       1.009454E+02                       3.036782E+02                       5.829310E-08
                             3.2400                       5.031718E-08                       1.009454E+02                       3.036782E+02                       5.828467E-08
                             3.4200                       5.030811E-08                       1.009454E+02                       3.036782E+02                       5.827416E-08
                             3.6000                       5.029743E-08                       1.009454E+02                       3.036782E+02                       5.826179E-08
                             3.7800                       5.028532E-08                       1.009454E+02                       3.036782E+02                       5.824776E-08
