                             Degree                     Suc.Volume[m3]                    Comp.Volume[m3]               I.Suct.Press._1[kPa]                    I.Suct.Temp.[K]                 I.Disc.Press.[kPa]                    I.Disc.Temp.[K]
                             0.0000                       5.000000E-08                       3.284777E-05                       1.009454E+02                       3.036782E+02                       1.002131E+02                       3.030468E+02
                             0.1800                       5.005066E-08                       3.284772E-05                       1.009454E+02                       3.036782E+02                       1.002133E+02                       3.030470E+02
                             0.3600                       5.009648E-08                       3.284766E-05                       1.009454E+02                       3.036782E+02                       1.002136E+02                       3.030472E+02
                             0.5400                       5.013763E-08                       3.284759E-05                       1.009454E+02                       3.036782E+02                       1.002138E+02                       3.030475E+02
                             0.7200                       5.017429E-08                       3.284752E-05                       1.009454E+02                       3.036782E+02                       1.002141E+02                       3.030478E+02
                             0.9000                       5.020665E-08                       3.284744E-05                       1.009454E+02                       3.036782E+02                       1.002145E+02                       3.030480E+02
                             1.0800                       5.023489E-08                       3.284736E-05                       1.009454E+02                       3.036782E+02                       1.002148E+02                       3.030483E+02
                             1.2600                       5.025918E-08                       3.284727E-05                       1.009454E+02                       3.036782E+02                       1.002152E+02                       3.030487E+02
                             1.4400                       5.027970E-08                       3.284717E-05                       1.009454E+02                       3.036782E+02                       1.002156E+02                       3.030490E+02
                             1.6200                       5.029663E-08                       3.284707E-05                       1.009454E+02                       3.036782E+02                       1.002161E+02                       3.030494E+02
                             1.8000                       5.031015E-08                       3.284696E-05                       1.009454E+02                       3.036782E+02                       1.002165E+02                       3.030498E+02
                             1.9800                       5.032045E-08                       3.284685E-05                       1.009454E+02                       3.036782E+02                       1.002170E+02                       3.030502E+02
                             2.1600                       5.032769E-08                       3.284672E-05                       1.009454E+02                       3.036782E+02                       1.002175E+02                       3.030507E+02
                             2.3400                       5.033207E-08                       3.284659E-05                       1.009454E+02                       3.036782E+02                       1.002181E+02                       3.030512E+02
                             2.5200                       5.033375E-08                       3.284646E-05                       1.009454E+02                       3.036782E+02                       1.002187E+02                       3.030517E+02
                             2.7000                       5.033292E-08                       3.284631E-05                       1.009454E+02                       3.036782E+02                       1.002193E+02                       3.030522E+02
                             2.8800                       5.032977E-08                       3.284616E-05                       1.009454E+02                       3.036782E+02                       1.002200E+02                       3.030528E+02
                             3.0600                       5.032446E-08                       3.284600E-05                       1.009454E+02                       3.036782E+02                       1.002206E+02                       3.030534E+02
                             3.2400                       5.031718E-08                       3.284583E-05                       1.009454E+02                       3.036782E+02                       1.002214E+02                       3.030540E+02
                             3.4200                       5.030811E-08                       3.284565E-05                       1.009454E+02                       3.036782E+02                       1.002221E+02                       3.030546E+02
                             3.6000                       5.029743E-08                       3.284547E-05                       1.009454E+02                       3.036782E+02                       1.002229E+02                       3.030553E+02
                             3.7800                       5.028532E-08                       3.284528E-05                       1.009454E+02                       3.036782E+02                       1.002237E+02                       3.030560E+02
