                   Degree              F_vhoc_n[N]              F_vhoc_t[N]                 F_1_n[N]                 F_2_n[N]                  F_cx[N]                  F_cy[N]           F_resultant[N]
                   0.0000            -1.194079E+00            -4.862171E+01             3.688765E+00             5.149372E+00             1.460607E+00             1.997853E+01             2.003185E+01
                   0.1800            -3.471061E+00            -5.239537E+01             2.343616E+00             3.657640E+00             1.321368E+00             2.187984E+01             2.191970E+01
                   0.3600            -3.759040E+00            -5.240237E+01             2.103137E+00             3.627039E+00             1.538467E+00             2.195560E+01             2.200944E+01
                   0.5400            -4.036962E+00            -5.239642E+01             1.868676E+00             3.605042E+00             1.758018E+00             2.202549E+01             2.209554E+01
                   0.7200            -4.311110E+00            -5.238987E+01             1.636859E+00             3.586828E+00             1.978570E+00             2.209532E+01             2.218373E+01
                   0.9000            -4.583130E+00            -5.238601E+01             1.406825E+00             3.571093E+00             2.199681E+00             2.216657E+01             2.227545E+01
                   1.0800            -4.853467E+00            -5.238566E+01             1.178335E+00             3.557495E+00             2.421244E+00             2.223954E+01             2.237095E+01
                   1.2600            -5.122279E+00            -5.238901E+01             9.512867E-01             3.545940E+00             2.643271E+00             2.231416E+01             2.247018E+01
                   1.4400            -5.389566E+00            -5.239606E+01             7.256936E-01             3.536404E+00             2.865722E+00             2.239032E+01             2.257297E+01
                   1.6200            -5.655338E+00            -5.240678E+01             5.015480E-01             3.528878E+00             3.088597E+00             2.246784E+01             2.267914E+01
                   1.8000            -5.919584E+00            -5.242112E+01             2.788609E-01             3.523357E+00             3.311882E+00             2.254657E+01             2.278851E+01
                   1.9800            -6.182327E+00            -5.243903E+01             5.760872E-02             3.519835E+00             3.535599E+00             2.262633E+01             2.290090E+01
                   2.1600            -6.443554E+00            -5.246044E+01            -1.621938E-01             3.518300E+00             3.759722E+00             2.270696E+01             2.301611E+01
                   2.3400            -6.703289E+00            -5.248528E+01            -3.805712E-01             3.518727E+00             3.984258E+00             2.278827E+01             2.313395E+01
                   2.5200            -6.961570E+00            -5.251342E+01            -5.975563E-01             3.521056E+00             4.209181E+00             2.287011E+01             2.325423E+01
                   2.7000            -7.218580E+00            -5.254448E+01            -8.133141E-01             3.525044E+00             4.434418E+00             2.295230E+01             2.337675E+01
                   2.8800            -7.475172E+00            -5.257699E+01            -1.028607E+00             3.529607E+00             4.659641E+00             2.303467E+01             2.350124E+01
                   3.0600            -7.731907E+00            -5.260991E+01            -1.243942E+00             3.534008E+00             4.884612E+00             2.311717E+01             2.362759E+01
                   3.2400            -7.988789E+00            -5.264319E+01            -1.459327E+00             3.538236E+00             5.109328E+00             2.319977E+01             2.375573E+01
                   3.4200            -8.245799E+00            -5.267679E+01            -1.674753E+00             3.542300E+00             5.333787E+00             2.328247E+01             2.388562E+01
                   3.6000            -8.502914E+00            -5.271068E+01            -1.890206E+00             3.546211E+00             5.557986E+00             2.336527E+01             2.401723E+01
                   3.7800            -8.760115E+00            -5.274484E+01            -2.105675E+00             3.549978E+00             5.781922E+00             2.344815E+01             2.415049E+01
                   3.9600            -9.017385E+00            -5.277924E+01            -2.321152E+00             3.553613E+00             6.005598E+00             2.353109E+01             2.428538E+01
                   4.1400            -9.274700E+00            -5.281384E+01            -2.536622E+00             3.557124E+00             6.229007E+00             2.361408E+01             2.442182E+01
                   4.3200            -9.532043E+00            -5.284861E+01            -2.752076E+00             3.560523E+00             6.452151E+00             2.369711E+01             2.455979E+01
                   4.5000            -9.789391E+00            -5.288353E+01            -2.967500E+00             3.563820E+00             6.675026E+00             2.378014E+01             2.469921E+01
                   4.6800            -1.004673E+01            -5.291856E+01            -3.182887E+00             3.567024E+00             6.897634E+00             2.386317E+01             2.484005E+01
                   4.8600            -1.030403E+01            -5.295367E+01            -3.398223E+00             3.570148E+00             7.119971E+00             2.394616E+01             2.498225E+01
                   5.0400            -1.056127E+01            -5.298884E+01            -3.613497E+00             3.573201E+00             7.342038E+00             2.402910E+01             2.512575E+01
                   5.2200            -1.081844E+01            -5.302402E+01            -3.828698E+00             3.576194E+00             7.563831E+00             2.411195E+01             2.527049E+01
                   5.4000            -1.107551E+01            -5.305920E+01            -4.043815E+00             3.579137E+00             7.785353E+00             2.419470E+01             2.541643E+01
                   5.5800            -1.133246E+01            -5.309434E+01            -4.258834E+00             3.582042E+00             8.006600E+00             2.427729E+01             2.556350E+01
                   5.7600            -1.158928E+01            -5.312940E+01            -4.473747E+00             3.584919E+00             8.227574E+00             2.435972E+01             2.571165E+01
                   5.9400            -1.184593E+01            -5.316436E+01            -4.688540E+00             3.587780E+00             8.448273E+00             2.444193E+01             2.586081E+01
                   6.1200            -1.210240E+01            -5.319918E+01            -4.903202E+00             3.590635E+00             8.668697E+00             2.452390E+01             2.601092E+01
                   6.3000            -1.235866E+01            -5.323384E+01            -5.117721E+00             3.593496E+00             8.888848E+00             2.460558E+01             2.616193E+01
                   6.4800            -1.261469E+01            -5.326830E+01            -5.332085E+00             3.596374E+00             9.108724E+00             2.468695E+01             2.631376E+01
                   6.6600            -1.287048E+01            -5.330252E+01            -5.546283E+00             3.599280E+00             9.328327E+00             2.476794E+01             2.646637E+01
                   6.8400            -1.312600E+01            -5.333648E+01            -5.760302E+00             3.602226E+00             9.547657E+00             2.484853E+01             2.661968E+01
                   7.0200            -1.338122E+01            -5.337015E+01            -5.974132E+00             3.605222E+00             9.766715E+00             2.492866E+01             2.677362E+01
                   7.2000            -1.363612E+01            -5.340349E+01            -6.187758E+00             3.608282E+00             9.985503E+00             2.500830E+01             2.692815E+01
                   7.3800            -1.389068E+01            -5.343647E+01            -6.401170E+00             3.611415E+00             1.020402E+01             2.508738E+01             2.708318E+01
                   7.5600            -1.414489E+01            -5.346906E+01            -6.614357E+00             3.614634E+00             1.042228E+01             2.516586E+01             2.723866E+01
                   7.7400            -1.439870E+01            -5.350123E+01            -6.827305E+00             3.617950E+00             1.064026E+01             2.524369E+01             2.739451E+01
