                   Degree                 Q1[m3/s]                 Q2[m3/s]                Q3c[m3/s]                Q3s[m3/s]                 Q4[m3/s]                Q5a[m3/s]                Q5b[m3/s]                Q6c[m3/s]                Q6s[m3/s]                 Q7[m3/s]                 Q8[m3/s]                Q9a[m3/s]                Q9b[m3/s]
                   0.0000             7.044771E-07             2.945082E-08             7.045483E-07             1.143216E-15             2.352964E-08             1.401015E-07             8.387287E-07            -7.125370E-11            -1.121090E-19             6.750262E-07            -5.535175E-08            -1.212625E-07             4.984120E-07
                   0.1800             7.046264E-07             2.953904E-08             7.043678E-07             3.297966E-10             2.351736E-08             1.400527E-07             8.387287E-07            -7.116241E-11            -4.303547E-14             6.750874E-07            -5.536433E-08            -1.213111E-07             4.984120E-07
                   0.3600             7.047707E-07             2.962436E-08             7.041844E-07             6.573919E-10             2.350907E-08             1.400021E-07             8.387287E-07            -7.106993E-11            -8.615563E-14             6.751463E-07            -5.538312E-08            -1.213512E-07             4.984120E-07
                   0.5400             7.049029E-07             2.970259E-08             7.039902E-07             9.838535E-10             2.350145E-08             1.399558E-07             8.387287E-07            -7.098155E-11            -1.293031E-13             6.752003E-07            -5.540031E-08            -1.213880E-07             4.984120E-07
                   0.7200             7.050233E-07             2.977379E-08             7.037850E-07             1.309365E-09             2.349450E-08             1.399136E-07             8.387287E-07            -7.089721E-11            -1.724725E-13             6.752495E-07            -5.541594E-08            -1.214216E-07             4.984120E-07
                   0.9000             7.051319E-07             2.983801E-08             7.035689E-07             1.634033E-09             2.348821E-08             1.398756E-07             8.387287E-07            -7.081691E-11            -2.156631E-13             6.752938E-07            -5.542999E-08            -1.214519E-07             4.984120E-07
                   1.0800             7.052287E-07             2.989528E-08             7.033417E-07             1.957990E-09             2.348257E-08             1.398417E-07             8.387287E-07            -7.074063E-11            -2.588724E-13             6.753334E-07            -5.544246E-08            -1.214790E-07             4.984120E-07
                   1.2600             7.053138E-07             2.994563E-08             7.031034E-07             2.281387E-09             2.347756E-08             1.398120E-07             8.387287E-07            -7.066837E-11            -3.020970E-13             6.753682E-07            -5.545333E-08            -1.215029E-07             4.984120E-07
                   1.4400             7.053873E-07             2.998909E-08             7.028539E-07             2.604384E-09             2.347316E-08             1.397864E-07             8.387287E-07            -7.060012E-11            -3.453328E-13             6.753982E-07            -5.546258E-08            -1.215236E-07             4.984120E-07
                   1.6200             7.054492E-07             3.002572E-08             7.025930E-07             2.927143E-09             2.346938E-08             1.397649E-07             8.387287E-07            -7.053585E-11            -3.885758E-13             6.754235E-07            -5.547023E-08            -1.215413E-07             4.984120E-07
                   1.8000             7.054997E-07             3.005557E-08             7.023208E-07             3.249828E-09             2.346621E-08             1.397474E-07             8.387287E-07            -7.047554E-11            -4.318213E-13             6.754441E-07            -5.547630E-08            -1.215559E-07             4.984120E-07
                   1.9800             7.055389E-07             3.007874E-08             7.020372E-07             3.572602E-09             2.346366E-08             1.397339E-07             8.387287E-07            -7.041911E-11            -4.750647E-13             6.754602E-07            -5.548086E-08            -1.215673E-07             4.984120E-07
                   2.1600             7.055670E-07             3.009535E-08             7.017423E-07             3.895626E-09             2.346176E-08             1.397244E-07             8.387287E-07            -7.036648E-11            -5.183011E-13             6.754717E-07            -5.548399E-08            -1.215757E-07             4.984120E-07
                   2.3400             7.055843E-07             3.010556E-08             7.014361E-07             4.219058E-09             2.346053E-08             1.397185E-07             8.387287E-07            -7.031752E-11            -5.615258E-13             6.754787E-07            -5.548580E-08            -1.215810E-07             4.984120E-07
                   2.5200             7.055912E-07             3.010964E-08             7.011190E-07             4.543036E-09             2.345997E-08             1.397163E-07             8.387287E-07            -7.027207E-11            -6.047341E-13             6.754816E-07            -5.548639E-08            -1.215832E-07             4.984120E-07
                   2.7000             7.055891E-07             3.010837E-08             7.007923E-07             4.867617E-09             2.346002E-08             1.397171E-07             8.387287E-07            -7.022967E-11            -6.479244E-13             6.754807E-07            -5.548598E-08            -1.215827E-07             4.984120E-07
                   2.8800             7.055833E-07             3.010495E-08             7.004617E-07             5.192448E-09             2.346037E-08             1.397191E-07             8.387287E-07            -7.018846E-11            -6.911081E-13             6.754783E-07            -5.548525E-08            -1.215811E-07             4.984120E-07
                   3.0600             7.055775E-07             3.010154E-08             7.001312E-07             5.517221E-09             2.346077E-08             1.397211E-07             8.387287E-07            -7.014719E-11            -7.342951E-13             6.754760E-07            -5.548464E-08            -1.215793E-07             4.984120E-07
                   3.2400             7.055718E-07             3.009818E-08             6.998008E-07             5.841917E-09             2.346122E-08             1.397229E-07             8.387287E-07            -7.010585E-11            -7.774865E-13             6.754736E-07            -5.548412E-08            -1.215775E-07             4.984120E-07
                   3.4200             7.055662E-07             3.009484E-08             6.994705E-07             6.166527E-09             2.346168E-08             1.397248E-07             8.387287E-07            -7.006449E-11            -8.206829E-13             6.754713E-07            -5.548364E-08            -1.215757E-07             4.984120E-07
                   3.6000             7.055605E-07             3.009149E-08             6.991403E-07             6.491047E-09             2.346215E-08             1.397266E-07             8.387287E-07            -7.002312E-11            -8.638849E-13             6.754690E-07            -5.548316E-08            -1.215739E-07             4.984120E-07
