                   Degree               T_ocsc2[K]               T_ocsc3[K]               T_ocdc2[K]               T_ocdc3[K]               T_rosc2[K]               T_rosc3[K]               T_rodc2[K]               T_rodc3[K]             T_roller2[K]             T_roller3[K]
                   0.0000             3.466901E+02             3.465549E+02             3.466901E+02             3.465549E+02             3.495798E+02             3.488807E+02             3.495798E+02             3.488807E+02             3.503475E+02             3.495520E+02
                   0.1800             3.534472E+02             3.535371E+02             3.535529E+02             3.536412E+02             3.558274E+02             3.554430E+02             3.559330E+02             3.555476E+02             3.568395E+02             3.563452E+02
                   0.3600             3.532566E+02             3.533520E+02             3.534314E+02             3.535198E+02             3.556361E+02             3.552539E+02             3.558104E+02             3.554253E+02             3.567171E+02             3.562230E+02
                   0.5400             3.465377E+02             3.464306E+02             3.467494E+02             3.466294E+02             3.493901E+02             3.487183E+02             3.496035E+02             3.489258E+02             3.503804E+02             3.496055E+02
                   0.7200             3.461066E+02             3.459968E+02             3.463641E+02             3.462353E+02             3.489774E+02             3.482961E+02             3.492376E+02             3.485477E+02             3.500090E+02             3.492223E+02
                   0.9000             3.458565E+02             3.457493E+02             3.461559E+02             3.460237E+02             3.487330E+02             3.480499E+02             3.490364E+02             3.483420E+02             3.498056E+02             3.490146E+02
                   1.0800             3.456929E+02             3.455906E+02             3.460312E+02             3.458982E+02             3.485692E+02             3.478880E+02             3.489132E+02             3.482177E+02             3.496817E+02             3.488896E+02
                   1.2600             3.455766E+02             3.454799E+02             3.459511E+02             3.458184E+02             3.484496E+02             3.477720E+02             3.488318E+02             3.481368E+02             3.496003E+02             3.488088E+02
                   1.4400             3.454879E+02             3.453971E+02             3.458964E+02             3.457647E+02             3.483560E+02             3.476828E+02             3.487743E+02             3.480809E+02             3.495432E+02             3.487531E+02
                   1.6200             3.454161E+02             3.453313E+02             3.458567E+02             3.457263E+02             3.482786E+02             3.476102E+02             3.487312E+02             3.480397E+02             3.495006E+02             3.487124E+02
                   1.8000             3.453551E+02             3.452760E+02             3.458260E+02             3.456970E+02             3.482115E+02             3.475481E+02             3.486968E+02             3.480073E+02             3.494667E+02             3.486806E+02
                   1.9800             3.453010E+02             3.452272E+02             3.458006E+02             3.456730E+02             3.481513E+02             3.474928E+02             3.486677E+02             3.479803E+02             3.494382E+02             3.486540E+02
                   2.1600             3.452514E+02             3.451826E+02             3.457782E+02             3.456520E+02             3.480957E+02             3.474419E+02             3.486419E+02             3.479565E+02             3.494128E+02             3.486306E+02
                   2.3400             3.452046E+02             3.451405E+02             3.457575E+02             3.456325E+02             3.480433E+02             3.473939E+02             3.486179E+02             3.479343E+02             3.493892E+02             3.486087E+02
                   2.5200             3.451597E+02             3.450998E+02             3.457375E+02             3.456135E+02             3.479930E+02             3.473478E+02             3.485948E+02             3.479129E+02             3.493664E+02             3.485876E+02
                   2.7000             3.451158E+02             3.450598E+02             3.457174E+02             3.455944E+02             3.479442E+02             3.473029E+02             3.485722E+02             3.478917E+02             3.493439E+02             3.485665E+02
                   2.8800             3.450724E+02             3.450199E+02             3.456969E+02             3.455747E+02             3.478964E+02             3.472586E+02             3.485495E+02             3.478702E+02             3.493212E+02             3.485450E+02
                   3.0600             3.450291E+02             3.449797E+02             3.456757E+02             3.455541E+02             3.478492E+02             3.472145E+02             3.485264E+02             3.478481E+02             3.492981E+02             3.485228E+02
                   3.2400             3.449857E+02             3.449391E+02             3.456536E+02             3.455324E+02             3.478023E+02             3.471705E+02             3.485029E+02             3.478252E+02             3.492743E+02             3.484997E+02
                   3.4200             3.449420E+02             3.448978E+02             3.456305E+02             3.455095E+02             3.477556E+02             3.471264E+02             3.484787E+02             3.478015E+02             3.492498E+02             3.484757E+02
                   3.6000             3.448979E+02             3.448558E+02             3.456063E+02             3.454854E+02             3.477091E+02             3.470820E+02             3.484539E+02             3.477769E+02             3.492245E+02             3.484506E+02
                   3.7800             3.448534E+02             3.448131E+02             3.455812E+02             3.454601E+02             3.476626E+02             3.470375E+02             3.484285E+02             3.477515E+02             3.491985E+02             3.484247E+02
                   3.9600             3.448089E+02             3.447702E+02             3.455555E+02             3.454343E+02             3.476166E+02             3.469930E+02             3.484028E+02             3.477256E+02             3.491722E+02             3.483982E+02
                   4.1400             3.447650E+02             3.447278E+02             3.455299E+02             3.454084E+02             3.475713E+02             3.469493E+02             3.483772E+02             3.476998E+02             3.491459E+02             3.483717E+02
                   4.3200             3.447218E+02             3.446859E+02             3.455045E+02             3.453827E+02             3.475268E+02             3.469062E+02             3.483518E+02             3.476742E+02             3.491197E+02             3.483454E+02
                   4.5000             3.446792E+02             3.446446E+02             3.454792E+02             3.453573E+02             3.474831E+02             3.468639E+02             3.483266E+02             3.476488E+02             3.490938E+02             3.483193E+02
                   4.6800             3.446373E+02             3.446038E+02             3.454542E+02             3.453320E+02             3.474402E+02             3.468223E+02             3.483016E+02             3.476236E+02             3.490681E+02             3.482934E+02
                   4.8600             3.445960E+02             3.445636E+02             3.454294E+02             3.453069E+02             3.473979E+02             3.467813E+02             3.482768E+02             3.475986E+02             3.490425E+02             3.482677E+02
                   5.0400             3.445552E+02             3.445238E+02             3.454047E+02             3.452821E+02             3.473564E+02             3.467409E+02             3.482522E+02             3.475737E+02             3.490171E+02             3.482422E+02
                   5.2200             3.445150E+02             3.444845E+02             3.453802E+02             3.452573E+02             3.473155E+02             3.467011E+02             3.482277E+02             3.475491E+02             3.489919E+02             3.482168E+02
                   5.4000             3.444753E+02             3.444456E+02             3.453559E+02             3.452328E+02             3.472753E+02             3.466619E+02             3.482035E+02             3.475246E+02             3.489668E+02             3.481916E+02
                   5.5800             3.444360E+02             3.444072E+02             3.453318E+02             3.452085E+02             3.472356E+02             3.466232E+02             3.481794E+02             3.475003E+02             3.489419E+02             3.481665E+02
                   5.7600             3.443972E+02             3.443692E+02             3.453078E+02             3.451843E+02             3.471965E+02             3.465851E+02             3.481554E+02             3.474761E+02             3.489172E+02             3.481416E+02
                   5.9400             3.443589E+02             3.443315E+02             3.452840E+02             3.451602E+02             3.471580E+02             3.465474E+02             3.481316E+02             3.474521E+02             3.488926E+02             3.481169E+02
                   6.1200             3.443210E+02             3.442943E+02             3.452604E+02             3.451364E+02             3.471200E+02             3.465102E+02             3.481080E+02             3.474283E+02             3.488681E+02             3.480923E+02
                   6.3000             3.442835E+02             3.442574E+02             3.452369E+02             3.451126E+02             3.470825E+02             3.464735E+02             3.480845E+02             3.474046E+02             3.488438E+02             3.480678E+02
                   6.4800             3.442464E+02             3.442208E+02             3.452135E+02             3.450891E+02             3.470455E+02             3.464372E+02             3.480612E+02             3.473811E+02             3.488196E+02             3.480435E+02
                   6.6600             3.442097E+02             3.441846E+02             3.451903E+02             3.450656E+02             3.470090E+02             3.464014E+02             3.480380E+02             3.473577E+02             3.487956E+02             3.480193E+02
                   6.8400             3.441733E+02             3.441488E+02             3.451672E+02             3.450424E+02             3.469729E+02             3.463659E+02             3.480149E+02             3.473344E+02             3.487717E+02             3.479952E+02
                   7.0200             3.441373E+02             3.441132E+02             3.451443E+02             3.450192E+02             3.469372E+02             3.463309E+02             3.479920E+02             3.473113E+02             3.487479E+02             3.479713E+02
                   7.2000             3.441016E+02             3.440779E+02             3.451215E+02             3.449962E+02             3.469020E+02             3.462962E+02             3.479692E+02             3.472883E+02             3.487242E+02             3.479475E+02
                   7.3800             3.440662E+02             3.440430E+02             3.450989E+02             3.449734E+02             3.468671E+02             3.462619E+02             3.479465E+02             3.472655E+02             3.487007E+02             3.479239E+02
                   7.5600             3.440311E+02             3.440083E+02             3.450764E+02             3.449507E+02             3.468327E+02             3.462279E+02             3.479239E+02             3.472427E+02             3.486772E+02             3.479003E+02
                   7.7400             3.439964E+02             3.439739E+02             3.450540E+02             3.449281E+02             3.467986E+02             3.461943E+02             3.479015E+02             3.472201E+02             3.486539E+02             3.478769E+02
                   7.9200             3.439619E+02             3.439397E+02             3.450317E+02             3.449056E+02             3.467649E+02             3.461610E+02             3.478792E+02             3.471977E+02             3.486307E+02             3.478536E+02
                   8.1000             3.439277E+02             3.439058E+02             3.450096E+02             3.448833E+02             3.467315E+02             3.461280E+02             3.478570E+02             3.471753E+02             3.486076E+02             3.478304E+02
                   8.2800             3.438937E+02             3.438722E+02             3.449875E+02             3.448610E+02             3.466985E+02             3.460953E+02             3.478350E+02             3.471531E+02             3.485847E+02             3.478073E+02
                   8.4600             3.438601E+02             3.438388E+02             3.449656E+02             3.448389E+02             3.466657E+02             3.460630E+02             3.478130E+02             3.471309E+02             3.485618E+02             3.477843E+02
                   8.6400             3.438266E+02             3.438056E+02             3.449439E+02             3.448170E+02             3.466333E+02             3.460309E+02             3.477911E+02             3.471089E+02             3.485390E+02             3.477614E+02
                   8.8200             3.437934E+02             3.437727E+02             3.449222E+02             3.447951E+02             3.466012E+02             3.459990E+02             3.477694E+02             3.470870E+02             3.485163E+02             3.477386E+02
                   9.0000             3.437605E+02             3.437400E+02             3.449006E+02             3.447734E+02             3.465694E+02             3.459675E+02             3.477477E+02             3.470652E+02             3.484938E+02             3.477160E+02
                   9.1800             3.437277E+02             3.437074E+02             3.448792E+02             3.447517E+02             3.465378E+02             3.459362E+02             3.477262E+02             3.470435E+02             3.484713E+02             3.476934E+02
                   9.3600             3.436952E+02             3.436751E+02             3.448578E+02             3.447302E+02             3.465066E+02             3.459052E+02             3.477047E+02             3.470219E+02             3.484489E+02             3.476709E+02
                   9.5400             3.436629E+02             3.436430E+02             3.448366E+02             3.447088E+02             3.464756E+02             3.458743E+02             3.476834E+02             3.470004E+02             3.484266E+02             3.476485E+02
                   9.7200             3.436308E+02             3.436111E+02             3.448154E+02             3.446874E+02             3.464448E+02             3.458438E+02             3.476621E+02             3.469790E+02             3.484044E+02             3.476262E+02
                   9.9000             3.435989E+02             3.435794E+02             3.447944E+02             3.446662E+02             3.464143E+02             3.458134E+02             3.476409E+02             3.469577E+02             3.483823E+02             3.476040E+02
                  10.0800             3.435672E+02             3.435478E+02             3.447734E+02             3.446451E+02             3.463840E+02             3.457833E+02             3.476198E+02             3.469365E+02             3.483602E+02             3.475819E+02
                  10.2600             3.435356E+02             3.435165E+02             3.447526E+02             3.446241E+02             3.463539E+02             3.457533E+02             3.475988E+02             3.469154E+02             3.483383E+02             3.475599E+02
                  10.4400             3.435043E+02             3.434853E+02             3.447318E+02             3.446031E+02             3.463240E+02             3.457236E+02             3.475779E+02             3.468943E+02             3.483164E+02             3.475379E+02
                  10.6200             3.434730E+02             3.434542E+02             3.447111E+02             3.445823E+02             3.462944E+02             3.456941E+02             3.475571E+02             3.468733E+02             3.482946E+02             3.475160E+02
                  10.8000             3.434420E+02             3.434233E+02             3.446905E+02             3.445615E+02             3.462649E+02             3.456647E+02             3.475363E+02             3.468525E+02             3.482728E+02             3.474942E+02
                  10.9800             3.434111E+02             3.433926E+02             3.446700E+02             3.445408E+02             3.462356E+02             3.456355E+02             3.475156E+02             3.468316E+02             3.482512E+02             3.474725E+02
                  11.1600             3.433804E+02             3.433620E+02             3.446496E+02             3.445202E+02             3.462065E+02             3.456065E+02             3.474949E+02             3.468109E+02             3.482295E+02             3.474508E+02
                  11.3400             3.433498E+02             3.433315E+02             3.446292E+02             3.444997E+02             3.461776E+02             3.455776E+02             3.474744E+02             3.467902E+02             3.482080E+02             3.474292E+02
                  11.5200             3.433193E+02             3.433012E+02             3.446089E+02             3.444793E+02             3.461489E+02             3.455489E+02             3.474539E+02             3.467696E+02             3.481865E+02             3.474076E+02
                  11.7000             3.432889E+02             3.432709E+02             3.445887E+02             3.444589E+02             3.461203E+02             3.455204E+02             3.474334E+02             3.467491E+02             3.481651E+02             3.473861E+02
                  11.8800             3.432587E+02             3.432408E+02             3.445685E+02             3.444385E+02             3.460918E+02             3.454920E+02             3.474130E+02             3.467286E+02             3.481437E+02             3.473647E+02
                  12.0600             3.432286E+02             3.432109E+02             3.445484E+02             3.444183E+02             3.460635E+02             3.454637E+02             3.473927E+02             3.467081E+02             3.481223E+02             3.473433E+02
                  12.2400             3.431986E+02             3.431810E+02             3.445283E+02             3.443981E+02             3.460353E+02             3.454355E+02             3.473724E+02             3.466877E+02             3.481010E+02             3.473219E+02
                  12.4200             3.431687E+02             3.431512E+02             3.445083E+02             3.443779E+02             3.460073E+02             3.454075E+02             3.473521E+02             3.466674E+02             3.480797E+02             3.473006E+02
                  12.6000             3.431389E+02             3.431215E+02             3.444883E+02             3.443578E+02             3.459794E+02             3.453795E+02             3.473319E+02             3.466471E+02             3.480585E+02             3.472794E+02
                  12.7800             3.431092E+02             3.430919E+02             3.444684E+02             3.443378E+02             3.459516E+02             3.453517E+02             3.473117E+02             3.466268E+02             3.480373E+02             3.472581E+02
                  12.9600             3.430796E+02             3.430624E+02             3.444486E+02             3.443177E+02             3.459239E+02             3.453240E+02             3.472915E+02             3.466066E+02             3.480161E+02             3.472369E+02
                  13.1400             3.430500E+02             3.430330E+02             3.444287E+02             3.442978E+02             3.458963E+02             3.452964E+02             3.472714E+02             3.465864E+02             3.479950E+02             3.472158E+02
                  13.3200             3.430205E+02             3.430036E+02             3.444089E+02             3.442778E+02             3.458687E+02             3.452688E+02             3.472513E+02             3.465662E+02             3.479739E+02             3.471946E+02
                  13.5000             3.429911E+02             3.429743E+02             3.443891E+02             3.442579E+02             3.458413E+02             3.452414E+02             3.472312E+02             3.465461E+02             3.479528E+02             3.471735E+02
                  13.6800             3.429618E+02             3.429451E+02             3.443694E+02             3.442380E+02             3.458140E+02             3.452140E+02             3.472112E+02             3.465259E+02             3.479317E+02             3.471523E+02
                  13.8600             3.429325E+02             3.429159E+02             3.443496E+02             3.442181E+02             3.457867E+02             3.451867E+02             3.471911E+02             3.465058E+02             3.479106E+02             3.471312E+02
                  14.0400             3.429032E+02             3.428868E+02             3.443299E+02             3.441983E+02             3.457595E+02             3.451594E+02             3.471710E+02             3.464857E+02             3.478895E+02             3.471101E+02
                  14.2200             3.428741E+02             3.428577E+02             3.443102E+02             3.441784E+02             3.457324E+02             3.451322E+02             3.471510E+02             3.464656E+02             3.478684E+02             3.470890E+02
                  14.4000             3.428449E+02             3.428286E+02             3.442905E+02             3.441586E+02             3.457053E+02             3.451051E+02             3.471310E+02             3.464455E+02             3.478473E+02             3.470679E+02
                  14.5800             3.428158E+02             3.427996E+02             3.442707E+02             3.441387E+02             3.456783E+02             3.450780E+02             3.471109E+02             3.464254E+02             3.478262E+02             3.470467E+02
                  14.7600             3.427867E+02             3.427706E+02             3.442510E+02             3.441189E+02             3.456514E+02             3.450509E+02             3.470908E+02             3.464053E+02             3.478050E+02             3.470256E+02
                  14.9400             3.427576E+02             3.427417E+02             3.442313E+02             3.440990E+02             3.456244E+02             3.450239E+02             3.470708E+02             3.463851E+02             3.477839E+02             3.470044E+02
                  15.1200             3.427286E+02             3.427127E+02             3.442116E+02             3.440791E+02             3.455975E+02             3.449969E+02             3.470507E+02             3.463650E+02             3.477627E+02             3.469832E+02
                  15.3000             3.426995E+02             3.426838E+02             3.441918E+02             3.440593E+02             3.455707E+02             3.449699E+02             3.470305E+02             3.463448E+02             3.477415E+02             3.469620E+02
                  15.4800             3.426705E+02             3.426549E+02             3.441720E+02             3.440393E+02             3.455438E+02             3.449430E+02             3.470104E+02             3.463246E+02             3.477203E+02             3.469408E+02
                  15.6600             3.426415E+02             3.426260E+02             3.441522E+02             3.440194E+02             3.455170E+02             3.449160E+02             3.469902E+02             3.463044E+02             3.476991E+02             3.469195E+02
                  15.8400             3.426125E+02             3.425970E+02             3.441324E+02             3.439994E+02             3.454902E+02             3.448891E+02             3.469700E+02             3.462841E+02             3.476778E+02             3.468982E+02
                  16.0200             3.425835E+02             3.425681E+02             3.441125E+02             3.439794E+02             3.454634E+02             3.448622E+02             3.469498E+02             3.462638E+02             3.476564E+02             3.468768E+02
                  16.2000             3.425544E+02             3.425392E+02             3.440926E+02             3.439594E+02             3.454366E+02             3.448353E+02             3.469295E+02             3.462435E+02             3.476350E+02             3.468554E+02
                  16.3800             3.425254E+02             3.425102E+02             3.440726E+02             3.439393E+02             3.454099E+02             3.448083E+02             3.469092E+02             3.462231E+02             3.476136E+02             3.468340E+02
                  16.5600             3.424964E+02             3.424812E+02             3.440526E+02             3.439191E+02             3.453831E+02             3.447814E+02             3.468888E+02             3.462027E+02             3.475921E+02             3.468125E+02
                  16.7400             3.424673E+02             3.424522E+02             3.440326E+02             3.438989E+02             3.453563E+02             3.447545E+02             3.468683E+02             3.461822E+02             3.475705E+02             3.467909E+02
                  16.9200             3.424382E+02             3.424232E+02             3.440125E+02             3.438787E+02             3.453295E+02             3.447275E+02             3.468479E+02             3.461616E+02             3.475489E+02             3.467692E+02
                  17.1000             3.424091E+02             3.423942E+02             3.439923E+02             3.438584E+02             3.453027E+02             3.447005E+02             3.468273E+02             3.461410E+02             3.475273E+02             3.467475E+02
                  17.2800             3.423799E+02             3.423651E+02             3.439721E+02             3.438380E+02             3.452759E+02             3.446735E+02             3.468067E+02             3.461203E+02             3.475055E+02             3.467257E+02
                  17.4600             3.423507E+02             3.423360E+02             3.439518E+02             3.438175E+02             3.452490E+02             3.446465E+02             3.467860E+02             3.460996E+02             3.474837E+02             3.467039E+02
                  17.6400             3.423215E+02             3.423069E+02             3.439314E+02             3.437970E+02             3.452222E+02             3.446194E+02             3.467653E+02             3.460788E+02             3.474618E+02             3.466820E+02
