                   Degree                T_ecc[Nm]         T_inertia_ro[Nm]         T_inertia_vh[Nm]              T_com_C[Nm]      T_total_no_loss[Nm]               T_loss[Nm]             T_bear_s[Nm]         T_inst_total[Nm]
                   0.0000             6.933273E-02             7.479643E-04             2.250364E-06             3.430032E-05             7.845149E-04             4.788763E-01             5.221952E-02             4.796608E-01
                   0.1800             6.826599E-02            -2.292498E-03            -6.897320E-06             4.460009E-04            -1.853394E-03             4.773204E-01             5.210022E-02             4.754670E-01
                   0.3600             6.843133E-02            -4.528587E-03            -1.362489E-05             7.591425E-04            -3.783069E-03             4.771975E-01             5.209623E-02             4.734144E-01
                   0.5400             6.862179E-02            -6.764785E-03            -2.035270E-05             1.072232E-03            -5.712906E-03             4.771096E-01             5.209956E-02             4.713967E-01
                   0.7200             6.883604E-02            -9.000859E-03            -2.708002E-05             1.385362E-03            -7.642577E-03             4.770431E-01             5.209777E-02             4.694005E-01
                   0.9000             6.907303E-02            -1.123620E-02            -3.380500E-05             1.698586E-03            -9.571423E-03             4.770030E-01             5.209687E-02             4.674316E-01
                   1.0800             6.933188E-02            -1.347068E-02            -4.052716E-05             2.011941E-03            -1.149927E-02             4.769884E-01             5.209687E-02             4.654891E-01
                   1.2600             6.961190E-02            -1.570461E-02            -4.724743E-05             2.325451E-03            -1.342640E-02             4.769901E-01             5.208932E-02             4.635637E-01
                   1.4400             6.991233E-02            -1.793756E-02            -5.396448E-05             2.639140E-03            -1.535238E-02             4.770238E-01             5.209069E-02             4.616714E-01
                   1.6200             7.023250E-02            -2.016947E-02            -6.067809E-05             2.953029E-03            -1.727711E-02             4.770810E-01             5.209307E-02             4.598038E-01
                   1.8000             7.057172E-02            -2.240009E-02            -6.738749E-05             3.267140E-03            -1.920034E-02             4.771507E-01             5.208635E-02             4.579504E-01
                   1.9800             7.092936E-02            -2.462955E-02            -7.409297E-05             3.581498E-03            -2.112214E-02             4.776760E-01             5.209028E-02             4.565539E-01
                   2.1600             7.130473E-02            -2.685751E-02            -8.079352E-05             3.896129E-03            -2.304217E-02             4.783887E-01             5.208402E-02             4.553465E-01
                   2.3400             7.169719E-02            -2.908396E-02            -8.748906E-05             4.211063E-03            -2.496039E-02             4.791309E-01             5.208960E-02             4.541705E-01
                   2.5200             7.210608E-02            -3.130872E-02            -9.417899E-05             4.526330E-03            -2.687657E-02             4.798787E-01             5.208385E-02             4.530021E-01
                   2.7000             7.253076E-02            -3.353164E-02            -1.008628E-04             4.841964E-03            -2.879054E-02             4.806557E-01             5.209116E-02             4.518651E-01
                   2.8800             7.297059E-02            -3.575264E-02            -1.075403E-04             5.157999E-03            -3.070218E-02             4.814355E-01             5.208597E-02             4.507333E-01
                   3.0600             7.342495E-02            -3.797153E-02            -1.142109E-04             5.474474E-03            -3.261127E-02             4.822299E-01             5.208077E-02             4.496186E-01
                   3.2400             7.389322E-02            -4.018823E-02            -1.208741E-04             5.791425E-03            -3.451768E-02             4.830531E-01             5.209050E-02             4.485354E-01
                   3.4200             7.437481E-02            -4.240261E-02            -1.275297E-04             6.108889E-03            -3.642125E-02             4.838751E-01             5.208590E-02             4.474539E-01
                   3.6000             7.486913E-02            -4.461454E-02            -1.341772E-04             6.426900E-03            -3.832181E-02             4.847096E-01             5.208131E-02             4.463878E-01
                   3.7800             7.537560E-02            -4.682386E-02            -1.408160E-04             6.745471E-03            -4.021920E-02             4.855560E-01             5.207672E-02             4.453368E-01
                   3.9600             7.589367E-02            -4.903049E-02            -1.474460E-04             7.064526E-03            -4.211341E-02             4.864138E-01             5.207214E-02             4.443004E-01
                   4.1400             7.642277E-02            -5.123426E-02            -1.540664E-04             7.383872E-03            -4.400445E-02             4.873008E-01             5.208566E-02             4.432964E-01
                   4.3200             7.696247E-02            -5.343507E-02            -1.606771E-04             7.703452E-03            -4.589230E-02             4.881812E-01             5.208173E-02             4.422889E-01
                   4.5000             7.751232E-02            -5.563278E-02            -1.672775E-04             8.023261E-03            -4.777679E-02             4.890717E-01             5.207782E-02             4.412949E-01
                   4.6800             7.807192E-02            -5.782727E-02            -1.738673E-04             8.343295E-03            -4.965784E-02             4.899721E-01             5.207392E-02             4.403143E-01
                   4.8600             7.864087E-02            -6.001841E-02            -1.804460E-04             8.663552E-03            -5.153530E-02             4.908819E-01             5.207005E-02             4.393466E-01
                   5.0400             7.921879E-02            -6.220608E-02            -1.870133E-04             8.984026E-03            -5.340906E-02             4.918006E-01             5.206621E-02             4.383916E-01
                   5.2200             7.980529E-02            -6.439014E-02            -1.935686E-04             9.304716E-03            -5.527899E-02             4.927278E-01             5.206239E-02             4.374489E-01
                   5.4000             8.040003E-02            -6.657048E-02            -2.001116E-04             9.625619E-03            -5.714498E-02             4.936858E-01             5.208120E-02             4.365408E-01
                   5.5800             8.100266E-02            -6.874696E-02            -2.066418E-04             9.946729E-03            -5.900688E-02             4.946296E-01             5.207806E-02             4.356227E-01
                   5.7600             8.161286E-02            -7.091948E-02            -2.131589E-04             1.026805E-02            -6.086459E-02             4.955807E-01             5.207495E-02             4.347161E-01
                   5.9400             8.223030E-02            -7.308788E-02            -2.196625E-04             1.058956E-02            -6.271798E-02             4.965388E-01             5.207188E-02             4.338208E-01
                   6.1200             8.285469E-02            -7.525207E-02            -2.261521E-04             1.091128E-02            -6.456694E-02             4.975037E-01             5.206883E-02             4.329367E-01
                   6.3000             8.348573E-02            -7.741191E-02            -2.326273E-04             1.123319E-02            -6.641134E-02             4.984749E-01             5.206582E-02             4.320635E-01
                   6.4800             8.412313E-02            -7.956726E-02            -2.390878E-04             1.155529E-02            -6.825105E-02             4.994521E-01             5.206285E-02             4.312011E-01
                   6.6600             8.476665E-02            -8.171803E-02            -2.455330E-04             1.187758E-02            -7.008598E-02             5.004352E-01             5.205991E-02             4.303492E-01
                   6.8400             8.541600E-02            -8.386407E-02            -2.519627E-04             1.220005E-02            -7.191598E-02             5.014237E-01             5.205702E-02             4.295077E-01
                   7.0200             8.607095E-02            -8.600527E-02            -2.583764E-04             1.252271E-02            -7.374094E-02             5.024174E-01             5.205417E-02             4.286765E-01
                   7.2000             8.673127E-02            -8.814150E-02            -2.647737E-04             1.284553E-02            -7.556074E-02             5.034161E-01             5.205136E-02             4.278554E-01
                   7.3800             8.739672E-02            -9.027265E-02            -2.711542E-04             1.316852E-02            -7.737528E-02             5.044196E-01             5.204860E-02             4.270443E-01
                   7.5600             8.806709E-02            -9.239860E-02            -2.775176E-04             1.349168E-02            -7.918443E-02             5.054274E-01             5.204589E-02             4.262430E-01
                   7.7400             8.874217E-02            -9.451921E-02            -2.838634E-04             1.381500E-02            -8.098807E-02             5.064705E-01             5.207417E-02             4.254824E-01
                   7.9200             8.942177E-02            -9.663437E-02            -2.901912E-04             1.413846E-02            -8.278610E-02             5.074873E-01             5.207217E-02             4.247012E-01
                   8.1000             9.010568E-02            -9.874397E-02            -2.965006E-04             1.446208E-02            -8.457839E-02             5.085079E-01             5.207022E-02             4.239295E-01
                   8.2800             9.079372E-02            -1.008479E-01            -3.027913E-04             1.478583E-02            -8.636484E-02             5.095321E-01             5.206833E-02             4.231673E-01
                   8.4600             9.148573E-02            -1.029460E-01            -3.090628E-04             1.510971E-02            -8.814532E-02             5.105598E-01             5.206649E-02             4.224145E-01
                   8.6400             9.218152E-02            -1.050381E-01            -3.153148E-04             1.543372E-02            -8.991974E-02             5.115908E-01             5.206472E-02             4.216710E-01
