                   Degree          P_inst_total[W]  P_inst_total_no_loss[W]              P_f_loss[W]            P_thr_loss[W]          P_inertia_ro[W]          P_inertia_vh[W]                 P_com[W]              P_bear_s[W]
                   0.0000             9.237290E+01             1.510816E-01             9.222182E+01             4.025138E+05             1.440427E-01             4.333742E-04             6.605542E-03             1.005642E+01
                   0.1800             9.156526E+01            -3.569260E-01             9.192219E+01             4.025138E+05            -4.414884E-01            -1.328283E-03             8.589069E-02             1.003344E+01
                   0.3600             9.116997E+01            -7.285420E-01             9.189851E+01             4.025138E+05            -8.721135E-01            -2.623875E-03             1.461954E-01             1.003267E+01
                   0.5400             9.078140E+01            -1.100189E+00             9.188159E+01             4.025138E+05            -1.302760E+00            -3.919516E-03             2.064900E-01             1.003331E+01
                   0.7200             9.039698E+01            -1.471805E+00             9.186878E+01             4.025138E+05            -1.733382E+00            -5.215061E-03             2.667925E-01             1.003297E+01
                   0.9000             9.001780E+01            -1.843261E+00             9.186106E+01             4.025138E+05            -2.163864E+00            -6.510154E-03             3.271132E-01             1.003280E+01
                   1.0800             8.964372E+01            -2.214525E+00             9.185825E+01             4.025138E+05            -2.594179E+00            -7.804706E-03             3.874588E-01             1.003280E+01
                   1.2600             8.927292E+01            -2.585652E+00             9.185857E+01             4.025138E+05            -3.024388E+00            -9.098893E-03             4.478346E-01             1.003134E+01
                   1.4400             8.890851E+01            -2.956556E+00             9.186507E+01             4.025138E+05            -3.454408E+00            -1.039246E-02             5.082446E-01             1.003161E+01
                   1.6200             8.854885E+01            -3.327220E+00             9.187607E+01             4.025138E+05            -3.884228E+00            -1.168536E-02             5.686931E-01             1.003206E+01
                   1.8000             8.819192E+01            -3.697594E+00             9.188951E+01             4.025138E+05            -4.313802E+00            -1.297746E-02             6.291845E-01             1.003077E+01
                   1.9800             8.792298E+01            -4.067695E+00             9.199067E+01             4.025138E+05            -4.743149E+00            -1.426880E-02             6.897235E-01             1.003153E+01
                   2.1600             8.769047E+01            -4.437453E+00             9.212792E+01             4.025138E+05            -5.172209E+00            -1.555919E-02             7.503151E-01             1.003032E+01
                   2.3400             8.746399E+01            -4.806863E+00             9.227086E+01             4.025138E+05            -5.600979E+00            -1.684861E-02             8.109650E-01             1.003140E+01
                   2.5200             8.723898E+01            -5.175879E+00             9.241486E+01             4.025138E+05            -6.029421E+00            -1.813695E-02             8.716790E-01             1.003029E+01
                   2.7000             8.702002E+01            -5.544471E+00             9.256449E+01             4.025138E+05            -6.457510E+00            -1.942413E-02             9.324636E-01             1.003170E+01
                   2.8800             8.680205E+01            -5.912615E+00             9.271466E+01             4.025138E+05            -6.885231E+00            -2.071008E-02             9.933256E-01             1.003070E+01
                   3.0600             8.658738E+01            -6.280267E+00             9.286765E+01             4.025138E+05            -7.312544E+00            -2.199469E-02             1.054272E+00             1.002970E+01
                   3.2400             8.637878E+01            -6.647402E+00             9.302618E+01             4.025138E+05            -7.739434E+00            -2.327789E-02             1.115310E+00             1.003157E+01
                   3.4200             8.617050E+01            -7.013992E+00             9.318449E+01             4.025138E+05            -8.165880E+00            -2.455963E-02             1.176448E+00             1.003068E+01
                   3.6000             8.596520E+01            -7.380001E+00             9.334520E+01             4.025138E+05            -8.591851E+00            -2.583979E-02             1.237690E+00             1.002980E+01
                   3.7800             8.576280E+01            -7.745399E+00             9.350820E+01             4.025138E+05            -9.017321E+00            -2.711830E-02             1.299040E+00             1.002892E+01
                   3.9600             8.556321E+01            -8.110185E+00             9.367339E+01             0.000000E+00            -9.442274E+00            -2.839509E-02             1.360484E+00             1.002803E+01
                   4.1400             8.536985E+01            -8.474361E+00             9.384422E+01             0.000000E+00            -9.866675E+00            -2.967006E-02             1.421983E+00             1.003064E+01
                   4.3200             8.517582E+01            -8.837922E+00             9.401375E+01             0.000000E+00            -1.029051E+01            -3.094314E-02             1.483528E+00             1.002988E+01
                   4.5000             8.498442E+01            -9.200837E+00             9.418525E+01             0.000000E+00            -1.071374E+01            -3.221425E-02             1.545117E+00             1.002913E+01
                   4.6800             8.479556E+01            -9.563088E+00             9.435865E+01             0.000000E+00            -1.113635E+01            -3.348330E-02             1.606749E+00             1.002838E+01
                   4.8600             8.460921E+01            -9.924649E+00             9.453386E+01             0.000000E+00            -1.155832E+01            -3.475023E-02             1.668424E+00             1.002763E+01
                   5.0400             8.442528E+01            -1.028550E+01             9.471078E+01             0.000000E+00            -1.197962E+01            -3.601494E-02             1.730140E+00             1.002689E+01
                   5.2200             8.424374E+01            -1.064561E+01             9.488935E+01             0.000000E+00            -1.240023E+01            -3.727736E-02             1.791899E+00             1.002616E+01
                   5.4000             8.406887E+01            -1.100496E+01             9.507383E+01             0.000000E+00            -1.282012E+01            -3.853741E-02             1.853698E+00             1.002978E+01
                   5.5800             8.389205E+01            -1.136352E+01             9.525558E+01             0.000000E+00            -1.323926E+01            -3.979500E-02             1.915537E+00             1.002917E+01
                   5.7600             8.371746E+01            -1.172128E+01             9.543874E+01             0.000000E+00            -1.365765E+01            -4.105007E-02             1.977416E+00             1.002858E+01
                   5.9400             8.354506E+01            -1.207821E+01             9.562326E+01             0.000000E+00            -1.407524E+01            -4.230252E-02             2.039334E+00             1.002798E+01
                   6.1200             8.337479E+01            -1.243428E+01             9.580907E+01             0.000000E+00            -1.449202E+01            -4.355228E-02             2.101290E+00             1.002740E+01
                   6.3000             8.320663E+01            -1.278947E+01             9.599611E+01             0.000000E+00            -1.490796E+01            -4.479928E-02             2.163284E+00             1.002682E+01
                   6.4800             8.304055E+01            -1.314376E+01             9.618431E+01             0.000000E+00            -1.532303E+01            -4.604343E-02             2.225314E+00             1.002624E+01
                   6.6600             8.287649E+01            -1.349713E+01             9.637362E+01             0.000000E+00            -1.573723E+01            -4.728466E-02             2.287380E+00             1.002568E+01
                   6.8400             8.271444E+01            -1.384955E+01             9.656399E+01             0.000000E+00            -1.615051E+01            -4.852289E-02             2.349482E+00             1.002512E+01
                   7.0200             8.255436E+01            -1.420100E+01             9.675537E+01             0.000000E+00            -1.656286E+01            -4.975803E-02             2.411618E+00             1.002457E+01
                   7.2000             8.239623E+01            -1.455146E+01             9.694769E+01             0.000000E+00            -1.697426E+01            -5.099002E-02             2.473787E+00             1.002403E+01
                   7.3800             8.224003E+01            -1.490090E+01             9.714093E+01             0.000000E+00            -1.738467E+01            -5.221878E-02             2.535989E+00             1.002350E+01
                   7.5600             8.208572E+01            -1.524931E+01             9.733503E+01             0.000000E+00            -1.779409E+01            -5.344424E-02             2.598223E+00             1.002298E+01
                   7.7400             8.193925E+01            -1.559665E+01             9.753590E+01             0.000000E+00            -1.820247E+01            -5.466630E-02             2.660487E+00             1.002842E+01
                   7.9200             8.178880E+01            -1.594292E+01             9.773171E+01             0.000000E+00            -1.860981E+01            -5.588491E-02             2.722780E+00             1.002804E+01
                   8.1000             8.164019E+01            -1.628808E+01             9.792826E+01             0.000000E+00            -1.901608E+01            -5.709997E-02             2.785101E+00             1.002766E+01
                   8.2800             8.149340E+01            -1.663211E+01             9.812551E+01             0.000000E+00            -1.942125E+01            -5.831143E-02             2.847449E+00             1.002730E+01
                   8.4600             8.134843E+01            -1.697499E+01             9.832342E+01             0.000000E+00            -1.982530E+01            -5.951919E-02             2.909823E+00             1.002695E+01
                   8.6400             8.120525E+01            -1.731671E+01             9.852196E+01             0.000000E+00            -2.022821E+01            -6.072320E-02             2.972220E+00             1.002660E+01
                   8.8200             8.106386E+01            -1.765724E+01             9.872109E+01             0.000000E+00            -2.062995E+01            -6.192337E-02             3.034640E+00             1.002628E+01
                   9.0000             8.092424E+01            -1.799655E+01             9.892080E+01             0.000000E+00            -2.103051E+01            -6.311963E-02             3.097081E+00             1.002596E+01
                   9.1800             8.078640E+01            -1.833463E+01             9.912103E+01             0.000000E+00            -2.142986E+01            -6.431191E-02             3.159541E+00             1.002566E+01
                   9.3600             8.065031E+01            -1.867146E+01             9.932177E+01             0.000000E+00            -2.182798E+01            -6.550014E-02             3.222018E+00             1.002537E+01
                   9.5400             8.051597E+01            -1.900702E+01             9.952299E+01             0.000000E+00            -2.222484E+01            -6.668423E-02             3.284510E+00             1.002509E+01
                   9.7200             8.038338E+01            -1.934128E+01             9.972466E+01             0.000000E+00            -2.262043E+01            -6.786412E-02             3.347016E+00             1.002483E+01
                   9.9000             8.025254E+01            -1.967423E+01             9.992676E+01             0.000000E+00            -2.301472E+01            -6.903974E-02             3.409532E+00             1.002459E+01
                  10.0800             8.012342E+01            -2.000584E+01             1.001293E+02             0.000000E+00            -2.340769E+01            -7.021102E-02             3.472058E+00             1.002436E+01
                  10.2600             7.999605E+01            -2.033610E+01             1.003321E+02             0.000000E+00            -2.379931E+01            -7.137788E-02             3.534590E+00             1.002415E+01
                  10.4400             7.987040E+01            -2.066499E+01             1.005354E+02             0.000000E+00            -2.418957E+01            -7.254025E-02             3.597125E+00             1.002396E+01
                  10.6200             7.974647E+01            -2.099248E+01             1.007390E+02             0.000000E+00            -2.457845E+01            -7.369807E-02             3.659662E+00             1.002379E+01
                  10.8000             7.962428E+01            -2.131857E+01             1.009428E+02             0.000000E+00            -2.496591E+01            -7.485126E-02             3.722198E+00             1.002364E+01
                  10.9800             7.950381E+01            -2.164322E+01             1.011470E+02             0.000000E+00            -2.535195E+01            -7.599975E-02             3.784729E+00             1.002350E+01
                  11.1600             7.938506E+01            -2.196643E+01             1.013515E+02             0.000000E+00            -2.573654E+01            -7.714348E-02             3.847254E+00             1.002339E+01
                  11.3400             7.926804E+01            -2.228817E+01             1.015562E+02             0.000000E+00            -2.611965E+01            -7.828237E-02             3.909768E+00             1.002330E+01
                  11.5200             7.915274E+01            -2.260842E+01             1.017612E+02             0.000000E+00            -2.650127E+01            -7.941637E-02             3.972269E+00             1.002323E+01
                  11.7000             7.903917E+01            -2.292717E+01             1.019663E+02             0.000000E+00            -2.688138E+01            -8.054539E-02             4.034753E+00             1.002318E+01
                  11.8800             7.892732E+01            -2.324440E+01             1.021717E+02             0.000000E+00            -2.725995E+01            -8.166938E-02             4.097218E+00             1.002316E+01
                  12.0600             7.881719E+01            -2.356010E+01             1.023773E+02             0.000000E+00            -2.763697E+01            -8.278826E-02             4.159659E+00             1.002316E+01
                  12.2400             7.870880E+01            -2.387423E+01             1.025830E+02             0.000000E+00            -2.801241E+01            -8.390198E-02             4.222074E+00             1.002318E+01
                  12.4200             7.860213E+01            -2.418680E+01             1.027889E+02             0.000000E+00            -2.838625E+01            -8.501046E-02             4.284458E+00             1.002323E+01
                  12.6000             7.849718E+01            -2.449778E+01             1.029950E+02             0.000000E+00            -2.875847E+01            -8.611363E-02             4.346808E+00             1.002330E+01
                  12.7800             7.839397E+01            -2.480715E+01             1.032011E+02             0.000000E+00            -2.912906E+01            -8.721144E-02             4.409120E+00             1.002340E+01
                  12.9600             7.829249E+01            -2.511489E+01             1.034074E+02             0.000000E+00            -2.949798E+01            -8.830383E-02             4.471391E+00             1.002353E+01
