                   Degree              dlvdt[mm/s]            dlvdtt[mm/s2]
                   0.0000             0.000000E+00             1.802400E+05
                   0.1800             2.940287E+00             1.802388E+05
                   0.3600             5.880534E+00             1.802351E+05
                   0.5400             8.820702E+00             1.802291E+05
                   0.7200             1.176075E+01             1.802206E+05
                   0.9000             1.470064E+01             1.802097E+05
                   1.0800             1.764034E+01             1.801964E+05
                   1.2600             2.057980E+01             1.801807E+05
                   1.4400             2.351898E+01             1.801626E+05
                   1.6200             2.645785E+01             1.801421E+05
                   1.8000             2.939636E+01             1.801191E+05
                   1.9800             3.233448E+01             1.800937E+05
                   2.1600             3.527216E+01             1.800659E+05
                   2.3400             3.820937E+01             1.800357E+05
                   2.5200             4.114607E+01             1.800031E+05
                   2.7000             4.408222E+01             1.799681E+05
                   2.8800             4.701777E+01             1.799306E+05
                   3.0600             4.995270E+01             1.798908E+05
                   3.2400             5.288695E+01             1.798485E+05
                   3.4200             5.582050E+01             1.798039E+05
                   3.6000             5.875330E+01             1.797568E+05
                   3.7800             6.168531E+01             1.797073E+05
                   3.9600             6.461649E+01             1.796554E+05
                   4.1400             6.754681E+01             1.796011E+05
                   4.3200             7.047622E+01             1.795445E+05
                   4.5000             7.340469E+01             1.794854E+05
                   4.6800             7.633218E+01             1.794239E+05
                   4.8600             7.925864E+01             1.793600E+05
                   5.0400             8.218404E+01             1.792937E+05
                   5.2200             8.510834E+01             1.792250E+05
                   5.4000             8.803150E+01             1.791540E+05
                   5.5800             9.095348E+01             1.790805E+05
                   5.7600             9.387424E+01             1.790047E+05
                   5.9400             9.679375E+01             1.789264E+05
                   6.1200             9.971196E+01             1.788458E+05
                   6.3000             1.026288E+02             1.787628E+05
                   6.4800             1.055443E+02             1.786774E+05
                   6.6600             1.084584E+02             1.785896E+05
                   6.8400             1.113711E+02             1.784995E+05
                   7.0200             1.142822E+02             1.784070E+05
                   7.2000             1.171918E+02             1.783121E+05
                   7.3800             1.200999E+02             1.782148E+05
                   7.5600             1.230063E+02             1.781152E+05
                   7.7400             1.259111E+02             1.780132E+05
                   7.9200             1.288143E+02             1.779089E+05
                   8.1000             1.317157E+02             1.778022E+05
                   8.2800             1.346153E+02             1.776931E+05
                   8.4600             1.375131E+02             1.775817E+05
                   8.6400             1.404091E+02             1.774679E+05
                   8.8200             1.433033E+02             1.773518E+05
                   9.0000             1.461955E+02             1.772333E+05
                   9.1800             1.490857E+02             1.771125E+05
                   9.3600             1.519740E+02             1.769893E+05
                   9.5400             1.548603E+02             1.768638E+05
                   9.7200             1.577444E+02             1.767360E+05
                   9.9000             1.606265E+02             1.766058E+05
                  10.0800             1.635064E+02             1.764734E+05
                  10.2600             1.663842E+02             1.763385E+05
                  10.4400             1.692597E+02             1.762014E+05
                  10.6200             1.721330E+02             1.760620E+05
                  10.8000             1.750040E+02             1.759202E+05
                  10.9800             1.778726E+02             1.757761E+05
                  11.1600             1.807389E+02             1.756297E+05
                  11.3400             1.836028E+02             1.754811E+05
                  11.5200             1.864642E+02             1.753301E+05
                  11.7000             1.893232E+02             1.751768E+05
                  11.8800             1.921796E+02             1.750212E+05
                  12.0600             1.950335E+02             1.748633E+05
                  12.2400             1.978848E+02             1.747032E+05
                  12.4200             2.007334E+02             1.745408E+05
                  12.6000             2.035794E+02             1.743761E+05
                  12.7800             2.064227E+02             1.742091E+05
                  12.9600             2.092632E+02             1.740398E+05
                  13.1400             2.121009E+02             1.738683E+05
                  13.3200             2.149359E+02             1.736945E+05
                  13.5000             2.177680E+02             1.735185E+05
                  13.6800             2.205972E+02             1.733402E+05
                  13.8600             2.234234E+02             1.731597E+05
                  14.0400             2.262467E+02             1.729769E+05
                  14.2200             2.290670E+02             1.727919E+05
                  14.4000             2.318843E+02             1.726046E+05
                  14.5800             2.346985E+02             1.724151E+05
                  14.7600             2.375096E+02             1.722234E+05
                  14.9400             2.403175E+02             1.720295E+05
                  15.1200             2.431223E+02             1.718334E+05
                  15.3000             2.459238E+02             1.716350E+05
                  15.4800             2.487221E+02             1.714344E+05
                  15.6600             2.515171E+02             1.712317E+05
                  15.8400             2.543088E+02             1.710267E+05
                  16.0200             2.570971E+02             1.708195E+05
                  16.2000             2.598820E+02             1.706102E+05
                  16.3800             2.626635E+02             1.703987E+05
                  16.5600             2.654415E+02             1.701850E+05
                  16.7400             2.682160E+02             1.699691E+05
