                   Degree           I_press_scv[W]           I_press_dcv[W]          I_tempmx_scv[W]          I_tempmx_dcv[W]             I_thr_scv[W]             I_thr_dcv[W]            I_thr_leak[W]              I_ht_scv[W]              I_ht_dcv[W]               I_ef_vh[W]                I_s_vh[W]                I_f_vs[W]               I_ef_ro[W]                 I_lub[W]              I_bear_s[W]            I_lip_seal[W]
                   0.0000             8.658842E-16             2.865225E+02             8.658842E-16             3.239539E+01             0.000000E+00             3.189178E+02             6.704436E-02             2.914142E-05             3.884712E-01             4.811677E-02             7.614942E-01             4.754337E-01             1.397605E+01             1.233554E+01             8.893135E+00             4.340104E+01
                   0.1800             2.575023E+01             2.726803E+02             2.382060E-02             3.086481E+01             2.577405E+01             3.035451E+02             9.716301E-02             6.117859E-03             3.767972E-01             4.811619E-02             7.374969E-01             4.583030E-01             1.397601E+01             1.214574E+01             8.872818E+00             4.340104E+01
                   0.3600             2.582654E+01             2.589584E+02             3.770617E-03             2.934280E+01             2.583031E+01             2.883013E+02             8.971588E-02             1.048591E-02             3.803449E-01             4.811427E-02             7.383547E-01             4.087780E-01             1.397583E+01             1.217513E+01             8.872139E+00             4.340104E+01
                   0.5400             2.584502E+01             2.452509E+02             4.255137E-05             2.781748E+01             2.584507E+01             2.730684E+02             8.626373E-02             1.437032E-02             3.978464E-01             4.811107E-02             7.393641E-01             3.592304E-01             1.397553E+01             1.220898E+01             8.872706E+00             4.340104E+01
                   0.7200             2.583290E+01             2.315563E+02             6.725293E-04             2.628899E+01             2.583357E+01             2.578453E+02             8.210171E-02             1.798782E-02             4.015173E-01             4.810659E-02             7.405068E-01             3.097065E-01             1.397510E+01             1.224704E+01             8.872401E+00             4.340104E+01
                   0.9000             2.580536E+01             2.178772E+02             2.043076E-03             2.475788E+01             2.580741E+01             2.426350E+02             7.915338E-02             2.146496E-02             4.046345E-01             4.810083E-02             7.417718E-01             2.602484E-01             1.397456E+01             1.228913E+01             8.872247E+00             4.340104E+01
                   1.0800             2.577185E+01             2.042142E+02             3.220166E-03             2.322449E+01             2.577507E+01             2.274387E+02             7.711698E-02             2.484639E-02             4.073973E-01             4.809379E-02             7.431519E-01             2.108784E-01             1.397390E+01             1.233510E+01             8.872248E+00             4.340104E+01
                   1.2600             2.573768E+01             1.905684E+02             4.068238E-03             2.168923E+01             2.574175E+01             2.122576E+02             7.618917E-02             2.815301E-02             4.098877E-01             4.808548E-02             7.446427E-01             1.616007E-01             1.397311E+01             1.238481E+01             8.870961E+00             4.340104E+01
                   1.4400             2.570552E+01             1.769414E+02             4.647087E-03             2.015256E+01             2.571017E+01             1.970939E+02             7.493471E-02             3.139610E-02             4.121446E-01             4.807588E-02             7.462407E-01             1.124361E-01             1.397221E+01             1.243814E+01             8.871194E+00             4.340104E+01
                   1.6200             2.567701E+01             1.633353E+02             5.040848E-03             1.861500E+01             2.568205E+01             1.819503E+02             7.381512E-02             3.458260E-02             4.141887E-01             4.806501E-02             7.479436E-01             6.339428E-02             1.397118E+01             1.249497E+01             8.871599E+00             4.340104E+01
                   1.8000             2.565292E+01             1.497529E+02             5.316560E-03             1.707713E+01             2.565823E+01             1.668300E+02             7.281810E-02             3.771749E-02             4.160314E-01             4.805287E-02             7.497492E-01             1.448837E-02             1.397003E+01             1.255516E+01             8.870455E+00             4.340104E+01
                   1.9800             2.563359E+01             1.361976E+02             5.519805E-03             1.553963E+01             2.563911E+01             1.517373E+02             7.189755E-02             4.080484E-02             4.176794E-01             4.803944E-02             7.516559E-01             3.427891E-02             1.396877E+01             1.261862E+01             8.871125E+00             4.340104E+01
                   2.1600             2.561909E+01             1.226743E+02             5.679671E-03             1.400331E+01             2.562477E+01             1.366776E+02             7.111073E-02             4.384825E-02             4.191364E-01             4.802475E-02             7.536621E-01             8.289337E-02             1.396738E+01             1.268521E+01             8.870058E+00             4.340104E+01
                   2.3400             2.560933E+01             1.091892E+02             5.814109E-03             1.246918E+01             2.561515E+01             1.216583E+02             7.039481E-02             4.685094E-02             4.204049E-01             4.800877E-02             7.557661E-01             1.313498E-01             1.396587E+01             1.275482E+01             8.871009E+00             4.340104E+01
                   2.5200             2.560414E+01             9.575139E+01             5.934021E-03             1.093854E+01             2.561008E+01             1.066899E+02             6.978782E-02             4.981585E-02             4.214864E-01             4.799153E-02             7.579663E-01             1.796383E-01             1.396425E+01             1.282734E+01             8.870029E+00             4.340104E+01
                   2.7000             2.560329E+01             8.237415E+01             6.045981E-03             9.413185E+00             2.560934E+01             9.178734E+01             6.928790E-02             5.274567E-02             4.223824E-01             4.797301E-02             7.602613E-01             2.277509E-01             1.396250E+01             1.290264E+01             8.871275E+00             4.340104E+01
                   2.8800             2.560652E+01             6.907769E+01             6.153937E-03             7.895688E+00             2.561268E+01             7.697338E+01             6.885155E-02             5.564282E-02             4.230941E-01             4.795323E-02             7.626494E-01             2.756813E-01             1.396063E+01             1.298062E+01             8.870391E+00             4.340104E+01
                   3.0600             2.561357E+01             5.589516E+01             6.260237E-03             6.390110E+00             2.561983E+01             6.228527E+01             6.854228E-02             5.850952E-02             4.236230E-01             4.793217E-02             7.651289E-01             3.234205E-01             1.395865E+01             1.306117E+01             8.869505E+00             4.340104E+01
                   3.2400             2.562414E+01             4.288588E+01             6.366329E-03             4.903500E+00             2.563050E+01             4.778938E+01             6.829756E-02             6.134774E-02             4.239711E-01             4.790985E-02             7.676981E-01             3.709632E-01             1.395654E+01             1.314417E+01             8.871162E+00             4.340104E+01
                   3.4200             2.563795E+01             3.017134E+01             6.473031E-03             3.450010E+00             2.564442E+01             3.362135E+01             6.817341E-02             6.415929E-02             4.241417E-01             4.788625E-02             7.703551E-01             4.183042E-01             1.395432E+01             1.322952E+01             8.870379E+00             4.340104E+01
                   3.6000             2.565471E+01             1.805983E+01             6.580821E-03             2.065143E+00             2.566129E+01             2.012497E+01             6.810969E-02             6.694579E-02             4.241406E-01             4.786140E-02             7.730980E-01             4.654398E-01             1.395197E+01             1.331711E+01             8.869596E+00             4.340104E+01
                   3.7800             2.567413E+01             7.687566E+00             6.690036E-03             8.790530E-01             2.568082E+01             8.566619E+00             6.813867E-02             6.970873E-02             4.239817E-01             4.783528E-02             7.759236E-01             5.123736E-01             1.394951E+01             1.340684E+01             8.868815E+00             4.340104E+01
                   3.9600             2.569591E+01             3.420530E+00             6.800778E-03             3.911059E-01             2.570271E+01             3.811636E+00             6.822006E-02             7.244944E-02             4.237138E-01             4.780790E-02             7.788256E-01             5.591402E-01             1.394693E+01             1.349861E+01             8.868036E+00             4.340104E+01
                   4.1400             2.571974E+01             3.318034E+00             6.913022E-03             3.793617E-01             2.572666E+01             3.697396E+00             6.831604E-02             7.516917E-02             4.234241E-01             4.777926E-02             7.817943E-01             6.058070E-01             1.394423E+01             1.359232E+01             8.870338E+00             4.340104E+01
                   4.3200             2.574535E+01             3.381037E+00             7.026676E-03             3.865397E-01             2.575237E+01             3.767577E+00             6.843541E-02             7.786908E-02             4.231359E-01             4.774936E-02             7.848261E-01             6.523939E-01             1.394142E+01             1.368790E+01             8.869668E+00             4.340104E+01
                   4.5000             2.577241E+01             3.446870E+00             7.141774E-03             3.940402E-01             2.577955E+01             3.840910E+00             6.853921E-02             8.055019E-02             4.228498E-01             4.771820E-02             7.879200E-01             6.989009E-01             1.393848E+01             1.378525E+01             8.869002E+00             4.340104E+01
                   4.6800             2.580064E+01             3.514208E+00             7.258093E-03             4.017118E-01             2.580790E+01             3.915920E+00             6.864611E-02             8.321350E-02             4.225658E-01             4.768579E-02             7.910749E-01             7.453290E-01             1.393543E+01             1.388432E+01             8.868339E+00             4.340104E+01
                   4.8600             2.582972E+01             3.582907E+00             7.375580E-03             4.095381E-01             2.583710E+01             3.992445E+00             6.875566E-02             8.585992E-02             4.222838E-01             4.765212E-02             7.942897E-01             7.916787E-01             1.393226E+01             1.398502E+01             8.867680E+00             4.340104E+01
                   5.0400             2.585936E+01             3.652864E+00             7.494236E-03             4.175071E-01             2.586686E+01             4.070371E+00             6.888663E-02             8.849026E-02             4.220039E-01             4.761721E-02             7.975632E-01             8.379505E-01             1.392897E+01             1.408729E+01             8.867025E+00             4.340104E+01
                   5.2200             2.588925E+01             3.724234E+00             7.614021E-03             4.256365E-01             2.589686E+01             4.149870E+00             6.900008E-02             9.110529E-02             4.217261E-01             4.758105E-02             8.008944E-01             8.841451E-01             1.392557E+01             1.419106E+01             8.866375E+00             4.340104E+01
                   5.4000             2.591908E+01             3.796993E+00             7.734774E-03             4.339237E-01             2.592681E+01             4.230917E+00             6.911476E-02             9.370577E-02             4.214502E-01             4.754364E-02             8.042821E-01             9.302634E-01             1.392205E+01             1.429628E+01             8.869578E+00             4.340104E+01
                   5.5800             2.594853E+01             3.871104E+00             7.856451E-03             4.423642E-01             2.595639E+01             4.313468E+00             6.923016E-02             9.629236E-02             4.211764E-01             4.750499E-02             8.077252E-01             9.763060E-01             1.391841E+01             1.440286E+01             8.869044E+00             4.340104E+01
                   5.7600             2.597732E+01             3.946431E+00             7.979099E-03             4.509427E-01             2.598530E+01             4.397374E+00             6.936511E-02             9.886569E-02             4.209046E-01             4.746510E-02             8.112226E-01             1.022274E+00             1.391466E+01             1.451077E+01             8.868515E+00             4.340104E+01
                   5.9400             2.600510E+01             4.023225E+00             8.102544E-03             4.596876E-01             2.601320E+01             4.482912E+00             6.948047E-02             1.014264E-01             4.206347E-01             4.742397E-02             8.147730E-01             1.068169E+00             1.391079E+01             1.461994E+01             8.867991E+00             4.340104E+01
                   6.1200             2.603158E+01             4.101372E+00             8.226690E-03             4.685860E-01             2.603980E+01             4.569958E+00             6.959503E-02             1.039750E-01             4.203669E-01             4.738161E-02             8.183755E-01             1.113991E+00             1.390681E+01             1.473031E+01             8.867472E+00             4.340104E+01
                   6.3000             2.605643E+01             4.180861E+00             8.351479E-03             4.776365E-01             2.606478E+01             4.658497E+00             6.972765E-02             1.065122E-01             4.201010E-01             4.733801E-02             8.220287E-01             1.159742E+00             1.390271E+01             1.484184E+01             8.866960E+00             4.340104E+01
                   6.4800             2.607934E+01             4.261554E+00             8.476957E-03             4.868236E-01             2.608781E+01             4.748378E+00             6.983904E-02             1.090383E-01             4.198371E-01             4.729318E-02             8.257317E-01             1.205423E+00             1.389850E+01             1.495447E+01             8.866453E+00             4.340104E+01
                   6.6600             2.609998E+01             4.343712E+00             8.602905E-03             4.961767E-01             2.610859E+01             4.839889E+00             6.994803E-02             1.115540E-01             4.195751E-01             4.724713E-02             8.294832E-01             1.251036E+00             1.389417E+01             1.506816E+01             8.865954E+00             4.340104E+01
                   6.8400             2.611805E+01             4.427214E+00             8.729233E-03             5.056820E-01             2.612678E+01             4.932896E+00             7.005407E-02             1.140597E-01             4.193150E-01             4.719985E-02             8.332820E-01             1.296581E+00             1.388973E+01             1.518285E+01             8.865460E+00             4.340104E+01
                   7.0200             2.613322E+01             4.512050E+00             8.855869E-03             5.153386E-01             2.614208E+01             5.027389E+00             7.015660E-02             1.165559E-01             4.190569E-01             4.715134E-02             8.371272E-01             1.342061E+00             1.388517E+01             1.529851E+01             8.864975E+00             4.340104E+01
                   7.2000             2.614517E+01             4.598219E+00             8.982733E-03             5.251461E-01             2.615416E+01             5.123365E+00             7.025507E-02             1.190430E-01             4.188007E-01             4.710162E-02             8.410174E-01             1.387477E+00             1.388051E+01             1.541509E+01             8.864496E+00             4.340104E+01
                   7.3800             2.615359E+01             4.685718E+00             9.109737E-03             5.351043E-01             2.616270E+01             5.220823E+00             7.034890E-02             1.215215E-01             4.185463E-01             4.705069E-02             8.449516E-01             1.432830E+00             1.387573E+01             1.553255E+01             8.864026E+00             4.340104E+01
                   7.5600             2.615816E+01             4.774547E+00             9.236791E-03             5.452130E-01             2.616740E+01             5.319760E+00             7.043753E-02             1.239917E-01             4.182939E-01             4.699854E-02             8.489286E-01             1.478123E+00             1.387083E+01             1.565086E+01             8.863565E+00             4.340104E+01
                   7.7400             2.615857E+01             4.864702E+00             9.363798E-03             5.554720E-01             2.616794E+01             5.420174E+00             7.052038E-02             1.264541E-01             4.180433E-01             4.694519E-02             8.529473E-01             1.523358E+00             1.386583E+01             1.576996E+01             8.868381E+00             4.340104E+01
                   7.9200             2.615451E+01             4.956183E+00             9.490662E-03             5.658809E-01             2.616400E+01             5.522064E+00             7.059688E-02             1.289091E-01             4.177946E-01             4.689063E-02             8.570065E-01             1.568535E+00             1.386071E+01             1.588984E+01             8.868040E+00             4.340104E+01
                   8.1000             2.614566E+01             5.048989E+00             9.617282E-03             5.764397E-01             2.615528E+01             5.625428E+00             7.066644E-02             1.313570E-01             4.175477E-01             4.683486E-02             8.611051E-01             1.613658E+00             1.385549E+01             1.601045E+01             8.867709E+00             4.340104E+01
                   8.2800             2.613174E+01             5.143116E+00             9.743559E-03             5.871482E-01             2.614148E+01             5.730265E+00             7.072849E-02             1.337983E-01             4.173027E-01             4.677790E-02             8.652420E-01             1.658729E+00             1.385015E+01             1.613176E+01             8.867386E+00             4.340104E+01
                   8.4600             2.611243E+01             5.238565E+00             9.869389E-03             5.980060E-01             2.612230E+01             5.836571E+00             7.078244E-02             1.362332E-01             4.170595E-01             4.671975E-02             8.694161E-01             1.703748E+00             1.384470E+01             1.625374E+01             8.867074E+00             4.340104E+01
                   8.6400             2.608745E+01             5.335333E+00             9.994670E-03             6.090131E-01             2.609744E+01             5.944346E+00             7.082773E-02             1.386622E-01             4.168181E-01             4.666040E-02             8.736262E-01             1.748720E+00             1.383914E+01             1.637636E+01             8.866772E+00             4.340104E+01
                   8.8200             2.605651E+01             5.433419E+00             1.011930E-02             6.201691E-01             2.606663E+01             6.053588E+00             7.086378E-02             1.410857E-01             4.165785E-01             4.659986E-02             8.778713E-01             1.793645E+00             1.383348E+01             1.649958E+01             8.866481E+00             4.340104E+01
                   9.0000             2.601934E+01             5.532962E+00             1.024302E-02             6.314901E-01             2.602958E+01             6.164452E+00             7.087048E-02             1.435038E-01             4.163407E-01             4.653815E-02             8.821501E-01             1.838526E+00             1.382770E+01             1.662339E+01             8.866201E+00             4.340104E+01
                   9.1800             2.597567E+01             5.633690E+00             1.036595E-02             6.429448E-01             2.598604E+01             6.276635E+00             7.088635E-02             1.459171E-01             4.161047E-01             4.647525E-02             8.864616E-01             1.883367E+00             1.382182E+01             1.674774E+01             8.865933E+00             4.340104E+01
                   9.3600             2.592524E+01             5.735820E+00             1.048789E-02             6.545580E-01             2.593572E+01             6.390378E+00             7.087177E-02             1.483257E-01             4.158704E-01             4.641118E-02             8.908047E-01             1.928168E+00             1.381583E+01             1.687263E+01             8.865677E+00             4.340104E+01
                   9.5400             2.586780E+01             5.839215E+00             1.060874E-02             6.663141E-01             2.587841E+01             6.505529E+00             7.086526E-02             1.507301E-01             4.156379E-01             4.634593E-02             8.951783E-01             1.972933E+00             1.380973E+01             1.699801E+01             8.865435E+00             4.340104E+01
                   9.7200             2.580311E+01             5.943993E+00             1.072839E-02             6.782265E-01             2.581384E+01             6.622219E+00             7.082725E-02             1.531304E-01             4.154072E-01             4.627952E-02             8.995812E-01             2.017664E+00             1.380352E+01             1.712388E+01             8.865205E+00             4.340104E+01
                   9.9000             2.573096E+01             6.049991E+00             1.084681E-02             6.902766E-01             2.574181E+01             6.740268E+00             7.077676E-02             1.555271E-01             4.151782E-01             4.621195E-02             9.040124E-01             2.062363E+00             1.379721E+01             1.725019E+01             8.864991E+00             4.340104E+01
                  10.0800             2.565113E+01             6.157408E+00             1.096381E-02             7.024869E-01             2.566210E+01             6.859895E+00             7.073275E-02             1.579205E-01             4.149509E-01             4.614321E-02             9.084707E-01             2.107034E+00             1.379080E+01             1.737694E+01             8.864790E+00             4.340104E+01
                  10.2600             2.556343E+01             6.266126E+00             1.107935E-02             7.148443E-01             2.557451E+01             6.980971E+00             7.065579E-02             1.603107E-01             4.147253E-01             4.607332E-02             9.129551E-01             2.151679E+00             1.378427E+01             1.750409E+01             8.864605E+00             4.340104E+01
                  10.4400             2.546767E+01             6.376158E+00             1.119333E-02             7.273498E-01             2.547886E+01             7.103508E+00             7.056492E-02             1.626981E-01             4.145014E-01             4.600229E-02             9.174645E-01             2.196300E+00             1.377765E+01             1.763163E+01             8.864436E+00             4.340104E+01
                  10.6200             2.536369E+01             6.487493E+00             1.130568E-02             7.400024E-01             2.537500E+01             7.227496E+00             7.045969E-02             1.650829E-01             4.142792E-01             4.593010E-02             9.219977E-01             2.240901E+00             1.377091E+01             1.775954E+01             8.864283E+00             4.340104E+01
                  10.8000             2.525136E+01             6.600142E+00             1.141633E-02             7.528033E-01             2.526277E+01             7.352945E+00             7.033968E-02             1.674655E-01             4.140587E-01             4.585677E-02             9.265538E-01             2.285484E+00             1.376408E+01             1.788779E+01             8.864147E+00             4.340104E+01
                  10.9800             2.513053E+01             6.714105E+00             1.152518E-02             7.657524E-01             2.514205E+01             7.479857E+00             7.020451E-02             1.698461E-01             4.138398E-01             4.578231E-02             9.311315E-01             2.330051E+00             1.375714E+01             1.801637E+01             8.864029E+00             4.340104E+01
                  11.1600             2.500109E+01             6.829375E+00             1.163217E-02             7.788489E-01             2.501273E+01             7.608224E+00             7.003455E-02             1.722248E-01             4.136227E-01             4.570672E-02             9.357298E-01             2.374606E+00             1.375010E+01             1.814526E+01             8.863929E+00             4.340104E+01
