                             Degree                     Suc.Volume[m3]                    Comp.Volume[m3]               I.Suct.Press._1[kPa]                    I.Suct.Temp.[K]                 I.Disc.Press.[kPa]                    I.Disc.Temp.[K]
                             0.0000                       5.000000E-08                       3.284777E-05                       1.009264E+02                       3.037188E+02                       1.001942E+02                       3.030873E+02
                             0.1800                       5.005066E-08                       3.284772E-05                       1.009264E+02                       3.037188E+02                       1.001945E+02                       3.030875E+02
                             0.3600                       5.009648E-08                       3.284766E-05                       1.009264E+02                       3.037188E+02                       1.001947E+02                       3.030877E+02
                             0.5400                       5.013763E-08                       3.284759E-05                       1.009264E+02                       3.037188E+02                       1.001950E+02                       3.030880E+02
                             0.7200                       5.017429E-08                       3.284752E-05                       1.009264E+02                       3.037188E+02                       1.001953E+02                       3.030883E+02
                             0.9000                       5.020665E-08                       3.284744E-05                       1.009264E+02                       3.037188E+02                       1.001956E+02                       3.030885E+02
                             1.0800                       5.023489E-08                       3.284736E-05                       1.009264E+02                       3.037188E+02                       1.001960E+02                       3.030889E+02
                             1.2600                       5.025918E-08                       3.284727E-05                       1.009264E+02                       3.037188E+02                       1.001964E+02                       3.030892E+02
                             1.4400                       5.027970E-08                       3.284717E-05                       1.009264E+02                       3.037188E+02                       1.001968E+02                       3.030895E+02
                             1.6200                       5.029663E-08                       3.284707E-05                       1.009264E+02                       3.037188E+02                       1.001972E+02                       3.030899E+02
                             1.8000                       5.031015E-08                       3.284696E-05                       1.009264E+02                       3.037188E+02                       1.001977E+02                       3.030903E+02
                             1.9800                       5.032045E-08                       3.284685E-05                       1.009264E+02                       3.037188E+02                       1.001982E+02                       3.030907E+02
                             2.1600                       5.032769E-08                       3.284672E-05                       1.009264E+02                       3.037188E+02                       1.001987E+02                       3.030912E+02
                             2.3400                       5.033207E-08                       3.284659E-05                       1.009264E+02                       3.037188E+02                       1.001993E+02                       3.030917E+02
                             2.5200                       5.033375E-08                       3.284646E-05                       1.009264E+02                       3.037188E+02                       1.001999E+02                       3.030922E+02
