                   Degree                T_ocsc[K]                T_ocdc[K]                T_rosc[K]                T_rodc[K]              T_roller[K]               T_uocsc[K]               T_locsc[K]               T_uocdc[K]               T_locdc[K]
                   0.0000             3.239721E+02             3.239721E+02             3.262144E+02             3.262144E+02             3.269117E+02             3.244473E+02             3.238452E+02             3.244473E+02             3.238452E+02
                   0.1800             3.239297E+02             3.239361E+02             3.261646E+02             3.261735E+02             3.268721E+02             3.244059E+02             3.238144E+02             3.244098E+02             3.238186E+02
                   0.3600             3.235354E+02             3.235354E+02             3.257827E+02             3.257871E+02             3.264817E+02             3.240136E+02             3.233927E+02             3.240132E+02             3.233912E+02
                   0.5400             3.234084E+02             3.234036E+02             3.256556E+02             3.256567E+02             3.263509E+02             3.238845E+02             3.232618E+02             3.238818E+02             3.232571E+02
                   0.7200             3.233408E+02             3.233321E+02             3.255855E+02             3.255840E+02             3.262785E+02             3.238146E+02             3.231956E+02             3.238100E+02             3.231882E+02
                   0.9000             3.232913E+02             3.232792E+02             3.255332E+02             3.255293E+02             3.262244E+02             3.237630E+02             3.231488E+02             3.237565E+02             3.231388E+02
                   1.0800             3.232499E+02             3.232344E+02             3.254891E+02             3.254827E+02             3.261784E+02             3.237195E+02             3.231101E+02             3.237112E+02             3.230975E+02
                   1.2600             3.232141E+02             3.231951E+02             3.254507E+02             3.254418E+02             3.261379E+02             3.236816E+02             3.230765E+02             3.236714E+02             3.230614E+02
                   1.4400             3.231829E+02             3.231605E+02             3.254173E+02             3.254058E+02             3.261023E+02             3.236485E+02             3.230474E+02             3.236364E+02             3.230296E+02
                   1.6200             3.231563E+02             3.231303E+02             3.253886E+02             3.253744E+02             3.260713E+02             3.236199E+02             3.230223E+02             3.236059E+02             3.230020E+02
                   1.8000             3.231340E+02             3.231046E+02             3.253646E+02             3.253476E+02             3.260448E+02             3.235958E+02             3.230013E+02             3.235798E+02             3.229784E+02
                   1.9800             3.231161E+02             3.230832E+02             3.253451E+02             3.253253E+02             3.260228E+02             3.235762E+02             3.229844E+02             3.235582E+02             3.229588E+02
                   2.1600             3.231025E+02             3.230661E+02             3.253301E+02             3.253075E+02             3.260052E+02             3.235609E+02             3.229713E+02             3.235408E+02             3.229431E+02
                   2.3400             3.230931E+02             3.230532E+02             3.253195E+02             3.252941E+02             3.259920E+02             3.235500E+02             3.229622E+02             3.235278E+02             3.229313E+02
                   2.5200             3.230879E+02             3.230446E+02             3.253133E+02             3.252851E+02             3.259832E+02             3.235433E+02             3.229570E+02             3.235191E+02             3.229233E+02
                   2.7000             3.230867E+02             3.230401E+02             3.253114E+02             3.252804E+02             3.259786E+02             3.235408E+02             3.229555E+02             3.235145E+02             3.229192E+02
                   2.8800             3.230894E+02             3.230395E+02             3.253135E+02             3.252798E+02             3.259780E+02             3.235423E+02             3.229576E+02             3.235139E+02             3.229186E+02
                   3.0600             3.230952E+02             3.230420E+02             3.253188E+02             3.252825E+02             3.259807E+02             3.235470E+02             3.229626E+02             3.235165E+02             3.229210E+02
                   3.2400             3.231018E+02             3.230453E+02             3.253249E+02             3.252860E+02             3.259842E+02             3.235525E+02             3.229683E+02             3.235199E+02             3.229240E+02
                   3.4200             3.231082E+02             3.230485E+02             3.253309E+02             3.252893E+02             3.259876E+02             3.235578E+02             3.229739E+02             3.235231E+02             3.229268E+02
                   3.6000             3.231145E+02             3.230515E+02             3.253368E+02             3.252925E+02             3.259907E+02             3.235630E+02             3.229792E+02             3.235262E+02             3.229295E+02
                   3.7800             3.231206E+02             3.230544E+02             3.253425E+02             3.252956E+02             3.259938E+02             3.235681E+02             3.229845E+02             3.235291E+02             3.229320E+02
                   3.9600             3.231266E+02             3.230571E+02             3.253482E+02             3.252985E+02             3.259967E+02             3.235731E+02             3.229896E+02             3.235319E+02             3.229344E+02
                   4.1400             3.231325E+02             3.230597E+02             3.253537E+02             3.253014E+02             3.259996E+02             3.235780E+02             3.229946E+02             3.235346E+02             3.229366E+02
                   4.3200             3.231383E+02             3.230622E+02             3.253591E+02             3.253041E+02             3.260023E+02             3.235829E+02             3.229995E+02             3.235372E+02             3.229388E+02
                   4.5000             3.231440E+02             3.230647E+02             3.253645E+02             3.253067E+02             3.260050E+02             3.235876E+02             3.230043E+02             3.235397E+02             3.229408E+02
                   4.6800             3.231497E+02             3.230670E+02             3.253698E+02             3.253093E+02             3.260076E+02             3.235923E+02             3.230090E+02             3.235421E+02             3.229428E+02
                   4.8600             3.231553E+02             3.230693E+02             3.253750E+02             3.253118E+02             3.260101E+02             3.235970E+02             3.230137E+02             3.235445E+02             3.229447E+02
                   5.0400             3.231608E+02             3.230716E+02             3.253802E+02             3.253143E+02             3.260126E+02             3.236016E+02             3.230183E+02             3.235468E+02             3.229466E+02
                   5.2200             3.231663E+02             3.230738E+02             3.253853E+02             3.253167E+02             3.260150E+02             3.236062E+02             3.230229E+02             3.235491E+02             3.229484E+02
                   5.4000             3.231718E+02             3.230760E+02             3.253904E+02             3.253192E+02             3.260175E+02             3.236107E+02             3.230275E+02             3.235513E+02             3.229503E+02
                   5.5800             3.231772E+02             3.230781E+02             3.253954E+02             3.253216E+02             3.260199E+02             3.236153E+02             3.230321E+02             3.235536E+02             3.229521E+02
                   5.7600             3.231827E+02             3.230803E+02             3.254005E+02             3.253240E+02             3.260223E+02             3.236199E+02             3.230367E+02             3.235559E+02             3.229539E+02
                   5.9400             3.231881E+02             3.230825E+02             3.254055E+02             3.253264E+02             3.260248E+02             3.236245E+02             3.230413E+02             3.235581E+02             3.229557E+02
                   6.1200             3.231936E+02             3.230848E+02             3.254106E+02             3.253288E+02             3.260273E+02             3.236292E+02             3.230459E+02             3.235604E+02             3.229576E+02
                   6.3000             3.231990E+02             3.230870E+02             3.254156E+02             3.253313E+02             3.260298E+02             3.236339E+02             3.230506E+02             3.235628E+02             3.229595E+02
                   6.4800             3.232045E+02             3.230893E+02             3.254207E+02             3.253338E+02             3.260323E+02             3.236386E+02             3.230553E+02             3.235651E+02             3.229615E+02
                   6.6600             3.232101E+02             3.230917E+02             3.254257E+02             3.253364E+02             3.260350E+02             3.236434E+02             3.230601E+02             3.235676E+02             3.229636E+02
                   6.8400             3.232156E+02             3.230941E+02             3.254308E+02             3.253390E+02             3.260376E+02             3.236482E+02             3.230650E+02             3.235701E+02             3.229657E+02
                   7.0200             3.232212E+02             3.230967E+02             3.254359E+02             3.253417E+02             3.260404E+02             3.236532E+02             3.230699E+02             3.235727E+02             3.229679E+02
