                   Degree               T_ocsc2[K]               T_ocsc3[K]               T_ocdc2[K]               T_ocdc3[K]               T_rosc2[K]               T_rosc3[K]               T_rodc2[K]               T_rodc3[K]             T_roller2[K]             T_roller3[K]
                   0.0000             3.238202E+02             3.237690E+02             3.238202E+02             3.237690E+02             3.264222E+02             3.258584E+02             3.264222E+02             3.258584E+02             3.271889E+02             3.265317E+02
                   0.1800             3.237795E+02             3.237310E+02             3.237858E+02             3.237371E+02             3.263730E+02             3.258134E+02             3.263822E+02             3.258219E+02             3.271504E+02             3.264965E+02
                   0.3600             3.233807E+02             3.233251E+02             3.233804E+02             3.233247E+02             3.259885E+02             3.254193E+02             3.259934E+02             3.254230E+02             3.267571E+02             3.260936E+02
                   0.5400             3.232535E+02             3.231973E+02             3.232482E+02             3.231918E+02             3.258612E+02             3.252914E+02             3.258628E+02             3.252915E+02             3.266261E+02             3.259617E+02
                   0.7200             3.231866E+02             3.231309E+02             3.231772E+02             3.231215E+02             3.257912E+02             3.252226E+02             3.257903E+02             3.252200E+02             3.265540E+02             3.258906E+02
                   0.9000             3.231379E+02             3.230831E+02             3.231249E+02             3.230701E+02             3.257392E+02             3.251721E+02             3.257359E+02             3.251669E+02             3.265002E+02             3.258380E+02
                   1.0800             3.230974E+02             3.230434E+02             3.230807E+02             3.230269E+02             3.256955E+02             3.251298E+02             3.256897E+02             3.251220E+02             3.264546E+02             3.257936E+02
                   1.2600             3.230623E+02             3.230091E+02             3.230419E+02             3.229890E+02             3.256574E+02             3.250931E+02             3.256491E+02             3.250825E+02             3.264145E+02             3.257547E+02
                   1.4400             3.230319E+02             3.229793E+02             3.230078E+02             3.229556E+02             3.256242E+02             3.250611E+02             3.256133E+02             3.250478E+02             3.263792E+02             3.257204E+02
                   1.6200             3.230060E+02             3.229539E+02             3.229781E+02             3.229265E+02             3.255958E+02             3.250337E+02             3.255822E+02             3.250176E+02             3.263485E+02             3.256905E+02
                   1.8000             3.229844E+02             3.229327E+02             3.229527E+02             3.229017E+02             3.255720E+02             3.250108E+02             3.255556E+02             3.249917E+02             3.263222E+02             3.256650E+02
                   1.9800             3.229670E+02             3.229157E+02             3.229316E+02             3.228811E+02             3.255527E+02             3.249923E+02             3.255334E+02             3.249703E+02             3.263004E+02             3.256438E+02
                   2.1600             3.229539E+02             3.229028E+02             3.229148E+02             3.228646E+02             3.255379E+02             3.249780E+02             3.255158E+02             3.249531E+02             3.262830E+02             3.256269E+02
                   2.3400             3.229450E+02             3.228940E+02             3.229021E+02             3.228522E+02             3.255275E+02             3.249681E+02             3.255025E+02             3.249403E+02             3.262699E+02             3.256142E+02
                   2.5200             3.229401E+02             3.228892E+02             3.228936E+02             3.228439E+02             3.255215E+02             3.249623E+02             3.254936E+02             3.249316E+02             3.262612E+02             3.256057E+02
                   2.7000             3.229393E+02             3.228883E+02             3.228891E+02             3.228395E+02             3.255196E+02             3.249607E+02             3.254889E+02             3.249271E+02             3.262566E+02             3.256013E+02
                   2.8800             3.229422E+02             3.228912E+02             3.228885E+02             3.228390E+02             3.255218E+02             3.249629E+02             3.254883E+02             3.249265E+02             3.262560E+02             3.256008E+02
                   3.0600             3.229482E+02             3.228970E+02             3.228910E+02             3.228414E+02             3.255271E+02             3.249682E+02             3.254910E+02             3.249291E+02             3.262587E+02             3.256033E+02
                   3.2400             3.229550E+02             3.229036E+02             3.228943E+02             3.228446E+02             3.255333E+02             3.249743E+02             3.254945E+02             3.249324E+02             3.262622E+02             3.256067E+02
                   3.4200             3.229616E+02             3.229100E+02             3.228974E+02             3.228476E+02             3.255394E+02             3.249803E+02             3.254978E+02             3.249356E+02             3.262655E+02             3.256099E+02
                   3.6000             3.229680E+02             3.229162E+02             3.229003E+02             3.228505E+02             3.255453E+02             3.249861E+02             3.255009E+02             3.249387E+02             3.262686E+02             3.256129E+02
                   3.7800             3.229743E+02             3.229223E+02             3.229031E+02             3.228532E+02             3.255511E+02             3.249918E+02             3.255040E+02             3.249416E+02             3.262717E+02             3.256158E+02
                   3.9600             3.229805E+02             3.229283E+02             3.229058E+02             3.228557E+02             3.255568E+02             3.249974E+02             3.255069E+02             3.249443E+02             3.262746E+02             3.256186E+02
