                   Degree           dqdtheta_sc[W]           dqdtheta_dc[W]           dqdtheta_hc[W]       dqdtheta_resoil[W]          dqdtheta_oil[W]
                   0.0000             2.894021E-04             9.240339E+00             0.000000E+00             8.694656E-01             5.024391E+03
                   0.1800             1.186476E-02             9.279525E+00             0.000000E+00             8.544125E-01             5.030447E+03
                   0.3600             1.825317E-02             9.315106E+00             0.000000E+00             9.235589E-01             5.030627E+03
                   0.5400             2.459965E-02             9.348159E+00             0.000000E+00             9.348252E-01             5.030660E+03
                   0.7200             3.099363E-02             9.378264E+00             0.000000E+00             9.336366E-01             5.030662E+03
                   0.9000             3.729307E-02             9.405382E+00             0.000000E+00             9.296295E-01             5.030657E+03
                   1.0800             4.344570E-02             9.429536E+00             0.000000E+00             9.252281E-01             5.030651E+03
                   1.2600             4.944904E-02             9.450755E+00             0.000000E+00             9.210673E-01             5.030645E+03
                   1.4400             5.531582E-02             9.469073E+00             0.000000E+00             9.173156E-01             5.030639E+03
                   1.6200             6.106067E-02             9.484519E+00             0.000000E+00             9.140177E-01             5.030634E+03
                   1.8000             6.669641E-02             9.497125E+00             0.000000E+00             9.111848E-01             5.030629E+03
                   1.9800             7.223350E-02             9.506920E+00             0.000000E+00             9.088186E-01             5.030626E+03
                   2.1600             7.768044E-02             9.513933E+00             0.000000E+00             9.069173E-01             5.030623E+03
                   2.3400             8.304418E-02             9.518200E+00             0.000000E+00             9.054773E-01             5.030621E+03
                   2.5200             8.833050E-02             9.519760E+00             0.000000E+00             9.044924E-01             5.030619E+03
                   2.7000             9.354427E-02             9.518677E+00             0.000000E+00             9.039524E-01             5.030619E+03
                   2.8800             9.868974E-02             9.515075E+00             0.000000E+00             9.038369E-01             5.030618E+03
                   3.0600             1.037706E-01             9.509442E+00             0.000000E+00             9.040711E-01             5.030619E+03
                   3.2400             1.087903E-01             9.503262E+00             0.000000E+00             9.044328E-01             5.030620E+03
                   3.4200             1.137518E-01             9.497123E+00             0.000000E+00             9.048323E-01             5.030620E+03
                   3.6000             1.186579E-01             9.491032E+00             0.000000E+00             9.052648E-01             5.030621E+03
                   3.7800             1.235113E-01             9.484991E+00             0.000000E+00             9.057267E-01             5.030622E+03
                   3.9600             1.283146E-01             9.478998E+00             0.000000E+00             9.062144E-01             5.030623E+03
                   4.1400             1.330702E-01             9.473054E+00             0.000000E+00             9.067244E-01             5.030624E+03
                   4.3200             1.377806E-01             9.467159E+00             0.000000E+00             9.072531E-01             5.030625E+03
                   4.5000             1.424480E-01             9.461312E+00             0.000000E+00             9.077970E-01             5.030627E+03
                   4.6800             1.470751E-01             9.455513E+00             0.000000E+00             9.083526E-01             5.030628E+03
                   4.8600             1.516641E-01             9.449761E+00             0.000000E+00             9.089163E-01             5.030629E+03
                   5.0400             1.562175E-01             9.444058E+00             0.000000E+00             9.094846E-01             5.030630E+03
                   5.2200             1.607379E-01             9.438402E+00             0.000000E+00             9.100540E-01             5.030631E+03
                   5.4000             1.652278E-01             9.432793E+00             0.000000E+00             9.106209E-01             5.030633E+03
                   5.5800             1.696899E-01             9.427231E+00             0.000000E+00             9.111820E-01             5.030634E+03
                   5.7600             1.741269E-01             9.421717E+00             0.000000E+00             9.117336E-01             5.030635E+03
                   5.9400             1.785416E-01             9.416248E+00             0.000000E+00             9.122723E-01             5.030636E+03
                   6.1200             1.829368E-01             9.410827E+00             0.000000E+00             9.127945E-01             5.030637E+03
                   6.3000             1.873157E-01             9.405451E+00             0.000000E+00             9.132969E-01             5.030638E+03
                   6.4800             1.916812E-01             9.400122E+00             0.000000E+00             9.137759E-01             5.030639E+03
                   6.6600             1.960366E-01             9.394838E+00             0.000000E+00             9.142280E-01             5.030640E+03
                   6.8400             2.003851E-01             9.389600E+00             0.000000E+00             9.146498E-01             5.030641E+03
                   7.0200             2.047302E-01             9.384408E+00             0.000000E+00             9.150378E-01             5.030642E+03
                   7.2000             2.090753E-01             9.379260E+00             0.000000E+00             9.153887E-01             5.030642E+03
                   7.3800             2.134241E-01             9.374158E+00             0.000000E+00             9.156988E-01             5.030643E+03
                   7.5600             2.177803E-01             9.369100E+00             0.000000E+00             9.159650E-01             5.030643E+03
                   7.7400             2.221477E-01             9.364087E+00             0.000000E+00             9.161836E-01             5.030644E+03
                   7.9200             2.265301E-01             9.359118E+00             0.000000E+00             9.163513E-01             5.030644E+03
                   8.1000             2.309317E-01             9.354193E+00             0.000000E+00             9.164647E-01             5.030644E+03
                   8.2800             2.353563E-01             9.349312E+00             0.000000E+00             9.165205E-01             5.030644E+03
                   8.4600             2.398083E-01             9.344475E+00             0.000000E+00             9.165153E-01             5.030644E+03
                   8.6400             2.442918E-01             9.339681E+00             0.000000E+00             9.164457E-01             5.030643E+03
                   8.8200             2.488111E-01             9.334930E+00             0.000000E+00             9.163085E-01             5.030643E+03
                   9.0000             2.533706E-01             9.330222E+00             0.000000E+00             9.161003E-01             5.030642E+03
                   9.1800             2.579747E-01             9.325557E+00             0.000000E+00             9.158178E-01             5.030641E+03
                   9.3600             2.626278E-01             9.320934E+00             0.000000E+00             9.154578E-01             5.030640E+03
                   9.5400             2.673344E-01             9.316354E+00             0.000000E+00             9.150170E-01             5.030639E+03
                   9.7200             2.720990E-01             9.311815E+00             0.000000E+00             9.144922E-01             5.030637E+03
                   9.9000             2.769260E-01             9.307319E+00             0.000000E+00             9.138803E-01             5.030636E+03
                  10.0800             2.818199E-01             9.302863E+00             0.000000E+00             9.131780E-01             5.030634E+03
                  10.2600             2.867852E-01             9.298450E+00             0.000000E+00             9.123823E-01             5.030632E+03
                  10.4400             2.918263E-01             9.294077E+00             0.000000E+00             9.114900E-01             5.030629E+03
                  10.6200             2.969475E-01             9.289744E+00             0.000000E+00             9.104980E-01             5.030626E+03
                  10.8000             3.021532E-01             9.285453E+00             0.000000E+00             9.094033E-01             5.030623E+03
                  10.9800             3.074475E-01             9.281202E+00             0.000000E+00             9.082030E-01             5.030620E+03
                  11.1600             3.128347E-01             9.276990E+00             0.000000E+00             9.068939E-01             5.030617E+03
                  11.3400             3.183186E-01             9.272819E+00             0.000000E+00             9.054731E-01             5.030613E+03
                  11.5200             3.239032E-01             9.268687E+00             0.000000E+00             9.039377E-01             5.030609E+03
                  11.7000             3.295923E-01             9.264595E+00             0.000000E+00             9.022848E-01             5.030605E+03
                  11.8800             3.353895E-01             9.260541E+00             0.000000E+00             9.005115E-01             5.030600E+03
                  12.0600             3.412981E-01             9.256527E+00             0.000000E+00             8.986150E-01             5.030595E+03
                  12.2400             3.473214E-01             9.252551E+00             0.000000E+00             8.965924E-01             5.030590E+03
                  12.4200             3.534625E-01             9.248613E+00             0.000000E+00             8.944409E-01             5.030584E+03
                  12.6000             3.597242E-01             9.244713E+00             0.000000E+00             8.921577E-01             5.030578E+03
