                   Degree                T_ecc[Nm]         T_inertia_ro[Nm]         T_inertia_vh[Nm]              T_com_C[Nm]      T_total_no_loss[Nm]               T_loss[Nm]             T_bear_s[Nm]         T_inst_total[Nm]
                   0.0000             8.472085E-02             3.265630E-04             9.822947E-07             4.160309E-05             3.691484E-04             5.144958E-01             8.990376E-02             5.148650E-01
                   0.1800             8.792502E-02            -1.000910E-03            -3.010714E-06             1.503256E-04            -8.535953E-04             5.168495E-01             8.986732E-02             5.159959E-01
                   0.3600             8.807203E-02            -1.977192E-03            -5.947329E-06             4.916959E-04            -1.491444E-03             5.168334E-01             8.991872E-02             5.153419E-01
                   0.5400             8.821304E-02            -2.953522E-03            -8.884053E-06             8.328366E-04            -2.129569E-03             5.168030E-01             8.995838E-02             5.146734E-01
                   0.7200             8.835784E-02            -3.929797E-03            -1.182056E-05             1.173024E-03            -2.768593E-03             5.167690E-01             8.998886E-02             5.140004E-01
                   0.9000             8.850886E-02            -4.905755E-03            -1.475605E-05             1.512130E-03            -3.408381E-03             5.167321E-01             9.000867E-02             5.133238E-01
                   1.0800             8.866654E-02            -5.881334E-03            -1.769030E-05             1.850174E-03            -4.048850E-03             5.166902E-01             9.001534E-02             5.126413E-01
                   1.2600             8.883078E-02            -6.856671E-03            -2.062373E-05             2.187210E-03            -4.690084E-03             5.166410E-01             9.000686E-02             5.119509E-01
                   1.4400             8.900130E-02            -7.831582E-03            -2.355576E-05             2.523308E-03            -5.331830E-03             5.165835E-01             8.998227E-02             5.112517E-01
                   1.6200             8.917779E-02            -8.806038E-03            -2.648628E-05             2.858539E-03            -5.973986E-03             5.165178E-01             8.994206E-02             5.105439E-01
                   1.8000             8.935993E-02            -9.779936E-03            -2.941497E-05             3.192979E-03            -6.616372E-03             5.164460E-01             8.988841E-02             5.098296E-01
                   1.9800             8.954741E-02            -1.075332E-02            -3.234194E-05             3.526707E-03            -7.258957E-03             5.163717E-01             8.982540E-02             5.091127E-01
                   2.1600             8.973990E-02            -1.172606E-02            -3.526676E-05             3.859804E-03            -7.901518E-03             5.163003E-01             8.975866E-02             5.083988E-01
                   2.3400             8.993707E-02            -1.269813E-02            -3.818940E-05             4.192353E-03            -8.543966E-03             5.162385E-01             8.969511E-02             5.076945E-01
                   2.5200             9.013861E-02            -1.366946E-02            -4.110959E-05             4.524440E-03            -9.186133E-03             5.161934E-01             8.964215E-02             5.070073E-01
                   2.7000             9.034418E-02            -1.464000E-02            -4.402712E-05             4.856144E-03            -9.827879E-03             5.164585E-01             8.960679E-02             5.066306E-01
                   2.8800             9.055347E-02            -1.560969E-02            -4.694188E-05             5.187530E-03            -1.046910E-02             5.168664E-01             8.959461E-02             5.063973E-01
                   3.0600             9.076612E-02            -1.657847E-02            -4.985360E-05             5.518559E-03            -1.110976E-02             5.173017E-01             8.960875E-02             5.061919E-01
                   3.2400             9.098181E-02            -1.754628E-02            -5.276214E-05             5.848883E-03            -1.175016E-02             5.177649E-01             8.964900E-02             5.060148E-01
                   3.4200             9.120039E-02            -1.851309E-02            -5.566734E-05             6.178347E-03            -1.239041E-02             5.182525E-01             8.971148E-02             5.058621E-01
                   3.6000             9.142178E-02            -1.947882E-02            -5.856899E-05             6.506945E-03            -1.303044E-02             5.187570E-01             8.978881E-02             5.057265E-01
                   3.7800             9.164591E-02            -2.044341E-02            -6.146688E-05             6.834672E-03            -1.367021E-02             5.192681E-01             8.987086E-02             5.055979E-01
                   3.9600             9.187270E-02            -2.140683E-02            -6.436088E-05             7.161524E-03            -1.430967E-02             5.197742E-01             8.994603E-02             5.054645E-01
                   4.1400             9.210206E-02            -2.236900E-02            -6.725075E-05             7.487495E-03            -1.494876E-02             5.202637E-01             9.000292E-02             5.053149E-01
                   4.3200             9.233391E-02            -2.332988E-02            -7.013635E-05             7.812579E-03            -1.558744E-02             5.207272E-01             9.003225E-02             5.051398E-01
                   4.5000             9.256816E-02            -2.428941E-02            -7.301747E-05             8.136770E-03            -1.622566E-02             5.211592E-01             9.002844E-02             5.049335E-01
                   4.6800             9.280472E-02            -2.524753E-02            -7.589393E-05             8.460062E-03            -1.686336E-02             5.215587E-01             8.999090E-02             5.046954E-01
