                   Degree                   P1[Pa]                   P2[Pa]                   P3[Pa]                   P4[Pa]                   P5[Pa]                   P6[Pa]                   P7[Pa]                   P8[Pa]                   P9[Pa]                  P3a[Pa]
                   0.0000             3.003647E+05             3.008702E+05             3.008692E+05             3.000566E+05             3.011056E+05             3.013155E+05             3.010985E+05             1.090094E+05             1.079673E+05             4.135048E+05
                   0.1800             3.003647E+05             3.008702E+05             3.008692E+05             3.000566E+05             3.011055E+05             3.013155E+05             3.010985E+05             1.090973E+05             1.080551E+05             4.137178E+05
                   0.3600             3.003647E+05             3.008702E+05             3.008692E+05             3.000566E+05             3.011055E+05             3.013155E+05             3.010985E+05             1.091877E+05             1.081455E+05             4.139133E+05
                   0.5400             3.003647E+05             3.008702E+05             3.008692E+05             3.000566E+05             3.011055E+05             3.013155E+05             3.010985E+05             1.092714E+05             1.082293E+05             4.140944E+05
                   0.7200             3.003647E+05             3.008702E+05             3.008692E+05             3.000566E+05             3.011055E+05             3.013155E+05             3.010985E+05             1.093486E+05             1.083064E+05             4.142613E+05
                   0.9000             3.003647E+05             3.008702E+05             3.008692E+05             3.000566E+05             3.011055E+05             3.013155E+05             3.010985E+05             1.094191E+05             1.083769E+05             4.144141E+05
                   1.0800             3.003647E+05             3.008702E+05             3.008692E+05             3.000566E+05             3.011055E+05             3.013155E+05             3.010985E+05             1.094831E+05             1.084409E+05             4.145529E+05
                   1.2600             3.003647E+05             3.008702E+05             3.008692E+05             3.000566E+05             3.011055E+05             3.013155E+05             3.010985E+05             1.095405E+05             1.084983E+05             4.146778E+05
                   1.4400             3.003647E+05             3.008702E+05             3.008692E+05             3.000566E+05             3.011055E+05             3.013154E+05             3.010985E+05             1.095914E+05             1.085492E+05             4.147889E+05
                   1.6200             3.003647E+05             3.008702E+05             3.008692E+05             3.000566E+05             3.011055E+05             3.013154E+05             3.010985E+05             1.096358E+05             1.085936E+05             4.148864E+05
                   1.8000             3.003647E+05             3.008702E+05             3.008692E+05             3.000566E+05             3.011055E+05             3.013154E+05             3.010985E+05             1.096738E+05             1.086316E+05             4.149703E+05
                   1.9800             3.003647E+05             3.008702E+05             3.008692E+05             3.000566E+05             3.011055E+05             3.013154E+05             3.010985E+05             1.097054E+05             1.086633E+05             4.150407E+05
                   2.1600             3.003647E+05             3.008702E+05             3.008692E+05             3.000566E+05             3.011055E+05             3.013154E+05             3.010985E+05             1.097309E+05             1.086888E+05             4.150977E+05
                   2.3400             3.003647E+05             3.008702E+05             3.008692E+05             3.000566E+05             3.011055E+05             3.013154E+05             3.010985E+05             1.097505E+05             1.087083E+05             4.151414E+05
                   2.5200             3.003647E+05             3.008702E+05             3.008692E+05             3.000566E+05             3.011055E+05             3.013154E+05             3.010985E+05             1.097641E+05             1.087220E+05             4.151721E+05
                   2.7000             3.003647E+05             3.008702E+05             3.008692E+05             3.000566E+05             3.011055E+05             3.013154E+05             3.010985E+05             1.097722E+05             1.087300E+05             4.151899E+05
                   2.8800             3.003647E+05             3.008702E+05             3.008692E+05             3.000566E+05             3.011055E+05             3.013154E+05             3.010985E+05             1.097748E+05             1.087326E+05             4.151956E+05
                   3.0600             3.003647E+05             3.008702E+05             3.008692E+05             3.000566E+05             3.011055E+05             3.013154E+05             3.010985E+05             1.097730E+05             1.087309E+05             4.151913E+05
