               Volume[m3]            Pressure[kPa]
             5.000000E-08             1.009264E+02
             5.005066E-08             1.148265E+02
             5.009648E-08             1.148832E+02
             5.013763E-08             1.148802E+02
             5.017429E-08             1.148634E+02
             5.020665E-08             1.148449E+02
             5.023489E-08             1.148279E+02
             5.025918E-08             1.148131E+02
             5.027970E-08             1.148006E+02
             5.029663E-08             1.147904E+02
             5.031015E-08             1.147822E+02
             5.032045E-08             1.147760E+02
             5.032769E-08             1.147718E+02
             5.033207E-08             1.147693E+02
             5.033375E-08             1.147685E+02
             5.033292E-08             1.147692E+02
             5.032977E-08             1.147713E+02
             5.032446E-08             1.147748E+02
             5.031718E-08             1.147795E+02
             5.030811E-08             1.147853E+02
             5.029743E-08             1.147921E+02
             5.028532E-08             1.147998E+02
             5.027195E-08             1.148082E+02
             5.025752E-08             1.148174E+02
             5.024219E-08             1.148270E+02
             5.022615E-08             1.148371E+02
             5.020957E-08             1.148476E+02
             5.019265E-08             1.148583E+02
             5.017555E-08             1.148690E+02
             5.015845E-08             1.148798E+02
             5.014155E-08             1.148904E+02
             5.012501E-08             1.149009E+02
             5.010902E-08             1.149109E+02
             5.009376E-08             1.149205E+02
             5.007940E-08             1.149295E+02
             5.006612E-08             1.149379E+02
             5.005412E-08             1.149454E+02
             5.004355E-08             1.149520E+02
             5.003462E-08             1.149575E+02
             5.002748E-08             1.149619E+02
             5.002233E-08             1.149650E+02
             5.001935E-08             1.149667E+02
             5.001871E-08             1.149669E+02
             5.002059E-08             1.149655E+02
             5.002517E-08             1.149623E+02
             5.003263E-08             1.149573E+02
             5.004316E-08             1.149503E+02
             5.005692E-08             1.149413E+02
             5.007411E-08             1.149301E+02
             5.009489E-08             1.149166E+02
             5.011945E-08             1.149007E+02
             5.014796E-08             1.148824E+02
             5.018061E-08             1.148614E+02
             5.021757E-08             1.148378E+02
             5.025903E-08             1.148114E+02
             5.030516E-08             1.147821E+02
             5.035613E-08             1.147499E+02
             5.041214E-08             1.147147E+02
             5.047335E-08             1.146764E+02
             5.053994E-08             1.146350E+02
             5.061210E-08             1.145903E+02
             5.069000E-08             1.145423E+02
             5.077382E-08             1.144910E+02
             5.086374E-08             1.144364E+02
             5.095993E-08             1.143783E+02
             5.106258E-08             1.143167E+02
             5.117185E-08             1.142517E+02
             5.128793E-08             1.141832E+02
             5.141100E-08             1.141112E+02
             5.154123E-08             1.140357E+02
             5.167880E-08             1.139566E+02
             5.182389E-08             1.138741E+02
             5.197667E-08             1.137881E+02
             5.213732E-08             1.136986E+02
             5.230601E-08             1.136056E+02
             5.248293E-08             1.135093E+02
             5.266825E-08             1.134097E+02
             5.286215E-08             1.133067E+02
             5.306479E-08             1.132005E+02
             5.327637E-08             1.130912E+02
             5.349705E-08             1.129788E+02
             5.372700E-08             1.128633E+02
             5.396642E-08             1.127450E+02
             5.421546E-08             1.126238E+02
             5.447431E-08             1.124998E+02
             5.474313E-08             1.123733E+02
             5.502212E-08             1.122442E+02
             5.531143E-08             1.121127E+02
             5.561124E-08             1.119789E+02
             5.592174E-08             1.118430E+02
             5.624309E-08             1.117050E+02
             5.657546E-08             1.115650E+02
             5.691904E-08             1.114233E+02
             5.727398E-08             1.112800E+02
             5.764048E-08             1.111351E+02
             5.801870E-08             1.109888E+02
             5.840881E-08             1.108413E+02
             5.881099E-08             1.106927E+02
             5.922540E-08             1.105431E+02
             5.965223E-08             1.103926E+02
             6.009165E-08             1.102415E+02
             6.054382E-08             1.100898E+02
             6.100891E-08             1.099376E+02
             6.148711E-08             1.097852E+02
             6.197858E-08             1.096326E+02
             6.248349E-08             1.094800E+02
             6.300202E-08             1.093274E+02
             6.353433E-08             1.091751E+02
             6.408059E-08             1.090231E+02
             6.464098E-08             1.088715E+02
             6.521567E-08             1.087205E+02
             6.580482E-08             1.085702E+02
             6.640861E-08             1.084206E+02
             6.702720E-08             1.082719E+02
             6.766077E-08             1.081243E+02
             6.830948E-08             1.079776E+02
             6.897350E-08             1.078322E+02
             6.965300E-08             1.076879E+02
             7.034816E-08             1.075450E+02
             7.105912E-08             1.074035E+02
             7.178608E-08             1.072635E+02
             7.252918E-08             1.071250E+02
             7.328861E-08             1.069881E+02
             7.406452E-08             1.068529E+02
             7.485709E-08             1.067194E+02
             7.566647E-08             1.065876E+02
             7.649284E-08             1.064576E+02
             7.733637E-08             1.063295E+02
             7.819721E-08             1.062033E+02
             7.907554E-08             1.060790E+02
             7.997151E-08             1.059566E+02
             8.088530E-08             1.058362E+02
             8.181707E-08             1.057178E+02
             8.276698E-08             1.056014E+02
             8.373520E-08             1.054871E+02
             8.472189E-08             1.053747E+02
             8.572722E-08             1.052644E+02
             8.675134E-08             1.051562E+02
             8.779442E-08             1.050500E+02
             8.885663E-08             1.049459E+02
             8.993812E-08             1.048438E+02
             9.103906E-08             1.047437E+02
             9.215962E-08             1.046457E+02
             9.329994E-08             1.045497E+02
             9.446020E-08             1.044557E+02
             9.564055E-08             1.043638E+02
             9.684115E-08             1.042738E+02
             9.806217E-08             1.041858E+02
             9.930377E-08             1.040997E+02
             1.005661E-07             1.040155E+02
             1.018493E-07             1.039333E+02
             1.031536E-07             1.038529E+02
             1.044791E-07             1.037744E+02
             1.058259E-07             1.036978E+02
             1.071943E-07             1.036229E+02
             1.085844E-07             1.035499E+02
             1.099963E-07             1.034785E+02
             1.114302E-07             1.034090E+02
             1.128863E-07             1.033411E+02
             1.143647E-07             1.032748E+02
             1.158656E-07             1.032103E+02
             1.173891E-07             1.031473E+02
             1.189353E-07             1.030859E+02
             1.205046E-07             1.030261E+02
             1.220969E-07             1.029678E+02
             1.237124E-07             1.029110E+02
             1.253514E-07             1.028556E+02
             1.270139E-07             1.028017E+02
             1.287001E-07             1.027492E+02
             1.304101E-07             1.026981E+02
             1.321442E-07             1.026483E+02
             1.339025E-07             1.025998E+02
             1.356851E-07             1.025526E+02
             1.374921E-07             1.025066E+02
             1.393238E-07             1.024619E+02
             1.411802E-07             1.024183E+02
             1.430616E-07             1.023760E+02
             1.449680E-07             1.023348E+02
             1.468997E-07             1.022947E+02
             1.488567E-07             1.022556E+02
             1.508392E-07             1.022177E+02
             1.528475E-07             1.021807E+02
             1.548815E-07             1.021448E+02
             1.569415E-07             1.021099E+02
             1.590277E-07             1.020759E+02
             1.611400E-07             1.020429E+02
             1.632789E-07             1.020107E+02
             1.654442E-07             1.019795E+02
             1.676363E-07             1.019491E+02
             1.698552E-07             1.019195E+02
             1.721011E-07             1.018908E+02
             1.743741E-07             1.018629E+02
             1.766744E-07             1.018357E+02
             1.790022E-07             1.018093E+02
             1.813575E-07             1.017836E+02
             1.837406E-07             1.017586E+02
             1.861515E-07             1.017344E+02
             1.885904E-07             1.017108E+02
             1.910574E-07             1.016878E+02
             1.935527E-07             1.016655E+02
             1.960765E-07             1.016439E+02
             1.986288E-07             1.016228E+02
             2.012098E-07             1.016023E+02
             2.038197E-07             1.015824E+02
             2.064586E-07             1.015630E+02
             2.091266E-07             1.015442E+02
             2.118239E-07             1.015259E+02
             2.145505E-07             1.015081E+02
             2.173067E-07             1.014908E+02
             2.200926E-07             1.014740E+02
             2.229084E-07             1.014577E+02
             2.257540E-07             1.014418E+02
             2.286298E-07             1.014264E+02
             2.315358E-07             1.014114E+02
             2.344722E-07             1.013968E+02
             2.374390E-07             1.013826E+02
             2.404365E-07             1.013688E+02
             2.434648E-07             1.013553E+02
             2.465240E-07             1.013423E+02
             2.496142E-07             1.013296E+02
             2.527355E-07             1.013173E+02
             2.558882E-07             1.013053E+02
             2.590724E-07             1.012936E+02
             2.622880E-07             1.012823E+02
             2.655354E-07             1.012713E+02
             2.688147E-07             1.012606E+02
             2.721258E-07             1.012501E+02
             2.754691E-07             1.012400E+02
             2.788446E-07             1.012301E+02
             2.822525E-07             1.012205E+02
             2.856928E-07             1.012112E+02
             2.891657E-07             1.012021E+02
             2.926714E-07             1.011933E+02
             2.962099E-07             1.011847E+02
             2.997815E-07             1.011764E+02
             3.033861E-07             1.011683E+02
             3.070240E-07             1.011604E+02
             3.106952E-07             1.011527E+02
             3.144000E-07             1.011452E+02
             3.181384E-07             1.011379E+02
             3.219105E-07             1.011309E+02
             3.257165E-07             1.011240E+02
             3.295565E-07             1.011173E+02
             3.334306E-07             1.011108E+02
             3.373389E-07             1.011044E+02
             3.412816E-07             1.010983E+02
             3.452588E-07             1.010923E+02
             3.492705E-07             1.010865E+02
             3.533170E-07             1.010808E+02
             3.573984E-07             1.010753E+02
             3.615147E-07             1.010699E+02
             3.656661E-07             1.010647E+02
             3.698527E-07             1.010596E+02
             3.740746E-07             1.010546E+02
             3.783320E-07             1.010498E+02
             3.826249E-07             1.010451E+02
             3.869535E-07             1.010406E+02
             3.913178E-07             1.010361E+02
             3.957181E-07             1.010318E+02
             4.001544E-07             1.010276E+02
             4.046269E-07             1.010235E+02
             4.091356E-07             1.010196E+02
             4.136807E-07             1.010157E+02
             4.182622E-07             1.010119E+02
             4.228804E-07             1.010083E+02
             4.275352E-07             1.010047E+02
             4.322269E-07             1.010013E+02
             4.369555E-07             1.009979E+02
             4.417211E-07             1.009946E+02
             4.465239E-07             1.009915E+02
             4.513640E-07             1.009884E+02
             4.562414E-07             1.009854E+02
             4.611563E-07             1.009825E+02
             4.661089E-07             1.009796E+02
             4.710991E-07             1.009769E+02
             4.761271E-07             1.009742E+02
             4.811931E-07             1.009716E+02
             4.862970E-07             1.009691E+02
             4.914391E-07             1.009666E+02
             4.966195E-07             1.009642E+02
             5.018382E-07             1.009619E+02
             5.070953E-07             1.009597E+02
             5.123910E-07             1.009575E+02
             5.177253E-07             1.009554E+02
             5.230984E-07             1.009534E+02
             5.285104E-07             1.009514E+02
             5.339614E-07             1.009495E+02
             5.394514E-07             1.009476E+02
             5.449806E-07             1.009459E+02
             5.505490E-07             1.009441E+02
             5.561568E-07             1.009425E+02
             5.618042E-07             1.009409E+02
             5.674910E-07             1.009393E+02
             5.732176E-07             1.009378E+02
             5.789839E-07             1.009364E+02
             5.847901E-07             1.009350E+02
             5.906363E-07             1.009337E+02
             5.965225E-07             1.009325E+02
             6.024489E-07             1.009313E+02
             6.084156E-07             1.009302E+02
             6.144226E-07             1.009291E+02
             6.204701E-07             1.009282E+02
             6.265581E-07             1.009273E+02
             6.326867E-07             1.009265E+02
             6.388561E-07             1.009223E+02
             6.450664E-07             1.009142E+02
             6.513175E-07             1.009083E+02
             6.576096E-07             1.009061E+02
             6.639429E-07             1.009055E+02
             6.703174E-07             1.009052E+02
             6.767331E-07             1.009049E+02
             6.831902E-07             1.009046E+02
             6.896888E-07             1.009044E+02
             6.962290E-07             1.009041E+02
             7.028108E-07             1.009038E+02
             7.094343E-07             1.009035E+02
             7.160997E-07             1.009032E+02
             7.228069E-07             1.009029E+02
             7.295562E-07             1.009026E+02
             7.363475E-07             1.009023E+02
             7.431811E-07             1.009020E+02
             7.500568E-07             1.009017E+02
             7.569750E-07             1.009014E+02
             7.639355E-07             1.009011E+02
             7.709385E-07             1.009008E+02
             7.779842E-07             1.009005E+02
             7.850725E-07             1.009002E+02
             7.922036E-07             1.008999E+02
             7.993775E-07             1.008996E+02
             8.065943E-07             1.008992E+02
             8.138542E-07             1.008989E+02
             8.211571E-07             1.008986E+02
             8.285032E-07             1.008983E+02
             8.358925E-07             1.008979E+02
             8.433252E-07             1.008976E+02
             8.508012E-07             1.008973E+02
             8.583207E-07             1.008969E+02
             8.658838E-07             1.008966E+02
             8.734905E-07             1.008962E+02
             8.811409E-07             1.008959E+02
             8.888351E-07             1.008955E+02
             8.965732E-07             1.008952E+02
             9.043552E-07             1.008948E+02
             9.121812E-07             1.008945E+02
             9.200513E-07             1.008941E+02
             9.279655E-07             1.008937E+02
             9.359240E-07             1.008934E+02
             9.439268E-07             1.008930E+02
             9.519739E-07             1.008926E+02
             9.600655E-07             1.008923E+02
             9.682016E-07             1.008919E+02
             9.763823E-07             1.008915E+02
             9.846076E-07             1.008911E+02
             9.928777E-07             1.008908E+02
             1.001193E-06             1.008904E+02
             1.009552E-06             1.008900E+02
             1.017957E-06             1.008896E+02
             1.026407E-06             1.008892E+02
             1.034901E-06             1.008888E+02
             1.043441E-06             1.008884E+02
             1.052026E-06             1.008880E+02
             1.060656E-06             1.008876E+02
             1.069332E-06             1.008872E+02
             1.078053E-06             1.008868E+02
             1.086819E-06             1.008864E+02
             1.095631E-06             1.008859E+02
             1.104489E-06             1.008855E+02
             1.113392E-06             1.008851E+02
             1.122341E-06             1.008847E+02
             1.131336E-06             1.008843E+02
             1.140376E-06             1.008838E+02
             1.149462E-06             1.008834E+02
             1.158595E-06             1.008830E+02
             1.167773E-06             1.008825E+02
             1.176997E-06             1.008821E+02
             1.186268E-06             1.008816E+02
             1.195584E-06             1.008812E+02
             1.204947E-06             1.008808E+02
             1.214356E-06             1.008803E+02
             1.223812E-06             1.008798E+02
             1.233314E-06             1.008794E+02
             1.242862E-06             1.008789E+02
             1.252457E-06             1.008785E+02
             1.262099E-06             1.008780E+02
             1.271787E-06             1.008775E+02
             1.281521E-06             1.008771E+02
             1.291303E-06             1.008766E+02
             1.301131E-06             1.008761E+02
             1.311006E-06             1.008756E+02
             1.320928E-06             1.008752E+02
             1.330897E-06             1.008747E+02
             1.340913E-06             1.008742E+02
             1.350976E-06             1.008737E+02
             1.361085E-06             1.008732E+02
             1.371243E-06             1.008727E+02
             1.381447E-06             1.008722E+02
             1.391698E-06             1.008717E+02
             1.401997E-06             1.008712E+02
             1.412343E-06             1.008707E+02
             1.422736E-06             1.008702E+02
             1.433177E-06             1.008697E+02
             1.443665E-06             1.008692E+02
             1.454201E-06             1.008686E+02
             1.464784E-06             1.008681E+02
             1.475415E-06             1.008676E+02
             1.486094E-06             1.008671E+02
             1.496820E-06             1.008666E+02
             1.507594E-06             1.008660E+02
             1.518415E-06             1.008655E+02
             1.529285E-06             1.008649E+02
             1.540202E-06             1.008644E+02
             1.551167E-06             1.008639E+02
             1.562180E-06             1.008633E+02
             1.573241E-06             1.008628E+02
             1.584350E-06             1.008622E+02
             1.595507E-06             1.008617E+02
             1.606712E-06             1.008611E+02
             1.617965E-06             1.008606E+02
             1.629266E-06             1.008600E+02
             1.640616E-06             1.008594E+02
             1.652013E-06             1.008589E+02
             1.663459E-06             1.008583E+02
             1.674953E-06             1.008577E+02
             1.686496E-06             1.008571E+02
             1.698087E-06             1.008566E+02
             1.709726E-06             1.008560E+02
             1.721413E-06             1.008554E+02
             1.733149E-06             1.008548E+02
             1.744934E-06             1.008542E+02
             1.756767E-06             1.008536E+02
             1.768648E-06             1.008530E+02
             1.780578E-06             1.008524E+02
             1.792557E-06             1.008518E+02
             1.804584E-06             1.008512E+02
             1.816660E-06             1.008506E+02
             1.828785E-06             1.008500E+02
             1.840958E-06             1.008494E+02
             1.853180E-06             1.008488E+02
             1.865451E-06             1.008482E+02
             1.877770E-06             1.008475E+02
             1.890139E-06             1.008469E+02
             1.902556E-06             1.008463E+02
             1.915022E-06             1.008457E+02
             1.927537E-06             1.008450E+02
             1.940101E-06             1.008444E+02
             1.952714E-06             1.008438E+02
             1.965375E-06             1.008431E+02
             1.978086E-06             1.008425E+02
             1.990846E-06             1.008418E+02
             2.003654E-06             1.008412E+02
             2.016512E-06             1.008405E+02
             2.029419E-06             1.008399E+02
             2.042375E-06             1.008392E+02
             2.055380E-06             1.008386E+02
             2.068434E-06             1.008379E+02
             2.081537E-06             1.008372E+02
             2.094689E-06             1.008366E+02
             2.107891E-06             1.008359E+02
             2.121141E-06             1.008352E+02
             2.134441E-06             1.008346E+02
             2.147790E-06             1.008339E+02
             2.161188E-06             1.008332E+02
             2.174636E-06             1.008325E+02
             2.188133E-06             1.008318E+02
             2.201679E-06             1.008311E+02
             2.215274E-06             1.008305E+02
             2.228919E-06             1.008298E+02
             2.242613E-06             1.008291E+02
             2.256356E-06             1.008284E+02
             2.270148E-06             1.008277E+02
             2.283990E-06             1.008270E+02
             2.297881E-06             1.008263E+02
             2.311822E-06             1.008255E+02
             2.325812E-06             1.008248E+02
             2.339851E-06             1.008241E+02
             2.353940E-06             1.008234E+02
             2.368078E-06             1.008227E+02
             2.382266E-06             1.008220E+02
             2.396503E-06             1.008212E+02
             2.410789E-06             1.008205E+02
             2.425125E-06             1.008198E+02
             2.439510E-06             1.008191E+02
             2.453944E-06             1.008183E+02
             2.468428E-06             1.008176E+02
             2.482962E-06             1.008168E+02
             2.497545E-06             1.008161E+02
             2.512177E-06             1.008154E+02
             2.526859E-06             1.008146E+02
             2.541590E-06             1.008139E+02
             2.556371E-06             1.008131E+02
             2.571201E-06             1.008123E+02
             2.586081E-06             1.008116E+02
             2.601010E-06             1.008108E+02
             2.615988E-06             1.008101E+02
             2.631016E-06             1.008093E+02
             2.646093E-06             1.008085E+02
             2.661220E-06             1.008078E+02
             2.676397E-06             1.008070E+02
             2.691622E-06             1.008062E+02
             2.706897E-06             1.008054E+02
             2.722222E-06             1.008047E+02
             2.737596E-06             1.008039E+02
             2.753019E-06             1.008031E+02
             2.768492E-06             1.008023E+02
             2.784015E-06             1.008015E+02
             2.799586E-06             1.008007E+02
             2.815207E-06             1.007999E+02
             2.830878E-06             1.007991E+02
             2.846598E-06             1.007983E+02
             2.862367E-06             1.007975E+02
             2.878186E-06             1.007967E+02
             2.894054E-06             1.007959E+02
             2.909971E-06             1.007951E+02
             2.925938E-06             1.007943E+02
             2.941954E-06             1.007935E+02
             2.958019E-06             1.007927E+02
             2.974134E-06             1.007919E+02
             2.990298E-06             1.007911E+02
             3.006511E-06             1.007902E+02
             3.022774E-06             1.007894E+02
             3.039085E-06             1.007886E+02
             3.055446E-06             1.007878E+02
             3.071857E-06             1.007869E+02
             3.088316E-06             1.007861E+02
             3.104825E-06             1.007853E+02
             3.121383E-06             1.007844E+02
             3.137990E-06             1.007836E+02
             3.154646E-06             1.007827E+02
             3.171352E-06             1.007819E+02
             3.188106E-06             1.007811E+02
             3.204910E-06             1.007802E+02
             3.221763E-06             1.007794E+02
             3.238665E-06             1.007785E+02
             3.255615E-06             1.007777E+02
             3.272615E-06             1.007768E+02
             3.289664E-06             1.007759E+02
             3.306762E-06             1.007751E+02
             3.323909E-06             1.007742E+02
             3.341105E-06             1.007734E+02
             3.358350E-06             1.007725E+02
             3.375643E-06             1.007716E+02
             3.392986E-06             1.007708E+02
             3.410378E-06             1.007699E+02
             3.427818E-06             1.007690E+02
             3.445307E-06             1.007681E+02
             3.462845E-06             1.007673E+02
             3.480432E-06             1.007664E+02
             3.498067E-06             1.007655E+02
             3.515751E-06             1.007646E+02
             3.533484E-06             1.007637E+02
             3.551266E-06             1.007628E+02
             3.569096E-06             1.007619E+02
             3.586975E-06             1.007611E+02
             3.604902E-06             1.007602E+02
             3.622878E-06             1.007593E+02
             3.640902E-06             1.007584E+02
             3.658975E-06             1.007575E+02
             3.677097E-06             1.007566E+02
             3.695267E-06             1.007557E+02
             3.713485E-06             1.007548E+02
             3.731752E-06             1.007539E+02
             3.750067E-06             1.007529E+02
             3.768430E-06             1.007520E+02
             3.786842E-06             1.007511E+02
             3.805302E-06             1.007502E+02
             3.823810E-06             1.007493E+02
             3.842366E-06             1.007484E+02
             3.860971E-06             1.007475E+02
             3.879623E-06             1.007465E+02
             3.898324E-06             1.007456E+02
             3.917073E-06             1.007447E+02
             3.935869E-06             1.007438E+02
             3.954714E-06             1.007429E+02
             3.973607E-06             1.007419E+02
             3.992547E-06             1.007410E+02
             4.011536E-06             1.007401E+02
             4.030572E-06             1.007391E+02
             4.049656E-06             1.007382E+02
             4.068788E-06             1.007373E+02
             4.087968E-06             1.007363E+02
             4.107195E-06             1.007354E+02
             4.126470E-06             1.007345E+02
             4.145792E-06             1.007335E+02
             4.165162E-06             1.007326E+02
             4.184580E-06             1.007316E+02
             4.204045E-06             1.007307E+02
             4.223557E-06             1.007297E+02
             4.243117E-06             1.007288E+02
             4.262724E-06             1.007278E+02
             4.282379E-06             1.007269E+02
             4.302081E-06             1.007259E+02
             4.321830E-06             1.007250E+02
             4.341626E-06             1.007240E+02
             4.361469E-06             1.007231E+02
             4.381360E-06             1.007221E+02
             4.401297E-06             1.007211E+02
             4.421282E-06             1.007202E+02
             4.441313E-06             1.007192E+02
             4.461391E-06             1.007183E+02
             4.481516E-06             1.007173E+02
             4.501688E-06             1.007163E+02
             4.521907E-06             1.007154E+02
             4.542172E-06             1.007144E+02
             4.562485E-06             1.007134E+02
             4.582843E-06             1.007125E+02
             4.603249E-06             1.007115E+02
             4.623700E-06             1.007105E+02
             4.644199E-06             1.007095E+02
             4.664743E-06             1.007086E+02
             4.685334E-06             1.007076E+02
             4.705972E-06             1.007066E+02
             4.726655E-06             1.007056E+02
             4.747385E-06             1.007047E+02
             4.768161E-06             1.007037E+02
             4.788983E-06             1.007027E+02
             4.809851E-06             1.007017E+02
             4.830765E-06             1.007007E+02
             4.851725E-06             1.006998E+02
             4.872731E-06             1.006988E+02
             4.893783E-06             1.006978E+02
             4.914881E-06             1.006968E+02
             4.936024E-06             1.006958E+02
             4.957213E-06             1.006948E+02
             4.978447E-06             1.006938E+02
             4.999728E-06             1.006928E+02
             5.021053E-06             1.006919E+02
             5.042424E-06             1.006909E+02
             5.063841E-06             1.006899E+02
             5.085302E-06             1.006889E+02
             5.106809E-06             1.006879E+02
             5.128361E-06             1.006869E+02
             5.149959E-06             1.006859E+02
             5.171601E-06             1.006849E+02
             5.193289E-06             1.006839E+02
             5.215021E-06             1.006829E+02
             5.236798E-06             1.006819E+02
             5.258620E-06             1.006809E+02
             5.280487E-06             1.006799E+02
             5.302399E-06             1.006789E+02
             5.324355E-06             1.006779E+02
             5.346356E-06             1.006769E+02
             5.368401E-06             1.006759E+02
