                   Degree                T_ecc[Nm]         T_inertia_ro[Nm]         T_inertia_vh[Nm]              T_com_C[Nm]      T_total_no_loss[Nm]               T_loss[Nm]             T_bear_s[Nm]         T_inst_total[Nm]
                   0.0000             8.068758E-02             3.264900E-04             9.822947E-07             1.648298E-05             3.439553E-04             4.905760E-01             6.896461E-02             4.909200E-01
                   0.1800             7.748346E-02            -1.000686E-03            -3.010714E-06             5.640499E-04            -4.396473E-04             4.850735E-01             6.882979E-02             4.846339E-01
                   0.3600             7.744527E-02            -1.976750E-03            -5.947329E-06             8.646897E-04            -1.118008E-03             4.850191E-01             6.883712E-02             4.839011E-01
                   0.5400             7.743971E-02            -2.952862E-03            -8.884053E-06             1.164410E-03            -1.797336E-03             4.847489E-01             6.883220E-02             4.829515E-01
                   0.7200             7.744786E-02            -3.928919E-03            -1.182056E-05             1.464721E-03            -2.476019E-03             4.844933E-01             6.882728E-02             4.820173E-01
                   0.9000             7.746423E-02            -4.904658E-03            -1.475605E-05             1.766032E-03            -3.153382E-03             4.842453E-01             6.882222E-02             4.810920E-01
                   1.0800             7.748719E-02            -5.880019E-03            -1.769030E-05             2.068485E-03            -3.829224E-03             4.843169E-01             6.883259E-02             4.804877E-01
                   1.2600             7.751609E-02            -6.855138E-03            -2.062373E-05             2.372170E-03            -4.503592E-03             4.840911E-01             6.882775E-02             4.795875E-01
                   1.4400             7.755055E-02            -7.829831E-03            -2.355576E-05             2.677161E-03            -5.176226E-03             4.838702E-01             6.882275E-02             4.786940E-01
                   1.6200             7.758944E-02            -8.804070E-03            -2.648628E-05             2.983144E-03            -5.847412E-03             4.836514E-01             6.881759E-02             4.778039E-01
                   1.8000             7.763239E-02            -9.777750E-03            -2.941497E-05             3.289971E-03            -6.517194E-03             4.837979E-01             6.883045E-02             4.772807E-01
                   1.9800             7.767940E-02            -1.075092E-02            -3.234194E-05             3.597628E-03            -7.185632E-03             4.835946E-01             6.882566E-02             4.764089E-01
                   2.1600             7.773045E-02            -1.172343E-02            -3.526676E-05             3.906104E-03            -7.852597E-03             4.833928E-01             6.882074E-02             4.755402E-01
                   2.3400             7.778553E-02            -1.269529E-02            -3.818940E-05             4.215387E-03            -8.518095E-03             4.831927E-01             6.881570E-02             4.746746E-01
                   2.5200             7.784463E-02            -1.366641E-02            -4.110959E-05             4.525467E-03            -9.182051E-03             4.829944E-01             6.881055E-02             4.738124E-01
                   2.7000             7.790774E-02            -1.463672E-02            -4.402712E-05             4.836335E-03            -9.844415E-03             4.832326E-01             6.882711E-02             4.733881E-01
                   2.8800             7.797486E-02            -1.560620E-02            -4.694188E-05             5.147983E-03            -1.050516E-02             4.830528E-01             6.882247E-02             4.725476E-01
                   3.0600             7.804597E-02            -1.657476E-02            -4.985360E-05             5.460404E-03            -1.116421E-02             4.828753E-01             6.881774E-02             4.717111E-01
                   3.2400             7.812107E-02            -1.754236E-02            -5.276214E-05             5.773593E-03            -1.182153E-02             4.827002E-01             6.881293E-02             4.708787E-01
                   3.4200             7.820015E-02            -1.850895E-02            -5.566734E-05             6.087543E-03            -1.247707E-02             4.825277E-01             6.880802E-02             4.700506E-01
                   3.6000             7.828321E-02            -1.947446E-02            -5.856899E-05             6.402251E-03            -1.313078E-02             4.823577E-01             6.880305E-02             4.692269E-01
                   3.7800             7.837024E-02            -2.043884E-02            -6.146688E-05             6.717712E-03            -1.378260E-02             4.821904E-01             6.879800E-02             4.684078E-01
                   3.9600             7.846125E-02            -2.140205E-02            -6.436088E-05             7.033924E-03            -1.443249E-02             4.831295E-01             6.882055E-02             4.686971E-01
                   4.1400             7.855622E-02            -2.236400E-02            -6.725075E-05             7.350870E-03            -1.508038E-02             4.830622E-01             6.881618E-02             4.679818E-01
                   4.3200             7.865517E-02            -2.332467E-02            -7.013635E-05             7.668555E-03            -1.572625E-02             4.829985E-01             6.881174E-02             4.672723E-01
                   4.5000             7.875807E-02            -2.428398E-02            -7.301747E-05             7.986978E-03            -1.637002E-02             4.829385E-01             6.880726E-02             4.665685E-01
                   4.6800             7.886495E-02            -2.524188E-02            -7.589393E-05             8.306138E-03            -1.701164E-02             4.828821E-01             6.880272E-02             4.658705E-01
                   4.8600             7.897579E-02            -2.619833E-02            -7.876557E-05             8.626034E-03            -1.765106E-02             4.828294E-01             6.879814E-02             4.651784E-01
                   5.0400             7.909061E-02            -2.715326E-02            -8.163220E-05             8.946663E-03            -1.828823E-02             4.827804E-01             6.879352E-02             4.644922E-01
                   5.2200             7.920939E-02            -2.810661E-02            -8.449362E-05             9.268023E-03            -1.892308E-02             4.827351E-01             6.878886E-02             4.638120E-01
                   5.4000             7.933214E-02            -2.905834E-02            -8.734967E-05             9.590114E-03            -1.955558E-02             4.826933E-01             6.878417E-02             4.631378E-01
                   5.5800             7.945887E-02            -3.000838E-02            -9.020015E-05             9.912933E-03            -2.018565E-02             4.826553E-01             6.877946E-02             4.624696E-01
                   5.7600             7.958958E-02            -3.095670E-02            -9.304491E-05             1.023648E-02            -2.081326E-02             4.826580E-01             6.881194E-02             4.618448E-01
                   5.9400             7.972428E-02            -3.190322E-02            -9.588374E-05             1.056075E-02            -2.143835E-02             4.826281E-01             6.880807E-02             4.611898E-01
                   6.1200             7.986296E-02            -3.284789E-02            -9.871648E-05             1.088574E-02            -2.206087E-02             4.826018E-01             6.880417E-02             4.605410E-01
                   6.3000             8.000563E-02            -3.379067E-02            -1.015430E-04             1.121146E-02            -2.268076E-02             4.825792E-01             6.880026E-02             4.598984E-01
                   6.4800             8.015229E-02            -3.473150E-02            -1.043630E-04             1.153789E-02            -2.329797E-02             4.825769E-01             6.879633E-02             4.592790E-01
                   6.6600             8.030295E-02            -3.567032E-02            -1.071764E-04             1.186503E-02            -2.391246E-02             4.828478E-01             6.879240E-02             4.589353E-01
                   6.8400             8.045762E-02            -3.660707E-02            -1.099830E-04             1.219289E-02            -2.452417E-02             4.831218E-01             6.878846E-02             4.585977E-01
                   7.0200             8.061629E-02            -3.754172E-02            -1.127826E-04             1.252144E-02            -2.513306E-02             4.833992E-01             6.878451E-02             4.582662E-01
                   7.2000             8.077897E-02            -3.847419E-02            -1.155750E-04             1.285070E-02            -2.573907E-02             4.836800E-01             6.878057E-02             4.579409E-01
                   7.3800             8.094566E-02            -3.940445E-02            -1.183601E-04             1.318064E-02            -2.634217E-02             4.839641E-01             6.877664E-02             4.576219E-01
                   7.5600             8.111636E-02            -4.033244E-02            -1.211378E-04             1.351127E-02            -2.694230E-02             4.842517E-01             6.877272E-02             4.573094E-01
                   7.7400             8.129108E-02            -4.125809E-02            -1.239077E-04             1.384258E-02            -2.753942E-02             4.845427E-01             6.876881E-02             4.570033E-01
                   7.9200             8.146981E-02            -4.218138E-02            -1.266699E-04             1.417456E-02            -2.813349E-02             4.848372E-01             6.876492E-02             4.567037E-01
                   8.1000             8.165256E-02            -4.310222E-02            -1.294239E-04             1.450719E-02            -2.872446E-02             4.851353E-01             6.876105E-02             4.564108E-01
                   8.2800             8.183932E-02            -4.402059E-02            -1.321699E-04             1.484047E-02            -2.931229E-02             4.854369E-01             6.875722E-02             4.561246E-01
                   8.4600             8.203008E-02            -4.493642E-02            -1.349074E-04             1.517438E-02            -2.989694E-02             4.857421E-01             6.875341E-02             4.558452E-01
                   8.6400             8.222484E-02            -4.584966E-02            -1.376364E-04             1.550891E-02            -3.047839E-02             4.860510E-01             6.874964E-02             4.555726E-01
                   8.8200             8.242360E-02            -4.676027E-02            -1.403568E-04             1.584405E-02            -3.105658E-02             4.863636E-01             6.874591E-02             4.553070E-01
                   9.0000             8.262635E-02            -4.766818E-02            -1.430682E-04             1.617977E-02            -3.163148E-02             4.866799E-01             6.874222E-02             4.550484E-01
                   9.1800             8.283308E-02            -4.857336E-02            -1.457707E-04             1.651606E-02            -3.220307E-02             4.869999E-01             6.873858E-02             4.547968E-01
                   9.3600             8.304376E-02            -4.947574E-02            -1.484639E-04             1.685290E-02            -3.277130E-02             4.873237E-01             6.873499E-02             4.545524E-01
                   9.5400             8.325840E-02            -5.037528E-02            -1.511478E-04             1.719027E-02            -3.333616E-02             4.876513E-01             6.873146E-02             4.543151E-01
                   9.7200             8.347697E-02            -5.127192E-02            -1.538222E-04             1.752814E-02            -3.389760E-02             4.879827E-01             6.872798E-02             4.540851E-01
                   9.9000             8.369945E-02            -5.216563E-02            -1.564869E-04             1.786650E-02            -3.445562E-02             4.883784E-01             6.878500E-02             4.539228E-01
                  10.0800             8.392582E-02            -5.305634E-02            -1.591417E-04             1.820531E-02            -3.501017E-02             4.887184E-01             6.878245E-02             4.537082E-01
                  10.2600             8.415605E-02            -5.394400E-02            -1.617865E-04             1.854455E-02            -3.556124E-02             4.890621E-01             6.877996E-02             4.535009E-01
                  10.4400             8.439013E-02            -5.482858E-02            -1.644212E-04             1.888419E-02            -3.610881E-02             4.894098E-01             6.877753E-02             4.533010E-01
                  10.6200             8.462801E-02            -5.571001E-02            -1.670455E-04             1.922420E-02            -3.665285E-02             4.897614E-01             6.877516E-02             4.531085E-01
                  10.8000             8.486967E-02            -5.658825E-02            -1.696594E-04             1.956454E-02            -3.719336E-02             4.901168E-01             6.877285E-02             4.529234E-01
                  10.9800             8.511507E-02            -5.746325E-02            -1.722626E-04             1.990519E-02            -3.773032E-02             4.904761E-01             6.877061E-02             4.527458E-01
                  11.1600             8.536417E-02            -5.833496E-02            -1.748550E-04             2.024611E-02            -3.826370E-02             4.908393E-01             6.876844E-02             4.525756E-01
                  11.3400             8.561693E-02            -5.920333E-02            -1.774364E-04             2.058726E-02            -3.879351E-02             4.912064E-01             6.876634E-02             4.524129E-01
                  11.5200             8.587330E-02            -6.006832E-02            -1.800067E-04             2.092860E-02            -3.931973E-02             4.915774E-01             6.876432E-02             4.522576E-01
                  11.7000             8.613324E-02            -6.092988E-02            -1.825658E-04             2.127010E-02            -3.984235E-02             4.919522E-01             6.876238E-02             4.521098E-01
                  11.8800             8.639670E-02            -6.178796E-02            -1.851135E-04             2.161171E-02            -4.036136E-02             4.923308E-01             6.876052E-02             4.519694E-01
                  12.0600             8.666362E-02            -6.264251E-02            -1.876495E-04             2.195340E-02            -4.087676E-02             4.927132E-01             6.875876E-02             4.518364E-01
                  12.2400             8.693396E-02            -6.349348E-02            -1.901739E-04             2.229511E-02            -4.138855E-02             4.930994E-01             6.875708E-02             4.517109E-01
                  12.4200             8.720763E-02            -6.434084E-02            -1.926864E-04             2.263681E-02            -4.189672E-02             4.934894E-01             6.875550E-02             4.515926E-01
                  12.6000             8.748460E-02            -6.518453E-02            -1.951869E-04             2.297845E-02            -4.240127E-02             4.938830E-01             6.875401E-02             4.514817E-01
                  12.7800             8.776478E-02            -6.602450E-02            -1.976752E-04             2.331998E-02            -4.290220E-02             4.942803E-01             6.875262E-02             4.513781E-01
                  12.9600             8.804812E-02            -6.686072E-02            -2.001512E-04             2.366136E-02            -4.339951E-02             4.946812E-01             6.875133E-02             4.512817E-01
                  13.1400             8.833454E-02            -6.769313E-02            -2.026148E-04             2.400254E-02            -4.389321E-02             4.950856E-01             6.875015E-02             4.511924E-01
                  13.3200             8.862397E-02            -6.852170E-02            -2.050658E-04             2.434348E-02            -4.438329E-02             4.954936E-01             6.874907E-02             4.511103E-01
                  13.5000             8.891634E-02            -6.934637E-02            -2.075040E-04             2.468412E-02            -4.486975E-02             4.959049E-01             6.874811E-02             4.510352E-01
                  13.6800             8.921156E-02            -7.016710E-02            -2.099293E-04             2.502441E-02            -4.535261E-02             4.963196E-01             6.874725E-02             4.509670E-01
                  13.8600             8.950956E-02            -7.098384E-02            -2.123417E-04             2.536432E-02            -4.583187E-02             4.967376E-01             6.874651E-02             4.509058E-01
                  14.0400             8.981026E-02            -7.179656E-02            -2.147408E-04             2.570378E-02            -4.630752E-02             4.971588E-01             6.874589E-02             4.508513E-01
                  14.2200             9.011357E-02            -7.260521E-02            -2.171267E-04             2.604276E-02            -4.677958E-02             4.975832E-01             6.874539E-02             4.508036E-01
                  14.4000             9.041941E-02            -7.340975E-02            -2.194991E-04             2.638120E-02            -4.724805E-02             4.980105E-01             6.874500E-02             4.507625E-01
                  14.5800             9.072768E-02            -7.421013E-02            -2.218580E-04             2.671906E-02            -4.771293E-02             4.984408E-01             6.874474E-02             4.507279E-01
                  14.7600             9.103831E-02            -7.500631E-02            -2.242031E-04             2.705628E-02            -4.817423E-02             4.988740E-01             6.874460E-02             4.506997E-01
                  14.9400             9.135119E-02            -7.579825E-02            -2.265345E-04             2.739283E-02            -4.863195E-02             4.993098E-01             6.874459E-02             4.506779E-01
                  15.1200             9.166625E-02            -7.658590E-02            -2.288518E-04             2.772866E-02            -4.908609E-02             4.997484E-01             6.874470E-02             4.506623E-01
                  15.3000             9.198338E-02            -7.736923E-02            -2.311551E-04             2.806372E-02            -4.953666E-02             5.001894E-01             6.874495E-02             4.506528E-01
                  15.4800             9.230249E-02            -7.814819E-02            -2.334441E-04             2.839798E-02            -4.998366E-02             5.006329E-01             6.874532E-02             4.506493E-01
                  15.6600             9.262349E-02            -7.892275E-02            -2.357188E-04             2.873138E-02            -5.042709E-02             5.010787E-01             6.874581E-02             4.506516E-01
                  15.8400             9.294628E-02            -7.969285E-02            -2.379790E-04             2.906389E-02            -5.086695E-02             5.015267E-01             6.874644E-02             4.506598E-01
                  16.0200             9.327077E-02            -8.045847E-02            -2.402246E-04             2.939547E-02            -5.130323E-02             5.019768E-01             6.874720E-02             4.506736E-01
                  16.2000             9.359686E-02            -8.121956E-02            -2.424554E-04             2.972607E-02            -5.173594E-02             5.024288E-01             6.874809E-02             4.506929E-01
                  16.3800             9.392445E-02            -8.197608E-02            -2.446714E-04             3.005568E-02            -5.216508E-02             5.028826E-01             6.874911E-02             4.507176E-01
                  16.5600             9.425345E-02            -8.272800E-02            -2.468725E-04             3.038424E-02            -5.259063E-02             5.033382E-01             6.875025E-02             4.507476E-01
                  16.7400             9.458376E-02            -8.347526E-02            -2.490584E-04             3.071174E-02            -5.301259E-02             5.037953E-01             6.875153E-02             4.507827E-01
                  16.9200             9.491529E-02            -8.421785E-02            -2.512291E-04             3.103813E-02            -5.343095E-02             5.042539E-01             6.875294E-02             4.508229E-01
                  17.1000             9.524793E-02            -8.495571E-02            -2.533845E-04             3.136339E-02            -5.384571E-02             5.047138E-01             6.875447E-02             4.508680E-01
                  17.2800             9.558161E-02            -8.568881E-02            -2.555244E-04             3.168749E-02            -5.425684E-02             5.051748E-01             6.875613E-02             4.509180E-01
                  17.4600             9.591621E-02            -8.641711E-02            -2.576488E-04             3.201040E-02            -5.466435E-02             5.056369E-01             6.875791E-02             4.509726E-01
                  17.6400             9.625165E-02            -8.714057E-02            -2.597575E-04             3.233211E-02            -5.506821E-02             5.060999E-01             6.875982E-02             4.510317E-01
                  17.8200             9.658783E-02            -8.785916E-02            -2.618504E-04             3.265260E-02            -5.546842E-02             5.065638E-01             6.876184E-02             4.510953E-01
                  18.0000             9.692467E-02            -8.857285E-02            -2.639274E-04             3.297184E-02            -5.586494E-02             5.069464E-01             6.868220E-02             4.510815E-01
                  18.1800             9.726206E-02            -8.928159E-02            -2.659885E-04             3.328982E-02            -5.625776E-02             5.074114E-01             6.868450E-02             4.511537E-01
                  18.3600             9.759994E-02            -8.998535E-02            -2.680334E-04             3.360652E-02            -5.664687E-02             5.078769E-01             6.868696E-02             4.512300E-01
                  18.5400             9.793819E-02            -9.068410E-02            -2.700620E-04             3.392193E-02            -5.703223E-02             5.083426E-01             6.868957E-02             4.513104E-01
                  18.7200             9.827675E-02            -9.137779E-02            -2.720744E-04             3.423604E-02            -5.741383E-02             5.088086E-01             6.869232E-02             4.513947E-01
                  18.9000             9.861552E-02            -9.206641E-02            -2.740703E-04             3.454885E-02            -5.779163E-02             5.092745E-01             6.869522E-02             4.514829E-01
                  19.0800             9.895441E-02            -9.274990E-02            -2.760497E-04             3.486034E-02            -5.816561E-02             5.097404E-01             6.869826E-02             4.515748E-01
                  19.2600             9.929336E-02            -9.342824E-02            -2.780125E-04             3.517051E-02            -5.853575E-02             5.102061E-01             6.870143E-02             4.516703E-01
                  19.4400             9.963229E-02            -9.410140E-02            -2.799585E-04             3.547935E-02            -5.890200E-02             5.106714E-01             6.870474E-02             4.517694E-01
                  19.6200             9.997110E-02            -9.476934E-02            -2.818877E-04             3.578688E-02            -5.926435E-02             5.111363E-01             6.870818E-02             4.518719E-01
                  19.8000             1.003097E-01            -9.543202E-02            -2.838000E-04             3.609308E-02            -5.962274E-02             5.116006E-01             6.871175E-02             4.519778E-01
                  19.9800             1.006481E-01            -9.608943E-02            -2.856953E-04             3.639796E-02            -5.997716E-02             5.120642E-01             6.871543E-02             4.520871E-01
                  20.1600             1.009862E-01            -9.674152E-02            -2.875734E-04             3.670152E-02            -6.032757E-02             5.125271E-01             6.871924E-02             4.521995E-01
                  20.3400             1.013238E-01            -9.738826E-02            -2.894344E-04             3.700378E-02            -6.067392E-02             5.129890E-01             6.872315E-02             4.523151E-01
                  20.5200             1.016610E-01            -9.802963E-02            -2.912780E-04             3.730472E-02            -6.101618E-02             5.134499E-01             6.872718E-02             4.524337E-01
                  20.7000             1.019977E-01            -9.866559E-02            -2.931043E-04             3.760438E-02            -6.135432E-02             5.139097E-01             6.873130E-02             4.525554E-01
                  20.8800             1.023338E-01            -9.929611E-02            -2.949131E-04             3.790274E-02            -6.168829E-02             5.143683E-01             6.873552E-02             4.526800E-01
                  21.0600             1.026692E-01            -9.992117E-02            -2.967043E-04             3.819983E-02            -6.201805E-02             5.148256E-01             6.873984E-02             4.528076E-01
                  21.2400             1.030039E-01            -1.005407E-01            -2.984779E-04             3.849565E-02            -6.234356E-02             5.152815E-01             6.874424E-02             4.529380E-01
                  21.4200             1.033379E-01            -1.011548E-01            -3.002338E-04             3.879022E-02            -6.266478E-02             5.157359E-01             6.874871E-02             4.530711E-01
                  21.6000             1.036711E-01            -1.017632E-01            -3.019719E-04             3.908355E-02            -6.298166E-02             5.161887E-01             6.875327E-02             4.532071E-01
                  21.7800             1.040034E-01            -1.023661E-01            -3.036920E-04             3.937566E-02            -6.329417E-02             5.166399E-01             6.875789E-02             4.533457E-01
                  21.9600             1.043348E-01            -1.029634E-01            -3.053943E-04             3.966656E-02            -6.360227E-02             5.170893E-01             6.876258E-02             4.534871E-01
                  22.1400             1.046652E-01            -1.035551E-01            -3.070784E-04             3.995627E-02            -6.390590E-02             5.175369E-01             6.876732E-02             4.536310E-01
                  22.3200             1.049946E-01            -1.041411E-01            -3.087445E-04             4.024480E-02            -6.420502E-02             5.179827E-01             6.877212E-02             4.537777E-01
                  22.5000             1.053230E-01            -1.047214E-01            -3.103924E-04             4.053217E-02            -6.449960E-02             5.184265E-01             6.877696E-02             4.539269E-01
                  22.6800             1.056503E-01            -1.052960E-01            -3.120220E-04             4.081840E-02            -6.478958E-02             5.188682E-01             6.878184E-02             4.540787E-01
                  22.8600             1.059765E-01            -1.058648E-01            -3.136333E-04             4.110350E-02            -6.507493E-02             5.192416E-01             6.872044E-02             4.541667E-01
                  23.0400             1.063016E-01            -1.064279E-01            -3.152261E-04             4.138750E-02            -6.535560E-02             5.196799E-01             6.872609E-02             4.543243E-01
                  23.2200             1.066254E-01            -1.069852E-01            -3.168005E-04             4.167041E-02            -6.563154E-02             5.201161E-01             6.873181E-02             4.544845E-01
                  23.4000             1.069481E-01            -1.075366E-01            -3.183564E-04             4.195226E-02            -6.590272E-02             5.205500E-01             6.873756E-02             4.546473E-01
                  23.5800             1.072695E-01            -1.080823E-01            -3.198937E-04             4.223305E-02            -6.616910E-02             5.209817E-01             6.874335E-02             4.548126E-01
                  23.7600             1.075897E-01            -1.086220E-01            -3.214122E-04             4.251281E-02            -6.643062E-02             5.214111E-01             6.874918E-02             4.549805E-01
                  23.9400             1.079085E-01            -1.091559E-01            -3.229121E-04             4.279156E-02            -6.668725E-02             5.218382E-01             6.875502E-02             4.551509E-01
                  24.1200             1.082261E-01            -1.096839E-01            -3.243932E-04             4.306931E-02            -6.693895E-02             5.222629E-01             6.876089E-02             4.553240E-01
                  24.3000             1.085423E-01            -1.102059E-01            -3.258554E-04             4.334609E-02            -6.718567E-02             5.226852E-01             6.876677E-02             4.554995E-01
                  24.4800             1.088572E-01            -1.107220E-01            -3.272988E-04             4.362190E-02            -6.742738E-02             5.231051E-01             6.877265E-02             4.556777E-01
                  24.6600             1.091707E-01            -1.112321E-01            -3.287231E-04             4.389678E-02            -6.766404E-02             5.235225E-01             6.877854E-02             4.558585E-01
                  24.8400             1.094828E-01            -1.117362E-01            -3.301285E-04             4.417074E-02            -6.789560E-02             5.239375E-01             6.878442E-02             4.560419E-01
                  25.0200             1.097935E-01            -1.122343E-01            -3.315148E-04             4.444379E-02            -6.812203E-02             5.243500E-01             6.879028E-02             4.562279E-01
                  25.2000             1.101028E-01            -1.127264E-01            -3.328820E-04             4.471596E-02            -6.834330E-02             5.247052E-01             6.874143E-02             4.563619E-01
