                   Degree              dlvdt[mm/s]            dlvdtt[mm/s2]
                   0.0000             0.000000E+00             7.867562E+04
                   0.1800             1.942604E+00             7.867510E+04
                   0.3600             3.885181E+00             7.867351E+04
                   0.5400             5.827707E+00             7.867087E+04
                   0.7200             7.770154E+00             7.866718E+04
                   0.9000             9.712497E+00             7.866243E+04
                   1.0800             1.165471E+01             7.865663E+04
                   1.2600             1.359677E+01             7.864977E+04
                   1.4400             1.553864E+01             7.864186E+04
                   1.6200             1.748031E+01             7.863289E+04
                   1.8000             1.942174E+01             7.862286E+04
                   1.9800             2.136291E+01             7.861179E+04
                   2.1600             2.330379E+01             7.859966E+04
                   2.3400             2.524436E+01             7.858647E+04
                   2.5200             2.718460E+01             7.857224E+04
                   2.7000             2.912447E+01             7.855695E+04
                   2.8800             3.106394E+01             7.854060E+04
                   3.0600             3.300301E+01             7.852321E+04
                   3.2400             3.494162E+01             7.850476E+04
                   3.4200             3.687977E+01             7.848527E+04
                   3.6000             3.881743E+01             7.846472E+04
                   3.7800             4.075457E+01             7.844312E+04
                   3.9600             4.269116E+01             7.842047E+04
                   4.1400             4.462717E+01             7.839677E+04
                   4.3200             4.656259E+01             7.837203E+04
                   4.5000             4.849739E+01             7.834624E+04
                   4.6800             5.043154E+01             7.831940E+04
                   4.8600             5.236501E+01             7.829151E+04
                   5.0400             5.429777E+01             7.826258E+04
                   5.2200             5.622982E+01             7.823260E+04
                   5.4000             5.816110E+01             7.820158E+04
                   5.5800             6.009161E+01             7.816951E+04
                   5.7600             6.202132E+01             7.813640E+04
                   5.9400             6.395019E+01             7.810225E+04
                   6.1200             6.587821E+01             7.806706E+04
                   6.3000             6.780535E+01             7.803083E+04
                   6.4800             6.973158E+01             7.799356E+04
                   6.6600             7.165687E+01             7.795525E+04
                   6.8400             7.358121E+01             7.791590E+04
                   7.0200             7.550456E+01             7.787552E+04
                   7.2000             7.742691E+01             7.783410E+04
                   7.3800             7.934821E+01             7.779164E+04
                   7.5600             8.126846E+01             7.774816E+04
                   7.7400             8.318762E+01             7.770364E+04
                   7.9200             8.510567E+01             7.765809E+04
                   8.1000             8.702258E+01             7.761151E+04
                   8.2800             8.893833E+01             7.756390E+04
                   8.4600             9.085289E+01             7.751526E+04
                   8.6400             9.276623E+01             7.746560E+04
                   8.8200             9.467834E+01             7.741491E+04
                   9.0000             9.658918E+01             7.736319E+04
                   9.1800             9.849874E+01             7.731046E+04
                   9.3600             1.004070E+02             7.725670E+04
                   9.5400             1.023139E+02             7.720192E+04
                   9.7200             1.042194E+02             7.714612E+04
                   9.9000             1.061235E+02             7.708931E+04
                  10.0800             1.080263E+02             7.703148E+04
                  10.2600             1.099276E+02             7.697263E+04
                  10.4400             1.118274E+02             7.691277E+04
                  10.6200             1.137257E+02             7.685190E+04
                  10.8000             1.156225E+02             7.679002E+04
                  10.9800             1.175178E+02             7.672713E+04
                  11.1600             1.194115E+02             7.666324E+04
                  11.3400             1.213036E+02             7.659833E+04
                  11.5200             1.231941E+02             7.653243E+04
                  11.7000             1.250830E+02             7.646552E+04
                  11.8800             1.269702E+02             7.639761E+04
                  12.0600             1.288557E+02             7.632870E+04
                  12.2400             1.307395E+02             7.625880E+04
                  12.4200             1.326216E+02             7.618789E+04
                  12.6000             1.345019E+02             7.611600E+04
                  12.7800             1.363804E+02             7.604311E+04
                  12.9600             1.382571E+02             7.596923E+04
                  13.1400             1.401319E+02             7.589436E+04
                  13.3200             1.420049E+02             7.581851E+04
                  13.5000             1.438761E+02             7.574167E+04
                  13.6800             1.457453E+02             7.566385E+04
                  13.8600             1.476125E+02             7.558504E+04
                  14.0400             1.494779E+02             7.550526E+04
                  14.2200             1.513412E+02             7.542450E+04
                  14.4000             1.532025E+02             7.534276E+04
                  14.5800             1.550618E+02             7.526005E+04
                  14.7600             1.569191E+02             7.517637E+04
                  14.9400             1.587742E+02             7.509172E+04
                  15.1200             1.606273E+02             7.500610E+04
                  15.3000             1.624782E+02             7.491951E+04
                  15.4800             1.643270E+02             7.483196E+04
                  15.6600             1.661736E+02             7.474346E+04
                  15.8400             1.680180E+02             7.465399E+04
                  16.0200             1.698602E+02             7.456356E+04
                  16.2000             1.717002E+02             7.447218E+04
                  16.3800             1.735378E+02             7.437985E+04
                  16.5600             1.753732E+02             7.428657E+04
                  16.7400             1.772063E+02             7.419233E+04
                  16.9200             1.790371E+02             7.409716E+04
                  17.1000             1.808654E+02             7.400103E+04
                  17.2800             1.826914E+02             7.390397E+04
                  17.4600             1.845150E+02             7.380597E+04
                  17.6400             1.863361E+02             7.370703E+04
                  17.8200             1.881548E+02             7.360716E+04
                  18.0000             1.899711E+02             7.350635E+04
                  18.1800             1.917848E+02             7.340462E+04
                  18.3600             1.935960E+02             7.330196E+04
                  18.5400             1.954046E+02             7.319837E+04
                  18.7200             1.972107E+02             7.309386E+04
                  18.9000             1.990142E+02             7.298843E+04
                  19.0800             2.008151E+02             7.288208E+04
                  19.2600             2.026133E+02             7.277482E+04
                  19.4400             2.044089E+02             7.266665E+04
                  19.6200             2.062018E+02             7.255756E+04
                  19.8000             2.079920E+02             7.244757E+04
                  19.9800             2.097794E+02             7.233667E+04
                  20.1600             2.115641E+02             7.222487E+04
                  20.3400             2.133461E+02             7.211217E+04
                  20.5200             2.151252E+02             7.199858E+04
                  20.7000             2.169015E+02             7.188409E+04
                  20.8800             2.186750E+02             7.176871E+04
                  21.0600             2.204457E+02             7.165244E+04
                  21.2400             2.222134E+02             7.153528E+04
                  21.4200             2.239783E+02             7.141724E+04
                  21.6000             2.257402E+02             7.129832E+04
                  21.7800             2.274992E+02             7.117852E+04
                  21.9600             2.292552E+02             7.105784E+04
                  22.1400             2.310082E+02             7.093630E+04
                  22.3200             2.327582E+02             7.081388E+04
                  22.5000             2.345052E+02             7.069060E+04
                  22.6800             2.362491E+02             7.056645E+04
                  22.8600             2.379899E+02             7.044144E+04
                  23.0400             2.397277E+02             7.031557E+04
                  23.2200             2.414623E+02             7.018885E+04
                  23.4000             2.431938E+02             7.006127E+04
                  23.5800             2.449221E+02             6.993284E+04
                  23.7600             2.466472E+02             6.980357E+04
                  23.9400             2.483692E+02             6.967346E+04
                  24.1200             2.500879E+02             6.954250E+04
                  24.3000             2.518034E+02             6.941070E+04
                  24.4800             2.535156E+02             6.927807E+04
                  24.6600             2.552245E+02             6.914461E+04
                  24.8400             2.569301E+02             6.901032E+04
                  25.0200             2.586324E+02             6.887520E+04
                  25.2000             2.603314E+02             6.873926E+04
                  25.3800             2.620269E+02             6.860250E+04
                  25.5600             2.637191E+02             6.846492E+04
                  25.7400             2.654079E+02             6.832653E+04
                  25.9200             2.670933E+02             6.818733E+04
                  26.1000             2.687752E+02             6.804732E+04
                  26.2800             2.704536E+02             6.790651E+04
                  26.4600             2.721286E+02             6.776490E+04
                  26.6400             2.738000E+02             6.762248E+04
                  26.8200             2.754680E+02             6.747928E+04
                  27.0000             2.771323E+02             6.733528E+04
                  27.1800             2.787932E+02             6.719049E+04
                  27.3600             2.804504E+02             6.704492E+04
                  27.5400             2.821040E+02             6.689856E+04
                  27.7200             2.837540E+02             6.675143E+04
                  27.9000             2.854004E+02             6.660352E+04
                  28.0800             2.870431E+02             6.645484E+04
                  28.2600             2.886821E+02             6.630538E+04
                  28.4400             2.903174E+02             6.615517E+04
                  28.6200             2.919490E+02             6.600419E+04
                  28.8000             2.935769E+02             6.585245E+04
                  28.9800             2.952010E+02             6.569995E+04
                  29.1600             2.968213E+02             6.554670E+04
                  29.3400             2.984378E+02             6.539271E+04
                  29.5200             3.000506E+02             6.523796E+04
                  29.7000             3.016595E+02             6.508247E+04
                  29.8800             3.032645E+02             6.492625E+04
                  30.0600             3.048657E+02             6.476929E+04
                  30.2400             3.064630E+02             6.461159E+04
                  30.4200             3.080564E+02             6.445317E+04
                  30.6000             3.096458E+02             6.429402E+04
                  30.7800             3.112314E+02             6.413415E+04
                  30.9600             3.128130E+02             6.397355E+04
                  31.1400             3.143906E+02             6.381225E+04
                  31.3200             3.159642E+02             6.365023E+04
                  31.5000             3.175338E+02             6.348750E+04
                  31.6800             3.190993E+02             6.332407E+04
                  31.8600             3.206609E+02             6.315993E+04
                  32.0400             3.222184E+02             6.299510E+04
                  32.2200             3.237717E+02             6.282957E+04
                  32.4000             3.253210E+02             6.266335E+04
                  32.5800             3.268662E+02             6.249644E+04
                  32.7600             3.284073E+02             6.232885E+04
                  32.9400             3.299442E+02             6.216057E+04
                  33.1200             3.314769E+02             6.199162E+04
                  33.3000             3.330055E+02             6.182200E+04
                  33.4800             3.345299E+02             6.165170E+04
                  33.6600             3.360500E+02             6.148074E+04
                  33.8400             3.375659E+02             6.130911E+04
                  34.0200             3.390776E+02             6.113682E+04
                  34.2000             3.405850E+02             6.096388E+04
                  34.3800             3.420882E+02             6.079029E+04
                  34.5600             3.435870E+02             6.061604E+04
                  34.7400             3.450816E+02             6.044115E+04
                  34.9200             3.465718E+02             6.026562E+04
                  35.1000             3.480576E+02             6.008945E+04
                  35.2800             3.495391E+02             5.991265E+04
                  35.4600             3.510163E+02             5.973521E+04
                  35.6400             3.524890E+02             5.955715E+04
                  35.8200             3.539574E+02             5.937846E+04
                  36.0000             3.554213E+02             5.919915E+04
                  36.1800             3.568808E+02             5.901923E+04
                  36.3600             3.583358E+02             5.883869E+04
                  36.5400             3.597864E+02             5.865754E+04
                  36.7200             3.612325E+02             5.847578E+04
                  36.9000             3.626741E+02             5.829343E+04
                  37.0800             3.641112E+02             5.811047E+04
                  37.2600             3.655437E+02             5.792692E+04
                  37.4400             3.669717E+02             5.774278E+04
                  37.6200             3.683952E+02             5.755805E+04
                  37.8000             3.698141E+02             5.737274E+04
                  37.9800             3.712284E+02             5.718685E+04
                  38.1600             3.726382E+02             5.700038E+04
                  38.3400             3.740433E+02             5.681333E+04
                  38.5200             3.754437E+02             5.662572E+04
                  38.7000             3.768396E+02             5.643754E+04
                  38.8800             3.782308E+02             5.624880E+04
                  39.0600             3.796173E+02             5.605950E+04
                  39.2400             3.809991E+02             5.586964E+04
                  39.4200             3.823763E+02             5.567924E+04
                  39.6000             3.837487E+02             5.548829E+04
                  39.7800             3.851164E+02             5.529679E+04
                  39.9600             3.864794E+02             5.510475E+04
                  40.1400             3.878377E+02             5.491218E+04
                  40.3200             3.891911E+02             5.471907E+04
                  40.5000             3.905398E+02             5.452544E+04
                  40.6800             3.918837E+02             5.433128E+04
                  40.8600             3.932229E+02             5.413660E+04
                  41.0400             3.945572E+02             5.394140E+04
                  41.2200             3.958866E+02             5.374568E+04
                  41.4000             3.972113E+02             5.354946E+04
                  41.5800             3.985310E+02             5.335273E+04
                  41.7600             3.998460E+02             5.315550E+04
                  41.9400             4.011560E+02             5.295776E+04
                  42.1200             4.024612E+02             5.275953E+04
                  42.3000             4.037614E+02             5.256081E+04
                  42.4800             4.050567E+02             5.236160E+04
                  42.6600             4.063472E+02             5.216191E+04
                  42.8400             4.076326E+02             5.196173E+04
                  43.0200             4.089132E+02             5.176108E+04
                  43.2000             4.101887E+02             5.155995E+04
                  43.3800             4.114593E+02             5.135836E+04
                  43.5600             4.127249E+02             5.115629E+04
                  43.7400             4.139856E+02             5.095377E+04
                  43.9200             4.152412E+02             5.075079E+04
                  44.1000             4.164918E+02             5.054735E+04
                  44.2800             4.177373E+02             5.034346E+04
                  44.4600             4.189779E+02             5.013912E+04
                  44.6400             4.202133E+02             4.993434E+04
                  44.8200             4.214438E+02             4.972912E+04
                  45.0000             4.226691E+02             4.952346E+04
                  45.1800             4.238894E+02             4.931737E+04
                  45.3600             4.251045E+02             4.911085E+04
                  45.5400             4.263146E+02             4.890390E+04
                  45.7200             4.275195E+02             4.869653E+04
                  45.9000             4.287193E+02             4.848875E+04
                  46.0800             4.299140E+02             4.828055E+04
                  46.2600             4.311036E+02             4.807194E+04
                  46.4400             4.322879E+02             4.786292E+04
                  46.6200             4.334672E+02             4.765349E+04
                  46.8000             4.346412E+02             4.744367E+04
