                   Degree                 Q1[m3/s]                 Q2[m3/s]                Q3c[m3/s]                Q3s[m3/s]                 Q4[m3/s]                Q5a[m3/s]                Q5b[m3/s]                Q6c[m3/s]                Q6s[m3/s]                 Q7[m3/s]                 Q8[m3/s]                Q9a[m3/s]                Q9b[m3/s]
                   0.0000             1.081226E-06             1.610237E-07             1.081197E-06             1.748944E-15             9.360253E-09             4.381512E-08             9.733484E-07             2.881768E-11             4.753055E-20             9.202019E-07            -1.715740E-07            -1.708198E-07             5.778081E-07
                   0.1800             1.081449E-06             1.611461E-07             1.080742E-06             6.773992E-10             9.342604E-09             4.373210E-08             9.733484E-07             2.887724E-11             2.063872E-14             9.203026E-07            -1.716253E-07            -1.708692E-07             5.778081E-07
                   0.3600             1.081653E-06             1.612580E-07             1.080271E-06             1.353447E-09             9.326304E-09             4.365580E-08             9.733484E-07             2.893030E-11             4.126588E-14             9.203953E-07            -1.716718E-07            -1.709155E-07             5.778081E-07
                   0.5400             1.081843E-06             1.613617E-07             1.079787E-06             2.027397E-09             9.311188E-09             4.358508E-08             9.733484E-07             2.897804E-11             6.182976E-14             9.204812E-07            -1.717147E-07            -1.709584E-07             5.778081E-07
                   0.7200             1.082018E-06             1.614575E-07             1.079290E-06             2.699323E-09             9.297245E-09             4.351981E-08             9.733484E-07             2.902058E-11             8.232748E-14             9.205605E-07            -1.717545E-07            -1.709979E-07             5.778081E-07
                   0.9000             1.082178E-06             1.615451E-07             1.078780E-06             3.369513E-09             9.284472E-09             4.346005E-08             9.733484E-07             2.905785E-11             1.027687E-13             9.206331E-07            -1.717908E-07            -1.710342E-07             5.778081E-07
                   1.0800             1.082324E-06             1.616249E-07             1.078257E-06             4.038266E-09             9.272854E-09             4.340567E-08             9.733484E-07             2.908997E-11             1.231641E-13             9.206991E-07            -1.718239E-07            -1.710672E-07             5.778081E-07
                   1.2600             1.082455E-06             1.616967E-07             1.077720E-06             4.705874E-09             9.262392E-09             4.335673E-08             9.733484E-07             2.911688E-11             1.435235E-13             9.207586E-07            -1.718536E-07            -1.710969E-07             5.778081E-07
                   1.4400             1.082572E-06             1.617607E-07             1.077170E-06             5.372615E-09             9.253071E-09             4.331310E-08             9.733484E-07             2.913868E-11             1.638567E-13             9.208116E-07            -1.718802E-07            -1.711233E-07             5.778081E-07
                   1.6200             1.082675E-06             1.618169E-07             1.076607E-06             6.038748E-09             9.244890E-09             4.327480E-08             9.733484E-07             2.915535E-11             1.841716E-13             9.208581E-07            -1.719035E-07            -1.711465E-07             5.778081E-07
                   1.8000             1.082763E-06             1.618652E-07             1.076029E-06             6.704529E-09             9.237844E-09             4.324185E-08             9.733484E-07             2.916686E-11             2.044763E-13             9.208981E-07            -1.719235E-07            -1.711666E-07             5.778081E-07
                   1.9800             1.082838E-06             1.619059E-07             1.075438E-06             7.370210E-09             9.231923E-09             4.321413E-08             9.733484E-07             2.917333E-11             2.247790E-13             9.209318E-07            -1.719403E-07            -1.711834E-07             5.778081E-07
                   2.1600             1.082898E-06             1.619389E-07             1.074832E-06             8.036036E-09             9.227122E-09             4.319166E-08             9.733484E-07             2.917473E-11             2.450872E-13             9.209591E-07            -1.719540E-07            -1.711970E-07             5.778081E-07
                   2.3400             1.082944E-06             1.619641E-07             1.074212E-06             8.702244E-09             9.223440E-09             4.317446E-08             9.733484E-07             2.917102E-11             2.654077E-13             9.209800E-07            -1.719644E-07            -1.712075E-07             5.778081E-07
                   2.5200             1.082976E-06             1.619818E-07             1.073578E-06             9.369072E-09             9.220861E-09             4.316239E-08             9.733484E-07             2.916234E-11             2.857486E-13             9.209946E-07            -1.719718E-07            -1.712148E-07             5.778081E-07
                   2.7000             1.082995E-06             1.619920E-07             1.072929E-06             1.003674E-08             9.219372E-09             4.315541E-08             9.733484E-07             2.914870E-11             3.061160E-13             9.210031E-07            -1.719760E-07            -1.712190E-07             5.778081E-07
                   2.8800             1.083003E-06             1.619963E-07             1.072268E-06             1.070524E-08             9.218750E-09             4.315250E-08             9.733484E-07             2.913112E-11             3.265104E-13             9.210066E-07            -1.719778E-07            -1.712208E-07             5.778081E-07
                   3.0600             1.083009E-06             1.619998E-07             1.071606E-06             1.137389E-08             9.218227E-09             4.315008E-08             9.733484E-07             2.911305E-11             3.469126E-13             9.210096E-07            -1.719792E-07            -1.712223E-07             5.778081E-07
                   3.2400             1.083016E-06             1.620034E-07             1.070944E-06             1.204260E-08             9.217699E-09             4.314761E-08             9.733484E-07             2.909503E-11             3.673214E-13             9.210126E-07            -1.719807E-07            -1.712238E-07             5.778081E-07
                   3.4200             1.083023E-06             1.620070E-07             1.070282E-06             1.271137E-08             9.217171E-09             4.314514E-08             9.733484E-07             2.907700E-11             3.877368E-13             9.210156E-07            -1.719822E-07            -1.712253E-07             5.778081E-07
                   3.6000             1.083029E-06             1.620107E-07             1.069620E-06             1.338022E-08             9.216641E-09             4.314266E-08             9.733484E-07             2.905898E-11             4.081592E-13             9.210186E-07            -1.719837E-07            -1.712268E-07             5.778081E-07
                   3.7800             1.083036E-06             1.620143E-07             1.068957E-06             1.404914E-08             9.216110E-09             4.314017E-08             9.733484E-07             2.904095E-11             4.285887E-13             9.210216E-07            -1.719852E-07            -1.712283E-07             5.778081E-07
                   3.9600             1.083043E-06             1.620180E-07             1.068295E-06             1.471814E-08             9.215578E-09             4.313768E-08             9.733484E-07             2.902292E-11             4.490256E-13             9.210247E-07            -1.719868E-07            -1.712298E-07             5.778081E-07
                   4.1400             1.083049E-06             1.620215E-07             1.067632E-06             1.538721E-08             9.215048E-09             4.313523E-08             9.733484E-07             2.900484E-11             4.694691E-13             9.210276E-07            -1.719882E-07            -1.712314E-07             5.778081E-07
                   4.3200             1.083056E-06             1.620252E-07             1.066970E-06             1.605635E-08             9.214513E-09             4.313273E-08             9.733484E-07             2.898681E-11             4.899203E-13             9.210307E-07            -1.719897E-07            -1.712329E-07             5.778081E-07
                   4.5000             1.083063E-06             1.620289E-07             1.066308E-06             1.672556E-08             9.213977E-09             4.313022E-08             9.733484E-07             2.896877E-11             5.103782E-13             9.210337E-07            -1.719912E-07            -1.712344E-07             5.778081E-07
                   4.6800             1.083069E-06             1.620326E-07             1.065645E-06             1.739483E-08             9.213440E-09             4.312770E-08             9.733484E-07             2.895074E-11             5.308425E-13             9.210368E-07            -1.719928E-07            -1.712359E-07             5.778081E-07
                   4.8600             1.083076E-06             1.620363E-07             1.064982E-06             1.806414E-08             9.212902E-09             4.312518E-08             9.733484E-07             2.893270E-11             5.513125E-13             9.210398E-07            -1.719943E-07            -1.712374E-07             5.778081E-07
                   5.0400             1.083083E-06             1.620400E-07             1.064320E-06             1.873349E-08             9.212364E-09             4.312266E-08             9.733484E-07             2.891466E-11             5.717876E-13             9.210429E-07            -1.719959E-07            -1.712390E-07             5.778081E-07
                   5.2200             1.083090E-06             1.620437E-07             1.063657E-06             1.940286E-08             9.211824E-09             4.312013E-08             9.733484E-07             2.889662E-11             5.922668E-13             9.210460E-07            -1.719974E-07            -1.712405E-07             5.778081E-07
                   5.4000             1.083096E-06             1.620474E-07             1.062995E-06             2.007223E-08             9.211284E-09             4.311760E-08             9.733484E-07             2.887859E-11             6.127493E-13             9.210490E-07            -1.719989E-07            -1.712420E-07             5.778081E-07
                   5.5800             1.083103E-06             1.620511E-07             1.062332E-06             2.074159E-08             9.210743E-09             4.311507E-08             9.733484E-07             2.886055E-11             6.332338E-13             9.210521E-07            -1.720005E-07            -1.712436E-07             5.778081E-07
                   5.7600             1.083110E-06             1.620547E-07             1.061669E-06             2.141090E-08             9.210205E-09             4.311259E-08             9.733484E-07             2.884246E-11             6.537181E-13             9.210551E-07            -1.720019E-07            -1.712451E-07             5.778081E-07
                   5.9400             1.083117E-06             1.620585E-07             1.061007E-06             2.208016E-08             9.209663E-09             4.311005E-08             9.733484E-07             2.882442E-11             6.742028E-13             9.210582E-07            -1.720035E-07            -1.712467E-07             5.778081E-07
                   6.1200             1.083123E-06             1.620622E-07             1.060345E-06             2.274932E-08             9.209121E-09             4.310751E-08             9.733484E-07             2.880639E-11             6.946853E-13             9.210613E-07            -1.720050E-07            -1.712482E-07             5.778081E-07
                   6.3000             1.083130E-06             1.620659E-07             1.059682E-06             2.341837E-08             9.208580E-09             4.310497E-08             9.733484E-07             2.878836E-11             7.151640E-13             9.210644E-07            -1.720066E-07            -1.712497E-07             5.778081E-07
