                   Degree          P_inst_total[W]  P_inst_total_no_loss[W]              P_f_loss[W]            P_thr_loss[W]          P_inertia_ro[W]          P_inertia_vh[W]                 P_com[W]              P_bear_s[W]
                   0.0000             7.481857E+01             7.027093E-02             7.474830E+01             4.233208E+05             6.520038E-02             1.961652E-04             4.874387E-03             8.621414E+00
                   0.1800             7.427105E+01            -1.243904E-01             7.439544E+01             4.233208E+05            -1.998380E-01            -6.012424E-04             7.604888E-02             8.602816E+00
                   0.3600             7.409188E+01            -2.746194E-01             7.436649E+01             4.233208E+05            -3.947589E-01            -1.187687E-03             1.213272E-01             8.601802E+00
                   0.5400             7.391749E+01            -4.249243E-01             7.434242E+01             4.233208E+05            -5.896893E-01            -1.774154E-03             1.665392E-01             8.602373E+00
                   0.7200             7.374405E+01            -5.751976E-01             7.431925E+01             4.233208E+05            -7.846088E-01            -2.360578E-03             2.117718E-01             8.601463E+00
                   0.9000             7.357441E+01            -7.253516E-01             7.429976E+01             4.233208E+05            -9.794649E-01            -2.946796E-03             2.570601E-01             8.602241E+00
                   1.0800             7.340510E+01            -8.753594E-01             7.428046E+01             4.233208E+05            -1.174245E+00            -3.532771E-03             3.024188E-01             8.601366E+00
                   1.2600             7.323950E+01            -1.025239E+00             7.426474E+01             4.233208E+05            -1.368978E+00            -4.118579E-03             3.478569E-01             8.602342E+00
                   1.4400             7.307394E+01            -1.174947E+00             7.424889E+01             4.233208E+05            -1.563625E+00            -4.704108E-03             3.933817E-01             8.601502E+00
                   1.6200             7.291018E+01            -1.324470E+00             7.423465E+01             4.233208E+05            -1.758181E+00            -5.289336E-03             4.390004E-01             8.600639E+00
                   1.8000             7.275035E+01            -1.473780E+00             7.422413E+01             4.233208E+05            -1.952626E+00            -5.874197E-03             4.847205E-01             8.601904E+00
                   1.9800             7.259022E+01            -1.622877E+00             7.421310E+01             4.233208E+05            -2.146969E+00            -6.458717E-03             5.305503E-01             8.601091E+00
                   2.1600             7.243185E+01            -1.771725E+00             7.420358E+01             4.233208E+05            -2.341181E+00            -7.042807E-03             5.764987E-01             8.600259E+00
                   2.3400             7.227766E+01            -1.920313E+00             7.419797E+01             4.233208E+05            -2.535262E+00            -7.626460E-03             6.225753E-01             8.601858E+00
                   2.5200             7.212284E+01            -2.068614E+00             7.419146E+01             4.233208E+05            -2.729195E+00            -8.209624E-03             6.687901E-01             8.601091E+00
                   2.7000             7.196973E+01            -2.216607E+00             7.418634E+01             4.233208E+05            -2.922968E+00            -8.792258E-03             7.151531E-01             8.600308E+00
                   2.8800             7.181823E+01            -2.364290E+00             7.418252E+01             4.233208E+05            -3.116574E+00            -9.374339E-03             7.616580E-01             8.599511E+00
                   3.0600             7.167089E+01            -2.511703E+00             7.418259E+01             4.233208E+05            -3.309995E+00            -9.955812E-03             8.082480E-01             8.601583E+00
                   3.2400             7.152201E+01            -2.658848E+00             7.418085E+01             4.233208E+05            -3.503226E+00            -1.053665E-02             8.549149E-01             8.600868E+00
                   3.4200             7.137436E+01            -2.805714E+00             7.418007E+01             4.233208E+05            -3.696255E+00            -1.111682E-02             9.016576E-01             8.600143E+00
                   3.6000             7.122793E+01            -2.952289E+00             7.418022E+01             4.233208E+05            -3.889069E+00            -1.169628E-02             9.484757E-01             8.599407E+00
                   3.7800             7.108274E+01            -3.098563E+00             7.418130E+01             4.233208E+05            -4.081656E+00            -1.227499E-02             9.953685E-01             8.598663E+00
                   3.9600             7.096949E+01            -3.244527E+00             7.421402E+01             0.000000E+00            -4.274009E+00            -1.285293E-02             1.042335E+00             8.597910E+00
                   4.1400             7.088796E+01            -3.390167E+00             7.427813E+01             0.000000E+00            -4.466113E+00            -1.343004E-02             1.089376E+00             8.600737E+00
                   4.3200             7.080405E+01            -3.535476E+00             7.433952E+01             0.000000E+00            -4.657959E+00            -1.400630E-02             1.136489E+00             8.600085E+00
                   4.5000             7.072123E+01            -3.680440E+00             7.440167E+01             0.000000E+00            -4.849534E+00            -1.458166E-02             1.183676E+00             8.599427E+00
                   4.6800             7.063949E+01            -3.825051E+00             7.446455E+01             0.000000E+00            -5.040828E+00            -1.515609E-02             1.230934E+00             8.598763E+00
                   4.8600             7.055885E+01            -3.969296E+00             7.452815E+01             0.000000E+00            -5.231831E+00            -1.572956E-02             1.278264E+00             8.598093E+00
                   5.0400             7.047929E+01            -4.113167E+00             7.459246E+01             0.000000E+00            -5.422531E+00            -1.630203E-02             1.325666E+00             8.597420E+00
                   5.2200             7.040081E+01            -4.256651E+00             7.465746E+01             0.000000E+00            -5.612917E+00            -1.687346E-02             1.373139E+00             8.596742E+00
                   5.4000             7.032342E+01            -4.399739E+00             7.472316E+01             0.000000E+00            -5.802978E+00            -1.744381E-02             1.420683E+00             8.596062E+00
                   5.5800             7.024710E+01            -4.542419E+00             7.478952E+01             0.000000E+00            -5.992703E+00            -1.801306E-02             1.468297E+00             8.595379E+00
                   5.7600             7.017661E+01            -4.684682E+00             7.486129E+01             0.000000E+00            -6.182083E+00            -1.858116E-02             1.515981E+00             8.599440E+00
                   5.9400             7.010257E+01            -4.826516E+00             7.492909E+01             0.000000E+00            -6.371103E+00            -1.914808E-02             1.563735E+00             8.598877E+00
                   6.1200             7.002961E+01            -4.967912E+00             7.499752E+01             0.000000E+00            -6.559756E+00            -1.971378E-02             1.611558E+00             8.598312E+00
                   6.3000             6.995773E+01            -5.108859E+00             7.506659E+01             0.000000E+00            -6.748030E+00            -2.027823E-02             1.659450E+00             8.597746E+00
                   6.4800             6.988692E+01            -5.249345E+00             7.513627E+01             0.000000E+00            -6.935913E+00            -2.084139E-02             1.707410E+00             8.597179E+00
                   6.6600             6.981720E+01            -5.389362E+00             7.520656E+01             0.000000E+00            -7.123397E+00            -2.140322E-02             1.755437E+00             8.596613E+00
                   6.8400             6.974854E+01            -5.528899E+00             7.527744E+01             0.000000E+00            -7.310468E+00            -2.196370E-02             1.803532E+00             8.596048E+00
                   7.0200             6.968097E+01            -5.667947E+00             7.534892E+01             0.000000E+00            -7.497117E+00            -2.252279E-02             1.851693E+00             8.595483E+00
                   7.2000             6.961448E+01            -5.806494E+00             7.542097E+01             0.000000E+00            -7.683333E+00            -2.308044E-02             1.899920E+00             8.594921E+00
                   7.3800             6.954906E+01            -5.944532E+00             7.549359E+01             0.000000E+00            -7.869107E+00            -2.363664E-02             1.948211E+00             8.594360E+00
                   7.5600             6.948473E+01            -6.082051E+00             7.556678E+01             0.000000E+00            -8.054426E+00            -2.419133E-02             1.996567E+00             8.593803E+00
                   7.7400             6.942148E+01            -6.219041E+00             7.564052E+01             0.000000E+00            -8.239281E+00            -2.474449E-02             2.044985E+00             8.593249E+00
                   7.9200             6.935931E+01            -6.355493E+00             7.571480E+01             0.000000E+00            -8.423661E+00            -2.529609E-02             2.093465E+00             8.592699E+00
                   8.1000             6.929823E+01            -6.491396E+00             7.578963E+01             0.000000E+00            -8.607556E+00            -2.584609E-02             2.142005E+00             8.592154E+00
                   8.2800             6.923824E+01            -6.626744E+00             7.586498E+01             0.000000E+00            -8.790954E+00            -2.639445E-02             2.190605E+00             8.591614E+00
                   8.4600             6.917934E+01            -6.761525E+00             7.594086E+01             0.000000E+00            -8.973846E+00            -2.694114E-02             2.239262E+00             8.591079E+00
                   8.6400             6.912153E+01            -6.895732E+00             7.601726E+01             0.000000E+00            -9.156222E+00            -2.748613E-02             2.287975E+00             8.590551E+00
                   8.8200             6.907188E+01            -7.029357E+00             7.610124E+01             0.000000E+00            -9.338070E+00            -2.802938E-02             2.336743E+00             8.597096E+00
                   9.0000             6.901638E+01            -7.162389E+00             7.617877E+01             0.000000E+00            -9.519382E+00            -2.857086E-02             2.385563E+00             8.596704E+00
