                   Degree              Press.Ratio   Mass_leak_rad_ro[kg/s]      Mass_leak_vef[kg/s]       Mass_leak_vs[kg/s]      Mass_leak_ref[kg/s]    Mass_leak_total[kg/s]
                   0.0000             1.014560E+00             1.212984E-05             7.874853E-06             0.000000E+00             0.000000E+00             2.000469E-05
                   0.1800             1.129720E+00             8.976002E-07             1.129829E-05             0.000000E+00             2.417332E-08             1.222006E-05
                   0.3600             1.128575E+00             3.829909E-07             1.125198E-05             0.000000E+00             4.739934E-08             1.168237E-05
                   0.5400             1.126956E+00             3.706705E-07             1.120124E-05             0.000000E+00             6.963937E-08             1.164155E-05
                   0.7200             1.125251E+00             8.001077E-08             1.115186E-05             0.000000E+00             9.098326E-08             1.132286E-05
                   0.9000             1.123617E+00             1.017516E-07             1.110497E-05             0.000000E+00             1.115608E-07             1.131828E-05
                   1.0800             1.122110E+00             6.971169E-08             1.106097E-05             0.000000E+00             1.315008E-07             1.126218E-05
                   1.2600             1.120752E+00             2.603452E-09             1.102005E-05             0.000000E+00             1.509331E-07             1.117358E-05
                   1.4400             1.119552E+00             6.934381E-08             1.098541E-05             0.000000E+00             1.699850E-07             1.122474E-05
                   1.6200             1.118510E+00             6.919320E-08             1.095707E-05             0.000000E+00             1.887784E-07             1.121504E-05
                   1.8000             1.117625E+00             6.906488E-08             1.093190E-05             0.000000E+00             2.074359E-07             1.120840E-05
                   1.9800             1.116897E+00             6.895879E-08             1.090993E-05             0.000000E+00             2.260777E-07             1.120497E-05
                   2.1600             1.116324E+00             6.836157E-08             1.089425E-05             0.000000E+00             2.448225E-07             1.120743E-05
                   2.3400             1.115905E+00             6.829892E-08             1.088484E-05             0.000000E+00             2.637873E-07             1.121692E-05
                   2.5200             1.115638E+00             6.825842E-08             1.087859E-05             0.000000E+00             2.830863E-07             1.122994E-05
                   2.7000             1.115519E+00             6.823974E-08             1.087547E-05             0.000000E+00             3.028278E-07             1.124654E-05
                   2.8800             1.115522E+00             6.823860E-08             1.087799E-05             0.000000E+00             3.230105E-07             1.126924E-05
                   3.0600             1.115549E+00             6.824015E-08             1.088104E-05             0.000000E+00             3.432990E-07             1.129258E-05
                   3.2400             1.115588E+00             6.824250E-08             1.088744E-05             0.000000E+00             3.636515E-07             1.131933E-05
                   3.4200             1.115638E+00             6.824556E-08             1.089101E-05             0.000000E+00             3.840713E-07             1.134333E-05
                   3.6000             1.115697E+00             6.824927E-08             1.089484E-05             0.000000E+00             4.045614E-07             1.136765E-05
                   3.7800             1.115766E+00             6.825355E-08             1.089891E-05             0.000000E+00             4.251238E-07             1.139229E-05
                   3.9600             1.115842E+00             6.825836E-08             1.090322E-05             0.000000E+00             4.457593E-07             1.141724E-05
                   4.1400             1.115925E+00             6.826361E-08             1.091085E-05             0.000000E+00             4.664677E-07             1.144558E-05
                   4.3200             1.116014E+00             6.826924E-08             1.091560E-05             0.000000E+00             4.872478E-07             1.147112E-05
                   4.5000             1.116108E+00             6.827518E-08             1.092057E-05             0.000000E+00             5.080972E-07             1.149694E-05
                   4.6800             1.116205E+00             6.828135E-08             1.092884E-05             0.000000E+00             5.290130E-07             1.152613E-05
                   4.8600             1.116305E+00             6.880039E-08             1.093420E-05             0.000000E+00             5.499905E-07             1.155299E-05
                   5.0400             1.116407E+00             6.880659E-08             1.093975E-05             0.000000E+00             5.710245E-07             1.157958E-05
                   5.2200             1.116509E+00             6.881281E-08             1.094858E-05             0.000000E+00             5.921086E-07             1.160950E-05
                   5.4000             1.116610E+00             6.881900E-08             1.095447E-05             0.000000E+00             6.132352E-07             1.163653E-05
                   5.5800             1.116710E+00             6.882510E-08             1.096364E-05             0.000000E+00             6.343960E-07             1.166686E-05
                   5.7600             1.116807E+00             6.883101E-08             1.096985E-05             0.000000E+00             6.555810E-07             1.169426E-05
                   5.9400             1.116901E+00             6.883669E-08             1.097620E-05             0.000000E+00             6.767798E-07             1.172182E-05
                   6.1200             1.116990E+00             6.884208E-08             1.098580E-05             0.000000E+00             6.979806E-07             1.175262E-05
                   6.3000             1.117072E+00             6.884708E-08             1.099242E-05             0.000000E+00             7.191704E-07             1.178043E-05
                   6.4800             1.117148E+00             6.885164E-08             1.099915E-05             0.000000E+00             7.403354E-07             1.180833E-05
                   6.6600             1.117216E+00             6.885568E-08             1.100599E-05             0.000000E+00             7.614605E-07             1.183630E-05
                   6.8400             1.117275E+00             6.885916E-08             1.101605E-05             0.000000E+00             7.825300E-07             1.186744E-05
                   7.0200             1.117323E+00             6.886198E-08             1.102308E-05             0.000000E+00             8.035264E-07             1.189547E-05
                   7.2000             1.117360E+00             6.886410E-08             1.103020E-05             0.000000E+00             8.244317E-07             1.192350E-05
                   7.3800             1.117385E+00             6.886542E-08             1.103739E-05             0.000000E+00             8.452268E-07             1.195148E-05
                   7.5600             1.117396E+00             6.886591E-08             1.104464E-05             0.000000E+00             8.658915E-07             1.197940E-05
                   7.7400             1.117393E+00             6.886547E-08             1.105195E-05             0.000000E+00             8.864047E-07             1.200722E-05
                   7.9200             1.117374E+00             6.886404E-08             1.105931E-05             0.000000E+00             9.067444E-07             1.203492E-05
                   8.1000             1.117338E+00             6.886156E-08             1.106671E-05             0.000000E+00             9.268874E-07             1.206246E-05
                   8.2800             1.117285E+00             6.885797E-08             1.107413E-05             0.000000E+00             9.468100E-07             1.208980E-05
                   8.4600             1.117213E+00             6.885319E-08             1.107844E-05             0.000000E+00             9.664870E-07             1.211378E-05
                   8.6400             1.117121E+00             6.884716E-08             1.108589E-05             0.000000E+00             9.858935E-07             1.214063E-05
                   8.8200             1.117008E+00             6.883982E-08             1.109335E-05             0.000000E+00             1.005003E-06             1.216720E-05
                   9.0000             1.116874E+00             6.883112E-08             1.109766E-05             0.000000E+00             1.023787E-06             1.219028E-05
                   9.1800             1.116717E+00             6.882099E-08             1.110510E-05             0.000000E+00             1.042221E-06             1.221614E-05
                   9.3600             1.116537E+00             6.880935E-08             1.110936E-05             0.000000E+00             1.060273E-06             1.223844E-05
                   9.5400             1.116332E+00             6.879616E-08             1.111358E-05             0.000000E+00             1.077916E-06             1.226029E-05
                   9.7200             1.116102E+00             6.826822E-08             1.111776E-05             0.000000E+00             1.095121E-06             1.228115E-05
                   9.9000             1.115846E+00             6.825112E-08             1.112189E-05             0.000000E+00             1.111858E-06             1.230200E-05
                  10.0800             1.115564E+00             6.823224E-08             1.112595E-05             0.000000E+00             1.128096E-06             1.232228E-05
                  10.2600             1.115254E+00             6.821151E-08             1.112995E-05             0.000000E+00             1.143805E-06             1.234196E-05
                  10.4400             1.114915E+00             6.818892E-08             1.113386E-05             0.000000E+00             1.158955E-06             1.236100E-05
                  10.6200             1.114549E+00             6.816439E-08             1.113769E-05             0.000000E+00             1.173515E-06             1.237936E-05
                  10.8000             1.114153E+00             6.813788E-08             1.113825E-05             0.000000E+00             1.187454E-06             1.239385E-05
                  10.9800             1.113727E+00             6.810935E-08             1.114187E-05             0.000000E+00             1.200743E-06             1.241073E-05
                  11.1600             1.113271E+00             6.807876E-08             1.114222E-05             0.000000E+00             1.213350E-06             1.242365E-05
                  11.3400             1.112784E+00             6.804607E-08             1.114245E-05             0.000000E+00             1.225246E-06             1.243574E-05
                  11.5200             1.112267E+00             6.801126E-08             1.114254E-05             0.000000E+00             1.236400E-06             1.244695E-05
                  11.7000             1.111719E+00             6.797430E-08             1.114249E-05             0.000000E+00             1.246785E-06             1.245725E-05
                  11.8800             1.111139E+00             6.793515E-08             1.114229E-05             0.000000E+00             1.256370E-06             1.246660E-05
                  12.0600             1.110528E+00             6.789379E-08             1.114194E-05             0.000000E+00             1.265129E-06             1.247496E-05
                  12.2400             1.109885E+00             6.785022E-08             1.114142E-05             0.000000E+00             1.273035E-06             1.248230E-05
                  12.4200             1.109212E+00             6.780441E-08             1.113758E-05             0.000000E+00             1.280059E-06             1.248544E-05
                  12.6000             1.108507E+00             6.724893E-08             1.113356E-05             0.000000E+00             1.286179E-06             1.248698E-05
                  12.7800             1.107770E+00             6.719676E-08             1.113250E-05             0.000000E+00             1.291369E-06             1.249107E-05
                  12.9600             1.107003E+00             6.714224E-08             1.112811E-05             0.000000E+00             1.295607E-06             1.249085E-05
                  13.1400             1.106206E+00             6.708538E-08             1.112351E-05             0.000000E+00             1.298870E-06             1.248947E-05
                  13.3200             1.105378E+00             6.702620E-08             1.111557E-05             0.000000E+00             1.301139E-06             1.248373E-05
                  13.5000             1.104521E+00             6.696470E-08             1.111056E-05             0.000000E+00             1.302394E-06             1.247992E-05
                  13.6800             1.103635E+00             6.690089E-08             1.110534E-05             0.000000E+00             1.302617E-06             1.247486E-05
                  13.8600             1.102720E+00             6.683479E-08             1.109676E-05             0.000000E+00             1.301794E-06             1.246538E-05
                  14.0400             1.101777E+00             6.626569E-08             1.108795E-05             0.000000E+00             1.299909E-06             1.245413E-05
                  14.2200             1.100808E+00             6.619263E-08             1.107892E-05             0.000000E+00             1.296951E-06             1.244207E-05
                  14.4000             1.099811E+00             6.611729E-08             1.106966E-05             0.000000E+00             1.292908E-06             1.242869E-05
                  14.5800             1.098790E+00             6.603972E-08             1.106017E-05             0.000000E+00             1.287772E-06             1.241398E-05
                  14.7600             1.097744E+00             6.595996E-08             1.105043E-05             0.000000E+00             1.281535E-06             1.239793E-05
                  14.9400             1.096674E+00             6.587805E-08             1.103734E-05             0.000000E+00             1.274193E-06             1.237741E-05
                  15.1200             1.095582E+00             6.579404E-08             1.102713E-05             0.000000E+00             1.265742E-06             1.235867E-05
                  15.3000             1.094468E+00             6.521123E-08             1.101356E-05             0.000000E+00             1.256181E-06             1.233495E-05
                  15.4800             1.093333E+00             6.512028E-08             1.099975E-05             0.000000E+00             1.245511E-06             1.231038E-05
                  15.6600             1.092179E+00             6.502736E-08             1.098571E-05             0.000000E+00             1.233734E-06             1.228447E-05
                  15.8400             1.091008E+00             6.493253E-08             1.097142E-05             0.000000E+00             1.220855E-06             1.225721E-05
                  16.0200             1.089819E+00             6.483587E-08             1.095689E-05             0.000000E+00             1.206880E-06             1.222861E-05
                  16.2000             1.088614E+00             6.424727E-08             1.093904E-05             0.000000E+00             1.191818E-06             1.219510E-05
                  16.3800             1.087395E+00             6.414400E-08             1.092404E-05             0.000000E+00             1.175679E-06             1.216386E-05
                  16.5600             1.086162E+00             6.403908E-08             1.090573E-05             0.000000E+00             1.158476E-06             1.212824E-05
                  16.7400             1.084918E+00             6.393260E-08             1.089027E-05             0.000000E+00             1.140222E-06             1.209442E-05
                  16.9200             1.083663E+00             6.382466E-08             1.087151E-05             0.000000E+00             1.120933E-06             1.205627E-05
                  17.1000             1.082398E+00             6.322979E-08             1.085253E-05             0.000000E+00             1.100626E-06             1.201639E-05
                  17.2800             1.081125E+00             6.311584E-08             1.083335E-05             0.000000E+00             1.079322E-06             1.197578E-05
