                   Degree               Volume[m3]            Pressure[kPa]           Temperature[K]        Int. Energy[J/kg]           Density[kg/m3]           Enthalpy[J/kg]          Entropy[J/kg.K]  Dyn. Viscosity[N.s/m^2]       Spec. Heat[J/kg.K]     Therm. Cond[W/(m.K)]                 Mass[kg]    Valve Deflec. mid[mm]    Valve Deflec. tip[mm]
                   0.0000             5.000000E-08             1.009108E+02             3.037669E+02             3.429153E+05             1.157610E+00             4.300899E+05             3.900451E+03             1.866400E-05             1.006510E+03             2.712925E-02             5.788048E-08             0.000000E+00             0.000000E+00
                   0.1800             5.005066E-08             1.081490E+02             3.093449E+02             3.429377E+05             1.218238E+00             4.356894E+05             3.898838E+03             1.898566E-05             1.006848E+03             2.707710E-02             6.010215E-08             0.000000E+00             0.000000E+00
                   0.3600             5.009648E-08             1.081586E+02             3.107403E+02             3.439152E+05             1.212861E+00             4.370944E+05             3.903344E+03             1.905197E-05             1.006909E+03             2.717962E-02             5.988694E-08             0.000000E+00             0.000000E+00
                   0.5400             5.013763E-08             1.081584E+02             3.114474E+02             3.444136E+05             1.210098E+00             4.378065E+05             3.905633E+03             1.908553E-05             1.006941E+03             2.723152E-02             5.979782E-08             0.000000E+00             0.000000E+00
                   0.7200             5.017429E-08             1.081538E+02             3.118026E+02             3.446667E+05             1.208664E+00             4.381641E+05             3.906793E+03             1.910237E-05             1.006956E+03             2.725757E-02             5.977034E-08             0.000000E+00             0.000000E+00
                   0.9000             5.020665E-08             1.081476E+02             3.119794E+02             3.447950E+05             1.207908E+00             4.383422E+05             3.907381E+03             1.911075E-05             1.006964E+03             2.727053E-02             5.977182E-08             0.000000E+00             0.000000E+00
                   1.0800             5.023489E-08             1.081411E+02             3.120664E+02             3.448603E+05             1.207498E+00             4.384298E+05             3.907678E+03             1.911487E-05             1.006968E+03             2.727691E-02             5.978576E-08             0.000000E+00             0.000000E+00
                   1.2600             5.025918E-08             1.081351E+02             3.121085E+02             3.448937E+05             1.207268E+00             4.384722E+05             3.907830E+03             1.911686E-05             1.006970E+03             2.727999E-02             5.980392E-08             0.000000E+00             0.000000E+00
                   1.4400             5.027970E-08             1.081299E+02             3.121285E+02             3.449111E+05             1.207132E+00             4.384923E+05             3.907909E+03             1.911781E-05             1.006971E+03             2.728146E-02             5.982223E-08             0.000000E+00             0.000000E+00
                   1.6200             5.029663E-08             1.081255E+02             3.121379E+02             3.449206E+05             1.207047E+00             4.385018E+05             3.907951E+03             1.911826E-05             1.006971E+03             2.728215E-02             5.983871E-08             0.000000E+00             0.000000E+00
                   1.8000             5.031015E-08             1.081221E+02             3.121425E+02             3.449261E+05             1.206990E+00             4.385064E+05             3.907975E+03             1.911847E-05             1.006971E+03             2.728248E-02             5.985248E-08             0.000000E+00             0.000000E+00
                   1.9800             5.032045E-08             1.081195E+02             3.121452E+02             3.449298E+05             1.206952E+00             4.385091E+05             3.907990E+03             1.911860E-05             1.006971E+03             2.728268E-02             5.986317E-08             0.000000E+00             0.000000E+00
                   2.1600             5.032769E-08             1.081179E+02             3.121474E+02             3.449326E+05             1.206925E+00             4.385114E+05             3.908002E+03             1.911870E-05             1.006972E+03             2.728284E-02             5.987071E-08             0.000000E+00             0.000000E+00
                   2.3400             5.033207E-08             1.081171E+02             3.121498E+02             3.449351E+05             1.206906E+00             4.385138E+05             3.908012E+03             1.911882E-05             1.006972E+03             2.728302E-02             5.987515E-08             0.000000E+00             0.000000E+00
                   2.5200             5.033375E-08             1.081170E+02             3.121529E+02             3.449376E+05             1.206894E+00             4.385169E+05             3.908022E+03             1.911896E-05             1.006972E+03             2.728324E-02             5.987662E-08             0.000000E+00             0.000000E+00
                   2.7000             5.033292E-08             1.081177E+02             3.121566E+02             3.449401E+05             1.206887E+00             4.385206E+05             3.908032E+03             1.911914E-05             1.006972E+03             2.728351E-02             5.987529E-08             0.000000E+00             0.000000E+00
                   2.8800             5.032977E-08             1.081191E+02             3.121611E+02             3.449428E+05             1.206885E+00             4.385251E+05             3.908043E+03             1.911935E-05             1.006972E+03             2.728384E-02             5.987133E-08             0.000000E+00             0.000000E+00
                   3.0600             5.032446E-08             1.081211E+02             3.121663E+02             3.449456E+05             1.206888E+00             4.385304E+05             3.908054E+03             1.911960E-05             1.006972E+03             2.728423E-02             5.986495E-08             0.000000E+00             0.000000E+00
                   3.2400             5.031718E-08             1.081237E+02             3.121722E+02             3.449486E+05             1.206894E+00             4.385363E+05             3.908066E+03             1.911988E-05             1.006973E+03             2.728466E-02             5.985633E-08             0.000000E+00             0.000000E+00
                   3.4200             5.030811E-08             1.081268E+02             3.121787E+02             3.449518E+05             1.206903E+00             4.385429E+05             3.908079E+03             1.912019E-05             1.006973E+03             2.728514E-02             5.984568E-08             0.000000E+00             0.000000E+00
                   3.6000             5.029743E-08             1.081304E+02             3.121859E+02             3.449550E+05             1.206915E+00             4.385501E+05             3.908093E+03             1.912053E-05             1.006973E+03             2.728567E-02             5.983321E-08             0.000000E+00             0.000000E+00
                   3.7800             5.028532E-08             1.081344E+02             3.121936E+02             3.449585E+05             1.206930E+00             4.385579E+05             3.908107E+03             1.912089E-05             1.006974E+03             2.728623E-02             5.981910E-08             0.000000E+00             0.000000E+00
                   3.9600             5.027195E-08             1.081387E+02             3.122018E+02             3.449620E+05             1.206947E+00             4.385661E+05             3.908122E+03             1.912128E-05             1.006974E+03             2.728683E-02             5.980356E-08             0.000000E+00             0.000000E+00
                   4.1400             5.025752E-08             1.081434E+02             3.122104E+02             3.449657E+05             1.206965E+00             4.385747E+05             3.908137E+03             1.912169E-05             1.006975E+03             2.728746E-02             5.978680E-08             0.000000E+00             0.000000E+00
                   4.3200             5.024219E-08             1.081483E+02             3.122193E+02             3.449694E+05             1.206985E+00             4.385837E+05             3.908153E+03             1.912211E-05             1.006975E+03             2.728812E-02             5.976901E-08             0.000000E+00             0.000000E+00
                   4.5000             5.022615E-08             1.081534E+02             3.122286E+02             3.449732E+05             1.207007E+00             4.385930E+05             3.908169E+03             1.912255E-05             1.006976E+03             2.728880E-02             5.975040E-08             0.000000E+00             0.000000E+00
                   4.6800             5.020957E-08             1.081587E+02             3.122380E+02             3.449771E+05             1.207029E+00             4.386026E+05             3.908185E+03             1.912300E-05             1.006976E+03             2.728950E-02             5.973117E-08             0.000000E+00             0.000000E+00
                   4.8600             5.019265E-08             1.081640E+02             3.122477E+02             3.449811E+05             1.207051E+00             4.386123E+05             3.908202E+03             1.912346E-05             1.006977E+03             2.729020E-02             5.971153E-08             0.000000E+00             0.000000E+00
                   5.0400             5.017555E-08             1.081694E+02             3.122574E+02             3.449850E+05             1.207073E+00             4.386221E+05             3.908219E+03             1.912392E-05             1.006977E+03             2.729092E-02             5.969167E-08             0.000000E+00             0.000000E+00
                   5.2200             5.015845E-08             1.081747E+02             3.122672E+02             3.449890E+05             1.207095E+00             4.386319E+05             3.908237E+03             1.912439E-05             1.006978E+03             2.729164E-02             5.967180E-08             0.000000E+00             0.000000E+00
                   5.4000             5.014155E-08             1.081800E+02             3.122770E+02             3.449930E+05             1.207116E+00             4.386417E+05             3.908254E+03             1.912485E-05             1.006978E+03             2.729236E-02             5.965212E-08             0.000000E+00             0.000000E+00
                   5.5800             5.012501E-08             1.081852E+02             3.122866E+02             3.449971E+05             1.207136E+00             4.386514E+05             3.908272E+03             1.912531E-05             1.006979E+03             2.729307E-02             5.963283E-08             0.000000E+00             0.000000E+00
                   5.7600             5.010902E-08             1.081902E+02             3.122961E+02             3.450010E+05             1.207155E+00             4.386610E+05             3.908289E+03             1.912576E-05             1.006979E+03             2.729376E-02             5.961414E-08             0.000000E+00             0.000000E+00
                   5.9400             5.009376E-08             1.081949E+02             3.123054E+02             3.450050E+05             1.207172E+00             4.386704E+05             3.908307E+03             1.912620E-05             1.006980E+03             2.729445E-02             5.959624E-08             0.000000E+00             0.000000E+00
                   6.1200             5.007940E-08             1.081993E+02             3.123145E+02             3.450089E+05             1.207186E+00             4.386794E+05             3.908324E+03             1.912663E-05             1.006980E+03             2.729511E-02             5.957934E-08             0.000000E+00             0.000000E+00
                   6.3000             5.006612E-08             1.082034E+02             3.123231E+02             3.450127E+05             1.207198E+00             4.386881E+05             3.908341E+03             1.912704E-05             1.006981E+03             2.729575E-02             5.956364E-08             0.000000E+00             0.000000E+00
