                   Degree                T_ecc[Nm]         T_inertia_ro[Nm]         T_inertia_vh[Nm]              T_com_C[Nm]      T_total_no_loss[Nm]               T_loss[Nm]             T_bear_s[Nm]         T_inst_total[Nm]
                   0.0000             7.751890E-02             5.942544E-04             1.787505E-06             4.268370E-05             6.387256E-04             4.812879E-01             7.718902E-02             4.819266E-01
                   0.1800             7.931615E-02            -1.821380E-03            -5.478666E-06             2.545057E-04            -1.572353E-03             4.823917E-01             7.698453E-02             4.808194E-01
                   0.3600             7.949345E-02            -3.597943E-03            -1.082249E-05             5.876305E-04            -3.021135E-03             4.822700E-01             7.695381E-02             4.792489E-01
                   0.5400             7.968331E-02            -5.374592E-03            -1.616652E-05             9.201815E-04            -4.470577E-03             4.821679E-01             7.692855E-02             4.776973E-01
                   0.7200             7.988653E-02            -7.151143E-03            -2.151015E-05             1.252067E-03            -5.920586E-03             4.820871E-01             7.690984E-02             4.761665E-01
                   0.9000             8.010331E-02            -8.927116E-03            -2.685192E-05             1.583258E-03            -7.370710E-03             4.820290E-01             7.689853E-02             4.746582E-01
                   1.0800             8.033361E-02            -1.070240E-02            -3.219146E-05             1.913753E-03            -8.820838E-03             4.819941E-01             7.689548E-02             4.731733E-01
                   1.2600             8.057726E-02            -1.247724E-02            -3.752949E-05             2.243568E-03            -1.027121E-02             4.819829E-01             7.690122E-02             4.717117E-01
                   1.4400             8.083392E-02            -1.425131E-02            -4.286497E-05             2.572724E-03            -1.172145E-02             4.819952E-01             7.691585E-02             4.702737E-01
                   1.6200             8.110326E-02            -1.602455E-02            -4.819770E-05             2.901250E-03            -1.317150E-02             4.820301E-01             7.693901E-02             4.688586E-01
                   1.8000             8.138489E-02            -1.779678E-02            -5.352710E-05             3.229176E-03            -1.462113E-02             4.823999E-01             7.696991E-02             4.677788E-01
                   1.9800             8.167846E-02            -1.956807E-02            -5.885338E-05             3.556535E-03            -1.607039E-02             4.830455E-01             7.700723E-02             4.669751E-01
                   2.1600             8.198354E-02            -2.133818E-02            -6.417575E-05             3.883361E-03            -1.751899E-02             4.837073E-01             7.704933E-02             4.661883E-01
                   2.3400             8.229974E-02            -2.310708E-02            -6.949415E-05             4.209692E-03            -1.896689E-02             4.843828E-01             7.709421E-02             4.654159E-01
                   2.5200             8.262666E-02            -2.487464E-02            -7.480807E-05             4.535567E-03            -2.041388E-02             4.850694E-01             7.713978E-02             4.646555E-01
                   2.7000             8.296390E-02            -2.664074E-02            -8.011718E-05             4.861026E-03            -2.185983E-02             4.857644E-01             7.718386E-02             4.639046E-01
                   2.8800             8.331106E-02            -2.840532E-02            -8.542124E-05             5.186111E-03            -2.330463E-02             4.864652E-01             7.722434E-02             4.631606E-01
                   3.0600             8.366774E-02            -3.016822E-02            -9.071976E-05             5.510867E-03            -2.474807E-02             4.871695E-01             7.725934E-02             4.624214E-01
                   3.2400             8.403356E-02            -3.192938E-02            -9.601250E-05             5.835336E-03            -2.619005E-02             4.878751E-01             7.728725E-02             4.616850E-01
                   3.4200             8.440812E-02            -3.368869E-02            -1.012992E-04             6.159564E-03            -2.763043E-02             4.885803E-01             7.730686E-02             4.609498E-01
                   3.6000             8.479106E-02            -3.544606E-02            -1.065794E-04             6.483592E-03            -2.906904E-02             4.892839E-01             7.731738E-02             4.602148E-01
                   3.7800             8.518198E-02            -3.720135E-02            -1.118527E-04             6.807458E-03            -3.050575E-02             4.899850E-01             7.731848E-02             4.594793E-01
                   3.9600             8.558055E-02            -3.895451E-02            -1.171190E-04             7.131185E-03            -3.194045E-02             4.906835E-01             7.731025E-02             4.587431E-01
                   4.1400             8.598639E-02            -4.070540E-02            -1.223778E-04             7.454751E-03            -3.337302E-02             4.913795E-01             7.729322E-02             4.580064E-01
                   4.3200             8.639922E-02            -4.245393E-02            -1.276288E-04             7.778020E-03            -3.480354E-02             4.920738E-01             7.726828E-02             4.572702E-01
                   4.5000             8.681875E-02            -4.420000E-02            -1.328716E-04             8.100822E-03            -3.623205E-02             4.927676E-01             7.723661E-02             4.565355E-01
                   4.6800             8.724475E-02            -4.594351E-02            -1.381060E-04             8.423106E-03            -3.765851E-02             4.934622E-01             7.719961E-02             4.558037E-01
                   4.8600             8.767699E-02            -4.768437E-02            -1.433315E-04             8.744866E-03            -3.908283E-02             4.941588E-01             7.715882E-02             4.550760E-01
                   5.0400             8.811523E-02            -4.942246E-02            -1.485480E-04             9.066094E-03            -4.050491E-02             4.948587E-01             7.711579E-02             4.543538E-01
                   5.2200             8.855925E-02            -5.115769E-02            -1.537550E-04             9.386786E-03            -4.192466E-02             4.955633E-01             7.707207E-02             4.536386E-01
                   5.4000             8.900883E-02            -5.288996E-02            -1.589522E-04             9.706936E-03            -4.334198E-02             4.962736E-01             7.702911E-02             4.529316E-01
                   5.5800             8.946374E-02            -5.461916E-02            -1.641393E-04             1.002654E-02            -4.475676E-02             4.969908E-01             7.698822E-02             4.522340E-01
                   5.7600             8.992378E-02            -5.634522E-02            -1.693160E-04             1.034559E-02            -4.616895E-02             4.977156E-01             7.695052E-02             4.515467E-01
