                   Degree               T_ocsc2[K]               T_ocsc3[K]               T_ocdc2[K]               T_ocdc3[K]               T_rosc2[K]               T_rosc3[K]               T_rodc2[K]               T_rodc3[K]             T_roller2[K]             T_roller3[K]
                   0.0000             3.248368E+02             3.248278E+02             3.248368E+02             3.248278E+02             3.276909E+02             3.271189E+02             3.276909E+02             3.271189E+02             3.286173E+02             3.279322E+02
                   0.1800             3.249115E+02             3.249097E+02             3.249377E+02             3.249355E+02             3.277469E+02             3.271854E+02             3.277765E+02             3.272140E+02             3.287071E+02             3.280311E+02
                   0.3600             3.248866E+02             3.248886E+02             3.249240E+02             3.249243E+02             3.277139E+02             3.271569E+02             3.277567E+02             3.271979E+02             3.286889E+02             3.280164E+02
                   0.5400             3.248430E+02             3.248479E+02             3.248879E+02             3.248899E+02             3.276646E+02             3.271107E+02             3.277168E+02             3.271603E+02             3.286500E+02             3.279797E+02
                   0.7200             3.247896E+02             3.247970E+02             3.248407E+02             3.248438E+02             3.276068E+02             3.270554E+02             3.276668E+02             3.271120E+02             3.286007E+02             3.279321E+02
                   0.9000             3.247329E+02             3.247423E+02             3.247891E+02             3.247932E+02             3.275464E+02             3.269970E+02             3.276133E+02             3.270597E+02             3.285477E+02             3.278803E+02
                   1.0800             3.246763E+02             3.246876E+02             3.247372E+02             3.247420E+02             3.274865E+02             3.269390E+02             3.275597E+02             3.270071E+02             3.284945E+02             3.278280E+02
                   1.2600             3.246218E+02             3.246348E+02             3.246868E+02             3.246923E+02             3.274290E+02             3.268832E+02             3.275079E+02             3.269562E+02             3.284430E+02             3.277774E+02
                   1.4400             3.245705E+02             3.245849E+02             3.246390E+02             3.246450E+02             3.273748E+02             3.268306E+02             3.274588E+02             3.269079E+02             3.283942E+02             3.277294E+02
                   1.6200             3.245227E+02             3.245385E+02             3.245943E+02             3.246008E+02             3.273243E+02             3.267815E+02             3.274129E+02             3.268627E+02             3.283486E+02             3.276845E+02
                   1.8000             3.244786E+02             3.244956E+02             3.245529E+02             3.245599E+02             3.272777E+02             3.267362E+02             3.273704E+02             3.268209E+02             3.283063E+02             3.276428E+02
                   1.9800             3.244382E+02             3.244564E+02             3.245148E+02             3.245222E+02             3.272349E+02             3.266947E+02             3.273313E+02             3.267824E+02             3.282675E+02             3.276046E+02
