                   Degree              F_vhoc_n[N]              F_vhoc_t[N]                 F_1_n[N]                 F_2_n[N]                  F_cx[N]                  F_cy[N]           F_resultant[N]
                   0.0000            -1.075037E+00            -4.869396E+01             3.797430E+00             5.219241E+00             1.421811E+00             1.999399E+01             2.004448E+01
                   0.1800            -2.676955E+00            -5.070692E+01             2.708831E+00             4.438001E+00             1.736275E+00             2.103356E+01             2.110510E+01
                   0.3600            -3.134029E+00            -5.073142E+01             2.299140E+00             4.420214E+00             2.135252E+00             2.110203E+01             2.120978E+01
                   0.5400            -3.588767E+00            -5.075504E+01             1.891057E+00             4.404782E+00             2.534940E+00             2.117068E+01             2.132191E+01
                   0.7200            -4.041903E+00            -5.077926E+01             1.484195E+00             4.391118E+00             2.935136E+00             2.124011E+01             2.144195E+01
                   0.9000            -4.493736E+00            -5.080480E+01             1.078431E+00             4.378917E+00             3.335652E+00             2.131055E+01             2.157003E+01
                   1.0800            -4.944458E+00            -5.083204E+01             6.736634E-01             4.368022E+00             3.736431E+00             2.138211E+01             2.170612E+01
                   1.2600            -5.394243E+00            -5.086115E+01             2.697654E-01             4.358354E+00             4.137519E+00             2.145480E+01             2.185012E+01
                   1.4400            -5.843083E+00            -5.089222E+01            -1.332342E-01             4.349870E+00             4.538840E+00             2.152857E+01             2.200183E+01
                   1.6200            -6.291007E+00            -5.092525E+01            -5.353554E-01             4.342546E+00             4.940392E+00             2.160336E+01             2.216106E+01
                   1.8000            -6.738002E+00            -5.096026E+01            -9.365810E-01             4.336371E+00             5.342142E+00             2.167907E+01             2.232758E+01
                   1.9800            -7.184111E+00            -5.099724E+01            -1.336951E+00             4.331336E+00             5.744124E+00             2.175563E+01             2.250117E+01
                   2.1600            -7.629294E+00            -5.103616E+01            -1.736429E+00             4.327435E+00             6.146292E+00             2.183294E+01             2.268158E+01
                   2.3400            -8.073569E+00            -5.107701E+01            -2.135030E+00             4.324664E+00             6.548660E+00             2.191091E+01             2.286860E+01
                   2.5200            -8.516916E+00            -5.111976E+01            -2.532739E+00             4.323019E+00             6.951209E+00             2.198944E+01             2.306197E+01
                   2.7000            -8.959330E+00            -5.116439E+01            -2.929551E+00             4.322495E+00             7.353930E+00             2.206843E+01             2.326147E+01
                   2.8800            -9.400815E+00            -5.121087E+01            -3.325472E+00             4.323088E+00             7.756825E+00             2.214780E+01             2.346686E+01
                   3.0600            -9.841352E+00            -5.125917E+01            -3.720485E+00             4.324790E+00             8.159875E+00             2.222744E+01             2.367789E+01
                   3.2400            -1.028095E+01            -5.130926E+01            -4.114598E+00             4.327594E+00             8.563080E+00             2.230726E+01             2.389435E+01
                   3.4200            -1.071960E+01            -5.136111E+01            -4.507816E+00             4.331485E+00             8.966435E+00             2.238716E+01             2.411601E+01
                   3.6000            -1.115732E+01            -5.141466E+01            -4.900140E+00             4.336444E+00             9.369925E+00             2.246705E+01             2.434264E+01
                   3.7800            -1.159412E+01            -5.146985E+01            -5.291586E+00             4.342436E+00             9.773534E+00             2.254685E+01             2.457402E+01
                   3.9600            -1.203005E+01            -5.152657E+01            -5.682201E+00             4.349395E+00             1.017724E+01             2.262646E+01             2.480994E+01
                   4.1400            -1.246521E+01            -5.158459E+01            -6.072083E+00             4.357159E+00             1.058099E+01             2.270582E+01             2.505019E+01
                   4.3200            -1.289990E+01            -5.164336E+01            -6.461501E+00             4.365342E+00             1.098466E+01             2.278493E+01             2.529458E+01
                   4.5000            -1.333442E+01            -5.170235E+01            -6.850724E+00             4.373545E+00             1.138811E+01             2.286383E+01             2.554298E+01
                   4.6800            -1.376883E+01            -5.176140E+01            -7.239817E+00             4.381671E+00             1.179130E+01             2.294251E+01             2.579522E+01
                   4.8600            -1.420312E+01            -5.182049E+01            -7.628774E+00             4.389717E+00             1.219423E+01             2.302096E+01             2.605118E+01
                   5.0400            -1.463727E+01            -5.187961E+01            -8.017585E+00             4.397686E+00             1.259689E+01             2.309918E+01             2.631071E+01
                   5.2200            -1.507127E+01            -5.193873E+01            -8.406240E+00             4.405581E+00             1.299926E+01             2.317714E+01             2.657369E+01
                   5.4000            -1.550510E+01            -5.199784E+01            -8.794731E+00             4.413407E+00             1.340136E+01             2.325484E+01             2.683997E+01
                   5.5800            -1.593874E+01            -5.205693E+01            -9.183045E+00             4.421167E+00             1.380316E+01             2.333227E+01             2.710944E+01
                   5.7600            -1.637218E+01            -5.211598E+01            -9.571177E+00             4.428864E+00             1.420466E+01             2.340939E+01             2.738197E+01
                   5.9400            -1.680540E+01            -5.217498E+01            -9.959112E+00             4.436502E+00             1.460587E+01             2.348621E+01             2.765743E+01
                   6.1200            -1.723839E+01            -5.223391E+01            -1.034685E+01             4.444085E+00             1.500676E+01             2.356269E+01             2.793570E+01
                   6.3000            -1.767112E+01            -5.229275E+01            -1.073437E+01             4.451617E+00             1.540734E+01             2.363883E+01             2.821667E+01
                   6.4800            -1.810358E+01            -5.235149E+01            -1.112166E+01             4.459102E+00             1.580760E+01             2.371459E+01             2.850021E+01
                   6.6600            -1.853576E+01            -5.241011E+01            -1.150872E+01             4.466542E+00             1.620754E+01             2.378997E+01             2.878623E+01
                   6.8400            -1.896764E+01            -5.246860E+01            -1.189554E+01             4.473944E+00             1.660714E+01             2.386493E+01             2.907460E+01
                   7.0200            -1.939920E+01            -5.252693E+01            -1.228211E+01             4.481309E+00             1.700641E+01             2.393947E+01             2.936522E+01
                   7.2000            -1.983042E+01            -5.258511E+01            -1.266841E+01             4.488643E+00             1.740533E+01             2.401355E+01             2.965799E+01
                   7.3800            -2.026129E+01            -5.264310E+01            -1.305444E+01             4.495949E+00             1.780391E+01             2.408715E+01             2.995280E+01
                   7.5600            -2.069179E+01            -5.270089E+01            -1.344019E+01             4.503231E+00             1.820214E+01             2.416024E+01             3.024955E+01
                   7.7400            -2.112190E+01            -5.275847E+01            -1.382565E+01             4.510493E+00             1.860002E+01             2.423281E+01             3.054815E+01
                   7.9200            -2.155161E+01            -5.281582E+01            -1.421081E+01             4.517740E+00             1.899753E+01             2.430482E+01             3.084851E+01
                   8.1000            -2.198089E+01            -5.287293E+01            -1.459565E+01             4.524974E+00             1.939468E+01             2.437625E+01             3.115052E+01
                   8.2800            -2.240974E+01            -5.292978E+01            -1.498017E+01             4.532200E+00             1.979145E+01             2.444707E+01             3.145411E+01
                   8.4600            -2.283814E+01            -5.298635E+01            -1.536436E+01             4.539423E+00             2.018786E+01             2.451726E+01             3.175918E+01
                   8.6400            -2.326606E+01            -5.304263E+01            -1.574821E+01             4.546644E+00             2.058389E+01             2.458678E+01             3.206565E+01
                   8.8200            -2.369349E+01            -5.309861E+01            -1.613172E+01             4.553870E+00             2.097953E+01             2.465560E+01             3.237344E+01
                   9.0000            -2.412043E+01            -5.315427E+01            -1.651486E+01             4.561102E+00             2.137480E+01             2.472370E+01             3.268246E+01
                   9.1800            -2.454684E+01            -5.320960E+01            -1.689763E+01             4.568346E+00             2.176967E+01             2.479105E+01             3.299265E+01
                   9.3600            -2.497271E+01            -5.326458E+01            -1.728002E+01             4.575604E+00             2.216415E+01             2.485761E+01             3.330391E+01
                   9.5400            -2.539803E+01            -5.331920E+01            -1.766203E+01             4.582879E+00             2.255824E+01             2.492337E+01             3.361619E+01
                   9.7200            -2.582279E+01            -5.337345E+01            -1.804364E+01             4.590176E+00             2.295193E+01             2.498827E+01             3.392941E+01
                   9.9000            -2.624696E+01            -5.342732E+01            -1.842484E+01             4.597496E+00             2.334522E+01             2.505231E+01             3.424350E+01
                  10.0800            -2.667053E+01            -5.348078E+01            -1.880563E+01             4.604844E+00             2.373810E+01             2.511543E+01             3.455839E+01
                  10.2600            -2.709348E+01            -5.353384E+01            -1.918599E+01             4.612222E+00             2.413058E+01             2.517763E+01             3.487403E+01
                  10.4400            -2.751581E+01            -5.358648E+01            -1.956592E+01             4.619632E+00             2.452265E+01             2.523886E+01             3.519034E+01
                  10.6200            -2.793749E+01            -5.363868E+01            -1.994542E+01             4.627078E+00             2.491431E+01             2.529909E+01             3.550728E+01
                  10.8000            -2.835851E+01            -5.369045E+01            -2.032446E+01             4.634560E+00             2.530555E+01             2.535830E+01             3.582477E+01
                  10.9800            -2.877887E+01            -5.374177E+01            -2.070304E+01             4.642082E+00             2.569638E+01             2.541645E+01             3.614277E+01
                  11.1600            -2.919853E+01            -5.379263E+01            -2.108116E+01             4.649645E+00             2.608679E+01             2.547353E+01             3.646123E+01
                  11.3400            -2.961750E+01            -5.384303E+01            -2.145881E+01             4.657250E+00             2.647678E+01             2.552949E+01             3.678008E+01
                  11.5200            -3.003576E+01            -5.389295E+01            -2.183597E+01             4.664899E+00             2.686634E+01             2.558432E+01             3.709929E+01
                  11.7000            -3.045330E+01            -5.394240E+01            -2.221265E+01             4.672593E+00             2.725548E+01             2.563798E+01             3.741881E+01
                  11.8800            -3.087010E+01            -5.399137E+01            -2.258883E+01             4.680331E+00             2.764419E+01             2.569046E+01             3.773859E+01
                  12.0600            -3.128615E+01            -5.403985E+01            -2.296451E+01             4.688115E+00             2.803248E+01             2.574172E+01             3.805859E+01
                  12.2400            -3.170145E+01            -5.408784E+01            -2.333969E+01             4.695945E+00             2.842033E+01             2.579175E+01             3.837876E+01
                  12.4200            -3.211598E+01            -5.413533E+01            -2.371434E+01             4.703820E+00             2.880775E+01             2.584051E+01             3.869908E+01
                  12.6000            -3.252974E+01            -5.418234E+01            -2.408848E+01             4.711739E+00             2.919473E+01             2.588801E+01             3.901950E+01
                  12.7800            -3.294271E+01            -5.422885E+01            -2.446209E+01             4.719702E+00             2.958128E+01             2.593420E+01             3.933999E+01
                  12.9600            -3.335488E+01            -5.427486E+01            -2.483517E+01             4.727707E+00             2.996739E+01             2.597908E+01             3.966052E+01
                  13.1400            -3.376626E+01            -5.432038E+01            -2.520771E+01             4.735752E+00             3.035305E+01             2.602262E+01             3.998105E+01
                  13.3200            -3.417682E+01            -5.436541E+01            -2.557970E+01             4.743835E+00             3.073827E+01             2.606482E+01             4.030156E+01
                  13.5000            -3.458657E+01            -5.440995E+01            -2.595115E+01             4.751954E+00             3.112304E+01             2.610566E+01             4.062203E+01
                  13.6800            -3.499549E+01            -5.445401E+01            -2.632205E+01             4.760106E+00             3.150736E+01             2.614513E+01             4.094242E+01
                  13.8600            -3.540359E+01            -5.449759E+01            -2.669239E+01             4.768287E+00             3.189123E+01             2.618322E+01             4.126272E+01
                  14.0400            -3.581085E+01            -5.454070E+01            -2.706217E+01             4.776495E+00             3.227464E+01             2.621993E+01             4.158290E+01
                  14.2200            -3.621727E+01            -5.458335E+01            -2.743139E+01             4.784725E+00             3.265760E+01             2.625524E+01             4.190294E+01
                  14.4000            -3.662286E+01            -5.462553E+01            -2.780004E+01             4.792972E+00             3.304009E+01             2.628916E+01             4.222283E+01
                  14.5800            -3.702759E+01            -5.466727E+01            -2.816812E+01             4.801233E+00             3.342212E+01             2.632167E+01             4.254255E+01
                  14.7600            -3.743148E+01            -5.470857E+01            -2.853562E+01             4.809502E+00             3.380368E+01             2.635280E+01             4.286209E+01
