                             Degree                     Suc.Volume[m3]                    Comp.Volume[m3]               I.Suct.Press._1[kPa]                    I.Suct.Temp.[K]                 I.Disc.Press.[kPa]                    I.Disc.Temp.[K]
                             0.0000                       5.000000E-08                       3.284777E-05                       1.010003E+02                       3.036732E+02                       1.002676E+02                       3.030419E+02
                             0.1800                       5.005066E-08                       3.284772E-05                       1.010003E+02                       3.036732E+02                       1.002678E+02                       3.030421E+02
                             0.3600                       5.009648E-08                       3.284766E-05                       1.010003E+02                       3.036732E+02                       1.002681E+02                       3.030423E+02
                             0.5400                       5.013763E-08                       3.284759E-05                       1.010003E+02                       3.036732E+02                       1.002683E+02                       3.030426E+02
                             0.7200                       5.017429E-08                       3.284752E-05                       1.010003E+02                       3.036732E+02                       1.002686E+02                       3.030428E+02
                             0.9000                       5.020665E-08                       3.284744E-05                       1.010003E+02                       3.036732E+02                       1.002690E+02                       3.030431E+02
                             1.0800                       5.023489E-08                       3.284736E-05                       1.010003E+02                       3.036732E+02                       1.002693E+02                       3.030434E+02
                             1.2600                       5.025918E-08                       3.284727E-05                       1.010003E+02                       3.036732E+02                       1.002697E+02                       3.030437E+02
                             1.4400                       5.027970E-08                       3.284717E-05                       1.010003E+02                       3.036732E+02                       1.002701E+02                       3.030441E+02
                             1.6200                       5.029663E-08                       3.284707E-05                       1.010003E+02                       3.036732E+02                       1.002706E+02                       3.030445E+02
                             1.8000                       5.031015E-08                       3.284696E-05                       1.010003E+02                       3.036732E+02                       1.002710E+02                       3.030449E+02
                             1.9800                       5.032045E-08                       3.284685E-05                       1.010003E+02                       3.036732E+02                       1.002715E+02                       3.030453E+02
                             2.1600                       5.032769E-08                       3.284672E-05                       1.010003E+02                       3.036732E+02                       1.002721E+02                       3.030458E+02
                             2.3400                       5.033207E-08                       3.284659E-05                       1.010003E+02                       3.036732E+02                       1.002726E+02                       3.030462E+02
                             2.5200                       5.033375E-08                       3.284646E-05                       1.010003E+02                       3.036732E+02                       1.002732E+02                       3.030467E+02
                             2.7000                       5.033292E-08                       3.284631E-05                       1.010003E+02                       3.036732E+02                       1.002738E+02                       3.030473E+02
                             2.8800                       5.032977E-08                       3.284616E-05                       1.010003E+02                       3.036732E+02                       1.002745E+02                       3.030478E+02
                             3.0600                       5.032446E-08                       3.284600E-05                       1.010003E+02                       3.036732E+02                       1.002752E+02                       3.030484E+02
                             3.2400                       5.031718E-08                       3.284583E-05                       1.010003E+02                       3.036732E+02                       1.002759E+02                       3.030491E+02
                             3.4200                       5.030811E-08                       3.284565E-05                       1.010003E+02                       3.036732E+02                       1.002766E+02                       3.030497E+02
                             3.6000                       5.029743E-08                       3.284547E-05                       1.010003E+02                       3.036732E+02                       1.002774E+02                       3.030504E+02
                             3.7800                       5.028532E-08                       3.284528E-05                       1.010003E+02                       3.036732E+02                       1.002782E+02                       3.030511E+02
                             3.9600                       5.027195E-08                       3.284507E-05                       1.010003E+02                       3.036732E+02                       1.002791E+02                       3.030519E+02
                             4.1400                       5.025752E-08                       3.284486E-05                       1.010003E+02                       3.036732E+02                       1.002800E+02                       3.030526E+02
