                   Degree                L_f_vs[W]               L_ef_vh[W]                L_s_vh[W]               L_ef_ro[W]                 L_lub[W]              L_ef_vro[W]             L_ef_rohc[W]            L_lip_seal[W]         L_reexpansion[W]
                   0.0000             5.656615E-01             5.017699E-02             6.033098E-01             1.468434E+01             1.198458E+01             2.125830E-03             1.468221E+01             2.815150E+01             0.000000E+00
                   0.1800             3.703463E-01             5.017638E-02             6.510409E-01             1.468429E+01             1.243504E+01             2.129678E-03             1.468216E+01             2.815150E+01             0.000000E+00
                   0.3600             3.406763E-01             5.017438E-02             6.512365E-01             1.468410E+01             1.245521E+01             2.141214E-03             1.468196E+01             2.815150E+01             0.000000E+00
                   0.5400             3.118179E-01             5.017104E-02             6.512756E-01             1.468378E+01             1.247458E+01             2.160440E-03             1.468162E+01             2.815150E+01             0.000000E+00
                   0.7200             2.832778E-01             5.016637E-02             6.513146E-01             1.468334E+01             1.249450E+01             2.187356E-03             1.468115E+01             2.815150E+01             0.000000E+00
                   0.9000             2.549355E-01             5.016037E-02             6.513950E-01             1.468277E+01             1.251532E+01             2.221959E-03             1.468055E+01             2.815150E+01             0.000000E+00
                   1.0800             2.267657E-01             5.015303E-02             6.515269E-01             1.468207E+01             1.253710E+01             2.264248E-03             1.467981E+01             2.815150E+01             0.000000E+00
                   1.2600             1.987643E-01             5.014436E-02             6.517123E-01             1.468125E+01             1.255983E+01             2.314221E-03             1.467893E+01             2.815150E+01             0.000000E+00
                   1.4400             1.709447E-01             5.013435E-02             6.519509E-01             1.468030E+01             1.258346E+01             2.371874E-03             1.467792E+01             2.815150E+01             0.000000E+00
                   1.6200             1.433174E-01             5.012302E-02             6.522419E-01             1.467922E+01             1.260796E+01             2.437205E-03             1.467678E+01             2.815150E+01             0.000000E+00
                   1.8000             1.158961E-01             5.011035E-02             6.525841E-01             1.467801E+01             1.263327E+01             2.510211E-03             1.467550E+01             2.815150E+01             0.000000E+00
                   1.9800             8.868933E-02             5.009635E-02             6.529766E-01             1.467668E+01             1.265935E+01             2.590887E-03             1.467409E+01             2.815150E+01             0.000000E+00
                   2.1600             6.171189E-02             5.008103E-02             6.534183E-01             1.467523E+01             1.268616E+01             2.679229E-03             1.467255E+01             2.815150E+01             0.000000E+00
                   2.3400             3.497392E-02             5.006437E-02             6.539081E-01             1.467364E+01             1.271365E+01             2.775232E-03             1.467087E+01             2.815150E+01             0.000000E+00
                   2.5200             8.487702E-03             5.004639E-02             6.544449E-01             1.467193E+01             1.274177E+01             2.878892E-03             1.466905E+01             2.815150E+01             0.000000E+00
                   2.7000             1.773616E-02             5.002708E-02             6.550274E-01             1.467010E+01             1.277048E+01             2.990202E-03             1.466711E+01             2.815150E+01             0.000000E+00
                   2.8800             4.368990E-02             5.000645E-02             6.556541E-01             1.466814E+01             1.279972E+01             3.109156E-03             1.466503E+01             2.815150E+01             0.000000E+00
                   3.0600             6.936937E-02             4.998449E-02             6.563231E-01             1.466605E+01             1.282947E+01             3.235749E-03             1.466282E+01             2.815150E+01             0.000000E+00
                   3.2400             9.479506E-02             4.996121E-02             6.570300E-01             1.466384E+01             1.285966E+01             3.369974E-03             1.466047E+01             2.815150E+01             0.000000E+00
                   3.4200             1.200938E-01             4.993661E-02             6.577597E-01             1.466150E+01             1.289026E+01             3.511823E-03             1.465799E+01             2.815150E+01             0.000000E+00
                   3.6000             1.453815E-01             4.991069E-02             6.584991E-01             1.465904E+01             1.292124E+01             3.661289E-03             1.465538E+01             2.815150E+01             0.000000E+00
                   3.7800             1.706640E-01             4.988345E-02             6.592468E-01             1.465645E+01             1.295259E+01             3.818363E-03             1.465264E+01             2.815150E+01             0.000000E+00
                   3.9600             1.959408E-01             4.985489E-02             6.600025E-01             1.465374E+01             1.298430E+01             3.983038E-03             1.464976E+01             2.815150E+01             0.000000E+00
